00000001e47496a8 (__DATA,__data) non-external _.compoundliteral
00000001dba16ac4 (__TEXT,__text) non-external (was a private external) _glpOffsetNodeSetBankIndex
00000001dba16ab0 (__TEXT,__text) non-external (was a private external) _glpOffsetNodeSetCompStride
00000001dba16a80 (__TEXT,__text) non-external (was a private external) _glpOffsetNodeSetExtra
00000001dba16adc (__TEXT,__text) non-external (was a private external) _glpOffsetNodeSetOffsetExpr
00000001dba16aa0 (__TEXT,__text) non-external (was a private external) _glpOffsetNodeSetPreSwizzlePrimitiveType
00000001dba16a90 (__TEXT,__text) non-external (was a private external) _glpOffsetNodeSetSwizzle
00000001dba16af4 (__TEXT,__text) non-external (was a private external) _glpOffsetNodeSetVectorElementExpr
00000001dba14468 (__TEXT,__text) non-external (was a private external) _glpOpAssignNodeGetDesugar
00000001db9ba418 (__TEXT,__text) non-external (was a private external) _glpOpenArchive
00000001db9fcf24 (__TEXT,__text) non-external (was a private external) _glpOperatorAsFunctionError
00000001dba59230 (__TEXT,__text) external _glpPPDisassemble
00000001dba8c690 (__TEXT,__const) non-external _glpPPDisassemble.shaderTargets
00000001e09d6a90 (__DATA_CONST,__const) non-external _glpPPDisassemble.tex_filters
00000001e09d6b00 (__DATA_CONST,__const) non-external _glpPPDisassemble.tex_formats
00000001e09d6be0 (__DATA_CONST,__const) non-external _glpPPDisassemble.tex_types
00000001e09d6ac0 (__DATA_CONST,__const) non-external _glpPPDisassemble.tex_wraps
00000001dba5c21c (__TEXT,__text) external _glpPPDisassembleFree
00000001dba67cc4 (__TEXT,__text) external _glpPPShaderLinearize
00000001dba67ccc (__TEXT,__text) external _glpPPShaderLinearizeEx
00000001dba66808 (__TEXT,__text) external _glpPPShaderLinearizeStreamMgr
00000001dba66810 (__TEXT,__text) external _glpPPShaderLinearizeStreamMgrEx
00000001dba16e24 (__TEXT,__text) non-external (was a private external) _glpPPStreamOpNodeGetHasOffset
00000001dba16e1c (__TEXT,__text) non-external (was a private external) _glpPPStreamOpNodeGetHasSrctex
00000001dba16e14 (__TEXT,__text) non-external (was a private external) _glpPPStreamOpNodeGetOpPrimitiveType
00000001dba16e0c (__TEXT,__text) non-external (was a private external) _glpPPStreamOpNodeGetOpcode
00000001dba16e04 (__TEXT,__text) non-external (was a private external) _glpPPStreamOpNodeGetReturnPrimitiveType
00000001db9517e4 (__TEXT,__text) external _glpPPStreamTokenDump
00000001db9517ec (__TEXT,__text) external _glpPPStreamTokenDumpFree
00000001dba38f74 (__TEXT,__text) non-external _glpPPTFunctionDefinition
00000001dba38bbc (__TEXT,__text) non-external (was a private external) _glpPPTNode
00000001dba39198 (__TEXT,__text) non-external _glpPPTRawCall
00000001dba390a0 (__TEXT,__text) non-external _glpPPTSwitchStatement
00000001dba38e08 (__TEXT,__text) non-external _glpPPTVariableDeclaration
00000001dba482bc (__TEXT,__text) non-external (was a private external) _glpPaIdentOrType
00000001dba483e8 (__TEXT,__text) non-external (was a private external) _glpPaParseComment
00000001dba48c3c (__TEXT,__text) non-external (was a private external) _glpPaParseStrings
00000001dba481e8 (__TEXT,__text) non-external (was a private external) _glpPaReservedWord
00000001db9e0f04 (__TEXT,__text) non-external (was a private external) _glpPackConstants
00000001dba14774 (__TEXT,__text) non-external (was a private external) _glpParameterDeclarationNodeGetExtra
00000001dba14768 (__TEXT,__text) non-external (was a private external) _glpParameterDeclarationNodeGetName
00000001dba14784 (__TEXT,__text) non-external (was a private external) _glpParameterDeclarationNodeGetType
00000001dba1477c (__TEXT,__text) non-external (was a private external) _glpParameterDeclarationNodeSetExtra
00000001dba14790 (__TEXT,__text) non-external (was a private external) _glpParameterDeclarationNodeSetType
00000001dba4983c (__TEXT,__text) non-external (was a private external) _glpParseContextSetGLSLVersion
00000001dba49968 (__TEXT,__text) non-external (was a private external) _glpParseContextValidateGLSLVersion
00000001db9f92d0 (__TEXT,__text) non-external (was a private external) _glpParseQualifiers
00000001db9e3810 (__TEXT,__text) non-external (was a private external) _glpParseRecover
00000001db9b8998 (__TEXT,__text) non-external (was a private external) _glpPointerHashCache_b
00000001db9b8934 (__TEXT,__text) non-external (was a private external) _glpPointerHashGet
00000001db9b8780 (__TEXT,__text) non-external (was a private external) _glpPointerHashPut
00000001db9b89fc (__TEXT,__text) non-external (was a private external) _glpPointerHashRemove
00000001db9e2890 (__TEXT,__text) non-external (was a private external) _glpPopulatePrecisionWidths
00000001dba14d70 (__TEXT,__text) non-external (was a private external) _glpPrecisionDeclarationNodeGetQualifier
00000001dba14d88 (__TEXT,__text) non-external (was a private external) _glpPrecisionDeclarationNodeGetType
00000001dba14d7c (__TEXT,__text) non-external (was a private external) _glpPrecisionDeclarationNodeSetQualifier
00000001dba14d94 (__TEXT,__text) non-external (was a private external) _glpPrecisionDeclarationNodeSetType
00000001db9e1d4c (__TEXT,__text) non-external (was a private external) _glpPrecisionIndexFromSAFlags
00000001db9fba48 (__TEXT,__text) non-external (was a private external) _glpPrecisionQualifierFromSaFlags
00000001db9f6160 (__TEXT,__text) non-external (was a private external) _glpPrimitiveMatrixGetColumnType
00000001db9f5e38 (__TEXT,__text) non-external (was a private external) _glpPrimitiveMatrixGetColumns
00000001db9f64b8 (__TEXT,__text) non-external (was a private external) _glpPrimitiveMatrixGetElementType
00000001db9f630c (__TEXT,__text) non-external (was a private external) _glpPrimitiveMatrixGetRowType
00000001db9f5fcc (__TEXT,__text) non-external (was a private external) _glpPrimitiveMatrixGetRows
00000001db9f6850 (__TEXT,__text) non-external (was a private external) _glpPrimitiveSamplerGetPPDatatype
00000001db9f6644 (__TEXT,__text) non-external (was a private external) _glpPrimitiveSamplerGetPPTextarget
00000001dba0689c (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeFromString
00000001db9f6d7c (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeGetByteStride
00000001db9f6c3c (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeGetBytesPerComponent
00000001db9f5acc (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeGetCategory
00000001db9f5aa0 (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeGetGLType
00000001db9f6c90 (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeGetMaxComponentsPerVec4
00000001db9f6cec (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeGetNumVec4s
00000001dba068c8 (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeGetPrimitiveType
00000001db9f6b9c (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeGetScalarCount
00000001db9f69e4 (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeGetScalarType
00000001dba151f8 (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeNodeGetType
00000001db9f6a8c (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeReplaceScalarType
00000001db9ce3a8 (__TEXT,__text) non-external _glpPrimitiveTypeToLLVMType
00000001dba81428 (__TEXT,__text) non-external _glpPrimitiveTypeToLLVMType.cold.1
00000001db9f59ac (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeToString
00000001db9f5c94 (__TEXT,__text) non-external (was a private external) _glpPrimitiveVectorGetElementType
00000001db9f5af8 (__TEXT,__text) non-external (was a private external) _glpPrimitiveVectorGetLength
00000001db9dbf08 (__TEXT,__text) non-external _glpProcessComponentWiseVectorAssignment
00000001db945920 (__TEXT,__text) non-external _glpProgram_PPStreamAddAddressUsage
00000001db945938 (__TEXT,__text) non-external _glpProgram_PPStreamAddAttribBinding
00000001db9459fc (__TEXT,__text) non-external _glpProgram_PPStreamAddConstant
00000001db945a04 (__TEXT,__text) non-external _glpProgram_PPStreamAddLabel
00000001db9458cc (__TEXT,__text) non-external _glpProgram_PPStreamAddOperation
00000001db9459f4 (__TEXT,__text) non-external _glpProgram_PPStreamAddOption
00000001db9459a0 (__TEXT,__text) non-external _glpProgram_PPStreamAddOutputBinding
00000001db945928 (__TEXT,__text) non-external _glpProgram_PPStreamAddParamBinding
00000001db945930 (__TEXT,__text) non-external _glpProgram_PPStreamAddParamBindingArray
00000001db945918 (__TEXT,__text) non-external _glpProgram_PPStreamAddTempUsage
00000001db945a58 (__TEXT,__text) non-external _glpProgram_PPStreamResolveBranches
00000001db9458c0 (__TEXT,__text) non-external _glpProgram_PPStreamSetTarget
00000001dba00d50 (__TEXT,__text) non-external (was a private external) _glpPushdownPrecision
00000001dba14ee8 (__TEXT,__text) non-external (was a private external) _glpQualifiedDeclarationGroupNodeAddDeclaration
00000001dba14ed0 (__TEXT,__text) non-external (was a private external) _glpQualifiedDeclarationGroupNodeGetDeclaration
00000001dba14ec8 (__TEXT,__text) non-external (was a private external) _glpQualifiedDeclarationGroupNodeGetDeclarationCount
00000001dba14ef0 (__TEXT,__text) non-external (was a private external) _glpQualifiedDeclarationGroupNodeInsertDeclaration
00000001dba14edc (__TEXT,__text) non-external (was a private external) _glpQualifiedDeclarationGroupNodeSetDeclaration
00000001dba14e34 (__TEXT,__text) non-external (was a private external) _glpQualifiedDeclarationNodeGetName
00000001dba14e40 (__TEXT,__text) non-external (was a private external) _glpQualifiedDeclarationNodeGetQualifiers
00000001dba14e4c (__TEXT,__text) non-external (was a private external) _glpQualifiedDeclarationNodeSetQualifiers
00000001dba15160 (__TEXT,__text) non-external (was a private external) _glpQualifiedTypeNodeGetQualifiers
00000001dba15148 (__TEXT,__text) non-external (was a private external) _glpQualifiedTypeNodeGetType
00000001dba1516c (__TEXT,__text) non-external (was a private external) _glpQualifiedTypeNodeSetQualifiers
00000001dba15154 (__TEXT,__text) non-external (was a private external) _glpQualifiedTypeNodeSetType
00000001db9f9264 (__TEXT,__text) non-external (was a private external) _glpQualifierKindOfNode
00000001db9f9238 (__TEXT,__text) non-external (was a private external) _glpQualifierKindToString
00000001dba15b6c (__TEXT,__text) non-external (was a private external) _glpQualifierListNodeAddQualifier
00000001dba15b54 (__TEXT,__text) non-external (was a private external) _glpQualifierListNodeGetQualifier
00000001dba15b4c (__TEXT,__text) non-external (was a private external) _glpQualifierListNodeGetQualifierCount
00000001dba15b74 (__TEXT,__text) non-external (was a private external) _glpQualifierListNodeInsertQualifier
00000001dba15b60 (__TEXT,__text) non-external (was a private external) _glpQualifierListNodeSetQualifier
00000001db9f6d98 (__TEXT,__text) non-external (was a private external) _glpQualifierName
00000001dba16c90 (__TEXT,__text) non-external (was a private external) _glpRValueNodeGetBase
00000001dba16c9c (__TEXT,__text) non-external (was a private external) _glpRValueNodeSetBase
00000001dba168f8 (__TEXT,__text) non-external (was a private external) _glpRawCallNodeGetExtra
00000001dba168ec (__TEXT,__text) non-external (was a private external) _glpRawCallNodeGetName
00000001dba16900 (__TEXT,__text) non-external (was a private external) _glpRawCallNodeSetExtra
00000001dba01928 (__TEXT,__text) non-external (was a private external) _glpReInitDeserialContext
00000001dba14470 (__TEXT,__text) non-external (was a private external) _glpReadInputNodeGetExtra
00000001dba0c650 (__TEXT,__text) non-external (was a private external) _glpRemapValue
00000001dba494f8 (__TEXT,__text) non-external (was a private external) _glpResetErrMsg
00000001dba16654 (__TEXT,__text) non-external (was a private external) _glpReturnStatementNodeGetExpr
00000001dba16644 (__TEXT,__text) non-external (was a private external) _glpReturnStatementNodeGetExtra
00000001dba16660 (__TEXT,__text) non-external (was a private external) _glpReturnStatementNodeSetExpr
00000001dba1664c (__TEXT,__text) non-external (was a private external) _glpReturnStatementNodeSetExtra
00000001dba3bb60 (__TEXT,__text) non-external _glpSAAdd
00000001dba3a2c8 (__TEXT,__text) non-external _glpSAArrayAccess
00000001dba40f48 (__TEXT,__text) non-external _glpSAArrayType
00000001dba3ce40 (__TEXT,__text) non-external _glpSAAssign
00000001dba44410 (__TEXT,__text) non-external _glpSAAvailabilityDeclaration
00000001dba44b44 (__TEXT,__text) non-external _glpSABinaryOperator
00000001dba3c828 (__TEXT,__text) non-external _glpSABitwiseAnd
00000001dba3b9d0 (__TEXT,__text) non-external _glpSABitwiseNot
00000001dba3c88c (__TEXT,__text) non-external _glpSABitwiseOr
00000001dba3c8f0 (__TEXT,__text) non-external _glpSABitwiseXor
00000001dba43268 (__TEXT,__text) non-external _glpSABlock
00000001dba43dc0 (__TEXT,__text) non-external _glpSABreakStatement
00000001dba00030 (__TEXT,__text) non-external (was a private external) _glpSABuiltinPPStreamOp
00000001dba447f8 (__TEXT,__text) non-external _glpSACall
00000001dba43c58 (__TEXT,__text) non-external _glpSACaseStatement
00000001dba3d930 (__TEXT,__text) non-external _glpSACommaExpr
00000001dba3a288 (__TEXT,__text) non-external _glpSAConstant
00000001dba3b67c (__TEXT,__text) non-external _glpSAConstructorCall
00000001dba43e64 (__TEXT,__text) non-external _glpSAContinueStatement
00000001dba43d30 (__TEXT,__text) non-external _glpSADefaultStatement
00000001dba45144 (__TEXT,__text) non-external _glpSADeref
00000001dba43f00 (__TEXT,__text) non-external _glpSADiscardStatement
00000001dba3ba98 (__TEXT,__text) non-external _glpSADivide
00000001dba3bf60 (__TEXT,__text) non-external _glpSAEqual
00000001dba430f0 (__TEXT,__text) non-external _glpSAExpressionStatement
00000001db9faa84 (__TEXT,__text) non-external (was a private external) _glpSAFailed
00000001dba3a5c4 (__TEXT,__text) non-external _glpSAFieldAccess
00000001db9fae70 (__TEXT,__text) non-external (was a private external) _glpSAFieldAccessInternal
00000001dba41120 (__TEXT,__text) non-external _glpSAFieldDeclaration
00000001dba3abb0 (__TEXT,__text) non-external _glpSAFunctionCall
00000001dba4074c (__TEXT,__text) non-external _glpSAFunctionDefinition
00000001dba3ddb0 (__TEXT,__text) non-external _glpSAFunctionPrototype
00000001dba42ee0 (__TEXT,__text) non-external _glpSAGlobalTypeQualifier
00000001dba3be28 (__TEXT,__text) non-external _glpSAGreater
00000001dba3bec4 (__TEXT,__text) non-external _glpSAGreaterEqual
00000001dba44600 (__TEXT,__text) non-external _glpSAIBPartialDeref
00000001dba3c954 (__TEXT,__text) non-external _glpSAIfExpr
00000001dba43458 (__TEXT,__text) non-external _glpSAIfStatement
00000001dba449d8 (__TEXT,__text) non-external _glpSAIncrementOperator
00000001dba00664 (__TEXT,__text) non-external (was a private external) _glpSAInlinePPStreamOpFixup
