00000001804642d0 (__TEXT,__text) external _NSAddImage
000000018045f75c (__TEXT,__text) non-external (was a private external) __ZNK6mach_o50PointerFormat_DYLD_CHAINED_PTR_X86_64_KERNEL_CACHE5valueEv
000000018045f794 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o50PointerFormat_DYLD_CHAINED_PTR_X86_64_KERNEL_CACHE7maxNextEv
000000018045f78c (__TEXT,__text) non-external (was a private external) __ZNK6mach_o50PointerFormat_DYLD_CHAINED_PTR_X86_64_KERNEL_CACHE7minNextEv
00000001804624d0 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o5Image12segmentCountEv
0000000180461b60 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o5Image13validLinkeditERKNS_6PolicyE
00000001804618bc (__TEXT,__text) non-external (was a private external) __ZNK6mach_o5Image17validInitializersERKNS_6PolicyE
0000000180461e18 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o5Image22validStructureLinkeditERKNS_6PolicyE
0000000180461084 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o5Image23inferIfZerofillExpandedEv
0000000180462584 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o5Image7segmentEj
00000001804617fc (__TEXT,__text) non-external (was a private external) __ZNK6mach_o5Image8validateEv
0000000180458de0 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o6Header11inDyldCacheEv
000000018045714c (__TEXT,__text) non-external (was a private external) __ZNK6mach_o6Header11pointerSizeEv
000000018045b0f0 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o6Header12forEachRPathEU13block_pointerFvPKcRbE
0000000180458e20 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o6Header12isObjectFileEv
000000018045b910 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o6Header12validSegmentI15segment_command7sectionEENS_5ErrorERKNS_6PolicyEyPKT_
000000018045b4b0 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o6Header12validSegmentI18segment_command_6410section_64EENS_5ErrorERKNS_6PolicyEyPKT_
0000000180456dd4 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o6Header13hasMachOMagicEv
0000000180458dec (__TEXT,__text) non-external (was a private external) __ZNK6mach_o6Header13isDyldManagedEv
000000018045c42c (__TEXT,__text) non-external (was a private external) __ZNK6mach_o6Header14forEachSectionEU13block_pointerFvRKNS0_11SectionInfoERbE
000000018045cf00 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o6Header14forEachSegmentEU13block_pointerFvRKNS0_11SegmentInfoERbE
000000018045cda4 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o6Header14libOrdinalNameEi
000000018045ccbc (__TEXT,__text) non-external (was a private external) __ZNK6mach_o6Header15hasSplitSegInfoERb
000000018045b018 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o6Header16builtForPlatformENS_8PlatformEb
000000018045cbd0 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o6Header16hasCodeSignatureERjS1_
000000018045c768 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o6Header16linkedDylibCountEPb
0000000180458e50 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o6Header17mayHaveTextFixupsEv
000000018045c818 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o6Header18forEachLinkedDylibEU13block_pointerFvPKcNS_21LinkedDylibAttributesENS_9Version32ES4_RbE
000000018045abc8 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o6Header18forEachLoadCommandEU13block_pointerFvPK12load_commandRbE
000000018045a38c (__TEXT,__text) non-external (was a private external) __ZNK6mach_o6Header18validSemanticsMainERKNS_6PolicyE
000000018045978c (__TEXT,__text) non-external (was a private external) __ZNK6mach_o6Header18validSemanticsUUIDERKNS_6PolicyE
000000018045d278 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o6Header19computeLinkEditBiasEb
000000018045c528 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o6Header19getDylibInstallNameEPPKcPNS_9Version32ES5_
000000018045c624 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o6Header19linkedDylibLoadPathEj
0000000180458e80 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o6Header19platformAndVersionsEv
0000000180459c7c (__TEXT,__text) non-external (was a private external) __ZNK6mach_o6Header19validSemanticsRPathERKNS_6PolicyE
000000018045d398 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o6Header20hasZerofillExpansionEv
000000018045cb20 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o6Header20preferredLoadAddressEv
000000018045bf74 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o6Header22entryAddrFromThreadCmdEPK14thread_commandRy
000000018045ad80 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o6Header22forEachLoadCommandSafeEU13block_pointerFvPK12load_commandRbE
0000000180459128 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o6Header22validSemanticsPlatformEv
0000000180459e30 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o6Header22validSemanticsSegmentsERKNS_6PolicyEy
000000018045d2ac (__TEXT,__text) non-external (was a private external) __ZNK6mach_o6Header23zerofillExpansionAmountEv
000000018045987c (__TEXT,__text) non-external (was a private external) __ZNK6mach_o6Header25validSemanticsInstallNameERKNS_6PolicyE
0000000180458f90 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o6Header26forEachPlatformLoadCommandEU13block_pointerFvNS_8PlatformENS_9Version32ES2_E
00000001804599b0 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o6Header26validSemanticsLinkedDylibsERKNS_6PolicyE
00000001804595f8 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o6Header26validStructureLoadCommandsEy
000000018045a2a4 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o6Header27validSemanticsLinkerOptionsERKNS_6PolicyE
0000000180458dd4 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o6Header4archEv
0000000180458d6c (__TEXT,__text) non-external (was a private external) __ZNK6mach_o6Header4is64Ev
0000000180459410 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o6Header5validEy
0000000180458d84 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o6Header6isArchEPKc
000000018045ced8 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o6Header8getSlideEv
0000000180458e30 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o6Header9isFileSetEv
0000000180458e40 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o6Header9isPreloadEv
0000000180458384 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o6Policy14enforceHasUUIDEv
000000018045836c (__TEXT,__text) non-external (was a private external) __ZNK6mach_o6Policy22enforceHasLinkedDylibsEv
000000018045836c (__TEXT,__text) non-external (was a private external) __ZNK6mach_o6Policy23enforceMainFlagsCorrectEv
0000000180458324 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o6Policy23enforceOneFixupEncodingEv
00000001804582e0 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o6Policy23enforceReadOnlyLinkeditEv
00000001804583b0 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o6Policy24enforceNoDuplicateDylibsEv
00000001804583b0 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o6Policy24enforceNoDuplicateRPathsEv
0000000180458354 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o6Policy24enforceSectionsInSegmentEv
000000018045833c (__TEXT,__text) non-external (was a private external) __ZNK6mach_o6Policy27enforceCodeSignatureAlignedEv
00000001804583c8 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o6Policy29enforceDataSegmentPermissionsEv
000000018045833c (__TEXT,__text) non-external (was a private external) __ZNK6mach_o6Policy29enforceTextSegmentPermissionsEv
000000018045833c (__TEXT,__text) non-external (was a private external) __ZNK6mach_o6Policy31enforceFixupsInWritableSegmentsEv
00000001804582f8 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o6Policy31enforceLinkeditContentAlignmentEv
000000018045833c (__TEXT,__text) non-external (was a private external) __ZNK6mach_o6Policy34enforceSegmentOrderMatchesLoadCmdsEv
000000018045d9dc (__TEXT,__text) non-external (was a private external) __ZNK6mach_o6Symbol10implOffsetEv
000000018047adf0 (__TEXT,__text) non-external __ZNK6mach_o6Symbol10implOffsetEv.cold.1
000000018045da58 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o6Symbol10isAbsoluteERy
000000018045da28 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o6Symbol10isReExportERiRPKc
000000018045da08 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o6Symbol17isDynamicResolverERy
0000000180457cb4 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o8Platform12isExclaveKitEv
0000000180457cd4 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o8Platform5epochENS_9Version32E
0000000180457c94 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o8Platform5validEv
000000018046c2f0 (__TEXT,__text) non-external (was a private external) __ZNKSt3__111__copy_loopINS_17_ClassicAlgPolicyEEclB8nn180100IPhS4_NS_20back_insert_iteratorIN3lsl6VectorIcEEEEEENS_4pairIT_T1_EESB_T0_SC_
000000018045c4c8 (__TEXT,__text) non-external (was a private external) __ZNKSt3__117basic_string_viewIcNS_11char_traitsIcEEE11starts_withB8nn180100EPKc
000000018045d5cc (__TEXT,__text) non-external (was a private external) __ZNKSt3__117basic_string_viewIcNS_11char_traitsIcEEE7compareB8nn180100EmmS3_
000000018046e744 (__TEXT,__text) non-external (was a private external) __ZNSt3__113__lower_boundB8nn180100INS_17_ClassicAlgPolicyENS_11__wrap_iterIPPKcEES6_S4_NS_10__identityEN3lsl20ConstCharStarCompareEEET0_SA_T1_RKT2_RT4_RT3_
000000018046b80c (__TEXT,__text) non-external (was a private external) __ZNSt3__18optionalIyE4swapB8nn180100ERS1_
00000001e642ad50 (__AUTH_CONST,__const) non-external (was a private external) __ZTVN3lsl8CRC32cSWE
00000001e642a8f8 (__AUTH_CONST,__const) non-external (was a private external) __ZTVN5dyld416LibSystemHelpersE
00000001e642a3e0 (__AUTH_CONST,__const) non-external (was a private external) __ZTVN6mach_o11BindOpcodesE
00000001e642a480 (__AUTH_CONST,__const) non-external (was a private external) __ZTVN6mach_o15LazyBindOpcodesE
00000001e6428c78 (__AUTH_CONST,__const) non-external (was a private external) __ZTVN6mach_o16PlatformInfo_iOSE
00000001e6428d38 (__AUTH_CONST,__const) non-external (was a private external) __ZTVN6mach_o17PlatformInfo_tvOSE
00000001e6428c18 (__AUTH_CONST,__const) non-external (was a private external) __ZTVN6mach_o18PlatformInfo_macOSE
00000001e6429098 (__AUTH_CONST,__const) non-external (was a private external) __ZTVN6mach_o18PlatformInfo_sepOSE
00000001e6428eb8 (__AUTH_CONST,__const) non-external (was a private external) __ZTVN6mach_o20PlatformInfo_watchOSE
00000001e6428f78 (__AUTH_CONST,__const) non-external (was a private external) __ZTVN6mach_o21PlatformInfo_bridgeOSE
00000001e6429038 (__AUTH_CONST,__const) non-external (was a private external) __ZTVN6mach_o21PlatformInfo_firmwareE
00000001e64293f8 (__AUTH_CONST,__const) non-external (was a private external) __ZTVN6mach_o21PlatformInfo_visionOSE
00000001e6428e58 (__AUTH_CONST,__const) non-external (was a private external) __ZTVN6mach_o21PlatformInfo_zipperedE
00000001e6428fd8 (__AUTH_CONST,__const) non-external (was a private external) __ZTVN6mach_o22PlatformInfo_driverKitE
00000001e6428df8 (__AUTH_CONST,__const) non-external (was a private external) __ZTVN6mach_o24PlatformInfo_macCatalystE
00000001e64295d8 (__AUTH_CONST,__const) non-external (was a private external) __ZTVN6mach_o26PlatformInfo_iOS_kernelKitE
00000001e6428cd8 (__AUTH_CONST,__const) non-external (was a private external) __ZTVN6mach_o26PlatformInfo_iOS_simulatorE
00000001e6429218 (__AUTH_CONST,__const) non-external (was a private external) __ZTVN6mach_o27PlatformInfo_iOS_exclaveKitE
00000001e6429638 (__AUTH_CONST,__const) non-external (was a private external) __ZTVN6mach_o27PlatformInfo_tvOS_kernelKitE
00000001e6428d98 (__AUTH_CONST,__const) non-external (was a private external) __ZTVN6mach_o27PlatformInfo_tvOS_simulatorE
00000001e64291b8 (__AUTH_CONST,__const) non-external (was a private external) __ZTVN6mach_o28PlatformInfo_iOS_exclaveCoreE
00000001e6429578 (__AUTH_CONST,__const) non-external (was a private external) __ZTVN6mach_o28PlatformInfo_macOS_kernelKitE
00000001e64292d8 (__AUTH_CONST,__const) non-external (was a private external) __ZTVN6mach_o28PlatformInfo_tvOS_exclaveKitE
00000001e6429158 (__AUTH_CONST,__const) non-external (was a private external) __ZTVN6mach_o29PlatformInfo_macOS_exclaveKitE
00000001e6429278 (__AUTH_CONST,__const) non-external (was a private external) __ZTVN6mach_o29PlatformInfo_tvOS_exclaveCoreE
00000001e64290f8 (__AUTH_CONST,__const) non-external (was a private external) __ZTVN6mach_o30PlatformInfo_macOS_exclaveCoreE
00000001e6429698 (__AUTH_CONST,__const) non-external (was a private external) __ZTVN6mach_o30PlatformInfo_watchOS_kernelKitE
00000001e6428f18 (__AUTH_CONST,__const) non-external (was a private external) __ZTVN6mach_o30PlatformInfo_watchOS_simulatorE
00000001e6429758 (__AUTH_CONST,__const) non-external (was a private external) __ZTVN6mach_o31PlatformInfo_bridgeOS_kernelKitE
00000001e64296f8 (__AUTH_CONST,__const) non-external (was a private external) __ZTVN6mach_o31PlatformInfo_visionOS_kernelKitE
00000001e6429458 (__AUTH_CONST,__const) non-external (was a private external) __ZTVN6mach_o31PlatformInfo_visionOS_simulatorE
00000001e6429398 (__AUTH_CONST,__const) non-external (was a private external) __ZTVN6mach_o31PlatformInfo_watchOS_exclaveKitE
00000001e6429518 (__AUTH_CONST,__const) non-external (was a private external) __ZTVN6mach_o32PlatformInfo_visionOS_exclaveKitE
00000001e6429338 (__AUTH_CONST,__const) non-external (was a private external) __ZTVN6mach_o32PlatformInfo_watchOS_exclaveCoreE
00000001e64294b8 (__AUTH_CONST,__const) non-external (was a private external) __ZTVN6mach_o33PlatformInfo_visionOS_exclaveCoreE
00000001e6429e28 (__AUTH_CONST,__const) non-external (was a private external) __ZTVN6mach_o33PointerFormat_DYLD_CHAINED_PTR_32E
00000001e6429d98 (__AUTH_CONST,__const) non-external (was a private external) __ZTVN6mach_o33PointerFormat_DYLD_CHAINED_PTR_64E
00000001e6429cf8 (__AUTH_CONST,__const) non-external (was a private external) __ZTVN6mach_o37PointerFormat_DYLD_CHAINED_PTR_ARM64EE
00000001e6429eb0 (__AUTH_CONST,__const) non-external (was a private external) __ZTVN6mach_o39PointerFormat_DYLD_CHAINED_PTR_32_CACHEE
00000001e6429fc0 (__AUTH_CONST,__const) non-external (was a private external) __ZTVN6mach_o40PointerFormat_DYLD_CHAINED_PTR_64_OFFSETE
00000001e6429f38 (__AUTH_CONST,__const) non-external (was a private external) __ZTVN6mach_o42PointerFormat_DYLD_CHAINED_PTR_32_FIRMWAREE
00000001e642a050 (__AUTH_CONST,__const) non-external (was a private external) __ZTVN6mach_o44PointerFormat_DYLD_CHAINED_PTR_ARM64E_KERNELE
00000001e642a0f0 (__AUTH_CONST,__const) non-external (was a private external) __ZTVN6mach_o46PointerFormat_DYLD_CHAINED_PTR_64_KERNEL_CACHEE
00000001e642a218 (__AUTH_CONST,__const) non-external (was a private external) __ZTVN6mach_o46PointerFormat_DYLD_CHAINED_PTR_ARM64E_FIRMWAREE
00000001e642a178 (__AUTH_CONST,__const) non-external (was a private external) __ZTVN6mach_o46PointerFormat_DYLD_CHAINED_PTR_ARM64E_USERLANDE
00000001e642a340 (__AUTH_CONST,__const) non-external (was a private external) __ZTVN6mach_o48PointerFormat_DYLD_CHAINED_PTR_ARM64E_USERLAND24E
00000001e642a2b8 (__AUTH_CONST,__const) non-external (was a private external) __ZTVN6mach_o50PointerFormat_DYLD_CHAINED_PTR_X86_64_KERNEL_CACHEE
00000001e3454188 (__DATA,__bss) non-external __ZZL18defaultFileManagervE12sFileManager
00000001e3454190 (__DATA,__bss) non-external __ZZL18defaultFileManagervE9onceToken
00000001df92d788 (__DATA_CONST,__const) non-external __ZZN22dyld_process_info_base15copySegmentNameEPKcE11stdSegNames
00000001e3455198 (__DATA,__bss) non-external __ZZN3lsl9Allocator15createAllocatorEvE13memoryManager
00000001e34551d8 (__DATA,__bss) non-external __ZZN3lsl9Allocator16defaultAllocatorEvE9allocator
00000001e34551e0 (__DATA,__bss) non-external __ZZN3lsl9Allocator16defaultAllocatorEvE9onceToken
00000001df92d590 (__DATA_CONST,__const) non-external __ZZN5dyld45Atlas11SharedCache35forEachInstalledCacheWithSystemPathERN3lsl9AllocatorERNS_11FileManagerEPKcU13block_pointerFvPS1_EE13cacheDirPaths
00000001df92d318 (__DATA_CONST,__const) non-external __ZZN6mach_o6Header6name16EPKcE12knownName16s
00000001df92d8a8 (__DATA_CONST,__const) non-external __ZZNK5dyld39MachOFile19loadableIntoProcessENS_8PlatformEPKcbE9macOSHost
000000018045851c (__TEXT,__text) non-external ___Block_byref_object_copy_
0000000180458f78 (__TEXT,__text) non-external ___Block_byref_object_copy_
000000018045e43c (__TEXT,__text) non-external ___Block_byref_object_copy_
000000018045f9dc (__TEXT,__text) non-external ___Block_byref_object_copy_
00000001804626c4 (__TEXT,__text) non-external ___Block_byref_object_copy_
000000018046630c (__TEXT,__text) non-external ___Block_byref_object_copy_
00000001804751cc (__TEXT,__text) non-external ___Block_byref_object_copy_
0000000180462f10 (__TEXT,__text) non-external ___Block_byref_object_copy_.47
000000018045b264 (__TEXT,__text) non-external ___Block_byref_object_copy_.57
000000018045929c (__TEXT,__text) non-external ___Block_byref_object_copy_.8
0000000180463a14 (__TEXT,__text) non-external ___Block_byref_object_copy_.91
0000000180458528 (__TEXT,__text) non-external ___Block_byref_object_dispose_
0000000180458f8c (__TEXT,__text) non-external ___Block_byref_object_dispose_
000000018045e448 (__TEXT,__text) non-external ___Block_byref_object_dispose_
000000018045f9e8 (__TEXT,__text) non-external ___Block_byref_object_dispose_
00000001804626d0 (__TEXT,__text) non-external ___Block_byref_object_dispose_
0000000180466320 (__TEXT,__text) non-external ___Block_byref_object_dispose_
00000001804751dc (__TEXT,__text) non-external ___Block_byref_object_dispose_
0000000180462f84 (__TEXT,__text) non-external ___Block_byref_object_dispose_.48
000000018045b29c (__TEXT,__text) non-external ___Block_byref_object_dispose_.58
00000001804592a8 (__TEXT,__text) non-external ___Block_byref_object_dispose_.9
0000000180463a38 (__TEXT,__text) non-external ___Block_byref_object_dispose_.92
0000000180475c18 (__TEXT,__text) non-external ____Z16withRemoteObjectI14mach_header_64EvjyPiU13block_pointerFvT_E_block_invoke
