00007ff80b594510 (__TEXT,__const) non-external _A1_Table
00007ff80ac08d60 (__TEXT,__text) non-external (was a private external) _vHistogramCalculation_PlanarF_AVX512
00007ff80ac026c0 (__TEXT,__text) non-external (was a private external) _vHistogramCalculation_PlanarF_GCD
00007ff80ac07170 (__TEXT,__text) non-external (was a private external) _vHistogramCalculation_PlanarF_GCD_AVX
00007ff80ac09940 (__TEXT,__text) non-external (was a private external) _vHistogramCalculation_PlanarF_GCD_AVX512
00007ff80b2d44f0 (__TEXT,__text) non-external (was a private external) _vHorizontalShear_ARGB16F_avx
00007ff80b45f750 (__TEXT,__text) non-external (was a private external) _vHorizontalShear_ARGB16F_avx2
00007ff80aff8310 (__TEXT,__text) non-external (was a private external) _vHorizontalShear_ARGB16F_avx512
00007ff80b172980 (__TEXT,__text) non-external (was a private external) _vHorizontalShear_ARGB16F_sse4_1
00007ff80ae981c0 (__TEXT,__text) non-external (was a private external) _vHorizontalShear_ARGB16F_vec
00007ff80b2d03a0 (__TEXT,__text) non-external (was a private external) _vHorizontalShear_CbCr16F_avx
00007ff80b45bc90 (__TEXT,__text) non-external (was a private external) _vHorizontalShear_CbCr16F_avx2
00007ff80aff4850 (__TEXT,__text) non-external (was a private external) _vHorizontalShear_CbCr16F_avx512
00007ff80b16e450 (__TEXT,__text) non-external (was a private external) _vHorizontalShear_CbCr16F_sse4_1
00007ff80ae93c90 (__TEXT,__text) non-external (was a private external) _vHorizontalShear_CbCr16F_vec
00007ff80b2d2840 (__TEXT,__text) non-external (was a private external) _vHorizontalShear_CbCrF_avx
00007ff80b45db60 (__TEXT,__text) non-external (was a private external) _vHorizontalShear_CbCrF_avx2
00007ff80aff66c0 (__TEXT,__text) non-external (was a private external) _vHorizontalShear_CbCrF_avx512
00007ff80b170be0 (__TEXT,__text) non-external (was a private external) _vHorizontalShear_CbCrF_sse4_1
00007ff80ae96420 (__TEXT,__text) non-external (was a private external) _vHorizontalShear_CbCrF_vec
00007ff80b2ce730 (__TEXT,__text) non-external (was a private external) _vHorizontalShear_Planar16F_avx
00007ff80b45a4a0 (__TEXT,__text) non-external (was a private external) _vHorizontalShear_Planar16F_avx2
00007ff80aff3080 (__TEXT,__text) non-external (was a private external) _vHorizontalShear_Planar16F_avx512
00007ff80b16c7c0 (__TEXT,__text) non-external (was a private external) _vHorizontalShear_Planar16F_sse4_1
00007ff80ae92000 (__TEXT,__text) non-external (was a private external) _vHorizontalShear_Planar16F_vec
00007ff80b2df670 (__TEXT,__text) non-external (was a private external) _vHorizontal_Reflect_ARGB_16U_GV_avx
00007ff80b467450 (__TEXT,__text) non-external (was a private external) _vHorizontal_Reflect_ARGB_16U_GV_avx2
00007ff80afffe40 (__TEXT,__text) non-external (was a private external) _vHorizontal_Reflect_ARGB_16U_GV_avx512
00007ff80b17eb90 (__TEXT,__text) non-external (was a private external) _vHorizontal_Reflect_ARGB_16U_GV_sse4_1
00007ff80aea43d0 (__TEXT,__text) non-external (was a private external) _vHorizontal_Reflect_ARGB_16U_GV_vec
00007ff80acffa70 (__TEXT,__text) non-external (was a private external) _vHorizontal_Reflect_ARGB_8888
00007ff80ad00190 (__TEXT,__text) non-external (was a private external) _vHorizontal_Reflect_ARGB_FFFF
00007ff80acfef40 (__TEXT,__text) non-external (was a private external) _vHorizontal_Reflect_Planar_Float
00007ff80ad1fed0 (__TEXT,__text) non-external (was a private external) _vHorizontal_Reflect_Planar_UInt16U_SSE4
00007ff80ac83450 (__TEXT,__text) non-external (was a private external) _vHorizontal_Reflect_Planar_UInt8
00007ff80ab81ee0 (__TEXT,__text) non-external (was a private external) _vHorizontal_Reflect_Planar_UInt8_AVX
00007ff80acb0810 (__TEXT,__text) non-external (was a private external) _vHorizontal_Reflect_Planar_UInt8_AVX2
00007ff80ad1f0e0 (__TEXT,__text) non-external (was a private external) _vHorizontal_Reflect_Planar_UInt8_SSE4
00007ff80ad1ac00 (__TEXT,__text) non-external (was a private external) _vHorizontal_Reflect_Planar_UInt8_SSE4_1
00007ff80abfa250 (__TEXT,__text) non-external (was a private external) _vHorizontal_Reflect_Planar_UInt8_private_resolver
00007ff843d5ac80 (__DATA,__data) non-external (was a private external) _vHorizontal_Reflect_Planar_UInt8_ptr
00007ff80ac83470 (__TEXT,__text) non-external (was a private external) _vHorizontal_Reflect_Planar_UInt8_resolver
00007ff80ac94000 (__TEXT,__text) non-external (was a private external) _vHorizontal_Reflect_Planar_UInt8_scalar
00007ff843d5ae08 (__DATA,__data) non-external (was a private external) _vHorizontal_Reflect_Planar_UInt8_vec
00007ff80ab0c4c0 (__TEXT,__text) non-external (was a private external) _vHorizontal_Scale_CbCr16U
00007ff80aac7370 (__TEXT,__text) non-external (was a private external) _vHorizontal_Scale_CbCr8
00007ff80acdf460 (__TEXT,__text) non-external (was a private external) _vHorizontal_Scale_Planar_SInt16
00007ff80aaf8460 (__TEXT,__text) non-external (was a private external) _vHorizontal_Scale_Planar_SInt16_AVX
00007ff80acbc050 (__TEXT,__text) non-external (was a private external) _vHorizontal_Scale_Planar_SInt16_AVX2
00007ff80ace16e0 (__TEXT,__text) non-external (was a private external) _vHorizontal_Scale_Planar_UInt16
00007ff80aafd1d0 (__TEXT,__text) non-external (was a private external) _vHorizontal_Scale_Planar_UInt16_AVX
00007ff80acbe770 (__TEXT,__text) non-external (was a private external) _vHorizontal_Scale_Planar_UInt16_AVX2
00007ff80aabf190 (__TEXT,__text) non-external (was a private external) _vHorizontal_Scale_Planar_UInt8
00007ff80ad236d0 (__TEXT,__text) non-external (was a private external) _vHorizontal_Scale_XRGB2101010W
00007ff80ab04e50 (__TEXT,__text) non-external (was a private external) _vHorizontal_Shear_ARGB_16S
00007ff80aab2850 (__TEXT,__text) non-external (was a private external) _vHorizontal_Shear_ARGB_16U
00007ff80aa9e980 (__TEXT,__text) non-external (was a private external) _vHorizontal_Shear_ARGB_8888
00007ff80acec0d0 (__TEXT,__text) non-external (was a private external) _vHorizontal_Shear_ARGB_FFFF
00007ff80ab09c20 (__TEXT,__text) non-external (was a private external) _vHorizontal_Shear_CbCr16U
00007ff80ab07210 (__TEXT,__text) non-external (was a private external) _vHorizontal_Shear_CbCr8
00007ff80acea710 (__TEXT,__text) non-external (was a private external) _vHorizontal_Shear_Planar_Float
00007ff80ace6060 (__TEXT,__text) non-external (was a private external) _vHorizontal_Shear_Planar_SInt16
00007ff80aafac50 (__TEXT,__text) non-external (was a private external) _vHorizontal_Shear_Planar_SInt16_AVX
00007ff80acc10d0 (__TEXT,__text) non-external (was a private external) _vHorizontal_Shear_Planar_SInt16_AVX2
00007ff80ace8340 (__TEXT,__text) non-external (was a private external) _vHorizontal_Shear_Planar_UInt16
00007ff80aaff930 (__TEXT,__text) non-external (was a private external) _vHorizontal_Shear_Planar_UInt16_AVX
00007ff80acc7390 (__TEXT,__text) non-external (was a private external) _vHorizontal_Shear_Planar_UInt16_AVX2
00007ff80ace3950 (__TEXT,__text) non-external (was a private external) _vHorizontal_Shear_Planar_UInt8
00007ff80ad203c0 (__TEXT,__text) non-external (was a private external) _vHorizontal_Shear_XRGB2101010W
00007ff80ac82e50 (__TEXT,__text) non-external (was a private external) _vImageAddAlpha_Chunky16UAlphaFirst
00007ff80ab78810 (__TEXT,__text) non-external (was a private external) _vImageAddAlpha_Chunky16UAlphaFirst_AVX
00007ff80aca5670 (__TEXT,__text) non-external (was a private external) _vImageAddAlpha_Chunky16UAlphaFirst_AVX2
00007ff80ad11850 (__TEXT,__text) non-external (was a private external) _vImageAddAlpha_Chunky16UAlphaFirst_SSE4_1
00007ff80ac82e70 (__TEXT,__text) non-external (was a private external) _vImageAddAlpha_Chunky16UAlphaFirst_resolver
00007ff80ac8b440 (__TEXT,__text) non-external (was a private external) _vImageAddAlpha_Chunky16UAlphaFirst_scalar
00007ff843d5ad88 (__DATA,__data) non-external (was a private external) _vImageAddAlpha_Chunky16UAlphaFirst_vec
00007ff80ac82eb0 (__TEXT,__text) non-external (was a private external) _vImageAddAlpha_Chunky16UAlphaLast
00007ff80ab78fd0 (__TEXT,__text) non-external (was a private external) _vImageAddAlpha_Chunky16UAlphaLast_AVX
00007ff80aca5e30 (__TEXT,__text) non-external (was a private external) _vImageAddAlpha_Chunky16UAlphaLast_AVX2
00007ff80ad12010 (__TEXT,__text) non-external (was a private external) _vImageAddAlpha_Chunky16UAlphaLast_SSE4_1
00007ff80ac82ed0 (__TEXT,__text) non-external (was a private external) _vImageAddAlpha_Chunky16UAlphaLast_resolver
00007ff80ac8bc00 (__TEXT,__text) non-external (was a private external) _vImageAddAlpha_Chunky16UAlphaLast_scalar
00007ff843d5ad90 (__DATA,__data) non-external (was a private external) _vImageAddAlpha_Chunky16UAlphaLast_vec
00007ff80ac82d90 (__TEXT,__text) non-external (was a private external) _vImageAddAlpha_Chunky8AlphaFirst
00007ff80ab77a20 (__TEXT,__text) non-external (was a private external) _vImageAddAlpha_Chunky8AlphaFirst_AVX
00007ff80aca4880 (__TEXT,__text) non-external (was a private external) _vImageAddAlpha_Chunky8AlphaFirst_AVX2
00007ff80ad10a60 (__TEXT,__text) non-external (was a private external) _vImageAddAlpha_Chunky8AlphaFirst_SSE4_1
00007ff80ac82db0 (__TEXT,__text) non-external (was a private external) _vImageAddAlpha_Chunky8AlphaFirst_resolver
00007ff80ac8a650 (__TEXT,__text) non-external (was a private external) _vImageAddAlpha_Chunky8AlphaFirst_scalar
00007ff843d5ad78 (__DATA,__data) non-external (was a private external) _vImageAddAlpha_Chunky8AlphaFirst_vec
00007ff80ac82df0 (__TEXT,__text) non-external (was a private external) _vImageAddAlpha_Chunky8AlphaLast
00007ff80ab78170 (__TEXT,__text) non-external (was a private external) _vImageAddAlpha_Chunky8AlphaLast_AVX
00007ff80aca4fd0 (__TEXT,__text) non-external (was a private external) _vImageAddAlpha_Chunky8AlphaLast_AVX2
00007ff80ad111b0 (__TEXT,__text) non-external (was a private external) _vImageAddAlpha_Chunky8AlphaLast_SSE4_1
00007ff80ac82e10 (__TEXT,__text) non-external (was a private external) _vImageAddAlpha_Chunky8AlphaLast_resolver
00007ff80ac8ada0 (__TEXT,__text) non-external (was a private external) _vImageAddAlpha_Chunky8AlphaLast_scalar
00007ff843d5ad80 (__DATA,__data) non-external (was a private external) _vImageAddAlpha_Chunky8AlphaLast_vec
00007ff80ac82f10 (__TEXT,__text) non-external (was a private external) _vImageAddAlpha_ChunkyFAlphaFirst
00007ff80ab796b0 (__TEXT,__text) non-external (was a private external) _vImageAddAlpha_ChunkyFAlphaFirst_AVX
00007ff80aca6510 (__TEXT,__text) non-external (was a private external) _vImageAddAlpha_ChunkyFAlphaFirst_AVX2
00007ff80ad126f0 (__TEXT,__text) non-external (was a private external) _vImageAddAlpha_ChunkyFAlphaFirst_SSE4_1
00007ff80ac82f30 (__TEXT,__text) non-external (was a private external) _vImageAddAlpha_ChunkyFAlphaFirst_resolver
00007ff80ac8c2e0 (__TEXT,__text) non-external (was a private external) _vImageAddAlpha_ChunkyFAlphaFirst_scalar
00007ff843d5ad98 (__DATA,__data) non-external (was a private external) _vImageAddAlpha_ChunkyFAlphaFirst_vec
00007ff80ac82f70 (__TEXT,__text) non-external (was a private external) _vImageAddAlpha_ChunkyFAlphaLast
00007ff80ab79eb0 (__TEXT,__text) non-external (was a private external) _vImageAddAlpha_ChunkyFAlphaLast_AVX
00007ff80aca6d10 (__TEXT,__text) non-external (was a private external) _vImageAddAlpha_ChunkyFAlphaLast_AVX2
00007ff80ad12eb0 (__TEXT,__text) non-external (was a private external) _vImageAddAlpha_ChunkyFAlphaLast_SSE4_1
00007ff80ac82f90 (__TEXT,__text) non-external (was a private external) _vImageAddAlpha_ChunkyFAlphaLast_resolver
00007ff80ac8caa0 (__TEXT,__text) non-external (was a private external) _vImageAddAlpha_ChunkyFAlphaLast_scalar
00007ff843d5ada0 (__DATA,__data) non-external (was a private external) _vImageAddAlpha_ChunkyFAlphaLast_vec
00007ff80abf7d20 (__TEXT,__text) external _vImageAffineWarpCG_ARGB16S
00007ff80abf7d10 (__TEXT,__text) external _vImageAffineWarpCG_ARGB16U
00007ff80abf7d00 (__TEXT,__text) external _vImageAffineWarpCG_ARGB8888
00007ff80abf7d30 (__TEXT,__text) external _vImageAffineWarpCG_ARGBFFFF
00007ff80abf7ce0 (__TEXT,__text) external _vImageAffineWarpCG_Planar8
00007ff80abf7cf0 (__TEXT,__text) external _vImageAffineWarpCG_PlanarF
00007ff80abf6d20 (__TEXT,__text) external _vImageAffineWarpD_ARGB16F
00007ff80abf6020 (__TEXT,__text) external _vImageAffineWarpD_ARGB16S
00007ff80abf5cb0 (__TEXT,__text) external _vImageAffineWarpD_ARGB16U
00007ff80aad4720 (__TEXT,__text) external _vImageAffineWarpD_ARGB8888
00007ff80abf63f0 (__TEXT,__text) external _vImageAffineWarpD_ARGBFFFF
00007ff80abf6a20 (__TEXT,__text) external _vImageAffineWarpD_CbCr16F
00007ff80abf66c0 (__TEXT,__text) external _vImageAffineWarpD_Planar16F
00007ff80abf5670 (__TEXT,__text) external _vImageAffineWarpD_Planar8
00007ff80abf59d0 (__TEXT,__text) external _vImageAffineWarpD_PlanarF
00007ff80abf6cf0 (__TEXT,__text) external _vImageAffineWarp_ARGB16F
00007ff80abf5ff0 (__TEXT,__text) external _vImageAffineWarp_ARGB16S
00007ff80abf5c80 (__TEXT,__text) external _vImageAffineWarp_ARGB16U
00007ff80aad46f0 (__TEXT,__text) external _vImageAffineWarp_ARGB8888
00007ff80abf63c0 (__TEXT,__text) external _vImageAffineWarp_ARGBFFFF
00007ff80abf69f0 (__TEXT,__text) external _vImageAffineWarp_CbCr16F
00007ff80abf6690 (__TEXT,__text) external _vImageAffineWarp_Planar16F
00007ff80abf5640 (__TEXT,__text) external _vImageAffineWarp_Planar8
00007ff80abf59a0 (__TEXT,__text) external _vImageAffineWarp_PlanarF
00007ff80ac00a10 (__TEXT,__text) external _vImageAllocateTemplate_RGBAFFFF
00007ff80aaf1140 (__TEXT,__text) external _vImageAlphaBlend_ARGB8888
00007ff843d5b408 (__DATA,__bss) non-external _vImageAlphaBlend_ARGB8888.vAlpha_Blend_ARGB_8888_CV
00007ff80aaf13f0 (__TEXT,__text) external _vImageAlphaBlend_ARGBFFFF
00007ff843d5b410 (__DATA,__bss) non-external _vImageAlphaBlend_ARGBFFFF.vAlpha_Blend_ARGB_FFFF_CV
00007ff80aaf6cd0 (__TEXT,__text) external _vImageAlphaBlend_NonpremultipliedToPremultiplied_ARGB8888
00007ff843d5b518 (__DATA,__bss) non-external _vImageAlphaBlend_NonpremultipliedToPremultiplied_ARGB8888.vAlpha_Blend_Non2Pre_ARGB_8888_CV
00007ff80aaf6f50 (__TEXT,__text) external _vImageAlphaBlend_NonpremultipliedToPremultiplied_ARGBFFFF
00007ff843d5b520 (__DATA,__bss) non-external _vImageAlphaBlend_NonpremultipliedToPremultiplied_ARGBFFFF.vAlpha_Blend_Non2Pre_ARGB_FFFF_CV
00007ff80aaf6770 (__TEXT,__text) external _vImageAlphaBlend_NonpremultipliedToPremultiplied_Planar8
00007ff843d5b508 (__DATA,__bss) non-external _vImageAlphaBlend_NonpremultipliedToPremultiplied_Planar8.vAlpha_Blend_Non2Pre_Planar8_CV
00007ff80aaf6a20 (__TEXT,__text) external _vImageAlphaBlend_NonpremultipliedToPremultiplied_PlanarF
00007ff843d5b510 (__DATA,__bss) non-external _vImageAlphaBlend_NonpremultipliedToPremultiplied_PlanarF.vAlpha_Blend_Non2Pre_PlanarF_CV
00007ff80aaf09f0 (__TEXT,__text) external _vImageAlphaBlend_Planar8
00007ff843d5b3f8 (__DATA,__bss) non-external _vImageAlphaBlend_Planar8.vAlpha_Blend_Planar_UInt8_CV
00007ff80aaf0de0 (__TEXT,__text) external _vImageAlphaBlend_PlanarF
00007ff843d5b400 (__DATA,__bss) non-external _vImageAlphaBlend_PlanarF.vAlpha_Blend_Planar_Float_CV
00007ff80ab873a0 (__TEXT,__text) external _vImageBoxConvolve_ARGB8888
00007ff80aae0fc0 (__TEXT,__text) external _vImageBoxConvolve_Planar16F
00007ff843d5b390 (__DATA,__bss) non-external _vImageBoxConvolve_Planar16F.vBoxPlanar16F
00007ff80ab86550 (__TEXT,__text) external _vImageBoxConvolve_Planar8
00007ff80ab86c40 (__TEXT,__text) external _vImageBoxConvolve_PlanarF
00007ff80ab1ca00 (__TEXT,__text) external _vImageBufferFill_ARGB16F
00007ff80ab1c910 (__TEXT,__text) external _vImageBufferFill_ARGB16S
00007ff80ab1c890 (__TEXT,__text) external _vImageBufferFill_ARGB16U
00007ff80ab1c810 (__TEXT,__text) external _vImageBufferFill_ARGB8888
00007ff80ab1c990 (__TEXT,__text) external _vImageBufferFill_ARGBFFFF
00007ff80ab1c780 (__TEXT,__text) external _vImageBufferFill_CbCr16S
00007ff80ab1c6f0 (__TEXT,__text) external _vImageBufferFill_CbCr16U
00007ff80ab1c660 (__TEXT,__text) external _vImageBufferFill_CbCr8
00007ff80ad6ef30 (__TEXT,__text) external _vImageBufferFill_CbCrF
00007ff80ad9bb20 (__TEXT,__text) external _vImageBuffer_CopyToCVPixelBuffer
00007ff80ad9b730 (__TEXT,__text) non-external _vImageBuffer_CopyToCVPixelBuffer_loader
00007ff80ad9b980 (__TEXT,__text) external _vImageBuffer_GetSize
00007ff80ad9b010 (__TEXT,__text) non-external _vImageBuffer_GetSize_loader
00007ff80aa8fae0 (__TEXT,__text) external _vImageBuffer_Init
00007ff80ad9bb30 (__TEXT,__text) external _vImageBuffer_InitForCopyFromCVPixelBuffer
00007ff80ad9b7a0 (__TEXT,__text) non-external _vImageBuffer_InitForCopyFromCVPixelBuffer_loader
00007ff80ad9bb40 (__TEXT,__text) external _vImageBuffer_InitForCopyToCVPixelBuffer
00007ff80ad9b7f0 (__TEXT,__text) non-external _vImageBuffer_InitForCopyToCVPixelBuffer_loader
00007ff80aa950c0 (__TEXT,__text) external _vImageBuffer_InitWithCGImage
00007ff80ad9b0a0 (__TEXT,__text) non-external _vImageBuffer_InitWithCGImage_loader
00007ff80ad9bb10 (__TEXT,__text) external _vImageBuffer_InitWithCVPixelBuffer
00007ff80ad9b6c0 (__TEXT,__text) non-external _vImageBuffer_InitWithCVPixelBuffer_loader
00007ff80aad3960 (__TEXT,__text) non-external _vImageBuffer_Init_loader
00007ff80aad8150 (__TEXT,__text) external _vImageByteSwap_Planar16U
00007ff80ad7c620 (__TEXT,__text) non-external _vImageCGCVConverter_Destroy
00007ff80ad7c610 (__TEXT,__text) non-external _vImageCGCVConverter_MustOperateOutOfPlace
00007ff80ad7c990 (__TEXT,__text) non-external _vImageCGCVConverter_isEqual
00007ff80aaa52c0 (__TEXT,__text) external _vImageCGCompositeConstMask_ARGB16F
