00000001cd966854 (__TEXT,__text) non-external +[Cube initialize]
00000001e7c61f38 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRReflectionsLayout.pOutTxTilt
00000001e7c61f40 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRReflectionsLayout.pOutYFactor
00000001e7c61f2c (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRReflectionsLayout.pOutYNoTilt
00000001e7c61f24 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRReflectionsLayout.pOutYRot
00000001e7c61f28 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRReflectionsLayout.pOutYTilt
00000001e7c61efc (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRReflectionsLayout.rect
00000001e7c61f00 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRReflectionsLayout.slideIndex
00000001e7c61f08 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRReflectionsLayout.totalHeight
00000001e7c61f9c (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRReflectionsRenderable._modelViewMatrix
00000001e7c61fa4 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRReflectionsRenderable._slide
00000001e7c61fa0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRReflectionsRenderable._sprite
00000001e7c61fbc (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRReflectionsRenderable.isBreak
00000001e7c61fb4 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRReflectionsRenderable.isShadow
00000001e7c61fb0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRReflectionsRenderable.needsFlipped
00000001e7c61f98 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRReflectionsRenderable.next
00000001e7c61fa8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRReflectionsRenderable.position
00000001e7c61fac (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRReflectionsRenderable.size
00000001e7c63770 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRRenderArguments._currentLayoutIndex
00000001e7c63764 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRRenderArguments._displayLinkTimestamp
00000001e7c6375c (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRRenderArguments._forcedState
00000001e7c63778 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRRenderArguments._freezesSizeOfImageRequests
00000001e7c63774 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRRenderArguments._isPreloading
00000001e7c63768 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRRenderArguments._morphingProgress
00000001e7c63758 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRRenderArguments._preloadQueue
00000001e7c63754 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRRenderArguments._renderer
00000001e7c6377c (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRRenderArguments._skipsAnimations
00000001e7c6376c (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRRenderArguments._thumbnailPolicy
00000001e7c63780 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRRenderArguments._timeWasSet
00000001e7c63760 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRRenderArguments._unalteredTime
00000001e7c62740 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MRRenderer._allowsThumbnails
00000001e7c6273c (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MRRenderer._asynchronousOperationsAreSuspended
00000001e7c62760 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MRRenderer._cameraCaptureSession
00000001e7c6270c (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MRRenderer._currentOSThermalPressureLevel
00000001e7c62768 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MRRenderer._fadeInDuration
00000001e7c62764 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MRRenderer._fadeInStartTime
00000001e7c62770 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MRRenderer._fadeOutDuration
00000001e7c6276c (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MRRenderer._fadeOutStartTime
00000001e7c62734 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MRRenderer._ignoresBackgroundAudio
00000001e7c626ec (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MRRenderer._interactivityIsEnabled
00000001e7c62708 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MRRenderer._isFrozen
00000001e7c62700 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MRRenderer._lastRenderedTime
00000001e7c62744 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MRRenderer._logRenderingTimes
00000001e7c62704 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MRRenderer._needsToUpdateGeometry
00000001e7c62774 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MRRenderer._renderingLogFilePath
00000001e7c626fc (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MRRenderer._slideFocusModeBackgroundColor
00000001e7c626f0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MRRenderer._slideshowIsPaused
00000001e7c62710 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MRRenderer._thermalNotificationToken
00000001e7c62778 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MRRenderer._timestampOfLastRenderPass
00000001e7c62754 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MRRenderer.mAssetManagementDelegate
00000001e7c626e8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MRRenderer.mDescriptionsForRandomTransitionPresetIDs
00000001e7c626f4 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MRRenderer.mDisplayLink
00000001e7c626f8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MRRenderer.mDisplayLinkTimestamp
00000001e7c62720 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MRRenderer.mDisplaysFPS
00000001e7c62730 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MRRenderer.mDisplaysHitZonesVisualFeedback
00000001e7c62728 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MRRenderer.mDisplaysIsPreloadingImages
00000001e7c62724 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MRRenderer.mDisplaysPlayingIDs
00000001e7c6272c (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MRRenderer.mDisplaysTouchVisualFeedback
00000001e7c626dc (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MRRenderer.mEditingDelegate
00000001e7c626e4 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MRRenderer.mFeatureDelegate
00000001e7c626d8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MRRenderer.mInternal
00000001e7c62738 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MRRenderer.mIsCleanedUp
00000001e7c62714 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MRRenderer.mIsEditing
00000001e7c62748 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MRRenderer.mMode
00000001e7c626cc (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MRRenderer.mMontage
00000001e7c6274c (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MRRenderer.mOrientation
00000001e7c6275c (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MRRenderer.mParameters
00000001e7c62718 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MRRenderer.mPushRendering
00000001e7c626e0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MRRenderer.mRenderingDelegate
00000001e7c6271c (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MRRenderer.mRequestRenderingOnChanges
00000001e7c626d4 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MRRenderer.mSize
00000001e7c62758 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MRRenderer.mTimeQuantum
00000001e7c626d0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MRRenderer.mTopMRLayer
00000001e7c62750 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MRRenderer.mVolume
00000001e7c6263c (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRRendererInternal.mActions
00000001e7c62668 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRRendererInternal.mAsynchronousOperationsDelegate
00000001e7c6265c (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRRendererInternal.mAudioPlayerBuckets
00000001e7c62660 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRRendererInternal.mAudioPlayerSortedBuckets
00000001e7c625a8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRRendererInternal.mContext
00000001e7c625d8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRRendererInternal.mContextOffset
00000001e7c626bc (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRRendererInternal.mCountOfPreloadingImages
00000001e7c6269c (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRRendererInternal.mCurrentIDs
00000001e7c626a0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRRendererInternal.mCurrentIDsImage
00000001e7c62654 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRRendererInternal.mCurrentSlideFocuserIndex
00000001e7c62604 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRRendererInternal.mCurrentlyEditedTextElement
00000001e7c62640 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRRendererInternal.mDefaultActions
00000001e7c625bc (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRRendererInternal.mFrameLock
00000001e7c62688 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRRendererInternal.mFrameTime
00000001e7c6268c (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRRendererInternal.mFrameTimeIndex
00000001e7c625fc (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRRendererInternal.mGestureRecognizers
00000001e7c62684 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRRendererInternal.mHideTextWhileEditing
00000001e7c626c4 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRRendererInternal.mHitZonesForVisualFeedback
00000001e7c626b8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRRendererInternal.mInnerIsPlaying
00000001e7c626b0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRRendererInternal.mIsPlayingSyncRequestCount
00000001e7c625cc (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRRendererInternal.mIsStalled
00000001e7c62698 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRRendererInternal.mLastSavedLogTime
00000001e7c62600 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRRendererInternal.mLayerCurrentlyTextEditing
00000001e7c625f4 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRRendererInternal.mLayerTrackings
00000001e7c625f8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRRendererInternal.mLayersCurrentlyTrackedIn
00000001e7c62664 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRRendererInternal.mLiveSlideshowDelegate
00000001e7c625c8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRRendererInternal.mMasterClock
00000001e7c625b0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRRendererInternal.mMasterDuration
00000001e7c625b4 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRRendererInternal.mMasterMode
00000001e7c625ac (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRRendererInternal.mMasterStartTime
00000001e7c625ec (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRRendererInternal.mModeChangeTime
00000001e7c62628 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRRendererInternal.mMorphingDuration
00000001e7c62634 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRRendererInternal.mMorphingHandlesRotation
00000001e7c6262c (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRRendererInternal.mMorphingProgress
00000001e7c62630 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRRendererInternal.mMorphingRotationAngle
00000001e7c62624 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRRendererInternal.mMorphingStartTime
00000001e7c6267c (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRRendererInternal.mNavigatorHistoryBack
00000001e7c62680 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRRendererInternal.mNavigatorHistoryForth
00000001e7c6260c (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRRendererInternal.mNeedsToResize
00000001e7c62614 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRRendererInternal.mNeedsToResumeOrPauseLayers
00000001e7c6261c (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRRendererInternal.mNeedsToSynchronizeTimeInAudioMovies
00000001e7c62618 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRRendererInternal.mNeedsToSynchronizeTimeInLayers
00000001e7c62610 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRRendererInternal.mNeedsToTemporaryResize
00000001e7c626b4 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRRendererInternal.mOuterIsPlaying
00000001e7c626a8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRRendererInternal.mOuterTime
00000001e7c626a4 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRRendererInternal.mPreviousCurrentIDs
00000001e7c62694 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRRendererInternal.mPreviousLogTime
00000001e7c625e8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRRendererInternal.mPreviousMode
00000001e7c625dc (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRRendererInternal.mRenderArguments
00000001e7c625b8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRRendererInternal.mRenderDispatchQueue
00000001e7c62690 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRRendererInternal.mRenderingLogFile
00000001e7c625d0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRRendererInternal.mRenderingRequested
00000001e7c6266c (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRRendererInternal.mScreenBurnTest
00000001e7c62674 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRRendererInternal.mScreenBurnTestAccumulationImage1
00000001e7c62678 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRRendererInternal.mScreenBurnTestAccumulationImage2
00000001e7c62670 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRRendererInternal.mScreenBurnTestCurrentPass
00000001e7c625f0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRRendererInternal.mSelectedLayers
00000001e7c62608 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRRendererInternal.mShouldPauseWhenStill
00000001e7c625d4 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRRendererInternal.mSlaveFrameMode
00000001e7c62648 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRRendererInternal.mSlideFocusLayer
00000001e7c6264c (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRRendererInternal.mSlideFocusNavigator
00000001e7c62658 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRRendererInternal.mSlideFocusState
00000001e7c62650 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRRendererInternal.mSlideFocuser
00000001e7c625e0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRRendererInternal.mSnapshotAsCGImage
00000001e7c625e4 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRRendererInternal.mSnapshotAsCGImageLock
00000001e7c62638 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRRendererInternal.mSnapshotForMorphing
00000001e7c62620 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRRendererInternal.mTemporarySize
00000001e7c625c0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRRendererInternal.mTimeOffset
00000001e7c626ac (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRRendererInternal.mTimeSyncRequestCount
00000001e7c626c0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRRendererInternal.mTouchesForVisualFeedback
00000001e7c62644 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRRendererInternal.mTransitionLayerPlugObjectID
00000001e7c625c4 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRRendererInternal.mUnalteredTimeOffset
00000001e7c626c8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRRendererInternal.mUsesExternalDisplayLink
00000001e7c633bc (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRScrapbookImage.inner
00000001e7c633b8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRScrapbookImage.outer
00000001e7c633c4 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRScrapbookImage.scale
00000001e7c633c0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRScrapbookImage.size
00000001e7c633e4 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRScrapbookLayout.aspectRatio
00000001e7c633f4 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRScrapbookLayout.backgroundPaper
00000001e7c63404 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRScrapbookLayout.drawCardIndex
00000001e7c633cc (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRScrapbookLayout.frame
00000001e7c633f0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRScrapbookLayout.isBreak
00000001e7c633ec (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRScrapbookLayout.isText
00000001e7c633d0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRScrapbookLayout.mask
00000001e7c633fc (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRScrapbookLayout.move
00000001e7c6340c (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRScrapbookLayout.moveIndex
00000001e7c63400 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRScrapbookLayout.paperRect
00000001e7c633c8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRScrapbookLayout.rect
00000001e7c63408 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRScrapbookLayout.skip
00000001e7c633e0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRScrapbookLayout.slideIndex
00000001e7c633dc (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRScrapbookLayout.startTime
00000001e7c633e8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRScrapbookLayout.stretch
00000001e7c633d8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRScrapbookLayout.subtract
00000001e7c633f8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRScrapbookLayout.twoPart
00000001e7c633d4 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRScrapbookLayout.zRotation
00000001e7c627f4 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRShader.mAttributeLocations
00000001e7c627b8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRShader.mContext
00000001e7c627b4 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRShader.mDescription
00000001e7c627d8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRShader.mForeColor
00000001e7c627e8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRShader.mForeColorLocation
00000001e7c627c4 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRShader.mFragmentShader
00000001e7c627cc (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRShader.mModelViewProjectionMatrix
00000001e7c627dc (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRShader.mModelViewProjectionMatrixLocation
00000001e7c627d0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRShader.mNormal
00000001e7c627e0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRShader.mNormalLocation
00000001e7c627bc (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRShader.mProgram
00000001e7c627ac (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRShader.mShaderID
00000001e7c627b0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRShader.mShaderKey
00000001e7c627d4 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRShader.mTextureMatrix
00000001e7c627e4 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRShader.mTextureMatrixLocation
00000001e7c627f8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRShader.mTextureUnitsAreBound
00000001e7c627ec (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRShader.mUniformLocations
00000001e7c627f0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRShader.mUniforms
00000001e7c627c8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRShader.mUseContext
00000001e7c627c0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_MRShader.mVertexShader
00000001e7c61b88 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MRShaderArguments._filter0
00000001e7c61b8c (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MRShaderArguments._filter1
00000001e7c61b90 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MRShaderArguments._filter2
00000001e7c61b94 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MRShaderArguments._filter3
00000001e7c61b80 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_MRShaderArguments._texture0ClampsToBorder
