00000001801a12d0 (__TEXT,__text) non-external K256
00000001801a4798 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o33PointerFormat_DYLD_CHAINED_PTR_6411descriptionEv
00000001801a47ec (__TEXT,__text) non-external (was a private external) __ZNK6mach_o33PointerFormat_DYLD_CHAINED_PTR_6412nextLocationEPKv
00000001801a47ac (__TEXT,__text) non-external (was a private external) __ZNK6mach_o33PointerFormat_DYLD_CHAINED_PTR_6412supportsAuthEv
00000001801a47cc (__TEXT,__text) non-external (was a private external) __ZNK6mach_o33PointerFormat_DYLD_CHAINED_PTR_6413supportsBindsEv
00000001801a47d4 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o33PointerFormat_DYLD_CHAINED_PTR_6414maxBindOrdinalEb
00000001801a4808 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o33PointerFormat_DYLD_CHAINED_PTR_6415parseChainEntryEPKvPKNS_13MappedSegmentEyNSt3__14spanIKyLm18446744073709551615EEE
00000001801a48c4 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o33PointerFormat_DYLD_CHAINED_PTR_6415writeChainEntryERKNS_5FixupEPKvyNSt3__14spanIPKNS_13MappedSegmentELm18446744073709551615EEE
00000001801a4b00 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o33PointerFormat_DYLD_CHAINED_PTR_6420unauthRebaseIsVmAddrEv
00000001801a47c4 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o33PointerFormat_DYLD_CHAINED_PTR_6421maxRebaseTargetOffsetEb
00000001801a47dc (__TEXT,__text) non-external (was a private external) __ZNK6mach_o33PointerFormat_DYLD_CHAINED_PTR_6423bindMaxEmbeddableAddendEb
00000001801a47e4 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o33PointerFormat_DYLD_CHAINED_PTR_6423bindMinEmbeddableAddendEb
00000001801a47a4 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o33PointerFormat_DYLD_CHAINED_PTR_644is64Ev
00000001801a478c (__TEXT,__text) non-external (was a private external) __ZNK6mach_o33PointerFormat_DYLD_CHAINED_PTR_644nameEv
00000001801a4784 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o33PointerFormat_DYLD_CHAINED_PTR_645valueEv
00000001801a47bc (__TEXT,__text) non-external (was a private external) __ZNK6mach_o33PointerFormat_DYLD_CHAINED_PTR_647maxNextEv
00000001801a47b4 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o33PointerFormat_DYLD_CHAINED_PTR_647minNextEv
00000001801a3f38 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o37PointerFormat_DYLD_CHAINED_PTR_ARM64E11descriptionEv
00000001801a476c (__TEXT,__text) non-external (was a private external) __ZNK6mach_o37PointerFormat_DYLD_CHAINED_PTR_ARM64E12bindBitCountEv
00000001801a3f44 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o37PointerFormat_DYLD_CHAINED_PTR_ARM64E16ptrAlignmentSizeEv
00000001801a477c (__TEXT,__text) non-external (was a private external) __ZNK6mach_o37PointerFormat_DYLD_CHAINED_PTR_ARM64E20unauthRebaseIsVmAddrEv
00000001801a3f2c (__TEXT,__text) non-external (was a private external) __ZNK6mach_o37PointerFormat_DYLD_CHAINED_PTR_ARM64E4nameEv
00000001801a3f24 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o37PointerFormat_DYLD_CHAINED_PTR_ARM64E5valueEv
00000001801a4774 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o37PointerFormat_DYLD_CHAINED_PTR_ARM64E6strideEv
00000001801a4d64 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o39PointerFormat_DYLD_CHAINED_PTR_32_CACHE11descriptionEv
00000001801a4db8 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o39PointerFormat_DYLD_CHAINED_PTR_32_CACHE12nextLocationEPKv
00000001801a4d78 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o39PointerFormat_DYLD_CHAINED_PTR_32_CACHE12supportsAuthEv
00000001801a4d98 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o39PointerFormat_DYLD_CHAINED_PTR_32_CACHE13supportsBindsEv
00000001801a4da0 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o39PointerFormat_DYLD_CHAINED_PTR_32_CACHE14maxBindOrdinalEb
00000001801a4dd8 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o39PointerFormat_DYLD_CHAINED_PTR_32_CACHE15parseChainEntryEPKvPKNS_13MappedSegmentEyNSt3__14spanIKyLm18446744073709551615EEE
00000001801a4e00 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o39PointerFormat_DYLD_CHAINED_PTR_32_CACHE15writeChainEntryERKNS_5FixupEPKvyNSt3__14spanIPKNS_13MappedSegmentELm18446744073709551615EEE
00000001801a4d90 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o39PointerFormat_DYLD_CHAINED_PTR_32_CACHE21maxRebaseTargetOffsetEb
00000001801a4da8 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o39PointerFormat_DYLD_CHAINED_PTR_32_CACHE23bindMaxEmbeddableAddendEb
00000001801a4db0 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o39PointerFormat_DYLD_CHAINED_PTR_32_CACHE23bindMinEmbeddableAddendEb
00000001801a4d70 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o39PointerFormat_DYLD_CHAINED_PTR_32_CACHE4is64Ev
00000001801a4d58 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o39PointerFormat_DYLD_CHAINED_PTR_32_CACHE4nameEv
00000001801a4d50 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o39PointerFormat_DYLD_CHAINED_PTR_32_CACHE5valueEv
00000001801a4d88 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o39PointerFormat_DYLD_CHAINED_PTR_32_CACHE7maxNextEv
00000001801a4d80 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o39PointerFormat_DYLD_CHAINED_PTR_32_CACHE7minNextEv
00000001801a5058 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o40PointerFormat_DYLD_CHAINED_PTR_64_OFFSET11descriptionEv
00000001801a5064 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o40PointerFormat_DYLD_CHAINED_PTR_64_OFFSET20unauthRebaseIsVmAddrEv
00000001801a504c (__TEXT,__text) non-external (was a private external) __ZNK6mach_o40PointerFormat_DYLD_CHAINED_PTR_64_OFFSET4nameEv
00000001801a5044 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o40PointerFormat_DYLD_CHAINED_PTR_64_OFFSET5valueEv
00000001801a4edc (__TEXT,__text) non-external (was a private external) __ZNK6mach_o42PointerFormat_DYLD_CHAINED_PTR_32_FIRMWARE11descriptionEv
00000001801a4f30 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o42PointerFormat_DYLD_CHAINED_PTR_32_FIRMWARE12nextLocationEPKv
00000001801a4ef0 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o42PointerFormat_DYLD_CHAINED_PTR_32_FIRMWARE12supportsAuthEv
00000001801a4f10 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o42PointerFormat_DYLD_CHAINED_PTR_32_FIRMWARE13supportsBindsEv
00000001801a4f18 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o42PointerFormat_DYLD_CHAINED_PTR_32_FIRMWARE14maxBindOrdinalEb
00000001801a4f50 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o42PointerFormat_DYLD_CHAINED_PTR_32_FIRMWARE15parseChainEntryEPKvPKNS_13MappedSegmentEyNSt3__14spanIKyLm18446744073709551615EEE
00000001801a4f7c (__TEXT,__text) non-external (was a private external) __ZNK6mach_o42PointerFormat_DYLD_CHAINED_PTR_32_FIRMWARE15writeChainEntryERKNS_5FixupEPKvyNSt3__14spanIPKNS_13MappedSegmentELm18446744073709551615EEE
00000001801a4f08 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o42PointerFormat_DYLD_CHAINED_PTR_32_FIRMWARE21maxRebaseTargetOffsetEb
00000001801a4f20 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o42PointerFormat_DYLD_CHAINED_PTR_32_FIRMWARE23bindMaxEmbeddableAddendEb
00000001801a4f28 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o42PointerFormat_DYLD_CHAINED_PTR_32_FIRMWARE23bindMinEmbeddableAddendEb
00000001801a4ee8 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o42PointerFormat_DYLD_CHAINED_PTR_32_FIRMWARE4is64Ev
00000001801a4ed0 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o42PointerFormat_DYLD_CHAINED_PTR_32_FIRMWARE4nameEv
00000001801a4ec8 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o42PointerFormat_DYLD_CHAINED_PTR_32_FIRMWARE5valueEv
00000001801a4f00 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o42PointerFormat_DYLD_CHAINED_PTR_32_FIRMWARE7maxNextEv
00000001801a4ef8 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o42PointerFormat_DYLD_CHAINED_PTR_32_FIRMWARE7minNextEv
00000001801a5080 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o44PointerFormat_DYLD_CHAINED_PTR_ARM64E_KERNEL11descriptionEv
00000001801a508c (__TEXT,__text) non-external (was a private external) __ZNK6mach_o44PointerFormat_DYLD_CHAINED_PTR_ARM64E_KERNEL12bindBitCountEv
00000001801a509c (__TEXT,__text) non-external (was a private external) __ZNK6mach_o44PointerFormat_DYLD_CHAINED_PTR_ARM64E_KERNEL20unauthRebaseIsVmAddrEv
00000001801a5074 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o44PointerFormat_DYLD_CHAINED_PTR_ARM64E_KERNEL4nameEv
00000001801a506c (__TEXT,__text) non-external (was a private external) __ZNK6mach_o44PointerFormat_DYLD_CHAINED_PTR_ARM64E_KERNEL5valueEv
00000001801a5094 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o44PointerFormat_DYLD_CHAINED_PTR_ARM64E_KERNEL6strideEv
00000001801a50b8 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o46PointerFormat_DYLD_CHAINED_PTR_64_KERNEL_CACHE11descriptionEv
00000001801a510c (__TEXT,__text) non-external (was a private external) __ZNK6mach_o46PointerFormat_DYLD_CHAINED_PTR_64_KERNEL_CACHE12nextLocationEPKv
00000001801a50cc (__TEXT,__text) non-external (was a private external) __ZNK6mach_o46PointerFormat_DYLD_CHAINED_PTR_64_KERNEL_CACHE12supportsAuthEv
00000001801a50ec (__TEXT,__text) non-external (was a private external) __ZNK6mach_o46PointerFormat_DYLD_CHAINED_PTR_64_KERNEL_CACHE13supportsBindsEv
00000001801a50f4 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o46PointerFormat_DYLD_CHAINED_PTR_64_KERNEL_CACHE14maxBindOrdinalEb
00000001801a5128 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o46PointerFormat_DYLD_CHAINED_PTR_64_KERNEL_CACHE15parseChainEntryEPKvPKNS_13MappedSegmentEyNSt3__14spanIKyLm18446744073709551615EEE
00000001801a518c (__TEXT,__text) non-external (was a private external) __ZNK6mach_o46PointerFormat_DYLD_CHAINED_PTR_64_KERNEL_CACHE15writeChainEntryERKNS_5FixupEPKvyNSt3__14spanIPKNS_13MappedSegmentELm18446744073709551615EEE
00000001801a50e4 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o46PointerFormat_DYLD_CHAINED_PTR_64_KERNEL_CACHE21maxRebaseTargetOffsetEb
00000001801a50fc (__TEXT,__text) non-external (was a private external) __ZNK6mach_o46PointerFormat_DYLD_CHAINED_PTR_64_KERNEL_CACHE23bindMaxEmbeddableAddendEb
00000001801a5104 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o46PointerFormat_DYLD_CHAINED_PTR_64_KERNEL_CACHE23bindMinEmbeddableAddendEb
00000001801a50c4 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o46PointerFormat_DYLD_CHAINED_PTR_64_KERNEL_CACHE4is64Ev
00000001801a50ac (__TEXT,__text) non-external (was a private external) __ZNK6mach_o46PointerFormat_DYLD_CHAINED_PTR_64_KERNEL_CACHE4nameEv
00000001801a50a4 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o46PointerFormat_DYLD_CHAINED_PTR_64_KERNEL_CACHE5valueEv
00000001801a50dc (__TEXT,__text) non-external (was a private external) __ZNK6mach_o46PointerFormat_DYLD_CHAINED_PTR_64_KERNEL_CACHE7maxNextEv
00000001801a50d4 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o46PointerFormat_DYLD_CHAINED_PTR_64_KERNEL_CACHE7minNextEv
00000001801a52e4 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o46PointerFormat_DYLD_CHAINED_PTR_ARM64E_FIRMWARE11descriptionEv
00000001801a52f8 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o46PointerFormat_DYLD_CHAINED_PTR_ARM64E_FIRMWARE12bindBitCountEv
00000001801a5308 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o46PointerFormat_DYLD_CHAINED_PTR_ARM64E_FIRMWARE20unauthRebaseIsVmAddrEv
00000001801a52f0 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o46PointerFormat_DYLD_CHAINED_PTR_ARM64E_FIRMWARE4is64Ev
00000001801a52d8 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o46PointerFormat_DYLD_CHAINED_PTR_ARM64E_FIRMWARE4nameEv
00000001801a52d0 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o46PointerFormat_DYLD_CHAINED_PTR_ARM64E_FIRMWARE5valueEv
00000001801a5300 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o46PointerFormat_DYLD_CHAINED_PTR_ARM64E_FIRMWARE6strideEv
00000001801a52a4 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o46PointerFormat_DYLD_CHAINED_PTR_ARM64E_USERLAND11descriptionEv
00000001801a52b8 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o46PointerFormat_DYLD_CHAINED_PTR_ARM64E_USERLAND12bindBitCountEv
00000001801a52b0 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o46PointerFormat_DYLD_CHAINED_PTR_ARM64E_USERLAND16ptrAlignmentSizeEv
00000001801a52c8 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o46PointerFormat_DYLD_CHAINED_PTR_ARM64E_USERLAND20unauthRebaseIsVmAddrEv
00000001801a5298 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o46PointerFormat_DYLD_CHAINED_PTR_ARM64E_USERLAND4nameEv
00000001801a5290 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o46PointerFormat_DYLD_CHAINED_PTR_ARM64E_USERLAND5valueEv
00000001801a52c0 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o46PointerFormat_DYLD_CHAINED_PTR_ARM64E_USERLAND6strideEv
00000001801a3ee8 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o47PointerFormat_DYLD_CHAINED_PTR_ARM64E_SEGMENTED11descriptionEv
00000001801a3f0c (__TEXT,__text) non-external (was a private external) __ZNK6mach_o47PointerFormat_DYLD_CHAINED_PTR_ARM64E_SEGMENTED12bindBitCountEv
00000001801a3974 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o47PointerFormat_DYLD_CHAINED_PTR_ARM64E_SEGMENTED12nextLocationEPKv
00000001801a3f04 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o47PointerFormat_DYLD_CHAINED_PTR_ARM64E_SEGMENTED13supportsBindsEv
00000001801a39cc (__TEXT,__text) non-external (was a private external) __ZNK6mach_o47PointerFormat_DYLD_CHAINED_PTR_ARM64E_SEGMENTED15parseChainEntryEPKvPKNS_13MappedSegmentEyNSt3__14spanIKyLm18446744073709551615EEE
00000001801a3a3c (__TEXT,__text) non-external (was a private external) __ZNK6mach_o47PointerFormat_DYLD_CHAINED_PTR_ARM64E_SEGMENTED15writeChainEntryERKNS_5FixupEPKvyNSt3__14spanIPKNS_13MappedSegmentELm18446744073709551615EEE
00000001801a3f1c (__TEXT,__text) non-external (was a private external) __ZNK6mach_o47PointerFormat_DYLD_CHAINED_PTR_ARM64E_SEGMENTED20unauthRebaseIsVmAddrEv
00000001801a3efc (__TEXT,__text) non-external (was a private external) __ZNK6mach_o47PointerFormat_DYLD_CHAINED_PTR_ARM64E_SEGMENTED21maxRebaseTargetOffsetEb
00000001801a3ef4 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o47PointerFormat_DYLD_CHAINED_PTR_ARM64E_SEGMENTED4is64Ev
00000001801a3edc (__TEXT,__text) non-external (was a private external) __ZNK6mach_o47PointerFormat_DYLD_CHAINED_PTR_ARM64E_SEGMENTED4nameEv
00000001801a3ed4 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o47PointerFormat_DYLD_CHAINED_PTR_ARM64E_SEGMENTED5valueEv
00000001801a3f14 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o47PointerFormat_DYLD_CHAINED_PTR_ARM64E_SEGMENTED6strideEv
00000001801a54c4 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o48PointerFormat_DYLD_CHAINED_PTR_ARM64E_USERLAND2411descriptionEv
00000001801a54d8 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o48PointerFormat_DYLD_CHAINED_PTR_ARM64E_USERLAND2412bindBitCountEv
00000001801a54d0 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o48PointerFormat_DYLD_CHAINED_PTR_ARM64E_USERLAND2416ptrAlignmentSizeEv
00000001801a54e8 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o48PointerFormat_DYLD_CHAINED_PTR_ARM64E_USERLAND2420unauthRebaseIsVmAddrEv
00000001801a54b8 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o48PointerFormat_DYLD_CHAINED_PTR_ARM64E_USERLAND244nameEv
00000001801a54b0 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o48PointerFormat_DYLD_CHAINED_PTR_ARM64E_USERLAND245valueEv
00000001801a54e0 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o48PointerFormat_DYLD_CHAINED_PTR_ARM64E_USERLAND246strideEv
00000001801a3d0c (__TEXT,__text) non-external (was a private external) __ZNK6mach_o50PointerFormat_DYLD_CHAINED_PTR_ARM64E_SHARED_CACHE11descriptionEv
00000001801a3ebc (__TEXT,__text) non-external (was a private external) __ZNK6mach_o50PointerFormat_DYLD_CHAINED_PTR_ARM64E_SHARED_CACHE12bindBitCountEv
00000001801a3df0 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o50PointerFormat_DYLD_CHAINED_PTR_ARM64E_SHARED_CACHE12nextLocationEPKv
00000001801a3d8c (__TEXT,__text) non-external (was a private external) __ZNK6mach_o50PointerFormat_DYLD_CHAINED_PTR_ARM64E_SHARED_CACHE13supportsBindsEv
00000001801a3e48 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o50PointerFormat_DYLD_CHAINED_PTR_ARM64E_SHARED_CACHE15parseChainEntryEPKvPKNS_13MappedSegmentEyNSt3__14spanIKyLm18446744073709551615EEE
00000001801a37dc (__TEXT,__text) non-external (was a private external) __ZNK6mach_o50PointerFormat_DYLD_CHAINED_PTR_ARM64E_SHARED_CACHE15writeChainEntryERKNS_5FixupEPKvyNSt3__14spanIPKNS_13MappedSegmentELm18446744073709551615EEE
00000001801a3d7c (__TEXT,__text) non-external (was a private external) __ZNK6mach_o50PointerFormat_DYLD_CHAINED_PTR_ARM64E_SHARED_CACHE16ptrAlignmentSizeEv
00000001801a3ecc (__TEXT,__text) non-external (was a private external) __ZNK6mach_o50PointerFormat_DYLD_CHAINED_PTR_ARM64E_SHARED_CACHE20unauthRebaseIsVmAddrEv
00000001801a3d84 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o50PointerFormat_DYLD_CHAINED_PTR_ARM64E_SHARED_CACHE21maxRebaseTargetOffsetEb
