00007ffa42edaee0 (__DATA,__data) non-external _.compoundliteral
00007ffa182e4e19 (__TEXT,__text) non-external (was a private external) _glpOffsetNodeGetOffsetExpr
00007ffa182e4ddb (__TEXT,__text) non-external (was a private external) _glpOffsetNodeGetPreSwizzlePrimitiveType
00007ffa182e4dc9 (__TEXT,__text) non-external (was a private external) _glpOffsetNodeGetSwizzle
00007ffa182e4e35 (__TEXT,__text) non-external (was a private external) _glpOffsetNodeGetVectorElementExpr
00007ffa182e4e0c (__TEXT,__text) non-external (was a private external) _glpOffsetNodeSetBankIndex
00007ffa182e4df6 (__TEXT,__text) non-external (was a private external) _glpOffsetNodeSetCompStride
00007ffa182e4dbf (__TEXT,__text) non-external (was a private external) _glpOffsetNodeSetExtra
00007ffa182e4e27 (__TEXT,__text) non-external (was a private external) _glpOffsetNodeSetOffsetExpr
00007ffa182e4de4 (__TEXT,__text) non-external (was a private external) _glpOffsetNodeSetPreSwizzlePrimitiveType
00007ffa182e4dd2 (__TEXT,__text) non-external (was a private external) _glpOffsetNodeSetSwizzle
00007ffa182e4e43 (__TEXT,__text) non-external (was a private external) _glpOffsetNodeSetVectorElementExpr
00007ffa182e2e94 (__TEXT,__text) non-external (was a private external) _glpOpAssignNodeGetDesugar
00007ffa18284450 (__TEXT,__text) non-external (was a private external) _glpOpenArchive
00007ffa182ccb42 (__TEXT,__text) non-external (was a private external) _glpOperatorAsFunctionError
00007ffa1832a145 (__TEXT,__text) external _glpPPDisassemble
00007ffa18365dc0 (__TEXT,__const) non-external _glpPPDisassemble.shaderTargets
00007ffa41d2bab0 (__DATA_CONST,__const) non-external _glpPPDisassemble.tex_filters
00007ffa41d2bb20 (__DATA_CONST,__const) non-external _glpPPDisassemble.tex_formats
00007ffa41d2bae0 (__DATA_CONST,__const) non-external _glpPPDisassemble.tex_wraps
00007ffa1832d01c (__TEXT,__text) external _glpPPDisassembleFree
00007ffa18339f78 (__TEXT,__text) external _glpPPShaderLinearize
00007ffa18339f84 (__TEXT,__text) external _glpPPShaderLinearizeEx
00007ffa183388c0 (__TEXT,__text) external _glpPPShaderLinearizeStreamMgr
00007ffa183388cc (__TEXT,__text) external _glpPPShaderLinearizeStreamMgrEx
00007ffa182e5115 (__TEXT,__text) non-external (was a private external) _glpPPStreamOpNodeGetHasOffset
00007ffa182e510c (__TEXT,__text) non-external (was a private external) _glpPPStreamOpNodeGetHasSrctex
00007ffa182e5103 (__TEXT,__text) non-external (was a private external) _glpPPStreamOpNodeGetOpPrimitiveType
00007ffa182e50fa (__TEXT,__text) non-external (was a private external) _glpPPStreamOpNodeGetOpcode
00007ffa182e50f1 (__TEXT,__text) non-external (was a private external) _glpPPStreamOpNodeGetReturnPrimitiveType
00007ffa182004d5 (__TEXT,__text) external _glpPPStreamTokenDump
00007ffa182004dd (__TEXT,__text) external _glpPPStreamTokenDumpFree
00007ffa1830820f (__TEXT,__text) non-external _glpPPTFunctionDefinition
00007ffa18307eb0 (__TEXT,__text) non-external (was a private external) _glpPPTNode
00007ffa18308415 (__TEXT,__text) non-external _glpPPTRawCall
00007ffa1830832a (__TEXT,__text) non-external _glpPPTSwitchStatement
00007ffa18308098 (__TEXT,__text) non-external _glpPPTVariableDeclaration
00007ffa18317c31 (__TEXT,__text) non-external (was a private external) _glpPaIdentOrType
00007ffa18317d23 (__TEXT,__text) non-external (was a private external) _glpPaParseComment
00007ffa183184e0 (__TEXT,__text) non-external (was a private external) _glpPaParseStrings
00007ffa18317b60 (__TEXT,__text) non-external (was a private external) _glpPaReservedWord
00007ffa182ae62b (__TEXT,__text) non-external (was a private external) _glpPackConstants
00007ffa182e311b (__TEXT,__text) non-external (was a private external) _glpParameterDeclarationNodeGetExtra
00007ffa182e310d (__TEXT,__text) non-external (was a private external) _glpParameterDeclarationNodeGetName
00007ffa182e312f (__TEXT,__text) non-external (was a private external) _glpParameterDeclarationNodeGetType
00007ffa182e3125 (__TEXT,__text) non-external (was a private external) _glpParameterDeclarationNodeSetExtra
00007ffa182e313c (__TEXT,__text) non-external (was a private external) _glpParameterDeclarationNodeSetType
00007ffa18319110 (__TEXT,__text) non-external (was a private external) _glpParseContextSetGLSLVersion
00007ffa18319235 (__TEXT,__text) non-external (was a private external) _glpParseContextValidateGLSLVersion
00007ffa182c88be (__TEXT,__text) non-external (was a private external) _glpParseQualifiers
00007ffa182b0eef (__TEXT,__text) non-external (was a private external) _glpParseRecover
00007ffa18282d64 (__TEXT,__text) non-external (was a private external) _glpPointerHashCache_b
00007ffa18282d2e (__TEXT,__text) non-external (was a private external) _glpPointerHashGet
00007ffa18282bc1 (__TEXT,__text) non-external (was a private external) _glpPointerHashPut
00007ffa18282da9 (__TEXT,__text) non-external (was a private external) _glpPointerHashRemove
00007ffa182b0009 (__TEXT,__text) non-external (was a private external) _glpPopulatePrecisionWidths
00007ffa182e362f (__TEXT,__text) non-external (was a private external) _glpPrecisionDeclarationNodeGetQualifier
00007ffa182e3649 (__TEXT,__text) non-external (was a private external) _glpPrecisionDeclarationNodeGetType
00007ffa182e363c (__TEXT,__text) non-external (was a private external) _glpPrecisionDeclarationNodeSetQualifier
00007ffa182e3657 (__TEXT,__text) non-external (was a private external) _glpPrecisionDeclarationNodeSetType
00007ffa182af5da (__TEXT,__text) non-external (was a private external) _glpPrecisionIndexFromSAFlags
00007ffa182cb65f (__TEXT,__text) non-external (was a private external) _glpPrecisionQualifierFromSaFlags
00007ffa182c5814 (__TEXT,__text) non-external (was a private external) _glpPrimitiveMatrixGetColumnType
00007ffa182c5534 (__TEXT,__text) non-external (was a private external) _glpPrimitiveMatrixGetColumns
00007ffa182c5b1c (__TEXT,__text) non-external (was a private external) _glpPrimitiveMatrixGetElementType
00007ffa182c5998 (__TEXT,__text) non-external (was a private external) _glpPrimitiveMatrixGetRowType
00007ffa182c56a4 (__TEXT,__text) non-external (was a private external) _glpPrimitiveMatrixGetRows
00007ffa182c5e60 (__TEXT,__text) non-external (was a private external) _glpPrimitiveSamplerGetPPDatatype
00007ffa182c5c84 (__TEXT,__text) non-external (was a private external) _glpPrimitiveSamplerGetPPTextarget
00007ffa182d6560 (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeFromString
00007ffa182c622a (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeGetByteStride
00007ffa182c6148 (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeGetBytesPerComponent
00007ffa182c5222 (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeGetCategory
00007ffa182c5205 (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeGetGLType
00007ffa182c6183 (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeGetMaxComponentsPerVec4
00007ffa182c61c0 (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeGetNumVec4s
00007ffa182d657b (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeGetPrimitiveType
00007ffa182c60e4 (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeGetScalarCount
00007ffa182c5fcc (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeGetScalarType
00007ffa182e39e7 (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeNodeGetType
00007ffa182c6028 (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeReplaceScalarType
00007ffa18299b8c (__TEXT,__text) non-external _glpPrimitiveTypeToLLVMType
00007ffa18359ef9 (__TEXT,__text) non-external _glpPrimitiveTypeToLLVMType.cold.1
00007ffa182c5180 (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeToString
00007ffa182c53b4 (__TEXT,__text) non-external (was a private external) _glpPrimitiveVectorGetElementType
00007ffa182c523f (__TEXT,__text) non-external (was a private external) _glpPrimitiveVectorGetLength
00007ffa182a936b (__TEXT,__text) non-external _glpProcessComponentWiseVectorAssignment
00007ffa181f3a16 (__TEXT,__text) non-external _glpProgram_PPStreamAddAddressUsage
00007ffa181f3a40 (__TEXT,__text) non-external _glpProgram_PPStreamAddAttribBinding
00007ffa181f3ad8 (__TEXT,__text) non-external _glpProgram_PPStreamAddConstant
00007ffa181f3ae6 (__TEXT,__text) non-external _glpProgram_PPStreamAddLabel
00007ffa181f39cf (__TEXT,__text) non-external _glpProgram_PPStreamAddOperation
00007ffa181f3aca (__TEXT,__text) non-external _glpProgram_PPStreamAddOption
00007ffa181f3a8c (__TEXT,__text) non-external _glpProgram_PPStreamAddOutputBinding
00007ffa181f3a24 (__TEXT,__text) non-external _glpProgram_PPStreamAddParamBinding
00007ffa181f3a32 (__TEXT,__text) non-external _glpProgram_PPStreamAddParamBindingArray
00007ffa181f3a08 (__TEXT,__text) non-external _glpProgram_PPStreamAddTempUsage
00007ffa181f3b21 (__TEXT,__text) non-external _glpProgram_PPStreamResolveBranches
00007ffa181f39c2 (__TEXT,__text) non-external _glpProgram_PPStreamSetTarget
00007ffa182d09a4 (__TEXT,__text) non-external (was a private external) _glpPushdownPrecision
00007ffa182e376c (__TEXT,__text) non-external (was a private external) _glpQualifiedDeclarationGroupNodeAddDeclaration
00007ffa182e374c (__TEXT,__text) non-external (was a private external) _glpQualifiedDeclarationGroupNodeGetDeclaration
00007ffa182e3743 (__TEXT,__text) non-external (was a private external) _glpQualifiedDeclarationGroupNodeGetDeclarationCount
00007ffa182e3779 (__TEXT,__text) non-external (was a private external) _glpQualifiedDeclarationGroupNodeInsertDeclaration
00007ffa182e375c (__TEXT,__text) non-external (was a private external) _glpQualifiedDeclarationGroupNodeSetDeclaration
00007ffa182e36cc (__TEXT,__text) non-external (was a private external) _glpQualifiedDeclarationNodeGetName
00007ffa182e36da (__TEXT,__text) non-external (was a private external) _glpQualifiedDeclarationNodeGetQualifiers
00007ffa182e36e7 (__TEXT,__text) non-external (was a private external) _glpQualifiedDeclarationNodeSetQualifiers
00007ffa182e3968 (__TEXT,__text) non-external (was a private external) _glpQualifiedTypeNodeGetQualifiers
00007ffa182e394e (__TEXT,__text) non-external (was a private external) _glpQualifiedTypeNodeGetType
00007ffa182e3976 (__TEXT,__text) non-external (was a private external) _glpQualifiedTypeNodeSetQualifiers
00007ffa182e395b (__TEXT,__text) non-external (was a private external) _glpQualifiedTypeNodeSetType
00007ffa182c8871 (__TEXT,__text) non-external (was a private external) _glpQualifierKindOfNode
00007ffa182c8850 (__TEXT,__text) non-external (was a private external) _glpQualifierKindToString
00007ffa182e41d9 (__TEXT,__text) non-external (was a private external) _glpQualifierListNodeAddQualifier
00007ffa182e41b9 (__TEXT,__text) non-external (was a private external) _glpQualifierListNodeGetQualifier
00007ffa182e41b0 (__TEXT,__text) non-external (was a private external) _glpQualifierListNodeGetQualifierCount
00007ffa182e41e6 (__TEXT,__text) non-external (was a private external) _glpQualifierListNodeInsertQualifier
00007ffa182e41c9 (__TEXT,__text) non-external (was a private external) _glpQualifierListNodeSetQualifier
00007ffa182c6238 (__TEXT,__text) non-external (was a private external) _glpQualifierName
00007ffa182e4fba (__TEXT,__text) non-external (was a private external) _glpRValueNodeGetBase
00007ffa182e4fc8 (__TEXT,__text) non-external (was a private external) _glpRValueNodeSetBase
00007ffa182e4c84 (__TEXT,__text) non-external (was a private external) _glpRawCallNodeGetExtra
00007ffa182e4c76 (__TEXT,__text) non-external (was a private external) _glpRawCallNodeGetName
00007ffa182e4c8e (__TEXT,__text) non-external (was a private external) _glpRawCallNodeSetExtra
00007ffa182d1610 (__TEXT,__text) non-external (was a private external) _glpReInitDeserialContext
00007ffa182e2e9e (__TEXT,__text) non-external (was a private external) _glpReadInputNodeGetExtra
00007ffa182dbebc (__TEXT,__text) non-external (was a private external) _glpRemapValue
00007ffa18318d8c (__TEXT,__text) non-external (was a private external) _glpResetErrMsg
00007ffa182e4a50 (__TEXT,__text) non-external (was a private external) _glpReturnStatementNodeGetExpr
00007ffa182e4a3c (__TEXT,__text) non-external (was a private external) _glpReturnStatementNodeGetExtra
00007ffa182e4a5d (__TEXT,__text) non-external (was a private external) _glpReturnStatementNodeSetExpr
00007ffa182e4a46 (__TEXT,__text) non-external (was a private external) _glpReturnStatementNodeSetExtra
00007ffa1830ab23 (__TEXT,__text) non-external _glpSAAdd
00007ffa1830950a (__TEXT,__text) non-external _glpSAArrayAccess
00007ffa183102b2 (__TEXT,__text) non-external _glpSAArrayType
00007ffa1830bbfc (__TEXT,__text) non-external _glpSAAssign
00007ffa18313a21 (__TEXT,__text) non-external _glpSAAvailabilityDeclaration
00007ffa1831404e (__TEXT,__text) non-external _glpSABinaryOperator
00007ffa1830b657 (__TEXT,__text) non-external _glpSABitwiseAnd
00007ffa1830aa63 (__TEXT,__text) non-external _glpSABitwiseNot
00007ffa1830b687 (__TEXT,__text) non-external _glpSABitwiseOr
00007ffa1830b6b7 (__TEXT,__text) non-external _glpSABitwiseXor
00007ffa183127c0 (__TEXT,__text) non-external _glpSABlock
00007ffa183133b5 (__TEXT,__text) non-external _glpSABreakStatement
00007ffa182cfbb0 (__TEXT,__text) non-external (was a private external) _glpSABuiltinPPStreamOp
00007ffa18313d1c (__TEXT,__text) non-external _glpSACall
00007ffa18313249 (__TEXT,__text) non-external _glpSACaseStatement
00007ffa1830c7ea (__TEXT,__text) non-external _glpSACommaExpr
00007ffa183094d0 (__TEXT,__text) non-external _glpSAConstant
00007ffa1830a8aa (__TEXT,__text) non-external _glpSAConstructorCall
00007ffa18313469 (__TEXT,__text) non-external _glpSAContinueStatement
00007ffa18313311 (__TEXT,__text) non-external _glpSADefaultStatement
00007ffa18314646 (__TEXT,__text) non-external _glpSADeref
00007ffa18313517 (__TEXT,__text) non-external _glpSADiscardStatement
00007ffa1830aac3 (__TEXT,__text) non-external _glpSADivide
00007ffa1830adf3 (__TEXT,__text) non-external _glpSAEqual
00007ffa1831264c (__TEXT,__text) non-external _glpSAExpressionStatement
00007ffa182ca410 (__TEXT,__text) non-external (was a private external) _glpSAFailed
00007ffa183097f5 (__TEXT,__text) non-external _glpSAFieldAccess
00007ffa182ca810 (__TEXT,__text) non-external (was a private external) _glpSAFieldAccessInternal
00007ffa1831048a (__TEXT,__text) non-external _glpSAFieldDeclaration
00007ffa18309dd6 (__TEXT,__text) non-external _glpSAFunctionCall
00007ffa1830f999 (__TEXT,__text) non-external _glpSAFunctionDefinition
00007ffa1830cc86 (__TEXT,__text) non-external _glpSAFunctionPrototype
00007ffa18312450 (__TEXT,__text) non-external _glpSAGlobalTypeQualifier
00007ffa1830aceb (__TEXT,__text) non-external _glpSAGreater
00007ffa1830ad6f (__TEXT,__text) non-external _glpSAGreaterEqual
00007ffa18313ba2 (__TEXT,__text) non-external _glpSAIBPartialDeref
00007ffa1830b6e7 (__TEXT,__text) non-external _glpSAIfExpr
00007ffa183129c3 (__TEXT,__text) non-external _glpSAIfStatement
00007ffa18313ed2 (__TEXT,__text) non-external _glpSAIncrementOperator
00007ffa182d02f6 (__TEXT,__text) non-external (was a private external) _glpSAInlinePPStreamOpFixup
00007ffa18310aa7 (__TEXT,__text) non-external _glpSAInterfaceBlock
00007ffa183121c0 (__TEXT,__text) non-external _glpSAKeywordQualifier
00007ffa18313b3e (__TEXT,__text) non-external _glpSALValue
00007ffa183125f2 (__TEXT,__text) non-external _glpSALayoutPair
00007ffa183121da (__TEXT,__text) non-external _glpSALayoutQualifier
00007ffa18311b53 (__TEXT,__text) non-external _glpSALayoutType
00007ffa1830abe3 (__TEXT,__text) non-external _glpSALess
