000000022e3cb1c8 (__DATA,__data) non-external _.compoundliteral
00000001e84e13d4 (__TEXT,__text) non-external (was a private external) _glpPaParseComment
00000001e84e1bf4 (__TEXT,__text) non-external (was a private external) _glpPaParseStrings
00000001e84e11d4 (__TEXT,__text) non-external (was a private external) _glpPaReservedWord
00000001e8478d04 (__TEXT,__text) non-external (was a private external) _glpPackConstants
00000001e84ac4a8 (__TEXT,__text) non-external (was a private external) _glpParameterDeclarationNodeGetExtra
00000001e84ac49c (__TEXT,__text) non-external (was a private external) _glpParameterDeclarationNodeGetName
00000001e84ac4b8 (__TEXT,__text) non-external (was a private external) _glpParameterDeclarationNodeGetType
00000001e84ac4b0 (__TEXT,__text) non-external (was a private external) _glpParameterDeclarationNodeSetExtra
00000001e84ac4c4 (__TEXT,__text) non-external (was a private external) _glpParameterDeclarationNodeSetType
00000001e84e27f4 (__TEXT,__text) non-external (was a private external) _glpParseContextSetGLSLVersion
00000001e84e2920 (__TEXT,__text) non-external (was a private external) _glpParseContextValidateGLSLVersion
00000001e84910a0 (__TEXT,__text) non-external (was a private external) _glpParseQualifiers
00000001e847b608 (__TEXT,__text) non-external (was a private external) _glpParseRecover
00000001e844fed4 (__TEXT,__text) non-external (was a private external) _glpPointerHashCache_b
00000001e844fe70 (__TEXT,__text) non-external (was a private external) _glpPointerHashGet
00000001e844fcb8 (__TEXT,__text) non-external (was a private external) _glpPointerHashPut
00000001e844ff34 (__TEXT,__text) non-external (was a private external) _glpPointerHashRemove
00000001e847a688 (__TEXT,__text) non-external (was a private external) _glpPopulatePrecisionWidths
00000001e84acabc (__TEXT,__text) non-external (was a private external) _glpPrecisionDeclarationNodeGetQualifier
00000001e84acad4 (__TEXT,__text) non-external (was a private external) _glpPrecisionDeclarationNodeGetType
00000001e84acac8 (__TEXT,__text) non-external (was a private external) _glpPrecisionDeclarationNodeSetQualifier
00000001e84acae0 (__TEXT,__text) non-external (was a private external) _glpPrecisionDeclarationNodeSetType
00000001e8479b44 (__TEXT,__text) non-external (was a private external) _glpPrecisionIndexFromSAFlags
00000001e8493854 (__TEXT,__text) non-external (was a private external) _glpPrecisionQualifierFromSaFlags
00000001e848df4c (__TEXT,__text) non-external (was a private external) _glpPrimitiveMatrixGetColumnType
00000001e848dc24 (__TEXT,__text) non-external (was a private external) _glpPrimitiveMatrixGetColumns
00000001e848e2a4 (__TEXT,__text) non-external (was a private external) _glpPrimitiveMatrixGetElementType
00000001e848e0f8 (__TEXT,__text) non-external (was a private external) _glpPrimitiveMatrixGetRowType
00000001e848ddb8 (__TEXT,__text) non-external (was a private external) _glpPrimitiveMatrixGetRows
00000001e848e63c (__TEXT,__text) non-external (was a private external) _glpPrimitiveSamplerGetPPDatatype
00000001e848e430 (__TEXT,__text) non-external (was a private external) _glpPrimitiveSamplerGetPPTextarget
00000001e849e690 (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeFromString
00000001e848eb60 (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeGetByteStride
00000001e848ea28 (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeGetBytesPerComponent
00000001e848d8b8 (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeGetCategory
00000001e848d88c (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeGetGLType
00000001e848ea7c (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeGetMaxComponentsPerVec4
00000001e848ead8 (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeGetNumVec4s
00000001e849e6bc (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeGetPrimitiveType
00000001e848e988 (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeGetScalarCount
00000001e848e7d0 (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeGetScalarType
00000001e84acf50 (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeNodeGetType
00000001e848e878 (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeReplaceScalarType
00000001e8465a1c (__TEXT,__text) non-external _glpPrimitiveTypeToLLVMType
00000001e851c254 (__TEXT,__text) non-external _glpPrimitiveTypeToLLVMType.cold.1
00000001e848d798 (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeToString
00000001e848da80 (__TEXT,__text) non-external (was a private external) _glpPrimitiveVectorGetElementType
00000001e848d8e4 (__TEXT,__text) non-external (was a private external) _glpPrimitiveVectorGetLength
00000001e8473c30 (__TEXT,__text) non-external _glpProcessComponentWiseVectorAssignment
00000001e83dbf10 (__TEXT,__text) non-external _glpProgram_PPStreamAddAddressUsage
00000001e83dbf28 (__TEXT,__text) non-external _glpProgram_PPStreamAddAttribBinding
00000001e83dbfec (__TEXT,__text) non-external _glpProgram_PPStreamAddConstant
00000001e83dbff4 (__TEXT,__text) non-external _glpProgram_PPStreamAddLabel
00000001e83dbeb4 (__TEXT,__text) non-external _glpProgram_PPStreamAddOperation
00000001e83dbfe4 (__TEXT,__text) non-external _glpProgram_PPStreamAddOption
00000001e83dbf90 (__TEXT,__text) non-external _glpProgram_PPStreamAddOutputBinding
00000001e83dbf18 (__TEXT,__text) non-external _glpProgram_PPStreamAddParamBinding
00000001e83dbf20 (__TEXT,__text) non-external _glpProgram_PPStreamAddParamBindingArray
00000001e83dbf08 (__TEXT,__text) non-external _glpProgram_PPStreamAddTempUsage
00000001e83dc048 (__TEXT,__text) non-external _glpProgram_PPStreamResolveBranches
00000001e83dbea8 (__TEXT,__text) non-external _glpProgram_PPStreamSetTarget
00000001e8498b6c (__TEXT,__text) non-external (was a private external) _glpPushdownPrecision
00000001e84acc34 (__TEXT,__text) non-external (was a private external) _glpQualifiedDeclarationGroupNodeAddDeclaration
00000001e84acc1c (__TEXT,__text) non-external (was a private external) _glpQualifiedDeclarationGroupNodeGetDeclaration
00000001e84acc14 (__TEXT,__text) non-external (was a private external) _glpQualifiedDeclarationGroupNodeGetDeclarationCount
00000001e84acc3c (__TEXT,__text) non-external (was a private external) _glpQualifiedDeclarationGroupNodeInsertDeclaration
00000001e84acc28 (__TEXT,__text) non-external (was a private external) _glpQualifiedDeclarationGroupNodeSetDeclaration
00000001e84acb80 (__TEXT,__text) non-external (was a private external) _glpQualifiedDeclarationNodeGetName
00000001e84acb8c (__TEXT,__text) non-external (was a private external) _glpQualifiedDeclarationNodeGetQualifiers
00000001e84acb98 (__TEXT,__text) non-external (was a private external) _glpQualifiedDeclarationNodeSetQualifiers
00000001e84aceb8 (__TEXT,__text) non-external (was a private external) _glpQualifiedTypeNodeGetQualifiers
00000001e84acea0 (__TEXT,__text) non-external (was a private external) _glpQualifiedTypeNodeGetType
00000001e84acec4 (__TEXT,__text) non-external (was a private external) _glpQualifiedTypeNodeSetQualifiers
00000001e84aceac (__TEXT,__text) non-external (was a private external) _glpQualifiedTypeNodeSetType
00000001e8491034 (__TEXT,__text) non-external (was a private external) _glpQualifierKindOfNode
00000001e8491008 (__TEXT,__text) non-external (was a private external) _glpQualifierKindToString
00000001e84ad8e8 (__TEXT,__text) non-external (was a private external) _glpQualifierListNodeAddQualifier
00000001e84ad8d0 (__TEXT,__text) non-external (was a private external) _glpQualifierListNodeGetQualifier
00000001e84ad8c8 (__TEXT,__text) non-external (was a private external) _glpQualifierListNodeGetQualifierCount
00000001e84ad8f0 (__TEXT,__text) non-external (was a private external) _glpQualifierListNodeInsertQualifier
00000001e84ad8dc (__TEXT,__text) non-external (was a private external) _glpQualifierListNodeSetQualifier
00000001e848eb7c (__TEXT,__text) non-external (was a private external) _glpQualifierName
00000001e84aea30 (__TEXT,__text) non-external (was a private external) _glpRValueNodeGetBase
00000001e84aea3c (__TEXT,__text) non-external (was a private external) _glpRValueNodeSetBase
00000001e84ae698 (__TEXT,__text) non-external (was a private external) _glpRawCallNodeGetExtra
00000001e84ae68c (__TEXT,__text) non-external (was a private external) _glpRawCallNodeGetName
00000001e84ae6a0 (__TEXT,__text) non-external (was a private external) _glpRawCallNodeSetExtra
00000001e84997b4 (__TEXT,__text) non-external (was a private external) _glpReInitDeserialContext
00000001e84ac198 (__TEXT,__text) non-external (was a private external) _glpReadInputNodeGetExtra
00000001e84a440c (__TEXT,__text) non-external (was a private external) _glpRemapValue
00000001e84e24b0 (__TEXT,__text) non-external (was a private external) _glpResetErrMsg
00000001e84ae3e8 (__TEXT,__text) non-external (was a private external) _glpReturnStatementNodeGetExpr
00000001e84ae3d8 (__TEXT,__text) non-external (was a private external) _glpReturnStatementNodeGetExtra
00000001e84ae3f4 (__TEXT,__text) non-external (was a private external) _glpReturnStatementNodeSetExpr
00000001e84ae3e0 (__TEXT,__text) non-external (was a private external) _glpReturnStatementNodeSetExtra
00000001e84d4b98 (__TEXT,__text) non-external _glpSAAdd
00000001e84d3304 (__TEXT,__text) non-external _glpSAArrayAccess
00000001e84d9f64 (__TEXT,__text) non-external _glpSAArrayType
00000001e84d5e74 (__TEXT,__text) non-external _glpSAAssign
00000001e84dd41c (__TEXT,__text) non-external _glpSAAvailabilityDeclaration
00000001e84ddb50 (__TEXT,__text) non-external _glpSABinaryOperator
00000001e84d5860 (__TEXT,__text) non-external _glpSABitwiseAnd
00000001e84d4a08 (__TEXT,__text) non-external _glpSABitwiseNot
00000001e84d58c4 (__TEXT,__text) non-external _glpSABitwiseOr
00000001e84d5928 (__TEXT,__text) non-external _glpSABitwiseXor
00000001e84dc254 (__TEXT,__text) non-external _glpSABlock
00000001e84dcdbc (__TEXT,__text) non-external _glpSABreakStatement
00000001e8497e50 (__TEXT,__text) non-external (was a private external) _glpSABuiltinPPStreamOp
00000001e84dd804 (__TEXT,__text) non-external _glpSACall
00000001e84dcc54 (__TEXT,__text) non-external _glpSACaseStatement
00000001e84d6964 (__TEXT,__text) non-external _glpSACommaExpr
00000001e84d32c4 (__TEXT,__text) non-external _glpSAConstant
00000001e84d46b4 (__TEXT,__text) non-external _glpSAConstructorCall
00000001e84dce60 (__TEXT,__text) non-external _glpSAContinueStatement
00000001e84dcd2c (__TEXT,__text) non-external _glpSADefaultStatement
00000001e84de150 (__TEXT,__text) non-external _glpSADeref
00000001e84dcefc (__TEXT,__text) non-external _glpSADiscardStatement
00000001e84d4ad0 (__TEXT,__text) non-external _glpSADivide
00000001e84d4f98 (__TEXT,__text) non-external _glpSAEqual
00000001e84dc0dc (__TEXT,__text) non-external _glpSAExpressionStatement
00000001e8492890 (__TEXT,__text) non-external (was a private external) _glpSAFailed
00000001e84d3600 (__TEXT,__text) non-external _glpSAFieldAccess
00000001e8492c7c (__TEXT,__text) non-external (was a private external) _glpSAFieldAccessInternal
00000001e84da13c (__TEXT,__text) non-external _glpSAFieldDeclaration
00000001e84d3bec (__TEXT,__text) non-external _glpSAFunctionCall
00000001e84d9764 (__TEXT,__text) non-external _glpSAFunctionDefinition
00000001e84d6de4 (__TEXT,__text) non-external _glpSAFunctionPrototype
00000001e84dbecc (__TEXT,__text) non-external _glpSAGlobalTypeQualifier
00000001e84d4e60 (__TEXT,__text) non-external _glpSAGreater
00000001e84d4efc (__TEXT,__text) non-external _glpSAGreaterEqual
00000001e84dd60c (__TEXT,__text) non-external _glpSAIBPartialDeref
00000001e84d598c (__TEXT,__text) non-external _glpSAIfExpr
00000001e84dc454 (__TEXT,__text) non-external _glpSAIfStatement
00000001e84dd9e4 (__TEXT,__text) non-external _glpSAIncrementOperator
00000001e8498480 (__TEXT,__text) non-external (was a private external) _glpSAInlinePPStreamOpFixup
00000001e84da758 (__TEXT,__text) non-external _glpSAInterfaceBlock
00000001e84dbc0c (__TEXT,__text) non-external _glpSAKeywordQualifier
00000001e84dd56c (__TEXT,__text) non-external _glpSALValue
00000001e84dc05c (__TEXT,__text) non-external _glpSALayoutPair
00000001e84dbc1c (__TEXT,__text) non-external _glpSALayoutQualifier
00000001e84db590 (__TEXT,__text) non-external _glpSALayoutType
00000001e84d4d28 (__TEXT,__text) non-external _glpSALess
00000001e84d4dc4 (__TEXT,__text) non-external _glpSALessEqual
00000001e84d55d8 (__TEXT,__text) non-external _glpSALogicalAnd
00000001e84d49a4 (__TEXT,__text) non-external _glpSALogicalNot
00000001e84d56b0 (__TEXT,__text) non-external _glpSALogicalOr
00000001e84d5788 (__TEXT,__text) non-external _glpSALogicalXor
00000001e84dc5c0 (__TEXT,__text) non-external _glpSALoopStatement
00000001e848fb64 (__TEXT,__text) non-external (was a private external) _glpSALowerCallArgsToAssignment
00000001e84d4184 (__TEXT,__text) non-external _glpSAMethodCall
00000001e84d4b34 (__TEXT,__text) non-external _glpSAModulo
00000001e84d4a6c (__TEXT,__text) non-external _glpSAMultiply
00000001e84d4940 (__TEXT,__text) non-external _glpSANegate
00000001e84d2504 (__TEXT,__text) non-external (was a private external) _glpSANode
00000001e84d52b8 (__TEXT,__text) non-external _glpSANotEqual
00000001e84dd49c (__TEXT,__text) non-external _glpSAOffset
00000001e84d6628 (__TEXT,__text) non-external _glpSAOpAssign
00000001e84dd66c (__TEXT,__text) non-external _glpSAPPStreamOp
00000001e84d6bb4 (__TEXT,__text) non-external _glpSAParameterDeclaration
00000001e8497c64 (__TEXT,__text) non-external (was a private external) _glpSAPostIncrementOrDecrement
00000001e84d47a4 (__TEXT,__text) non-external _glpSAPostdecrement
00000001e84d473c (__TEXT,__text) non-external _glpSAPostincrement
00000001e8497b0c (__TEXT,__text) non-external (was a private external) _glpSAPreIncrementOrDecrement
00000001e84d92d0 (__TEXT,__text) non-external _glpSAPrecisionDeclaration
00000001e84d4874 (__TEXT,__text) non-external _glpSAPredecrement
00000001e84d480c (__TEXT,__text) non-external _glpSAPreincrement
00000001e84d9f2c (__TEXT,__text) non-external _glpSAPrimitiveType
00000001e84d9454 (__TEXT,__text) non-external _glpSAQualifiedDeclaration
00000001e84d96b0 (__TEXT,__text) non-external _glpSAQualifiedDeclarationGroup
00000001e84d9e9c (__TEXT,__text) non-external _glpSAQualifiedType
00000001e84dbe28 (__TEXT,__text) non-external _glpSAQualifierList
00000001e84dd5a0 (__TEXT,__text) non-external _glpSARValue
00000001e84dd42c (__TEXT,__text) non-external _glpSARawCall
00000001e84d6944 (__TEXT,__text) non-external _glpSAReadInput
00000001e84dcf98 (__TEXT,__text) non-external _glpSAReturnStatement
00000001e84d4c60 (__TEXT,__text) non-external _glpSAShiftLeft
