
/System/Cryptexes/OS/usr/lib/system/libsystem_kernel.dylib (for architecture x86_64):
000000000003f1c0 (__DATA,__data) external _NDR_record
0000000000017aac (__TEXT,__text) external _os_channel_flow_adv_get_ce_count
00000000000178ac (__TEXT,__text) external _os_channel_get_advisory_region
0000000000016d68 (__TEXT,__text) external _os_channel_get_fd
0000000000019710 (__TEXT,__text) external _os_channel_get_interface_advisory
00000000000192bc (__TEXT,__text) external _os_channel_get_next_event_handle
000000000001715c (__TEXT,__text) external _os_channel_get_next_slot
0000000000017844 (__TEXT,__text) external _os_channel_get_stats_region
0000000000016b34 (__TEXT,__text) non-external _os_channel_info2attr
0000000000016c48 (__TEXT,__text) non-external _os_channel_init_ring
0000000000016f44 (__TEXT,__text) external _os_channel_is_defunct
0000000000018668 (__TEXT,__text) external _os_channel_large_packet_alloc
00000000000181b4 (__TEXT,__text) external _os_channel_packet_alloc
00000000000181bc (__TEXT,__text) non-external _os_channel_packet_alloc_common
0000000000018670 (__TEXT,__text) external _os_channel_packet_free
0000000000018b38 (__TEXT,__text) external _os_channel_packet_pool_purge
0000000000017048 (__TEXT,__text) external _os_channel_pending
0000000000018e38 (__TEXT,__text) non-external _os_channel_purge_packet_alloc_ring_common
0000000000016d70 (__TEXT,__text) external _os_channel_read_attr
0000000000016e88 (__TEXT,__text) external _os_channel_read_nexus_extension_info
0000000000016f58 (__TEXT,__text) external _os_channel_ring_id
000000000001706c (__TEXT,__text) external _os_channel_ring_notify_time
0000000000017060 (__TEXT,__text) external _os_channel_ring_sync_time
0000000000016fec (__TEXT,__text) external _os_channel_rx_ring
000000000001759c (__TEXT,__text) external _os_channel_set_slot_properties
000000000001880c (__TEXT,__text) external _os_channel_slot_attach_packet
0000000000018998 (__TEXT,__text) external _os_channel_slot_detach_packet
00000000000176d8 (__TEXT,__text) external _os_channel_slot_get_packet
0000000000016eac (__TEXT,__text) external _os_channel_sync
0000000000016fa8 (__TEXT,__text) external _os_channel_tx_ring
0000000000016dc0 (__TEXT,__text) external _os_channel_write_attr
0000000000011aac (__TEXT,__text) external _os_copy_and_inet_checksum
000000000000cf20 (__TEXT,__text) external _os_cpu_copy_in_cksum
000000000001b9a0 (__TEXT,__text) external _os_cpu_in_cksum
000000000000cc80 (__TEXT,__text) external _os_cpu_in_cksum_mbuf
000000000000ee0c (__TEXT,__text) external _os_fault_with_payload
0000000000011aa8 (__TEXT,__text) external _os_inet_checksum
000000000001a188 (__TEXT,__text) external _os_nexus_attr_clone
000000000001a12c (__TEXT,__text) external _os_nexus_attr_create
000000000001a494 (__TEXT,__text) external _os_nexus_attr_destroy
000000000001a3ac (__TEXT,__text) external _os_nexus_attr_get
000000000001a21c (__TEXT,__text) external _os_nexus_attr_set
000000000001ab68 (__TEXT,__text) external _os_nexus_controller_add_traffic_rule
000000000001a858 (__TEXT,__text) external _os_nexus_controller_alloc_provider_instance
000000000001a878 (__TEXT,__text) external _os_nexus_controller_bind_provider_instance
000000000001a4ac (__TEXT,__text) external _os_nexus_controller_create
000000000001a84c (__TEXT,__text) external _os_nexus_controller_deregister_provider
000000000001aeb4 (__TEXT,__text) external _os_nexus_controller_destroy
000000000001a86c (__TEXT,__text) external _os_nexus_controller_free_provider_instance
000000000001a568 (__TEXT,__text) external _os_nexus_controller_get_fd
000000000001ad48 (__TEXT,__text) external _os_nexus_controller_iterate_traffic_rules
000000000001aa10 (__TEXT,__text) external _os_nexus_controller_read_provider_attr
000000000001a570 (__TEXT,__text) external _os_nexus_controller_register_provider
000000000001acb4 (__TEXT,__text) external _os_nexus_controller_remove_traffic_rule
000000000001a998 (__TEXT,__text) external _os_nexus_controller_unbind_provider_instance
000000000001b1e4 (__TEXT,__text) external _os_nexus_flow_set_wake_from_sleep
000000000001197c (__TEXT,__text) external _os_packet_add_buflet
0000000000010f70 (__TEXT,__text) external _os_packet_add_inet_csum_flags
00000000000110a8 (__TEXT,__text) external _os_packet_clear_flow_uuid
0000000000011a24 (__TEXT,__text) external _os_packet_decrement_use_count
00000000000117d0 (__TEXT,__text) external _os_packet_finalize
0000000000011a4c (__TEXT,__text) external _os_packet_get_aggregation_type
00000000000116e0 (__TEXT,__text) external _os_packet_get_buflet_count
0000000000010df4 (__TEXT,__text) external _os_packet_get_compression_generation_count
00000000000116d4 (__TEXT,__text) external _os_packet_get_data_length
000000000001116c (__TEXT,__text) external _os_packet_get_expire_time
00000000000111f8 (__TEXT,__text) external _os_packet_get_expiry_action
0000000000010ff8 (__TEXT,__text) external _os_packet_get_flow_uuid
0000000000011140 (__TEXT,__text) external _os_packet_get_group_end
00000000000110e4 (__TEXT,__text) external _os_packet_get_group_start
000000000001087c (__TEXT,__text) external _os_packet_get_headroom
0000000000010fac (__TEXT,__text) external _os_packet_get_inet_checksum
0000000000011618 (__TEXT,__text) external _os_packet_get_keep_alive
0000000000010970 (__TEXT,__text) external _os_packet_get_link_broadcast
0000000000010a90 (__TEXT,__text) external _os_packet_get_link_ethfcs
00000000000108fc (__TEXT,__text) external _os_packet_get_link_header_length
0000000000010a00 (__TEXT,__text) external _os_packet_get_link_multicast
000000000001171c (__TEXT,__text) external _os_packet_get_next_buflet
00000000000113e0 (__TEXT,__text) external _os_packet_get_packetid
00000000000117a8 (__TEXT,__text) external _os_packet_get_segment_count
0000000000010d04 (__TEXT,__text) external _os_packet_get_service_class
000000000001128c (__TEXT,__text) external _os_packet_get_token
0000000000011b24 (__TEXT,__text) external _os_packet_get_trace_id
0000000000010e6c (__TEXT,__text) external _os_packet_get_traffic_class
0000000000010bc8 (__TEXT,__text) external _os_packet_get_transport_retransmit
0000000000010b08 (__TEXT,__text) external _os_packet_get_transport_traffic_background
0000000000010b68 (__TEXT,__text) external _os_packet_get_transport_traffic_realtime
0000000000011660 (__TEXT,__text) external _os_packet_get_truncated
0000000000011598 (__TEXT,__text) external _os_packet_get_vlan_id
00000000000115a0 (__TEXT,__text) external _os_packet_get_vlan_priority
0000000000011530 (__TEXT,__text) external _os_packet_get_vlan_tag
0000000000011608 (__TEXT,__text) external _os_packet_get_wake_flag
00000000000119f8 (__TEXT,__text) external _os_packet_increment_use_count
00000000000115a8 (__TEXT,__text) external _os_packet_set_app_metadata
0000000000010dc8 (__TEXT,__text) external _os_packet_set_compression_generation_count
00000000000111b8 (__TEXT,__text) external _os_packet_set_expire_time
0000000000011244 (__TEXT,__text) external _os_packet_set_expiry_action
0000000000011050 (__TEXT,__text) external _os_packet_set_flow_uuid
0000000000011110 (__TEXT,__text) external _os_packet_set_group_end
00000000000110b4 (__TEXT,__text) external _os_packet_set_group_start
0000000000010824 (__TEXT,__text) external _os_packet_set_headroom
0000000000010f30 (__TEXT,__text) external _os_packet_set_inet_checksum
0000000000011628 (__TEXT,__text) external _os_packet_set_keep_alive
00000000000116a4 (__TEXT,__text) external _os_packet_set_l4s_flag
0000000000010924 (__TEXT,__text) external _os_packet_set_link_broadcast
0000000000010a44 (__TEXT,__text) external _os_packet_set_link_ethfcs
00000000000108bc (__TEXT,__text) external _os_packet_set_link_header_length
00000000000109b4 (__TEXT,__text) external _os_packet_set_link_multicast
0000000000011458 (__TEXT,__text) external _os_packet_set_packetid
0000000000011bcc (__TEXT,__text) external _os_packet_set_protocol_segment_size
0000000000010c28 (__TEXT,__text) external _os_packet_set_service_class
0000000000011340 (__TEXT,__text) external _os_packet_set_token
0000000000011b44 (__TEXT,__text) external _os_packet_set_trace_id
0000000000010e3c (__TEXT,__text) external _os_packet_set_traffic_class
0000000000010bf4 (__TEXT,__text) external _os_packet_set_transport_last_packet
0000000000010b94 (__TEXT,__text) external _os_packet_set_transport_retransmit
0000000000010ad4 (__TEXT,__text) external _os_packet_set_transport_traffic_background
0000000000010b34 (__TEXT,__text) external _os_packet_set_transport_traffic_realtime
0000000000011bf8 (__TEXT,__text) external _os_packet_set_tso_flags
0000000000011a74 (__TEXT,__text) external _os_packet_set_tx_timestamp
00000000000114d0 (__TEXT,__text) external _os_packet_set_vlan_tag
0000000000011b6c (__TEXT,__text) external _os_packet_trace_event
0000000000012fd0 (__TEXT,__text) external _os_proc_available_memory
000000000001289c (__TEXT,__text) external _panic
0000000000012890 (__TEXT,__text) external _panic_init
000000000000ee34 (__TEXT,__text) external _panic_with_data
0000000000008acc (__TEXT,__text) external _pathconf
000000000000ee5c (__TEXT,__text) external _peeloff
000000000000127c (__TEXT,__text) external _pid_for_task
000000000000ee84 (__TEXT,__text) external _pid_hibernate
000000000000eeac (__TEXT,__text) external _pid_resume
0000000000019a80 (__TEXT,__text) external _pid_shutdown_networking
000000000000eed4 (__TEXT,__text) external _pid_shutdown_sockets
000000000000eefc (__TEXT,__text) external _pid_suspend
000000000000716c (__TEXT,__text) external _pipe
000000000000ef24 (__TEXT,__text) external _pivot_root
00000000000107d4 (__TEXT,__text) external _pkt_subtype_assert_fail
00000000000107fc (__TEXT,__text) external _pkt_type_assert_fail
00000000000090fc (__TEXT,__text) external _poll
000000000000dbf8 (__TEXT,__text) external _poll$NOCANCEL
0000000000010704 (__TEXT,__text) non-external _port_for_id_internal
00000000000128e8 (__TEXT,__text) external _port_obj_init
0000000000040250 (__DATA,__common) external _port_obj_table
0000000000040190 (__DATA,__data) external _port_obj_table_size
0000000000003c4c (__TEXT,__text) external _posix_madvise
0000000000007b60 (__TEXT,__text) external _posix_spawn
000000000000bea4 (__TEXT,__text) non-external _posix_spawn_appendportaction_np
0000000000015528 (__TEXT,__text) external _posix_spawn_file_actions_add_fileportdup2_np
00000000000155d4 (__TEXT,__text) external _posix_spawn_file_actions_addchdir_np
000000000000cbb8 (__TEXT,__text) external _posix_spawn_file_actions_addclose
0000000000007614 (__TEXT,__text) external _posix_spawn_file_actions_adddup2
0000000000015690 (__TEXT,__text) external _posix_spawn_file_actions_addfchdir_np
000000000000cb24 (__TEXT,__text) external _posix_spawn_file_actions_addinherit_np
000000000000c298 (__TEXT,__text) external _posix_spawn_file_actions_addopen
0000000000007f20 (__TEXT,__text) external _posix_spawn_file_actions_destroy
00000000000075b8 (__TEXT,__text) external _posix_spawn_file_actions_init
0000000000040218 (__DATA,__bss) non-external _posix_spawn_with_filter
0000000000007dc8 (__TEXT,__text) external _posix_spawnattr_destroy
0000000000015478 (__TEXT,__text) external _posix_spawnattr_disable_ptr_auth_a_keys_np
00000000000159f4 (__TEXT,__text) external _posix_spawnattr_get_darwin_role_np
00000000000159b0 (__TEXT,__text) external _posix_spawnattr_get_qos_clamp_np
0000000000015178 (__TEXT,__text) external _posix_spawnattr_getarchpref_np
0000000000015110 (__TEXT,__text) external _posix_spawnattr_getbinpref_np
0000000000015744 (__TEXT,__text) external _posix_spawnattr_getcpumonitor
0000000000015080 (__TEXT,__text) external _posix_spawnattr_getflags
000000000000787c (__TEXT,__text) external _posix_spawnattr_getmacpolicyinfo_np
00000000000151ec (__TEXT,__text) external _posix_spawnattr_getpcontrol_np
00000000000150c8 (__TEXT,__text) external _posix_spawnattr_getpgroup
0000000000015210 (__TEXT,__text) external _posix_spawnattr_getprocesstype_np
00000000000150a4 (__TEXT,__text) external _posix_spawnattr_getsigdefault
00000000000150ec (__TEXT,__text) external _posix_spawnattr_getsigmask
0000000000007748 (__TEXT,__text) external _posix_spawnattr_init
00000000000154a0 (__TEXT,__text) external _posix_spawnattr_set_alt_rosetta_np
0000000000015ed4 (__TEXT,__text) external _posix_spawnattr_set_conclave_id_np
00000000000154e8 (__TEXT,__text) external _posix_spawnattr_set_crash_behavior_deadline_np
00000000000154c8 (__TEXT,__text) external _posix_spawnattr_set_crash_behavior_np
0000000000015508 (__TEXT,__text) external _posix_spawnattr_set_crash_count_np
0000000000015bb8 (__TEXT,__text) external _posix_spawnattr_set_csm_np
00000000000159d4 (__TEXT,__text) external _posix_spawnattr_set_darwin_role_np
0000000000015fa0 (__TEXT,__text) external _posix_spawnattr_set_filedesclimit_ext
0000000000015ca4 (__TEXT,__text) external _posix_spawnattr_set_gid_np
0000000000015d3c (__TEXT,__text) external _posix_spawnattr_set_groups_np
0000000000015790 (__TEXT,__text) external _posix_spawnattr_set_importancewatch_port_np
0000000000015fe0 (__TEXT,__text) external _posix_spawnattr_set_jetsam_ttr_np
00000000000320f0 (__TEXT,__const) non-external _posix_spawnattr_set_jetsam_ttr_np.relaunch_jetsam_flags
0000000000015fc0 (__TEXT,__text) external _posix_spawnattr_set_kqworklooplimit_ext
0000000000016080 (__TEXT,__text) external _posix_spawnattr_set_launch_type_np
0000000000015e04 (__TEXT,__text) external _posix_spawnattr_set_login_np
0000000000015b74 (__TEXT,__text) external _posix_spawnattr_set_max_addr_np
0000000000015ad8 (__TEXT,__text) external _posix_spawnattr_set_persona_gid_np
0000000000015b0c (__TEXT,__text) external _posix_spawnattr_set_persona_groups_np
0000000000015a18 (__TEXT,__text) external _posix_spawnattr_set_persona_np
0000000000015aa8 (__TEXT,__text) external _posix_spawnattr_set_persona_uid_np
0000000000015458 (__TEXT,__text) external _posix_spawnattr_set_platform_np
0000000000015f80 (__TEXT,__text) external _posix_spawnattr_set_portlimits_ext
00000000000158a8 (__TEXT,__text) external _posix_spawnattr_set_ptrauth_task_port_np
0000000000015980 (__TEXT,__text) external _posix_spawnattr_set_qos_clamp_np
000000000001581c (__TEXT,__text) external _posix_spawnattr_set_registered_ports_np
0000000000015390 (__TEXT,__text) external _posix_spawnattr_set_subsystem_root_path_np
0000000000015770 (__TEXT,__text) external _posix_spawnattr_set_threadlimit_ext
0000000000015c10 (__TEXT,__text) external _posix_spawnattr_set_uid_np
0000000000015368 (__TEXT,__text) external _posix_spawnattr_set_use_sec_transition_shims_np
0000000000015254 (__TEXT,__text) external _posix_spawnattr_setarchpref_np
000000000000be70 (__TEXT,__text) external _posix_spawnattr_setauditsessionport_np
000000000000c390 (__TEXT,__text) external _posix_spawnattr_setbinpref_np
00000000000158dc (__TEXT,__text) external _posix_spawnattr_setcoalition_np
0000000000015724 (__TEXT,__text) external _posix_spawnattr_setcpumonitor
000000000000c244 (__TEXT,__text) external _posix_spawnattr_setcpumonitor_default
000000000001533c (__TEXT,__text) external _posix_spawnattr_setdataless_iopolicy_np
000000000000cc4c (__TEXT,__text) external _posix_spawnattr_setexceptionports_np
000000000000785c (__TEXT,__text) external _posix_spawnattr_setflags
0000000000009124 (__TEXT,__text) external _posix_spawnattr_setjetsam_ext
0000000000007954 (__TEXT,__text) external _posix_spawnattr_setmacpolicyinfo_np
0000000000015b94 (__TEXT,__text) external _posix_spawnattr_setnosmt_np
