00007ff9146dd6c0 (__TEXT,__text) non-external K256
00007ff9147b1dc4 (__TEXT,__const) non-external __EC_X9_62_PRIME_256V1
00007ff9147b3f20 (__TEXT,__const) non-external __EC_brainpoolP160r1
00007ff9147b3fa8 (__TEXT,__const) non-external __EC_brainpoolP160t1
00007ff9147b4030 (__TEXT,__const) non-external __EC_brainpoolP192r1
00007ff9147b40d0 (__TEXT,__const) non-external __EC_brainpoolP192t1
00007ff9147b4170 (__TEXT,__const) non-external __EC_brainpoolP224r1
00007ff9147b4228 (__TEXT,__const) non-external __EC_brainpoolP224t1
00007ff9147b42e0 (__TEXT,__const) non-external __EC_brainpoolP256r1
00007ff9147b43b0 (__TEXT,__const) non-external __EC_brainpoolP256t1
00007ff9147b4480 (__TEXT,__const) non-external __EC_brainpoolP320r1
00007ff9147b4580 (__TEXT,__const) non-external __EC_brainpoolP320t1
00007ff9147b4680 (__TEXT,__const) non-external __EC_brainpoolP384r1
00007ff9147b47b0 (__TEXT,__const) non-external __EC_brainpoolP384t1
00007ff9147b48e0 (__TEXT,__const) non-external __EC_brainpoolP512r1
00007ff9147b4a70 (__TEXT,__const) non-external __EC_brainpoolP512t1
                 (undefined) external __NSConcreteStackBlock (from libSystem)
00007ff91477d8f7 (__TEXT,__text) non-external ___X509_verify_cert_block_invoke
                 (undefined) weak external ____chkstk_darwin (from libSystem)
00007ff9421d78f0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
                 (undefined) external ___bzero (from libSystem)
00007ff9146ecd10 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin
00007ff9146ecd30 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin_llvm_probe
00007ff91477d99a (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r
00007ff91477d9b1 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r
                 (undefined) external ___error (from libSystem)
                 (undefined) external ___maskrune (from libSystem)
                 (undefined) external ___memcpy_chk (from libSystem)
                 (undefined) external ___memmove_chk (from libSystem)
                 (undefined) external ___memset_chk (from libSystem)
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external ___stderrp (from libSystem)
                 (undefined) external ___stdinp (from libSystem)
                 (undefined) external ___strlcat_chk (from libSystem)
                 (undefined) external ___strlcpy_chk (from libSystem)
                 (undefined) external ___tolower (from libSystem)
00007ff9146d0270 (__TEXT,__text) non-external __aesni_set_encrypt_key
00007ff9146ea3fb (__TEXT,__text) non-external __asn1_Finish
00007ff9421c49b0 (__DATA_CONST,__const) non-external __bignum_nist_p_192
00007ff9421c49c8 (__DATA_CONST,__const) non-external __bignum_nist_p_224
00007ff9421c49e0 (__DATA_CONST,__const) non-external __bignum_nist_p_256
00007ff9421c49f8 (__DATA_CONST,__const) non-external __bignum_nist_p_384
00007ff9421c4a10 (__DATA_CONST,__const) non-external __bignum_nist_p_521
00007ff9147ac8c0 (__TEXT,__const) non-external __nist_p_192
00007ff9147ac890 (__TEXT,__const) non-external __nist_p_192_sqr
00007ff9147ac950 (__TEXT,__const) non-external __nist_p_224
00007ff9147ac910 (__TEXT,__const) non-external __nist_p_224_sqr
00007ff9147ac9d0 (__TEXT,__const) non-external __nist_p_256
00007ff9147ac990 (__TEXT,__const) non-external __nist_p_256_sqr
00007ff9147acad0 (__TEXT,__const) non-external __nist_p_384
00007ff9147aca70 (__TEXT,__const) non-external __nist_p_384_sqr
00007ff9147acc50 (__TEXT,__const) non-external __nist_p_521
00007ff9147acbc0 (__TEXT,__const) non-external __nist_p_521_sqr
00007ff914777f2b (__TEXT,__text) external __ossl_old_des_read_pw
00007ff914777ebe (__TEXT,__text) external __ossl_old_des_read_pw_string
00007ff943bc2730 (__DATA,__bss) non-external __rs_forkdetect._rs_pid
00007ff943bc2734 (__DATA,__bss) non-external __rs_forked
00007ff91478d305 (__TEXT,__text) non-external __rs_forkhandler
00007ff91478d21a (__TEXT,__text) non-external __rs_init
00007ff91478d342 (__TEXT,__text) non-external __rs_init.cold.1
00007ff91478cca0 (__TEXT,__text) non-external __rs_rekey
00007ff91478cb80 (__TEXT,__text) non-external __rs_stir_if_needed
00007ff9146e5425 (__TEXT,__text) external _a2d_ASN1_OBJECT
00007ff9146ee818 (__TEXT,__text) external _a2i_ASN1_ENUMERATED
00007ff9146eec63 (__TEXT,__text) external _a2i_ASN1_INTEGER
00007ff9146ef06e (__TEXT,__text) external _a2i_ASN1_STRING
00007ff914783a44 (__TEXT,__text) external _a2i_GENERAL_NAME
00007ff91478c45a (__TEXT,__text) external _a2i_IPADDRESS
00007ff91478c637 (__TEXT,__text) external _a2i_IPADDRESS_NC
00007ff91478c4d1 (__TEXT,__text) external _a2i_ipadd
                 (undefined) external _abort (from libSystem)
                 (undefined) external _accept (from libSystem)
00007ff9146fdd10 (__TEXT,__text) non-external _acpt_close_socket
00007ff9146fd822 (__TEXT,__text) non-external _acpt_ctrl
00007ff9146fda65 (__TEXT,__text) non-external _acpt_free
00007ff9146fda04 (__TEXT,__text) non-external _acpt_new
00007ff9146fd7fc (__TEXT,__text) non-external _acpt_puts
00007ff9146fd79e (__TEXT,__text) non-external _acpt_read
00007ff9146fdad9 (__TEXT,__text) non-external _acpt_state
00007ff9146fd740 (__TEXT,__text) non-external _acpt_write
00007ff914763d2c (__TEXT,__text) non-external _add_attribute
00007ff914778af6 (__TEXT,__text) non-external _add_cert_dir
00007ff914765205 (__TEXT,__text) non-external _add_cipher_smcap
00007ff914765252 (__TEXT,__text) non-external _add_digest_smcap
00007ff943bc1c28 (__DATA,__bss) non-external _add_lock_callback
00007ff943bc22c0 (__DATA,__bss) non-external _added
00007ff914754ce4 (__TEXT,__text) non-external _added_obj_LHASH_COMP
00007ff914754c26 (__TEXT,__text) non-external _added_obj_LHASH_HASH
00007ff9421c87a8 (__DATA_CONST,__const) non-external _aead_aes_128_gcm
00007ff9421c87d0 (__DATA_CONST,__const) non-external _aead_aes_256_gcm
00007ff91473ba31 (__TEXT,__text) non-external _aead_aes_gcm_cleanup
00007ff91473b8da (__TEXT,__text) non-external _aead_aes_gcm_init
00007ff91473bb96 (__TEXT,__text) non-external _aead_aes_gcm_open
00007ff91473ba56 (__TEXT,__text) non-external _aead_aes_gcm_seal
00007ff9421c9140 (__DATA_CONST,__const) non-external _aead_chacha20_poly1305
00007ff91473dbb2 (__TEXT,__text) non-external _aead_chacha20_poly1305_cleanup
00007ff91473db1c (__TEXT,__text) non-external _aead_chacha20_poly1305_init
00007ff91473dda6 (__TEXT,__text) non-external _aead_chacha20_poly1305_open
00007ff91473dbd7 (__TEXT,__text) non-external _aead_chacha20_poly1305_seal
00007ff9421c7410 (__DATA_CONST,__const) non-external _aes_128_cbc
00007ff9421c85f0 (__DATA_CONST,__const) non-external _aes_128_ccm
00007ff9421c7620 (__DATA_CONST,__const) non-external _aes_128_cfb
00007ff9421c76d0 (__DATA_CONST,__const) non-external _aes_128_cfb1
00007ff9421c7780 (__DATA_CONST,__const) non-external _aes_128_cfb8
00007ff9421c7830 (__DATA_CONST,__const) non-external _aes_128_ctr
00007ff9421c74c0 (__DATA_CONST,__const) non-external _aes_128_ecb
00007ff9421c8280 (__DATA_CONST,__const) non-external _aes_128_gcm
00007ff9421c7570 (__DATA_CONST,__const) non-external _aes_128_ofb
00007ff9421c8490 (__DATA_CONST,__const) non-external _aes_128_xts
00007ff9421c78e0 (__DATA_CONST,__const) non-external _aes_192_cbc
00007ff9421c86a0 (__DATA_CONST,__const) non-external _aes_192_ccm
00007ff9421c7af0 (__DATA_CONST,__const) non-external _aes_192_cfb
00007ff9421c7ba0 (__DATA_CONST,__const) non-external _aes_192_cfb1
00007ff9421c7c50 (__DATA_CONST,__const) non-external _aes_192_cfb8
00007ff9421c7d00 (__DATA_CONST,__const) non-external _aes_192_ctr
00007ff9421c7990 (__DATA_CONST,__const) non-external _aes_192_ecb
00007ff9421c8330 (__DATA_CONST,__const) non-external _aes_192_gcm
00007ff9421c7a40 (__DATA_CONST,__const) non-external _aes_192_ofb
00007ff9421c7db0 (__DATA_CONST,__const) non-external _aes_256_cbc
00007ff9421c8750 (__DATA_CONST,__const) non-external _aes_256_ccm
00007ff9421c7fc0 (__DATA_CONST,__const) non-external _aes_256_cfb
00007ff9421c8070 (__DATA_CONST,__const) non-external _aes_256_cfb1
00007ff9421c8120 (__DATA_CONST,__const) non-external _aes_256_cfb8
00007ff9421c81d0 (__DATA_CONST,__const) non-external _aes_256_ctr
00007ff9421c7e60 (__DATA_CONST,__const) non-external _aes_256_ecb
00007ff9421c83e0 (__DATA_CONST,__const) non-external _aes_256_gcm
00007ff9421c7f10 (__DATA_CONST,__const) non-external _aes_256_ofb
00007ff9421c8540 (__DATA_CONST,__const) non-external _aes_256_xts
00007ff91473a4c4 (__TEXT,__text) non-external _aes_cbc_cipher
00007ff91473b45e (__TEXT,__text) non-external _aes_ccm_cipher
00007ff91473b688 (__TEXT,__text) non-external _aes_ccm_ctrl
00007ff91473b804 (__TEXT,__text) non-external _aes_ccm_init_key
00007ff91473a618 (__TEXT,__text) non-external _aes_cfb1_cipher
00007ff91473a6eb (__TEXT,__text) non-external _aes_cfb8_cipher
00007ff91473a5e3 (__TEXT,__text) non-external _aes_cfb_cipher
00007ff91473a720 (__TEXT,__text) non-external _aes_ctr_cipher
00007ff91473a54f (__TEXT,__text) non-external _aes_ecb_cipher
00007ff91473a8b0 (__TEXT,__text) non-external _aes_gcm_cipher
00007ff91473ab63 (__TEXT,__text) non-external _aes_gcm_cleanup
00007ff91473ab9e (__TEXT,__text) non-external _aes_gcm_ctrl
00007ff91473afa8 (__TEXT,__text) non-external _aes_gcm_init_key
00007ff91473a363 (__TEXT,__text) non-external _aes_init_key
00007ff91473a5ab (__TEXT,__text) non-external _aes_ofb_cipher
00007ff91473b19b (__TEXT,__text) non-external _aes_xts_cipher
00007ff91473b232 (__TEXT,__text) non-external _aes_xts_ctrl
00007ff91473b2a6 (__TEXT,__text) non-external _aes_xts_init_key
00007ff9421c73b8 (__DATA_CONST,__const) non-external _aesni_128_cbc
00007ff943bbd578 (__DATA,__data) non-external _aesni_128_cbc_hmac_sha1_cipher
00007ff9421c8598 (__DATA_CONST,__const) non-external _aesni_128_ccm
00007ff9421c75c8 (__DATA_CONST,__const) non-external _aesni_128_cfb
00007ff9421c7678 (__DATA_CONST,__const) non-external _aesni_128_cfb1
00007ff9421c7728 (__DATA_CONST,__const) non-external _aesni_128_cfb8
00007ff9421c77d8 (__DATA_CONST,__const) non-external _aesni_128_ctr
00007ff9421c7468 (__DATA_CONST,__const) non-external _aesni_128_ecb
00007ff9421c8228 (__DATA_CONST,__const) non-external _aesni_128_gcm
00007ff9421c7518 (__DATA_CONST,__const) non-external _aesni_128_ofb
00007ff9421c8438 (__DATA_CONST,__const) non-external _aesni_128_xts
00007ff9421c7888 (__DATA_CONST,__const) non-external _aesni_192_cbc
00007ff9421c8648 (__DATA_CONST,__const) non-external _aesni_192_ccm
00007ff9421c7a98 (__DATA_CONST,__const) non-external _aesni_192_cfb
00007ff9421c7b48 (__DATA_CONST,__const) non-external _aesni_192_cfb1
00007ff9421c7bf8 (__DATA_CONST,__const) non-external _aesni_192_cfb8
00007ff9421c7ca8 (__DATA_CONST,__const) non-external _aesni_192_ctr
00007ff9421c7938 (__DATA_CONST,__const) non-external _aesni_192_ecb
00007ff9421c82d8 (__DATA_CONST,__const) non-external _aesni_192_gcm
00007ff9421c79e8 (__DATA_CONST,__const) non-external _aesni_192_ofb
00007ff9421c7d58 (__DATA_CONST,__const) non-external _aesni_256_cbc
00007ff943bbd5d0 (__DATA,__data) non-external _aesni_256_cbc_hmac_sha1_cipher
00007ff9421c86f8 (__DATA_CONST,__const) non-external _aesni_256_ccm
00007ff9421c7f68 (__DATA_CONST,__const) non-external _aesni_256_cfb
00007ff9421c8018 (__DATA_CONST,__const) non-external _aesni_256_cfb1
00007ff9421c80c8 (__DATA_CONST,__const) non-external _aesni_256_cfb8
00007ff9421c8178 (__DATA_CONST,__const) non-external _aesni_256_ctr
00007ff9421c7e08 (__DATA_CONST,__const) non-external _aesni_256_ecb
00007ff9421c8388 (__DATA_CONST,__const) non-external _aesni_256_gcm
00007ff9421c7eb8 (__DATA_CONST,__const) non-external _aesni_256_ofb
00007ff9421c84e8 (__DATA_CONST,__const) non-external _aesni_256_xts
00007ff91473a33e (__TEXT,__text) non-external _aesni_cbc_cipher
00007ff9146cfd80 (__TEXT,__text) external _aesni_cbc_encrypt
00007ff91473be68 (__TEXT,__text) non-external _aesni_cbc_hmac_sha1_cipher
00007ff91473c6d1 (__TEXT,__text) non-external _aesni_cbc_hmac_sha1_ctrl
00007ff91473bd97 (__TEXT,__text) non-external _aesni_cbc_hmac_sha1_init_key
00007ff9146d05c0 (__TEXT,__text) external _aesni_cbc_sha1_enc
00007ff9146ceb80 (__TEXT,__text) external _aesni_ccm64_decrypt_blocks
00007ff9146ceab0 (__TEXT,__text) external _aesni_ccm64_encrypt_blocks
00007ff91473b39a (__TEXT,__text) non-external _aesni_ccm_init_key
00007ff9146cecc0 (__TEXT,__text) external _aesni_ctr32_encrypt_blocks
00007ff9146cdfc0 (__TEXT,__text) external _aesni_decrypt
00007ff9146ce070 (__TEXT,__text) non-external _aesni_decrypt3
00007ff9146ce160 (__TEXT,__text) non-external _aesni_decrypt4
00007ff9146ce2c0 (__TEXT,__text) non-external _aesni_decrypt6
00007ff9146ce4d0 (__TEXT,__text) non-external _aesni_decrypt8
00007ff91473a522 (__TEXT,__text) non-external _aesni_ecb_cipher
00007ff9146ce600 (__TEXT,__text) external _aesni_ecb_encrypt
00007ff9146cdf80 (__TEXT,__text) external _aesni_encrypt
00007ff9146ce000 (__TEXT,__text) non-external _aesni_encrypt3
00007ff9146ce0e0 (__TEXT,__text) non-external _aesni_encrypt4
00007ff9146ce1e0 (__TEXT,__text) non-external _aesni_encrypt6
00007ff9146ce3a0 (__TEXT,__text) non-external _aesni_encrypt8
00007ff91473a7b5 (__TEXT,__text) non-external _aesni_gcm_init_key
00007ff91473a271 (__TEXT,__text) non-external _aesni_init_key
00007ff9146d0210 (__TEXT,__text) external _aesni_set_decrypt_key
00007ff9146d0270 (__TEXT,__text) external _aesni_set_encrypt_key
00007ff9146cf6d0 (__TEXT,__text) external _aesni_xts_decrypt
00007ff9146cf0a0 (__TEXT,__text) external _aesni_xts_encrypt
00007ff91473b0c5 (__TEXT,__text) non-external _aesni_xts_init_key
00007ff914761056 (__TEXT,__text) non-external _alg_get
00007ff9146e8be3 (__TEXT,__text) non-external _ameth_cmp
00007ff9146e8f7c (__TEXT,__text) non-external _ameth_cmp_BSEARCH_CMP_FN
00007ff943bc1c00 (__DATA,__bss) non-external _app_locks
00007ff943bc1c48 (__DATA,__bss) non-external _app_methods
00007ff943bc2748 (__DATA,__common) external _app_pkey_methods
00007ff9146e9ec5 (__TEXT,__text) non-external _append_exp
00007ff91478c33f (__TEXT,__text) non-external _append_ia5
00007ff91478ca5f (__TEXT,__text) external _arc4random
00007ff91478cad8 (__TEXT,__text) external _arc4random_buf
00007ff943bc1bc0 (__DATA,__data) non-external _arc4random_mtx
00007ff9146c8820 (__TEXT,__text) non-external (was a private external) _asm_AES_cbc_encrypt
00007ff9146c8270 (__TEXT,__text) non-external (was a private external) _asm_AES_decrypt
00007ff9146c7ce0 (__TEXT,__text) non-external (was a private external) _asm_AES_encrypt
00007ff9146ea3f1 (__TEXT,__text) external _asn1_Finish
00007ff9146ea463 (__TEXT,__text) external _asn1_GetSequence
00007ff9146ea747 (__TEXT,__text) external _asn1_add_error
00007ff9146eda20 (__TEXT,__text) non-external _asn1_bio_callback_ctrl
00007ff9146ed7f0 (__TEXT,__text) non-external _asn1_bio_ctrl
00007ff9146eda93 (__TEXT,__text) non-external _asn1_bio_flush_ex
00007ff9146ed9de (__TEXT,__text) non-external _asn1_bio_free
00007ff9146ed7d9 (__TEXT,__text) non-external _asn1_bio_gets
00007ff9146ed94c (__TEXT,__text) non-external _asn1_bio_new
00007ff9146ed7b3 (__TEXT,__text) non-external _asn1_bio_puts
00007ff9146ed79c (__TEXT,__text) non-external _asn1_bio_read
00007ff9146eda37 (__TEXT,__text) non-external _asn1_bio_setup_ex
00007ff9146ed57f (__TEXT,__text) non-external _asn1_bio_write
00007ff9146e9a08 (__TEXT,__text) non-external _asn1_cb
00007ff9146f385c (__TEXT,__text) non-external _asn1_check_tlen
00007ff9146f41e1 (__TEXT,__text) non-external _asn1_collect
00007ff9146ea459 (__TEXT,__text) external _asn1_const_Finish
00007ff9146f33ec (__TEXT,__text) non-external _asn1_d2i_ex_primitive
00007ff9146e33b7 (__TEXT,__text) non-external _asn1_d2i_read_bio
00007ff9146f6d24 (__TEXT,__text) external _asn1_do_adb
00007ff9146f6b40 (__TEXT,__text) external _asn1_do_lock
00007ff9146f6bcb (__TEXT,__text) external _asn1_enc_free
00007ff9146f6b93 (__TEXT,__text) external _asn1_enc_init
00007ff9146f6c9a (__TEXT,__text) external _asn1_enc_restore
00007ff9146f6c12 (__TEXT,__text) external _asn1_enc_save
00007ff9146f3ae8 (__TEXT,__text) external _asn1_ex_c2i
00007ff9146f4f31 (__TEXT,__text) non-external _asn1_ex_i2c
00007ff9146f6b1d (__TEXT,__text) external _asn1_get_choice_selector
00007ff9146f6d0e (__TEXT,__text) external _asn1_get_field_ptr
00007ff9146f4dd0 (__TEXT,__text) non-external _asn1_i2d_ex_primitive
00007ff9146f512e (__TEXT,__text) non-external _asn1_item_combine_free
00007ff9146f554d (__TEXT,__text) non-external _asn1_item_ex_combine_new
00007ff9146f442b (__TEXT,__text) non-external _asn1_item_flags_i2d
00007ff9146f5b0e (__TEXT,__text) non-external _asn1_item_print_ctx
00007ff9146ea7cf (__TEXT,__text) non-external _asn1_parse2
00007ff9146f59a1 (__TEXT,__text) non-external _asn1_primitive_clear
00007ff9146f635f (__TEXT,__text) non-external _asn1_print_fsname
00007ff943bb9ec0 (__DATA,__data) non-external _asn1_print_fsname.spaces
00007ff9146f647b (__TEXT,__text) non-external _asn1_print_integer_ctx
00007ff9146f654d (__TEXT,__text) non-external _asn1_print_obstring_ctx
00007ff9146f64b0 (__TEXT,__text) non-external _asn1_print_oid_ctx
00007ff9146f6b2d (__TEXT,__text) external _asn1_set_choice_selector
00007ff9421c27a0 (__DATA_CONST,__const) non-external _asn1_str2tag.tnst
00007ff943bc1c50 (__DATA,__bss) non-external _asn1_str2tag.tntmp
00007ff9146f31c9 (__TEXT,__text) non-external _asn1_template_ex_d2i
00007ff9146f4900 (__TEXT,__text) non-external _asn1_template_ex_i2d
00007ff9146f3e7c (__TEXT,__text) non-external _asn1_template_noexp_d2i
00007ff9146f6154 (__TEXT,__text) external _asn1_template_print_ctx
                 (undefined) external _asprintf (from libSystem)
                 (undefined) external _atoi (from libSystem)
00007ff91475d015 (__TEXT,__text) external _b2i_PVK_bio
00007ff91475ccbc (__TEXT,__text) external _b2i_PrivateKey
00007ff91475cdd0 (__TEXT,__text) external _b2i_PrivateKey_bio
00007ff91475cdc1 (__TEXT,__text) external _b2i_PublicKey
00007ff91475cf6f (__TEXT,__text) external _b2i_PublicKey_bio
00007ff91475d972 (__TEXT,__text) non-external _b2i_dss
00007ff91475db11 (__TEXT,__text) non-external _b2i_rsa
00007ff9147384ad (__TEXT,__text) non-external _b64_callback_ctrl
00007ff9147381b1 (__TEXT,__text) non-external _b64_ctrl
00007ff914738477 (__TEXT,__text) non-external _b64_free
00007ff91473841c (__TEXT,__text) non-external _b64_new
00007ff91473818b (__TEXT,__text) non-external _b64_puts
00007ff914737c8c (__TEXT,__text) non-external _b64_read
00007ff9146ec7a0 (__TEXT,__text) non-external _b64_read_asn1
00007ff9147377fd (__TEXT,__text) non-external _b64_write
00007ff9421d5dc0 (__DATA_CONST,__const) non-external _bag_default_tt
00007ff9421c87f8 (__DATA_CONST,__const) non-external _bf_cbc
00007ff91473ca30 (__TEXT,__text) non-external _bf_cbc_cipher
00007ff9421c8850 (__DATA_CONST,__const) non-external _bf_cfb64
00007ff91473cad1 (__TEXT,__text) non-external _bf_cfb64_cipher
00007ff9421c8900 (__DATA_CONST,__const) non-external _bf_ecb
00007ff91473cc10 (__TEXT,__text) non-external _bf_ecb_cipher
00007ff9147aa740 (__TEXT,__const) non-external _bf_init
00007ff91473ca06 (__TEXT,__text) non-external _bf_init_key
00007ff9421c88a8 (__DATA_CONST,__const) non-external _bf_ofb
00007ff91473cb64 (__TEXT,__text) non-external _bf_ofb_cipher
00007ff943bb9ed8 (__DATA,__data) non-external _bignum_pf
                 (undefined) external _bind (from libSystem)
00007ff9146fe1ed (__TEXT,__text) non-external _bio_ctrl
