00000001abebac00 (__TEXT,__text) non-external +[AMFI isAvailable]
00000001abecaac0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$objectAtIndexedSubscript:
00000001abecaae0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$objectForKey:
00000001abecab00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$objectForKeyedSubscript:
00000001abecab20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$objectID
00000001abecab40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$path
00000001abecab60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$pathComponents
00000001abecab80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$pathExtension
00000001abecaba0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$performGatekeeperScan:withScanOptions:withShouldOverridePolicy:withPolicy:withProgressHandler:error:
00000001abecabc0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$performGatekeeperScan:withScanOptions:withShouldOverridePolicy:withPolicy:withUserID:withProgress:withReply:
00000001abecabe0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$performMigrationScan
00000001abecac00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$preflightBinary:withPlatform:error:
00000001abecac20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$redactedDescription
00000001abecac40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$reloadIfNecessary
00000001abecac60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$removeItemAtURL:error:
00000001abecac80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$removeMDMPayload:withContext:withReply:
00000001abecaca0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$reportEvent:withData:withReply:
00000001abecacc0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$requestKernelExtensionApprovals:withReply:
00000001abecace0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$responsiblePath
00000001abecad00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$resume
00000001abecad20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$reverseObjectEnumerator
00000001abecad40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$rootID
00000001abecad60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$sendBundleProtectionMetricFromTCC:withPID:withReply:
00000001abecad80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$sendShellFallbackExecutionMetric:withReply:
00000001abecada0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$set
00000001abecadc0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setApprovalRequiresAdministrator:withReply:
00000001abecade0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setBlockedSoftwareOverride:isEnabled:withReply:
00000001abecae00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setBundleID:
00000001abecae20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setCdhash:
00000001abecae40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setCheckValidity:
00000001abecae60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setClasses:forSelector:argumentIndex:ofReply:
00000001abecae80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setDeveloperModeEnabled:withReply:
00000001abecaea0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setExportedInterface:
00000001abecaec0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setExportedObject:
00000001abecaee0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setFlags:
00000001abecaf00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setGatekeeperInsightEnabled:error:
00000001abecaf20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setGatekeeperInsightEnabled:withReply:
00000001abecaf40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setGatekeeperPolicy:withReply:
00000001abecaf60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setIdentifier:
00000001abecaf80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setObject:forKey:
00000001abecafa0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setObject:forKeyedSubscript:
00000001abecafc0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setProgressHandler:
00000001abecafe0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setRemoteObjectInterface:
00000001abecb000 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setResourceValue:forKey:error:
00000001abecb020 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setRootID:
00000001abecb040 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setSigningID:
00000001abecb060 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setStrictGatekeeperEnabled:forDomain:withReply:
00000001abecb080 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setTeamID:
00000001abecb0a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setUniqueID:
00000001abecb0c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setUrl:
00000001abecb0e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setUserApprovalAllowed:withReply:
00000001abecb100 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setWithArray:
00000001abecb120 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setWithObjects:
00000001abecb140 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setupFSStream
00000001abecb160 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$sharedLookupContext
00000001abecb180 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$showGatekeeperPreflightError:forApp:forUser:withReply:
00000001abecb1a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$signingID
00000001abecb1c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$signingInfo
00000001abecb1e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$signposts
00000001abecb200 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$skipDescendants
00000001abecb220 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$stageSampleAt:forTasking:withReply:
00000001abecb240 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$staticCodeRef
00000001abecb260 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$stringWithCString:
00000001abecb280 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$stringWithCapacity:
00000001abecb2a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$stringWithFormat:
00000001abecb2c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$stringWithUTF8String:
00000001abecb2e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$subarrayWithRange:
00000001abecb300 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$substringFromIndex:
00000001abecb320 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$substringToIndex:
00000001abecb340 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$synchronousRemoteObjectProxyWithErrorHandler:
00000001abecb360 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$teamID
00000001abecb380 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$teamIdentifierIsAllowed:withReply:
00000001abecb3a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$timeIntervalSince1970
00000001abecb3c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$timestamp
00000001abecb3e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$trashedURL
00000001abecb400 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$triggerKernelCollectionRebuildFlow:withKernelExtensions:withReply:
00000001abecb420 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$triggerKernelCollectionRebuildForMDM:withContext:withReply:
00000001abecb440 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$triggerPanicMedic:
00000001abecb460 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$triggerRecoveryJumpToSecurityStartupUtility:
00000001abecb480 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$trustPackagePayload:withDestinationTarget:withHashMap:withUserConsent:error:
00000001abecb4a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$trustPackagePayload:withDestinationTarget:withHashMap:withUserConsent:withReply:
00000001abecb4c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$uniqueID
00000001abecb4e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$unlock
00000001abecb500 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$unsignedIntegerValue
00000001abecb520 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$unsignedLongLongValue
00000001abecb540 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$unsignedShortValue
00000001abecb560 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$updateLastUsedTimes:withReply:
00000001abecb580 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$updatePolicyItems:withContext:withReply:
00000001abecb5a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$url
00000001abecb5c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$urlHasGatekeeperException:withReply:
00000001abecb5e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$valueForEntitlement:
00000001abecb600 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$version
00000001abecb620 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$volumeRequiresGatekeeperMigration:
00000001abecb640 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$volumeRequiresKernelExtensionMigration:
00000001abecb660 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$volumeUUID
00000001abecb680 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$wrappedAppURL:
00000001abecb6a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$writeToURL:error:
                 (undefined) external _objc_msgSendSuper2 (from libobjc)
                 (undefined) external _objc_opt_class (from libobjc)
                 (undefined) external _objc_opt_isKindOfClass (from libobjc)
                 (undefined) external _objc_opt_new (from libobjc)
                 (undefined) external _objc_release (from libobjc)
                 (undefined) external _objc_retain (from libobjc)
                 (undefined) external _objc_retainAutorelease (from libobjc)
                 (undefined) external _objc_retainAutoreleaseReturnValue (from libobjc)
                 (undefined) external _objc_retainAutoreleasedReturnValue (from libobjc)
                 (undefined) external _objc_retainBlock (from libobjc)
                 (undefined) external _objc_storeStrong (from libobjc)
                 (undefined) external _objc_storeWeak (from libobjc)
00000001abeba0cc (__TEXT,__text) external _opaqueSignCode
00000001abebe774 (__TEXT,__text) non-external _opaqueSignCode.cold.1
00000001abebe7dc (__TEXT,__text) non-external _opaqueSignCode.cold.2
00000001abebe844 (__TEXT,__text) non-external _opaqueSignCode.cold.3
00000001abebe8ac (__TEXT,__text) non-external _opaqueSignCode.cold.4
00000001abebe8f0 (__TEXT,__text) non-external _opaqueSignCode.cold.5
                 (undefined) external _open (from libSystem)
                 (undefined) external _os_log_create (from libSystem)
                 (undefined) external _os_log_type_enabled (from libSystem)
                 (undefined) external _os_signpost_id_generate (from libSystem)
                 (undefined) external _os_variant_allows_internal_security_policies (from libSystem)
                 (undefined) external _os_variant_is_darwinos (from libSystem)
                 (undefined) external _read (from libSystem)
                 (undefined) external _realpath$DARWIN_EXTSN (from libSystem)
00000001abeb005c (__TEXT,__text) external _removePrefixPath
00000001abebd65c (__TEXT,__text) non-external _removePrefixPath.cold.1
00000001abebd6cc (__TEXT,__text) non-external _removePrefixPath.cold.2
00000001eaa6f7a8 (__DATA,__data) external _sSystemPolicySubsystem
00000001eaa6f958 (__DATA,__bss) non-external _sVerboseLogging
00000001eaa6f938 (__DATA,__bss) non-external _sampling.sLog
00000001eaa6f930 (__DATA,__bss) non-external _sampling.sLogInit
00000001abeaa97c (__TEXT,__text) external _scanForBundledKernelExtensions
00000001abeaa4a8 (__TEXT,__text) external _scanForBundles
00000001abeaa8d8 (__TEXT,__text) external _scanForKernelExtensions
00000001abeab5f0 (__TEXT,__text) external _setQuarantineFlagsForURL
00000001abebca68 (__TEXT,__text) non-external _setQuarantineFlagsForURL.cold.1
00000001abebcae4 (__TEXT,__text) non-external _setQuarantineFlagsForURL.cold.2
00000001abebcb78 (__TEXT,__text) non-external _setQuarantineFlagsForURL.cold.3
00000001abeb29a0 (__TEXT,__text) external _shouldFilterOutScanTarget
00000001eaa6f928 (__DATA,__bss) non-external _signposts.sLog
00000001eaa6f920 (__DATA,__bss) non-external _signposts.sLogInit
                 (undefined) external _stat (from libSystem)
                 (undefined) external _statfs (from libSystem)
                 (undefined) external _strerror (from libSystem)
00000001abea6b78 (__TEXT,__text) non-external _stringHasAnyPrefix
                 (undefined) external _strtoul (from libSystem)
                 (undefined) external _sysctlbyname (from libSystem)
00000001abeaa05c (__TEXT,__text) external _systemUptime
00000001abebc5c8 (__TEXT,__text) non-external _systemUptime.cold.1
                 (undefined) external _time (from libSystem)
00000001abeac280 (__TEXT,__text) non-external _timestampForURL
00000001abebcdc4 (__TEXT,__text) non-external _timestampForURL.cold.1
00000001abeb2418 (__TEXT,__text) external _urlLooksLikeBundle
00000001eaa6f950 (__DATA,__bss) non-external _verboseLoggingEnabled.sOnceToken
