00007ff808e3d220 (__TEXT,__const) non-external _A1_Table
00007ff808cb65c0 (__TEXT,__text) non-external (was a private external) _vConvert_XRGB2101010WTo422CbYpCrYp10_avx2
00007ff808875720 (__TEXT,__text) non-external (was a private external) _vConvert_XRGB2101010WTo422CbYpCrYp10_avx512
00007ff8089d6660 (__TEXT,__text) non-external (was a private external) _vConvert_XRGB2101010WTo422CbYpCrYp10_sse4_1
00007ff80870dba0 (__TEXT,__text) non-external (was a private external) _vConvert_XRGB2101010WTo422CbYpCrYp10_vec
00007ff808b30450 (__TEXT,__text) non-external (was a private external) _vConvert_XRGB2101010WTo422Yp10_CbCr10_avx
00007ff808cab510 (__TEXT,__text) non-external (was a private external) _vConvert_XRGB2101010WTo422Yp10_CbCr10_avx2
00007ff8088693d0 (__TEXT,__text) non-external (was a private external) _vConvert_XRGB2101010WTo422Yp10_CbCr10_avx512
00007ff8089cc070 (__TEXT,__text) non-external (was a private external) _vConvert_XRGB2101010WTo422Yp10_CbCr10_sse4_1
00007ff8087035b0 (__TEXT,__text) non-external (was a private external) _vConvert_XRGB2101010WTo422Yp10_CbCr10_vec
00007ff808b2d780 (__TEXT,__text) non-external (was a private external) _vConvert_XRGB2101010WTo444Yp10_CbCr10_avx
00007ff808ca8ee0 (__TEXT,__text) non-external (was a private external) _vConvert_XRGB2101010WTo444Yp10_CbCr10_avx2
00007ff808866350 (__TEXT,__text) non-external (was a private external) _vConvert_XRGB2101010WTo444Yp10_CbCr10_avx512
00007ff8089c9070 (__TEXT,__text) non-external (was a private external) _vConvert_XRGB2101010WTo444Yp10_CbCr10_sse4_1
00007ff8087005b0 (__TEXT,__text) non-external (was a private external) _vConvert_XRGB2101010WTo444Yp10_CbCr10_vec
00007ff808b377e0 (__TEXT,__text) non-external (was a private external) _vConvert_XRGB2101010WTo444YpCbCr10_avx
00007ff808cb41d0 (__TEXT,__text) non-external (was a private external) _vConvert_XRGB2101010WTo444YpCbCr10_avx2
00007ff8088729a0 (__TEXT,__text) non-external (was a private external) _vConvert_XRGB2101010WTo444YpCbCr10_avx512
00007ff8089d3a70 (__TEXT,__text) non-external (was a private external) _vConvert_XRGB2101010WTo444YpCbCr10_sse4_1
00007ff80870afb0 (__TEXT,__text) non-external (was a private external) _vConvert_XRGB2101010WTo444YpCbCr10_vec
00007ff808b63ef0 (__TEXT,__text) non-external (was a private external) _vConvert_XRGB2101010_A8ToARGB16F_avx
00007ff808cdc9b0 (__TEXT,__text) non-external (was a private external) _vConvert_XRGB2101010_A8ToARGB16F_avx2
00007ff80889c9b0 (__TEXT,__text) non-external (was a private external) _vConvert_XRGB2101010_A8ToARGB16F_avx512
00007ff808a02a40 (__TEXT,__text) non-external (was a private external) _vConvert_XRGB2101010_A8ToARGB16F_sse4_1
00007ff808739f80 (__TEXT,__text) non-external (was a private external) _vConvert_XRGB2101010_A8ToARGB16F_vec
00007ff808b62b30 (__TEXT,__text) non-external (was a private external) _vConvert_XRGB2101010_A8ToARGB16Q12_avx
00007ff808cdb9b0 (__TEXT,__text) non-external (was a private external) _vConvert_XRGB2101010_A8ToARGB16Q12_avx2
00007ff80889baf0 (__TEXT,__text) non-external (was a private external) _vConvert_XRGB2101010_A8ToARGB16Q12_avx512
00007ff808a01710 (__TEXT,__text) non-external (was a private external) _vConvert_XRGB2101010_A8ToARGB16Q12_sse4_1
00007ff808738c50 (__TEXT,__text) non-external (was a private external) _vConvert_XRGB2101010_A8ToARGB16Q12_vec
00007ff808b62310 (__TEXT,__text) non-external (was a private external) _vConvert_XRGB2101010_A8ToARGB16U_avx
00007ff808cdb3e0 (__TEXT,__text) non-external (was a private external) _vConvert_XRGB2101010_A8ToARGB16U_avx2
00007ff80889b510 (__TEXT,__text) non-external (was a private external) _vConvert_XRGB2101010_A8ToARGB16U_avx512
00007ff808a00e00 (__TEXT,__text) non-external (was a private external) _vConvert_XRGB2101010_A8ToARGB16U_sse4_1
00007ff808738340 (__TEXT,__text) non-external (was a private external) _vConvert_XRGB2101010_A8ToARGB16U_vec
00007ff808b61d70 (__TEXT,__text) non-external (was a private external) _vConvert_XRGB2101010_A8ToARGB8888_avx
00007ff808cdaef0 (__TEXT,__text) non-external (was a private external) _vConvert_XRGB2101010_A8ToARGB8888_avx2
00007ff80889b030 (__TEXT,__text) non-external (was a private external) _vConvert_XRGB2101010_A8ToARGB8888_avx512
00007ff808a00810 (__TEXT,__text) non-external (was a private external) _vConvert_XRGB2101010_A8ToARGB8888_sse4_1
00007ff808737d50 (__TEXT,__text) non-external (was a private external) _vConvert_XRGB2101010_A8ToARGB8888_vec
00007ff808b63240 (__TEXT,__text) non-external (was a private external) _vConvert_XRGB2101010_A8ToARGBFFFF_avx
00007ff808cdbfb0 (__TEXT,__text) non-external (was a private external) _vConvert_XRGB2101010_A8ToARGBFFFF_avx2
00007ff80889c0e0 (__TEXT,__text) non-external (was a private external) _vConvert_XRGB2101010_A8ToARGBFFFF_avx512
00007ff808a01f00 (__TEXT,__text) non-external (was a private external) _vConvert_XRGB2101010_A8ToARGBFFFF_sse4_1
00007ff808739440 (__TEXT,__text) non-external (was a private external) _vConvert_XRGB2101010_A8ToARGBFFFF_vec
00007ff808b7c400 (__TEXT,__text) non-external (was a private external) _vConvert_XRGB8888ToPlanar8_CV_avx
00007ff808cf18b0 (__TEXT,__text) non-external (was a private external) _vConvert_XRGB8888ToPlanar8_CV_avx2
00007ff8088b08b0 (__TEXT,__text) non-external (was a private external) _vConvert_XRGB8888ToPlanar8_CV_avx512
00007ff808a1c330 (__TEXT,__text) non-external (was a private external) _vConvert_XRGB8888ToPlanar8_CV_sse4_1
00007ff808753870 (__TEXT,__text) non-external (was a private external) _vConvert_XRGB8888ToPlanar8_CV_vec
00007ff808b7d0b0 (__TEXT,__text) non-external (was a private external) _vConvert_XRGBFFFFToPlanarF_CV_avx
00007ff808cf28c0 (__TEXT,__text) non-external (was a private external) _vConvert_XRGBFFFFToPlanarF_CV_avx2
00007ff8088b16c0 (__TEXT,__text) non-external (was a private external) _vConvert_XRGBFFFFToPlanarF_CV_avx512
00007ff808a1d800 (__TEXT,__text) non-external (was a private external) _vConvert_XRGBFFFFToPlanarF_CV_sse4_1
00007ff808754d40 (__TEXT,__text) non-external (was a private external) _vConvert_XRGBFFFFToPlanarF_CV_vec
00007ff808b8bf80 (__TEXT,__text) non-external (was a private external) _vConvolve16Fbgf_avx
00007ff808d04870 (__TEXT,__text) non-external (was a private external) _vConvolve16Fbgf_avx2
00007ff8088bf290 (__TEXT,__text) non-external (was a private external) _vConvolve16Fbgf_avx512
00007ff808a2d4a0 (__TEXT,__text) non-external (was a private external) _vConvolve16Fbgf_sse4_1
00007ff8087649e0 (__TEXT,__text) non-external (was a private external) _vConvolve16Fbgf_vec
00007ff808b8d220 (__TEXT,__text) non-external (was a private external) _vConvolve16Fcip_avx
00007ff808d05640 (__TEXT,__text) non-external (was a private external) _vConvolve16Fcip_avx2
00007ff8088c01a0 (__TEXT,__text) non-external (was a private external) _vConvolve16Fcip_avx512
00007ff808a2e740 (__TEXT,__text) non-external (was a private external) _vConvolve16Fcip_sse4_1
00007ff808765c80 (__TEXT,__text) non-external (was a private external) _vConvolve16Fcip_vec
00007ff808b89530 (__TEXT,__text) non-external (was a private external) _vConvolve16Fext_avx
00007ff808d02e90 (__TEXT,__text) non-external (was a private external) _vConvolve16Fext_avx2
00007ff8088bdab0 (__TEXT,__text) non-external (was a private external) _vConvolve16Fext_avx512
00007ff808a2a670 (__TEXT,__text) non-external (was a private external) _vConvolve16Fext_sse4_1
00007ff808761bb0 (__TEXT,__text) non-external (was a private external) _vConvolve16Fext_vec
00007ff8084bf7c0 (__TEXT,__text) non-external (was a private external) _vConvolveCore_ARGB8888
00007ff84071dd70 (__DATA_CONST,__const) non-external _vConvolveCore_ARGB8888.Accum4_8888
00007ff84071ddf0 (__DATA_CONST,__const) non-external _vConvolveCore_ARGB8888.Bias4_8888
00007ff8084b0c10 (__TEXT,__text) non-external (was a private external) _vConvolveCore_ARGBFFFF
00007ff84071d970 (__DATA_CONST,__const) non-external _vConvolveCore_ARGBFFFF.AccumulateResult
00007ff84071d9f0 (__DATA_CONST,__const) non-external _vConvolveCore_ARGBFFFF.AccumulateResult_noalpha
00007ff84071d870 (__DATA_CONST,__const) non-external _vConvolveCore_ARGBFFFF.conv4ffffp
00007ff84071d8f0 (__DATA_CONST,__const) non-external _vConvolveCore_ARGBFFFF.conv4ffffp_bias
00007ff80835e1f0 (__TEXT,__text) non-external (was a private external) _vConvolveCore_Planar8
00007ff84071db70 (__DATA_CONST,__const) non-external _vConvolveCore_Planar8.conv4_8p
00007ff84071dc70 (__DATA_CONST,__const) non-external _vConvolveCore_Planar8.conv4_8p_bias
00007ff8084a0bc0 (__TEXT,__text) non-external (was a private external) _vConvolveCore_PlanarF
00007ff84071d470 (__DATA_CONST,__const) non-external _vConvolveCore_PlanarF.conv4p
00007ff84071d670 (__DATA_CONST,__const) non-external _vConvolveCore_PlanarF.conv4p_bias
00007ff808470700 (__TEXT,__text) non-external (was a private external) _vConvolve_ARGB8888
00007ff808470fe0 (__TEXT,__text) non-external (was a private external) _vConvolve_ARGBFFFF
00007ff80846f680 (__TEXT,__text) non-external (was a private external) _vConvolve_Planar8
00007ff80846ff70 (__TEXT,__text) non-external (was a private external) _vConvolve_PlanarF
00007ff808bd2840 (__TEXT,__text) non-external (was a private external) _vDeepmapConvertRowA8_YCC16StoRGBA8888_avx
00007ff808d48900 (__TEXT,__text) non-external (was a private external) _vDeepmapConvertRowA8_YCC16StoRGBA8888_avx2
00007ff80837a1e0 (__TEXT,__text) non-external (was a private external) _vDeepmapConvertRowA8_YCC16StoRGBA8888_avx512
00007ff808a75510 (__TEXT,__text) non-external (was a private external) _vDeepmapConvertRowA8_YCC16StoRGBA8888_sse4_1
00007ff8087aca50 (__TEXT,__text) non-external (was a private external) _vDeepmapConvertRowA8_YCC16StoRGBA8888_vec
00007ff808bd24f0 (__TEXT,__text) non-external (was a private external) _vDeepmapRowLoadYCC_avx
00007ff808d48650 (__TEXT,__text) non-external (was a private external) _vDeepmapRowLoadYCC_avx2
00007ff808379ef0 (__TEXT,__text) non-external (was a private external) _vDeepmapRowLoadYCC_avx512
00007ff808a752d0 (__TEXT,__text) non-external (was a private external) _vDeepmapRowLoadYCC_sse4_1
00007ff8087ac810 (__TEXT,__text) non-external (was a private external) _vDeepmapRowLoadYCC_vec
00007ff808bd22e0 (__TEXT,__text) non-external (was a private external) _vDeepmapUnpredictLeft_avx
00007ff808d48440 (__TEXT,__text) non-external (was a private external) _vDeepmapUnpredictLeft_avx2
00007ff808349e10 (__TEXT,__text) non-external (was a private external) _vDeepmapUnpredictLeft_avx512
00007ff808a750b0 (__TEXT,__text) non-external (was a private external) _vDeepmapUnpredictLeft_sse4_1
00007ff8087ac5f0 (__TEXT,__text) non-external (was a private external) _vDeepmapUnpredictLeft_vec
00007ff808bd23b0 (__TEXT,__text) non-external (was a private external) _vDeepmapUnpredictMean_avx
00007ff808d48510 (__TEXT,__text) non-external (was a private external) _vDeepmapUnpredictMean_avx2
00007ff80834a3e0 (__TEXT,__text) non-external (was a private external) _vDeepmapUnpredictMean_avx512
00007ff808a75180 (__TEXT,__text) non-external (was a private external) _vDeepmapUnpredictMean_sse4_1
00007ff8087ac6c0 (__TEXT,__text) non-external (was a private external) _vDeepmapUnpredictMean_vec
00007ff808bd2040 (__TEXT,__text) non-external (was a private external) _vDeepmapUnpredictUp_avx
00007ff808d48200 (__TEXT,__text) non-external (was a private external) _vDeepmapUnpredictUp_avx2
00007ff808349ee0 (__TEXT,__text) non-external (was a private external) _vDeepmapUnpredictUp_avx512
00007ff808a74e50 (__TEXT,__text) non-external (was a private external) _vDeepmapUnpredictUp_sse4_1
00007ff8087ac390 (__TEXT,__text) non-external (was a private external) _vDeepmapUnpredictUp_vec
00007ff808bb35c0 (__TEXT,__text) non-external (was a private external) _vDilateFP_CV_avx
00007ff808d28e60 (__TEXT,__text) non-external (was a private external) _vDilateFP_CV_avx2
00007ff8088e4640 (__TEXT,__text) non-external (was a private external) _vDilateFP_CV_avx512
00007ff808a56280 (__TEXT,__text) non-external (was a private external) _vDilateFP_CV_sse4_1
00007ff80878d7c0 (__TEXT,__text) non-external (was a private external) _vDilateFP_CV_vec
00007ff808bbec60 (__TEXT,__text) non-external (was a private external) _vDilateFP_Interleaved_CV_avx
00007ff808d34aa0 (__TEXT,__text) non-external (was a private external) _vDilateFP_Interleaved_CV_avx2
00007ff8088f1f30 (__TEXT,__text) non-external (was a private external) _vDilateFP_Interleaved_CV_avx512
00007ff808a613d0 (__TEXT,__text) non-external (was a private external) _vDilateFP_Interleaved_CV_sse4_1
00007ff808798910 (__TEXT,__text) non-external (was a private external) _vDilateFP_Interleaved_CV_vec
00007ff808bb8880 (__TEXT,__text) non-external (was a private external) _vDilate_Interleaved_CV_avx
00007ff808d2e3b0 (__TEXT,__text) non-external (was a private external) _vDilate_Interleaved_CV_avx2
00007ff8088ea9e0 (__TEXT,__text) non-external (was a private external) _vDilate_Interleaved_CV_avx512
00007ff808a5b1a0 (__TEXT,__text) non-external (was a private external) _vDilate_Interleaved_CV_sse4_1
00007ff8087926e0 (__TEXT,__text) non-external (was a private external) _vDilate_Interleaved_CV_vec
00007ff808baa740 (__TEXT,__text) non-external (was a private external) _vDilate_ZeroCenter_CV_avx
00007ff808d1ea80 (__TEXT,__text) non-external (was a private external) _vDilate_ZeroCenter_CV_avx2
00007ff8088d96c0 (__TEXT,__text) non-external (was a private external) _vDilate_ZeroCenter_CV_avx512
00007ff808a4cfb0 (__TEXT,__text) non-external (was a private external) _vDilate_ZeroCenter_CV_sse4_1
00007ff8087844f0 (__TEXT,__text) non-external (was a private external) _vDilate_ZeroCenter_CV_vec
00007ff808bb3d80 (__TEXT,__text) non-external (was a private external) _vErodeFP_CV_avx
00007ff808d296d0 (__TEXT,__text) non-external (was a private external) _vErodeFP_CV_avx2
00007ff8088e5090 (__TEXT,__text) non-external (was a private external) _vErodeFP_CV_avx512
00007ff808a56a50 (__TEXT,__text) non-external (was a private external) _vErodeFP_CV_sse4_1
00007ff80878df90 (__TEXT,__text) non-external (was a private external) _vErodeFP_CV_vec
00007ff808bbf3f0 (__TEXT,__text) non-external (was a private external) _vErodeFP_Interleaved_CV_avx
00007ff808d35430 (__TEXT,__text) non-external (was a private external) _vErodeFP_Interleaved_CV_avx2
00007ff8088f2aa0 (__TEXT,__text) non-external (was a private external) _vErodeFP_Interleaved_CV_avx512
00007ff808a61b50 (__TEXT,__text) non-external (was a private external) _vErodeFP_Interleaved_CV_sse4_1
00007ff808799090 (__TEXT,__text) non-external (was a private external) _vErodeFP_Interleaved_CV_vec
00007ff808bae090 (__TEXT,__text) non-external (was a private external) _vErode_CV_avx
00007ff808d23080 (__TEXT,__text) non-external (was a private external) _vErode_CV_avx2
00007ff8088df540 (__TEXT,__text) non-external (was a private external) _vErode_CV_avx512
00007ff808a50aa0 (__TEXT,__text) non-external (was a private external) _vErode_CV_sse4_1
00007ff808787fe0 (__TEXT,__text) non-external (was a private external) _vErode_CV_vec
00007ff808bb9ad0 (__TEXT,__text) non-external (was a private external) _vErode_Interleaved_CV_avx
00007ff808d2f660 (__TEXT,__text) non-external (was a private external) _vErode_Interleaved_CV_avx2
00007ff8088ebeb0 (__TEXT,__text) non-external (was a private external) _vErode_Interleaved_CV_avx512
00007ff808a5c520 (__TEXT,__text) non-external (was a private external) _vErode_Interleaved_CV_sse4_1
00007ff808793a60 (__TEXT,__text) non-external (was a private external) _vErode_Interleaved_CV_vec
00007ff80843ba60 (__TEXT,__text) non-external (was a private external) _vExtractChannel_ARGB16U
00007ff80850dd00 (__TEXT,__text) non-external (was a private external) _vExtractChannel_ARGB16U_avx2
00007ff80843b770 (__TEXT,__text) non-external (was a private external) _vExtractChannel_ARGB8888
00007ff80850d870 (__TEXT,__text) non-external (was a private external) _vExtractChannel_ARGB8888_avx2
00007ff80843c000 (__TEXT,__text) non-external (was a private external) _vExtractChannel_ARGBFFFF
00007ff80850e4c0 (__TEXT,__text) non-external (was a private external) _vExtractChannel_ARGBFFFF_avx2
00007ff808b50020 (__TEXT,__text) non-external (was a private external) _vExtract_444YpCbCrA10To420Yp10P32_CbCr10P32_avx
00007ff808cc9c50 (__TEXT,__text) non-external (was a private external) _vExtract_444YpCbCrA10To420Yp10P32_CbCr10P32_avx2
00007ff80888b870 (__TEXT,__text) non-external (was a private external) _vExtract_444YpCbCrA10To420Yp10P32_CbCr10P32_avx512
00007ff8089ed2c0 (__TEXT,__text) non-external (was a private external) _vExtract_444YpCbCrA10To420Yp10P32_CbCr10P32_sse4_1
00007ff808724800 (__TEXT,__text) non-external (was a private external) _vExtract_444YpCbCrA10To420Yp10P32_CbCr10P32_vec
00007ff808b4f530 (__TEXT,__text) non-external (was a private external) _vExtract_444YpCbCrA10To420Yp10_CbCr10_avx
00007ff808cc8420 (__TEXT,__text) non-external (was a private external) _vExtract_444YpCbCrA10To420Yp10_CbCr10_avx2
00007ff80888a2c0 (__TEXT,__text) non-external (was a private external) _vExtract_444YpCbCrA10To420Yp10_CbCr10_avx512
00007ff8089ec760 (__TEXT,__text) non-external (was a private external) _vExtract_444YpCbCrA10To420Yp10_CbCr10_sse4_1
00007ff808723ca0 (__TEXT,__text) non-external (was a private external) _vExtract_444YpCbCrA10To420Yp10_CbCr10_vec
00007ff808b4dcf0 (__TEXT,__text) non-external (was a private external) _vExtract_444YpCbCrA8To420Yp8_CbCr8_avx
00007ff808cc6a20 (__TEXT,__text) non-external (was a private external) _vExtract_444YpCbCrA8To420Yp8_CbCr8_avx2
