00007ffa42eedef0 (__DATA,__data) non-external _.compoundliteral
00007ffa182d44ed (__TEXT,__text) non-external (was a private external) _glpMakeUnaryPlusNode
00007ffa182d40c1 (__TEXT,__text) non-external (was a private external) _glpMakeUndeterminedCallNode
00007ffa182a1931 (__TEXT,__text) non-external (was a private external) _glpMakeUnnamedInterfaceBlockObject
00007ffa182f173c (__TEXT,__text) non-external (was a private external) _glpMakeUnopFuncallFragment
00007ffa182f09d2 (__TEXT,__text) non-external (was a private external) _glpMakeVRLFunctionFragment
00007ffa182d5466 (__TEXT,__text) non-external (was a private external) _glpMakeVariableDeclarationGroupNode
00007ffa182d5363 (__TEXT,__text) non-external (was a private external) _glpMakeVariableDeclarationNode
00007ffa182d3e14 (__TEXT,__text) non-external (was a private external) _glpMakeVariableIdentifierNode
00007ffa182a1678 (__TEXT,__text) non-external (was a private external) _glpMakeVariableObject
00007ffa182aba68 (__TEXT,__text) non-external (was a private external) _glpMakeVertexInputBindings
00007ffa182f1932 (__TEXT,__text) non-external (was a private external) _glpMakeWhileFragment
00007ffa182d4ea8 (__TEXT,__text) non-external (was a private external) _glpMakeWriteOutputNode
00007ffa18276180 (__TEXT,__text) non-external _glpMallocAlloc
00007ffa18316e42 (__TEXT,__text) non-external _glpMallocAlloc
00007ffa182761b3 (__TEXT,__text) non-external _glpMallocFree
00007ffa18316e75 (__TEXT,__text) non-external _glpMallocFree
00007ffa18276198 (__TEXT,__text) non-external _glpMallocRealloc
00007ffa18316e5a (__TEXT,__text) non-external _glpMallocRealloc
00007ffa182cb568 (__TEXT,__text) non-external (was a private external) _glpMangleSideEffectsWithNewResult
00007ffa1829165f (__TEXT,__text) non-external _glpMatchInputSize
00007ffa18291e41 (__TEXT,__text) non-external _glpMatchInputSize3
00007ffa182ab914 (__TEXT,__text) non-external (was a private external) _glpMergeInterfaceBlocks
00007ffa182774d8 (__TEXT,__text) non-external (was a private external) _glpMergeRemapValue
00007ffa182ab709 (__TEXT,__text) non-external (was a private external) _glpMergeUniforms
00007ffa1829cc54 (__TEXT,__text) non-external _glpMetalGetArgTypeNameFromASTType
00007ffa182d42e5 (__TEXT,__text) non-external (was a private external) _glpMethodCallNodeGetName
00007ffa182d42f3 (__TEXT,__text) non-external (was a private external) _glpMethodCallNodeGetReceiver
00007ffa182d4304 (__TEXT,__text) non-external (was a private external) _glpMethodCallNodeSetReceiver
00007ffa182f83db (__TEXT,__text) non-external _glpMutableValueFromVec
00007ffa182b48ac (__TEXT,__text) non-external (was a private external) _glpNameTableGet
00007ffa182b54ea (__TEXT,__text) non-external (was a private external) _glpNameTableGetCurrentFunction
00007ffa182b4861 (__TEXT,__text) non-external (was a private external) _glpNameTableGetGLSLVersion
00007ffa182b4807 (__TEXT,__text) non-external (was a private external) _glpNameTableGetLanguage
00007ffa182b54f7 (__TEXT,__text) non-external (was a private external) _glpNameTableGetPrecision
00007ffa182b4897 (__TEXT,__text) non-external (was a private external) _glpNameTableIsExtensionEnabled
00007ffa182b5481 (__TEXT,__text) non-external (was a private external) _glpNameTablePop
00007ffa182b5381 (__TEXT,__text) non-external (was a private external) _glpNameTablePush
00007ffa182b5429 (__TEXT,__text) non-external (was a private external) _glpNameTablePushForFunction
00007ffa182b526b (__TEXT,__text) non-external (was a private external) _glpNameTablePut
00007ffa182b4813 (__TEXT,__text) non-external (was a private external) _glpNameTablePutPrecision
00007ffa182b486d (__TEXT,__text) non-external (was a private external) _glpNameTableSetGLSLExtensionBehavior
00007ffa182b45eb (__TEXT,__text) non-external (was a private external) _glpNameTableSetGLSLVersion
00007ffa182b5471 (__TEXT,__text) non-external (was a private external) _glpNameTableSetStatementIndex
00007ffa182b54d9 (__TEXT,__text) non-external (was a private external) _glpNameTableSetTopLevelBlock
00007ffa182d4ad4 (__TEXT,__text) non-external (was a private external) _glpNotEqualNodeGetIsFromSource
00007ffa182d6dff (__TEXT,__text) non-external (was a private external) _glpOffsetNodeGetBankIndex
00007ffa182d6ded (__TEXT,__text) non-external (was a private external) _glpOffsetNodeGetCompStride
00007ffa182d6db5 (__TEXT,__text) non-external (was a private external) _glpOffsetNodeGetExtra
00007ffa182d6e19 (__TEXT,__text) non-external (was a private external) _glpOffsetNodeGetOffsetExpr
00007ffa182d6ddb (__TEXT,__text) non-external (was a private external) _glpOffsetNodeGetPreSwizzlePrimitiveType
00007ffa182d6dc9 (__TEXT,__text) non-external (was a private external) _glpOffsetNodeGetSwizzle
00007ffa182d6e35 (__TEXT,__text) non-external (was a private external) _glpOffsetNodeGetVectorElementExpr
00007ffa182d6e0c (__TEXT,__text) non-external (was a private external) _glpOffsetNodeSetBankIndex
00007ffa182d6df6 (__TEXT,__text) non-external (was a private external) _glpOffsetNodeSetCompStride
00007ffa182d6dbf (__TEXT,__text) non-external (was a private external) _glpOffsetNodeSetExtra
00007ffa182d6e27 (__TEXT,__text) non-external (was a private external) _glpOffsetNodeSetOffsetExpr
00007ffa182d6de4 (__TEXT,__text) non-external (was a private external) _glpOffsetNodeSetPreSwizzlePrimitiveType
00007ffa182d6dd2 (__TEXT,__text) non-external (was a private external) _glpOffsetNodeSetSwizzle
00007ffa182d6e43 (__TEXT,__text) non-external (was a private external) _glpOffsetNodeSetVectorElementExpr
00007ffa182d4e94 (__TEXT,__text) non-external (was a private external) _glpOpAssignNodeGetDesugar
00007ffa18276450 (__TEXT,__text) non-external (was a private external) _glpOpenArchive
00007ffa182beb42 (__TEXT,__text) non-external (was a private external) _glpOperatorAsFunctionError
00007ffa1831c145 (__TEXT,__text) external _glpPPDisassemble
00007ffa18357dc0 (__TEXT,__const) non-external _glpPPDisassemble.shaderTargets
00007ffa41d2b0c0 (__DATA_CONST,__const) non-external _glpPPDisassemble.tex_filters
00007ffa41d2b130 (__DATA_CONST,__const) non-external _glpPPDisassemble.tex_formats
00007ffa41d2b0f0 (__DATA_CONST,__const) non-external _glpPPDisassemble.tex_wraps
00007ffa1831f01c (__TEXT,__text) external _glpPPDisassembleFree
00007ffa1832bf78 (__TEXT,__text) external _glpPPShaderLinearize
00007ffa1832bf84 (__TEXT,__text) external _glpPPShaderLinearizeEx
00007ffa1832a8c0 (__TEXT,__text) external _glpPPShaderLinearizeStreamMgr
00007ffa1832a8cc (__TEXT,__text) external _glpPPShaderLinearizeStreamMgrEx
00007ffa182d7115 (__TEXT,__text) non-external (was a private external) _glpPPStreamOpNodeGetHasOffset
00007ffa182d710c (__TEXT,__text) non-external (was a private external) _glpPPStreamOpNodeGetHasSrctex
00007ffa182d7103 (__TEXT,__text) non-external (was a private external) _glpPPStreamOpNodeGetOpPrimitiveType
00007ffa182d70fa (__TEXT,__text) non-external (was a private external) _glpPPStreamOpNodeGetOpcode
00007ffa182d70f1 (__TEXT,__text) non-external (was a private external) _glpPPStreamOpNodeGetReturnPrimitiveType
00007ffa181f24d5 (__TEXT,__text) external _glpPPStreamTokenDump
00007ffa181f24dd (__TEXT,__text) external _glpPPStreamTokenDumpFree
00007ffa182fa20f (__TEXT,__text) non-external _glpPPTFunctionDefinition
00007ffa182f9eb0 (__TEXT,__text) non-external (was a private external) _glpPPTNode
00007ffa182fa415 (__TEXT,__text) non-external _glpPPTRawCall
00007ffa182fa32a (__TEXT,__text) non-external _glpPPTSwitchStatement
00007ffa182fa098 (__TEXT,__text) non-external _glpPPTVariableDeclaration
00007ffa18309c31 (__TEXT,__text) non-external (was a private external) _glpPaIdentOrType
00007ffa18309d23 (__TEXT,__text) non-external (was a private external) _glpPaParseComment
00007ffa1830a4e0 (__TEXT,__text) non-external (was a private external) _glpPaParseStrings
00007ffa18309b60 (__TEXT,__text) non-external (was a private external) _glpPaReservedWord
00007ffa182a062b (__TEXT,__text) non-external (was a private external) _glpPackConstants
00007ffa182d511b (__TEXT,__text) non-external (was a private external) _glpParameterDeclarationNodeGetExtra
00007ffa182d510d (__TEXT,__text) non-external (was a private external) _glpParameterDeclarationNodeGetName
00007ffa182d512f (__TEXT,__text) non-external (was a private external) _glpParameterDeclarationNodeGetType
00007ffa182d5125 (__TEXT,__text) non-external (was a private external) _glpParameterDeclarationNodeSetExtra
00007ffa182d513c (__TEXT,__text) non-external (was a private external) _glpParameterDeclarationNodeSetType
00007ffa1830b110 (__TEXT,__text) non-external (was a private external) _glpParseContextSetGLSLVersion
00007ffa1830b235 (__TEXT,__text) non-external (was a private external) _glpParseContextValidateGLSLVersion
00007ffa182ba8be (__TEXT,__text) non-external (was a private external) _glpParseQualifiers
00007ffa182a2eef (__TEXT,__text) non-external (was a private external) _glpParseRecover
00007ffa18274d64 (__TEXT,__text) non-external (was a private external) _glpPointerHashCache_b
00007ffa18274d2e (__TEXT,__text) non-external (was a private external) _glpPointerHashGet
00007ffa18274bc1 (__TEXT,__text) non-external (was a private external) _glpPointerHashPut
00007ffa18274da9 (__TEXT,__text) non-external (was a private external) _glpPointerHashRemove
00007ffa182a2009 (__TEXT,__text) non-external (was a private external) _glpPopulatePrecisionWidths
00007ffa182d562f (__TEXT,__text) non-external (was a private external) _glpPrecisionDeclarationNodeGetQualifier
00007ffa182d5649 (__TEXT,__text) non-external (was a private external) _glpPrecisionDeclarationNodeGetType
00007ffa182d563c (__TEXT,__text) non-external (was a private external) _glpPrecisionDeclarationNodeSetQualifier
00007ffa182d5657 (__TEXT,__text) non-external (was a private external) _glpPrecisionDeclarationNodeSetType
00007ffa182a15da (__TEXT,__text) non-external (was a private external) _glpPrecisionIndexFromSAFlags
00007ffa182bd65f (__TEXT,__text) non-external (was a private external) _glpPrecisionQualifierFromSaFlags
00007ffa182b7814 (__TEXT,__text) non-external (was a private external) _glpPrimitiveMatrixGetColumnType
00007ffa182b7534 (__TEXT,__text) non-external (was a private external) _glpPrimitiveMatrixGetColumns
00007ffa182b7b1c (__TEXT,__text) non-external (was a private external) _glpPrimitiveMatrixGetElementType
00007ffa182b7998 (__TEXT,__text) non-external (was a private external) _glpPrimitiveMatrixGetRowType
00007ffa182b76a4 (__TEXT,__text) non-external (was a private external) _glpPrimitiveMatrixGetRows
00007ffa182b7e60 (__TEXT,__text) non-external (was a private external) _glpPrimitiveSamplerGetPPDatatype
00007ffa182b7c84 (__TEXT,__text) non-external (was a private external) _glpPrimitiveSamplerGetPPTextarget
00007ffa182c8560 (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeFromString
00007ffa182b822a (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeGetByteStride
00007ffa182b8148 (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeGetBytesPerComponent
00007ffa182b7222 (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeGetCategory
00007ffa182b7205 (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeGetGLType
00007ffa182b8183 (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeGetMaxComponentsPerVec4
00007ffa182b81c0 (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeGetNumVec4s
00007ffa182c857b (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeGetPrimitiveType
00007ffa182b80e4 (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeGetScalarCount
00007ffa182b7fcc (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeGetScalarType
00007ffa182d59e7 (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeNodeGetType
00007ffa182b8028 (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeReplaceScalarType
00007ffa1828bb8c (__TEXT,__text) non-external _glpPrimitiveTypeToLLVMType
00007ffa1834bef9 (__TEXT,__text) non-external _glpPrimitiveTypeToLLVMType.cold.1
00007ffa182b7180 (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeToString
00007ffa182b73b4 (__TEXT,__text) non-external (was a private external) _glpPrimitiveVectorGetElementType
00007ffa182b723f (__TEXT,__text) non-external (was a private external) _glpPrimitiveVectorGetLength
00007ffa1829b36b (__TEXT,__text) non-external _glpProcessComponentWiseVectorAssignment
00007ffa181e5a16 (__TEXT,__text) non-external _glpProgram_PPStreamAddAddressUsage
00007ffa181e5a40 (__TEXT,__text) non-external _glpProgram_PPStreamAddAttribBinding
00007ffa181e5ad8 (__TEXT,__text) non-external _glpProgram_PPStreamAddConstant
00007ffa181e5ae6 (__TEXT,__text) non-external _glpProgram_PPStreamAddLabel
00007ffa181e59cf (__TEXT,__text) non-external _glpProgram_PPStreamAddOperation
00007ffa181e5aca (__TEXT,__text) non-external _glpProgram_PPStreamAddOption
00007ffa181e5a8c (__TEXT,__text) non-external _glpProgram_PPStreamAddOutputBinding
00007ffa181e5a24 (__TEXT,__text) non-external _glpProgram_PPStreamAddParamBinding
00007ffa181e5a32 (__TEXT,__text) non-external _glpProgram_PPStreamAddParamBindingArray
00007ffa181e5a08 (__TEXT,__text) non-external _glpProgram_PPStreamAddTempUsage
00007ffa181e5b21 (__TEXT,__text) non-external _glpProgram_PPStreamResolveBranches
00007ffa181e59c2 (__TEXT,__text) non-external _glpProgram_PPStreamSetTarget
00007ffa182c29a4 (__TEXT,__text) non-external (was a private external) _glpPushdownPrecision
00007ffa182d576c (__TEXT,__text) non-external (was a private external) _glpQualifiedDeclarationGroupNodeAddDeclaration
00007ffa182d574c (__TEXT,__text) non-external (was a private external) _glpQualifiedDeclarationGroupNodeGetDeclaration
00007ffa182d5743 (__TEXT,__text) non-external (was a private external) _glpQualifiedDeclarationGroupNodeGetDeclarationCount
00007ffa182d5779 (__TEXT,__text) non-external (was a private external) _glpQualifiedDeclarationGroupNodeInsertDeclaration
00007ffa182d575c (__TEXT,__text) non-external (was a private external) _glpQualifiedDeclarationGroupNodeSetDeclaration
00007ffa182d56cc (__TEXT,__text) non-external (was a private external) _glpQualifiedDeclarationNodeGetName
00007ffa182d56da (__TEXT,__text) non-external (was a private external) _glpQualifiedDeclarationNodeGetQualifiers
00007ffa182d56e7 (__TEXT,__text) non-external (was a private external) _glpQualifiedDeclarationNodeSetQualifiers
00007ffa182d5968 (__TEXT,__text) non-external (was a private external) _glpQualifiedTypeNodeGetQualifiers
00007ffa182d594e (__TEXT,__text) non-external (was a private external) _glpQualifiedTypeNodeGetType
00007ffa182d5976 (__TEXT,__text) non-external (was a private external) _glpQualifiedTypeNodeSetQualifiers
00007ffa182d595b (__TEXT,__text) non-external (was a private external) _glpQualifiedTypeNodeSetType
00007ffa182ba871 (__TEXT,__text) non-external (was a private external) _glpQualifierKindOfNode
00007ffa182ba850 (__TEXT,__text) non-external (was a private external) _glpQualifierKindToString
00007ffa182d61d9 (__TEXT,__text) non-external (was a private external) _glpQualifierListNodeAddQualifier
00007ffa182d61b9 (__TEXT,__text) non-external (was a private external) _glpQualifierListNodeGetQualifier
00007ffa182d61b0 (__TEXT,__text) non-external (was a private external) _glpQualifierListNodeGetQualifierCount
00007ffa182d61e6 (__TEXT,__text) non-external (was a private external) _glpQualifierListNodeInsertQualifier
00007ffa182d61c9 (__TEXT,__text) non-external (was a private external) _glpQualifierListNodeSetQualifier
00007ffa182b8238 (__TEXT,__text) non-external (was a private external) _glpQualifierName
00007ffa182d6fba (__TEXT,__text) non-external (was a private external) _glpRValueNodeGetBase
00007ffa182d6fc8 (__TEXT,__text) non-external (was a private external) _glpRValueNodeSetBase
00007ffa182d6c84 (__TEXT,__text) non-external (was a private external) _glpRawCallNodeGetExtra
00007ffa182d6c76 (__TEXT,__text) non-external (was a private external) _glpRawCallNodeGetName
00007ffa182d6c8e (__TEXT,__text) non-external (was a private external) _glpRawCallNodeSetExtra
00007ffa182c3610 (__TEXT,__text) non-external (was a private external) _glpReInitDeserialContext
00007ffa182d4e9e (__TEXT,__text) non-external (was a private external) _glpReadInputNodeGetExtra
00007ffa182cdebc (__TEXT,__text) non-external (was a private external) _glpRemapValue
