000000019dd295d0 (__TEXT,__text) non-external +[Calculate _lock]
000000019de9dbc0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$tokenType
000000019de9dbe0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$tokenWithType:range:text:ranks:
000000019de9dc00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$tokenizerWithUnits:
000000019de9dc20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$trie
000000019de9dc40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$typeInfo
000000019de9dc60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$unitExponent
000000019de9dc80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$unitFormat
000000019de9dca0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$unitID
000000019de9dcc0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$unitIDToInfo
000000019de9dce0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$unitInfo
000000019de9dd00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$unitNameToInfo
000000019de9dd20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$unitNames
000000019de9dd40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$unitRanksWithUnitsInfo:
000000019de9dd60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$unitType
000000019de9dd80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$unitTypeNameToInfo
000000019de9dda0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$unitTypeToInfo
000000019de9ddc0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$unitWithID:unitsInfo:exponent:
000000019de9dde0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$units
000000019de9de00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$unitsInfo
000000019de9de20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$unitsInfoWithDictionary:
000000019de9de40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$unlock
000000019de9de60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$update
000000019de9de80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$updateCurrencyCacheWithData:
000000019de9dea0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$usesGroupingSeparator
000000019de9dec0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$usesSignificantDigits
000000019de9dee0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$usesWhitespace
000000019de9df00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$uuid
000000019de9df20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$value
000000019de9df40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$whitespaceCharacterSet
000000019de9df60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$wordBreakIndices
000000019de9df80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$wordBreakIndicesIndex
000000019de9dfa0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$writeCharacter:
000000019de9dfc0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$writeNode:
000000019de9dfe0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$zero
                 (undefined) external _objc_msgSendSuper2 (from libobjc)
                 (undefined) external _objc_opt_class (from libobjc)
                 (undefined) external _objc_opt_isKindOfClass (from libobjc)
                 (undefined) external _objc_opt_new (from libobjc)
                 (undefined) external _objc_opt_self (from libobjc)
                 (undefined) external _objc_release (from libobjc)
                 (undefined) external _objc_retain (from libobjc)
                 (undefined) external _objc_retainAutorelease (from libobjc)
                 (undefined) external _objc_retainAutoreleaseReturnValue (from libobjc)
                 (undefined) external _objc_retainAutoreleasedReturnValue (from libobjc)
                 (undefined) external _objc_retainBlock (from libobjc)
                 (undefined) external _objc_setProperty_nonatomic_copy (from libobjc)
                 (undefined) external _objc_storeStrong (from libobjc)
                 (undefined) external _objc_storeWeak (from libobjc)
                 (undefined) external _objc_unsafeClaimAutoreleasedReturnValue (from libobjc)
00000001d9195478 (__DATA,__bss) non-external _openParenthesesSet
                 (undefined) external _os_log_create (from libSystem)
                 (undefined) external _os_log_type_enabled (from libSystem)
00000001d91954c8 (__DATA,__bss) non-external _outputUnitIndex
                 (undefined) external _pow (from libSystem)
                 (undefined) external _raise (from libSystem)
                 (undefined) external _realloc (from libSystem)
                 (undefined) external _remainder (from libSystem)
00000001d9194d28 (__DATA,__data) non-external _sCalculateLock
00000001d9195380 (__DATA,__bss) non-external _serialQueue.onceToken
00000001d9195388 (__DATA,__bss) non-external _serialQueue.queue
00000001d9194cd8 (__DATA,__data) non-external _shared.onceToken
00000001d9194cd0 (__DATA,__data) non-external _shared.shared
                 (undefined) external _sin (from libSystem)
                 (undefined) external _sinh (from libSystem)
                 (undefined) external _snprintf (from libSystem)
                 (undefined) external _sprintf (from libSystem)
                 (undefined) external _strchr (from libSystem)
                 (undefined) external _strlen (from libSystem)
                 (undefined) external _strtod (from libSystem)
                 (undefined) external _strtold (from libSystem)
                 (undefined) external _strtoull (from libSystem)
00000001d9195460 (__DATA,__bss) non-external _subtractSet
00000001d9195498 (__DATA,__bss) non-external _symbolSet
                 (undefined) external _tan (from libSystem)
                 (undefined) external _tanh (from libSystem)
                 (undefined) external _tgamma (from libSystem)
00000001d91953c8 (__DATA,__bss) non-external _tmp_unitSuggestions
00000001d91953d0 (__DATA,__bss) non-external _tmp_unitSuggestionsSet
00000001d91953d8 (__DATA,__bss) non-external _tmp_unitsInfo
000000019dd0762c (__TEXT,__text) non-external _treeDecimalValue
000000019dd0b538 (__TEXT,__text) non-external _trivialCoefficient
                 (undefined) external _u_austrcpy (from libicucore)
                 (undefined) external _u_charDigitValue (from libicucore)
                 (undefined) external _u_isdigit (from libicucore)
                 (undefined) external _u_uastrncpy (from libicucore)
00000001d9194d30 (__DATA,__data) non-external _unitsInfo
                 (undefined) external _unum_close (from libicucore)
                 (undefined) external _unum_formatDoubleCurrency (from libicucore)
                 (undefined) external _unum_open (from libicucore)
00000001d9195318 (__DATA,__bss) non-external _usesWhitespace.nonWhitespaceLanguages
00000001d9195320 (__DATA,__bss) non-external _usesWhitespace.onceToken
00000001d9195448 (__DATA,__bss) non-external _whitespaceSet
                 (undefined) external _y0 (from libSystem)
                 (undefined) external _y1 (from libSystem)
000000019dd5a3ca (__TEXT,__const) non-external _yy_accept
000000019dd5aade (__TEXT,__const) non-external _yy_base
00000001d9194cf0 (__DATA,__data) non-external _yy_buffer_stack
00000001d9194d20 (__DATA,__data) non-external _yy_buffer_stack_max
00000001d9194cf8 (__DATA,__data) non-external _yy_c_buf_p
000000019dd5a652 (__TEXT,__const) non-external _yy_chk
000000019dd5ad72 (__TEXT,__const) non-external _yy_def
000000019dd5a2c9 (__TEXT,__const) non-external _yy_ec
000000019dd35bb4 (__TEXT,__text) non-external _yy_fatal_error
000000019dd35ad8 (__TEXT,__text) non-external _yy_get_previous_state
00000001d9194d00 (__DATA,__data) non-external _yy_hold_char
00000001d9194ce8 (__DATA,__data) non-external _yy_init
00000001d9194d08 (__DATA,__data) non-external _yy_last_accepting_cpos
00000001d9194d04 (__DATA,__data) non-external _yy_last_accepting_state
000000019dd5b006 (__TEXT,__const) non-external _yy_meta
00000001d9194d18 (__DATA,__data) non-external _yy_n_chars
000000019dd5b054 (__TEXT,__const) non-external _yy_nxt
000000019dd5b4e0 (__TEXT,__const) non-external _yy_rule_can_match_eol
00000001d9194cec (__DATA,__data) non-external _yy_start
00000001d9194c5c (__DATA,__data) non-external _yychar
000000019dd59142 (__TEXT,__const) non-external _yycheck
000000019dd59eee (__TEXT,__const) non-external _yydefact
000000019dd5a158 (__TEXT,__const) non-external _yydefgoto
00000001d9194e28 (__DATA,__bss) non-external _yylval
00000001d9194c68 (__DATA,__data) non-external _yynerrs
000000019dd58d8c (__TEXT,__const) non-external _yypact
000000019dd5a120 (__TEXT,__const) non-external _yypgoto
000000019dd5a0a3 (__TEXT,__const) non-external _yyr1
000000019dd5a027 (__TEXT,__const) non-external _yyr2
000000019dd5a190 (__TEXT,__const) non-external _yystos
000000019dd59818 (__TEXT,__const) non-external _yytable
000000019dd58ffe (__TEXT,__const) non-external _yytranslate
