00007ff8027a6886 (__TEXT,__text) external _NSAddImage
00007ff8027c5b30 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o6Policy23enforceMainFlagsCorrectEv
00007ff8027c5a96 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o6Policy23enforceOneFixupEncodingEv
00007ff8027c5a56 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o6Policy23enforceReadOnlyLinkeditEv
00007ff8027c5b42 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o6Policy24enforceNoDuplicateDylibsEv
00007ff8027c5b42 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o6Policy24enforceNoDuplicateRPathsEv
00007ff8027c5ade (__TEXT,__text) non-external (was a private external) __ZNK6mach_o6Policy24enforceSectionsInSegmentEv
00007ff8027c5b42 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o6Policy25enforceUniqueSegmentNamesEv
00007ff8027c5acc (__TEXT,__text) non-external (was a private external) __ZNK6mach_o6Policy27enforceCodeSignatureAlignedEv
00007ff8027c5b42 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o6Policy29enforceDataSegmentPermissionsEv
00007ff8027c5acc (__TEXT,__text) non-external (was a private external) __ZNK6mach_o6Policy29enforceTextSegmentPermissionsEv
00007ff8027c5acc (__TEXT,__text) non-external (was a private external) __ZNK6mach_o6Policy31enforceFixupsInWritableSegmentsEv
00007ff8027c5a7a (__TEXT,__text) non-external (was a private external) __ZNK6mach_o6Policy31enforceLinkeditContentAlignmentEv
00007ff8027c5b54 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o6Policy34enforceDataConstSegmentPermissionsEv
00007ff8027c5aa8 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o6Policy34enforceSegmentOrderMatchesLoadCmdsEv
00007ff8027c4ec2 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o6Symbol10implOffsetEv
00007ff8027cea30 (__TEXT,__text) non-external __ZNK6mach_o6Symbol10implOffsetEv.cold.1
00007ff8027c4f1a (__TEXT,__text) non-external (was a private external) __ZNK6mach_o6Symbol10isAbsoluteERy
00007ff8027c4ef4 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o6Symbol10isReExportERiRPKc
00007ff8027c4eda (__TEXT,__text) non-external (was a private external) __ZNK6mach_o6Symbol17isDynamicResolverERy
00007ff8027c4542 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o8Platform11isSimulatorEv
00007ff8027c455a (__TEXT,__text) non-external (was a private external) __ZNK6mach_o8Platform12isExclaveKitEv
00007ff8027c456e (__TEXT,__text) non-external (was a private external) __ZNK6mach_o8Platform12libSystemDirEv
00007ff8027c452a (__TEXT,__text) non-external (was a private external) __ZNK6mach_o8Platform5emptyEv
00007ff8027c4604 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o8Platform5epochENS_9Version32E
00007ff8027c44f6 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o8Platform5validEv
00007ff8027ca6c2 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o9Universal10validSliceENS_12ArchitectureEyy
00007ff8027ca800 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o9Universal12forEachSliceEU13block_pointerFvNS0_5SliceERbE
00007ff8027ca3b2 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o9Universal12forEachSliceEU13block_pointerFvNS_12ArchitectureEyyRbE
00007ff8027ca07a (__TEXT,__text) non-external (was a private external) __ZNK6mach_o9Universal5validEy
00007ff8027ca87c (__TEXT,__text) non-external (was a private external) __ZNK6mach_o9Universal9bestSliceERKNS_19GradedArchitecturesEbRNS0_5SliceE
00007ff8027b63e0 (__TEXT,__text) non-external (was a private external) __ZNKSt3__111__copy_implclB8nn200100IPhS2_NS_20back_insert_iteratorIN3lsl6VectorIcEEEEEENS_4pairIT_T1_EES9_T0_SA_
00007ff8027ae024 (__TEXT,__text) non-external (was a private external) __ZNKSt3__117basic_string_viewIcNS_11char_traitsIcEEE11starts_withB8nn200100EPKc
00007ff8027b5828 (__TEXT,__text) non-external (was a private external) __ZNKSt3__117basic_string_viewIcNS_11char_traitsIcEEE7compareB8nn200100EmmS3_
00007ff8027b8788 (__TEXT,__text) non-external (was a private external) __ZNSt3__123__lower_bound_bisectingB8nn200100INS_17_ClassicAlgPolicyENS_11__wrap_iterIPPKcEES4_NS_10__identityEN3lsl20ConstCharStarCompareEEET0_SA_RKT1_NS_15iterator_traitsISA_E15difference_typeERT3_RT2_
00007ff8027b57da (__TEXT,__text) non-external (was a private external) __ZNSt3__18optionalIyE4swapB8nn200100ERS1_
00007ff84005dca0 (__DATA_CONST,__const) non-external (was a private external) __ZTVN3lsl8CRC32cSWE
00007ff84005d150 (__DATA_CONST,__const) non-external (was a private external) __ZTVN5dyld416LibSystemHelpersE
00007ff84005f8a8 (__DATA_CONST,__const) non-external (was a private external) __ZTVN6mach_o11BindOpcodesE
00007ff84005f968 (__DATA_CONST,__const) non-external (was a private external) __ZTVN6mach_o15LazyBindOpcodesE
00007ff84005e2f0 (__DATA_CONST,__const) non-external (was a private external) __ZTVN6mach_o16PlatformInfo_iOSE
00007ff84005e3b0 (__DATA_CONST,__const) non-external (was a private external) __ZTVN6mach_o17PlatformInfo_tvOSE
00007ff84005e290 (__DATA_CONST,__const) non-external (was a private external) __ZTVN6mach_o18PlatformInfo_macOSE
00007ff84005e710 (__DATA_CONST,__const) non-external (was a private external) __ZTVN6mach_o18PlatformInfo_sepOSE
00007ff84005e530 (__DATA_CONST,__const) non-external (was a private external) __ZTVN6mach_o20PlatformInfo_watchOSE
00007ff84005e5f0 (__DATA_CONST,__const) non-external (was a private external) __ZTVN6mach_o21PlatformInfo_bridgeOSE
00007ff84005e6b0 (__DATA_CONST,__const) non-external (was a private external) __ZTVN6mach_o21PlatformInfo_firmwareE
00007ff84005ea70 (__DATA_CONST,__const) non-external (was a private external) __ZTVN6mach_o21PlatformInfo_visionOSE
00007ff84005e4d0 (__DATA_CONST,__const) non-external (was a private external) __ZTVN6mach_o21PlatformInfo_zipperedE
00007ff84005e650 (__DATA_CONST,__const) non-external (was a private external) __ZTVN6mach_o22PlatformInfo_driverKitE
00007ff84005e470 (__DATA_CONST,__const) non-external (was a private external) __ZTVN6mach_o24PlatformInfo_macCatalystE
00007ff84005ec50 (__DATA_CONST,__const) non-external (was a private external) __ZTVN6mach_o26PlatformInfo_iOS_kernelKitE
00007ff84005e350 (__DATA_CONST,__const) non-external (was a private external) __ZTVN6mach_o26PlatformInfo_iOS_simulatorE
00007ff84005e890 (__DATA_CONST,__const) non-external (was a private external) __ZTVN6mach_o27PlatformInfo_iOS_exclaveKitE
00007ff84005ecb0 (__DATA_CONST,__const) non-external (was a private external) __ZTVN6mach_o27PlatformInfo_tvOS_kernelKitE
00007ff84005e410 (__DATA_CONST,__const) non-external (was a private external) __ZTVN6mach_o27PlatformInfo_tvOS_simulatorE
00007ff84005e830 (__DATA_CONST,__const) non-external (was a private external) __ZTVN6mach_o28PlatformInfo_iOS_exclaveCoreE
00007ff84005ebf0 (__DATA_CONST,__const) non-external (was a private external) __ZTVN6mach_o28PlatformInfo_macOS_kernelKitE
00007ff84005e950 (__DATA_CONST,__const) non-external (was a private external) __ZTVN6mach_o28PlatformInfo_tvOS_exclaveKitE
00007ff84005e7d0 (__DATA_CONST,__const) non-external (was a private external) __ZTVN6mach_o29PlatformInfo_macOS_exclaveKitE
00007ff84005e8f0 (__DATA_CONST,__const) non-external (was a private external) __ZTVN6mach_o29PlatformInfo_tvOS_exclaveCoreE
00007ff84005e770 (__DATA_CONST,__const) non-external (was a private external) __ZTVN6mach_o30PlatformInfo_macOS_exclaveCoreE
00007ff84005ed10 (__DATA_CONST,__const) non-external (was a private external) __ZTVN6mach_o30PlatformInfo_watchOS_kernelKitE
00007ff84005e590 (__DATA_CONST,__const) non-external (was a private external) __ZTVN6mach_o30PlatformInfo_watchOS_simulatorE
00007ff84005edd0 (__DATA_CONST,__const) non-external (was a private external) __ZTVN6mach_o31PlatformInfo_bridgeOS_kernelKitE
00007ff84005ed70 (__DATA_CONST,__const) non-external (was a private external) __ZTVN6mach_o31PlatformInfo_visionOS_kernelKitE
00007ff84005ead0 (__DATA_CONST,__const) non-external (was a private external) __ZTVN6mach_o31PlatformInfo_visionOS_simulatorE
00007ff84005ea10 (__DATA_CONST,__const) non-external (was a private external) __ZTVN6mach_o31PlatformInfo_watchOS_exclaveKitE
00007ff84005eb90 (__DATA_CONST,__const) non-external (was a private external) __ZTVN6mach_o32PlatformInfo_visionOS_exclaveKitE
00007ff84005e9b0 (__DATA_CONST,__const) non-external (was a private external) __ZTVN6mach_o32PlatformInfo_watchOS_exclaveCoreE
00007ff84005eb30 (__DATA_CONST,__const) non-external (was a private external) __ZTVN6mach_o33PlatformInfo_visionOS_exclaveCoreE
00007ff84005f240 (__DATA_CONST,__const) non-external (was a private external) __ZTVN6mach_o33PointerFormat_DYLD_CHAINED_PTR_32E
00007ff84005f1a0 (__DATA_CONST,__const) non-external (was a private external) __ZTVN6mach_o33PointerFormat_DYLD_CHAINED_PTR_64E
00007ff84005f0f0 (__DATA_CONST,__const) non-external (was a private external) __ZTVN6mach_o37PointerFormat_DYLD_CHAINED_PTR_ARM64EE
00007ff84005f2d8 (__DATA_CONST,__const) non-external (was a private external) __ZTVN6mach_o39PointerFormat_DYLD_CHAINED_PTR_32_CACHEE
00007ff84005f408 (__DATA_CONST,__const) non-external (was a private external) __ZTVN6mach_o40PointerFormat_DYLD_CHAINED_PTR_64_OFFSETE
00007ff84005f370 (__DATA_CONST,__const) non-external (was a private external) __ZTVN6mach_o42PointerFormat_DYLD_CHAINED_PTR_32_FIRMWAREE
00007ff84005f4a8 (__DATA_CONST,__const) non-external (was a private external) __ZTVN6mach_o44PointerFormat_DYLD_CHAINED_PTR_ARM64E_KERNELE
00007ff84005f558 (__DATA_CONST,__const) non-external (was a private external) __ZTVN6mach_o46PointerFormat_DYLD_CHAINED_PTR_64_KERNEL_CACHEE
00007ff84005f6a0 (__DATA_CONST,__const) non-external (was a private external) __ZTVN6mach_o46PointerFormat_DYLD_CHAINED_PTR_ARM64E_FIRMWAREE
00007ff84005f5f0 (__DATA_CONST,__const) non-external (was a private external) __ZTVN6mach_o46PointerFormat_DYLD_CHAINED_PTR_ARM64E_USERLANDE
00007ff84005f048 (__DATA_CONST,__const) non-external (was a private external) __ZTVN6mach_o47PointerFormat_DYLD_CHAINED_PTR_ARM64E_SEGMENTEDE
00007ff84005f7e8 (__DATA_CONST,__const) non-external (was a private external) __ZTVN6mach_o48PointerFormat_DYLD_CHAINED_PTR_ARM64E_USERLAND24E
00007ff84005efa0 (__DATA_CONST,__const) non-external (was a private external) __ZTVN6mach_o50PointerFormat_DYLD_CHAINED_PTR_ARM64E_SHARED_CACHEE
00007ff84005f750 (__DATA_CONST,__const) non-external (was a private external) __ZTVN6mach_o50PointerFormat_DYLD_CHAINED_PTR_X86_64_KERNEL_CACHEE
00007ff84389eaa8 (__DATA,__bss) non-external __ZZ32dyldFrameworkIntrospectionVtablevE6vtable
00007ff84389eaa0 (__DATA,__bss) non-external __ZZ32dyldFrameworkIntrospectionVtablevE9onceToken
00007ff84389ea98 (__DATA,__bss) non-external __ZZL18defaultFileManagervE12sFileManager
00007ff84389ea90 (__DATA,__bss) non-external __ZZL18defaultFileManagervE9onceToken
00007ff84005d2b0 (__DATA_CONST,__const) non-external __ZZN22dyld_process_info_base15copySegmentNameEPKcE11stdSegNames
00007ff8027ced70 (__TEXT,__const) non-external __ZZN5dyld45Atlas11SharedCache35forEachInstalledCacheWithSystemPathERN3lsl9AllocatorERNS_11FileManagerEPKcU13block_pointerFvPS1_EE13cacheDirPaths.rel
00007ff84389ea88 (__DATA,__bss) non-external __ZZN5dyld45Atlas15ProcessSnapshotC1ERN3lsl9AllocatorERNS_11FileManagerEbNSt3__14spanISt4byteLm18446744073709551615EEEE20unwrapCompactInfoPtr
00007ff84389ea80 (__DATA,__bss) non-external __ZZN5dyld45Atlas15ProcessSnapshotC1ERN3lsl9AllocatorERNS_11FileManagerEbNSt3__14spanISt4byteLm18446744073709551615EEEE9onceToken
00007ff84005e110 (__DATA_CONST,__const) non-external __ZZNK6mach_o6Header19loadableIntoProcessENS_8PlatformE7CStringbE9macOSHost
00007ff8027a754a (__TEXT,__text) non-external ___Block_byref_object_copy_
00007ff8027a92d6 (__TEXT,__text) non-external ___Block_byref_object_copy_
00007ff8027af93c (__TEXT,__text) non-external ___Block_byref_object_copy_
00007ff8027bfd2c (__TEXT,__text) non-external ___Block_byref_object_copy_
00007ff8027c587f (__TEXT,__text) non-external ___Block_byref_object_copy_
00007ff8027c83c3 (__TEXT,__text) non-external ___Block_byref_object_copy_
00007ff8027c8e14 (__TEXT,__text) non-external ___Block_byref_object_copy_
00007ff8027ca392 (__TEXT,__text) non-external ___Block_byref_object_copy_
00007ff8027cc321 (__TEXT,__text) non-external ___Block_byref_object_copy_
00007ff8027c00b4 (__TEXT,__text) non-external ___Block_byref_object_copy_.19
00007ff8027cca4c (__TEXT,__text) non-external ___Block_byref_object_copy_.45
00007ff8027c1ed1 (__TEXT,__text) non-external ___Block_byref_object_copy_.63
00007ff8027cd5a9 (__TEXT,__text) non-external ___Block_byref_object_copy_.84
00007ff8027a755c (__TEXT,__text) non-external ___Block_byref_object_dispose_
00007ff8027a92ec (__TEXT,__text) non-external ___Block_byref_object_dispose_
00007ff8027af95c (__TEXT,__text) non-external ___Block_byref_object_dispose_
00007ff8027bfd48 (__TEXT,__text) non-external ___Block_byref_object_dispose_
00007ff8027c5891 (__TEXT,__text) non-external ___Block_byref_object_dispose_
00007ff8027c83d5 (__TEXT,__text) non-external ___Block_byref_object_dispose_
00007ff8027c8e26 (__TEXT,__text) non-external ___Block_byref_object_dispose_
00007ff8027ca3a4 (__TEXT,__text) non-external ___Block_byref_object_dispose_
00007ff8027cc333 (__TEXT,__text) non-external ___Block_byref_object_dispose_
00007ff8027c00c6 (__TEXT,__text) non-external ___Block_byref_object_dispose_.20
00007ff8027cca63 (__TEXT,__text) non-external ___Block_byref_object_dispose_.46
00007ff8027c1f14 (__TEXT,__text) non-external ___Block_byref_object_dispose_.64
00007ff8027cd5cd (__TEXT,__text) non-external ___Block_byref_object_dispose_.85
00007ff8027a9d98 (__TEXT,__text) non-external ____Z16withRemoteObjectI14mach_header_64EvjyPiU13block_pointerFvT_E_block_invoke
00007ff8027ac0cc (__TEXT,__text) non-external ____Z32dyldFrameworkIntrospectionVtablev_block_invoke
00007ff8027ad354 (__TEXT,__text) non-external ____ZL18defaultFileManagerv_block_invoke
00007ff8027abe84 (__TEXT,__text) non-external ____ZL19iterateDependenciesRKN6mach_o5ImageEU13block_pointerFvPKcS4_PbE_block_invoke
00007ff8027abfd3 (__TEXT,__text) non-external ____ZL22iterateExportedSymbolsRKN6mach_o5ImageEU13block_pointerFvPKcS4_PbE_block_invoke
00007ff8027ac074 (__TEXT,__text) non-external ____ZL22iterateExportedSymbolsRKN6mach_o5ImageEU13block_pointerFvPKcS4_PbE_block_invoke.29
00007ff8027abeef (__TEXT,__text) non-external ____ZL22iterateImportedSymbolsRKN6mach_o5ImageEU13block_pointerFvPKcS4_bPbE_block_invoke
00007ff8027abf37 (__TEXT,__text) non-external ____ZL22iterateImportedSymbolsRKN6mach_o5ImageEU13block_pointerFvPKcS4_bPbE_block_invoke.19
00007ff8027abf7f (__TEXT,__text) non-external ____ZL22iterateImportedSymbolsRKN6mach_o5ImageEU13block_pointerFvPKcS4_bPbE_block_invoke.21
00007ff8027abfcd (__TEXT,__text) non-external ____ZL22iterateImportedSymbolsRKN6mach_o5ImageEU13block_pointerFvPKcS4_bPbE_block_invoke.25
00007ff8027abf85 (__TEXT,__text) non-external ____ZL22iterateImportedSymbolsRKN6mach_o5ImageEU13block_pointerFvPKcS4_bPbE_block_invoke_2
00007ff8027a9ca4 (__TEXT,__text) non-external ____ZN22dyld_process_info_base13makeSuspendedI23dyld_all_image_infos_32EENSt3__110unique_ptrIS_25dyld_process_info_deleterEEjRKT_yPi_block_invoke
00007ff8027aa7f5 (__TEXT,__text) non-external ____ZN22dyld_process_info_base13makeSuspendedI23dyld_all_image_infos_64EENSt3__110unique_ptrIS_25dyld_process_info_deleterEEjRKT_yPi_block_invoke
00007ff8027a64ee (__TEXT,__text) non-external ____ZN22dyld_process_info_base29addInfoFromRemoteLoadCommandsEjy_block_invoke
00007ff8027a85af (__TEXT,__text) non-external ____ZN22dyld_process_info_base29addInfoFromRemoteLoadCommandsEjy_block_invoke.4
00007ff8027a98ba (__TEXT,__text) non-external ____ZN22dyld_process_info_base4makeI23dyld_all_image_infos_3218dyld_image_info_32EENSt3__110unique_ptrIS_25dyld_process_info_deleterEEjRKT_yPi_block_invoke
00007ff8027a9bb3 (__TEXT,__text) non-external ____ZN22dyld_process_info_base4makeI23dyld_all_image_infos_3218dyld_image_info_32EENSt3__110unique_ptrIS_25dyld_process_info_deleterEEjRKT_yPi_block_invoke.24
00007ff8027aa380 (__TEXT,__text) non-external ____ZN22dyld_process_info_base4makeI23dyld_all_image_infos_6418dyld_image_info_64EENSt3__110unique_ptrIS_25dyld_process_info_deleterEEjRKT_yPi_block_invoke
00007ff8027aa704 (__TEXT,__text) non-external ____ZN22dyld_process_info_base4makeI23dyld_all_image_infos_6418dyld_image_info_64EENSt3__110unique_ptrIS_25dyld_process_info_deleterEEjRKT_yPi_block_invoke.33
00007ff8027a8089 (__TEXT,__text) non-external ____ZN22dyld_process_info_base8copyPathEjPiy_block_invoke
00007ff8027aae30 (__TEXT,__text) non-external ____ZN29dyld_process_info_notify_base10disconnectEv_block_invoke
00007ff8027aaea6 (__TEXT,__text) non-external ____ZN29dyld_process_info_notify_base7releaseEv_block_invoke
00007ff8027aaae2 (__TEXT,__text) non-external ____ZN29dyld_process_info_notify_baseC2EP16dispatch_queue_sU13block_pointerFvbyyPKhPKcEU13block_pointerFvvEjPi_block_invoke
00007ff8027aad2d (__TEXT,__text) non-external ____ZN29dyld_process_info_notify_baseC2EP16dispatch_queue_sU13block_pointerFvbyyPKhPKcEU13block_pointerFvvEjPi_block_invoke_2
00007ff8027a7973 (__TEXT,__text) non-external ____ZN4dyld20ThreadLocalVariables12finalizeListEPv_block_invoke
00007ff8027a79e4 (__TEXT,__text) non-external ____ZN4dyld20ThreadLocalVariables12finalizeListEPv_block_invoke_2
00007ff8027a756a (__TEXT,__text) non-external ____ZN4dyld20ThreadLocalVariables16forEachThunkSpanEPKN6mach_o6HeaderEU13block_pointerFNS1_5ErrorENSt3__14spanINS0_5ThunkELm18446744073709551615EEEE_block_invoke
00007ff8027a742d (__TEXT,__text) non-external ____ZN4dyld20ThreadLocalVariables18findInitialContentEPKN6mach_o6HeaderERNSt3__14spanIKhLm18446744073709551615EEERb_block_invoke
00007ff8027a769b (__TEXT,__text) non-external ____ZN4dyld20ThreadLocalVariables24initializeThunksFromDiskEPKN6mach_o6HeaderE_block_invoke
00007ff8027a777c (__TEXT,__text) non-external ____ZN4dyld20ThreadLocalVariables27initializeThunksInDyldCacheEPK15DyldSharedCachePKN6mach_o6HeaderE_block_invoke
00007ff8027b4d91 (__TEXT,__text) non-external ____ZN5dyld45Atlas15ProcessSnapshotC2ERN3lsl9AllocatorERNS_11FileManagerEbNSt3__14spanISt4byteLm18446744073709551615EEE_block_invoke
00007ff8027b04af (__TEXT,__text) non-external ____ZN5dyld45Atlas5Image14forEachSectionEU13block_pointerFvPKcS3_yyE_block_invoke
00007ff8027b0365 (__TEXT,__text) non-external ____ZN5dyld45Atlas5Image14forEachSegmentEU13block_pointerFvPKcyyiE_block_invoke
00007ff8027b08c3 (__TEXT,__text) non-external ____ZN5dyld45Atlas5Image17contentForSectionEPKcS3_U13block_pointerFvPKvyyE_block_invoke
00007ff8027b0606 (__TEXT,__text) non-external ____ZN5dyld45Atlas5Image17contentForSegmentEPKcU13block_pointerFvPKvyyE_block_invoke
00007ff8027af895 (__TEXT,__text) non-external ____ZN5dyld45Atlas6Mapper14mapperForMachOERN3lsl9AllocatorERNS_10FileRecordERKNS2_4UUIDENS0_11SafePointerE_block_invoke
00007ff8027af975 (__TEXT,__text) non-external ____ZN5dyld45Atlas6Mapper14mapperForMachOERN3lsl9AllocatorERNS_10FileRecordERKNS2_4UUIDENS0_11SafePointerE_block_invoke.3
00007ff8027b2f67 (__TEXT,__text) non-external ____ZN5dyld45Atlas7Process18setupNotificationsEPi_block_invoke
00007ff8027b33b8 (__TEXT,__text) non-external ____ZN5dyld45Atlas7Process18setupNotificationsEPi_block_invoke_2
00007ff8027b3ae1 (__TEXT,__text) non-external ____ZN5dyld45Atlas7Process20registerEventHandlerEPijP16dispatch_queue_sU13block_pointerFvvE_block_invoke
00007ff8027cde78 (__TEXT,__text) non-external ____ZN5dyld45Atlas7Process20registerEventHandlerEPijP16dispatch_queue_sU13block_pointerFvvE_block_invoke.cold.1
00007ff8027b3d2c (__TEXT,__text) non-external ____ZN5dyld45Atlas7Process22unregisterEventHandlerEj_block_invoke
00007ff8027cde9b (__TEXT,__text) non-external ____ZN5dyld45Atlas7Process22unregisterEventHandlerEj_block_invoke.cold.1
