00007ffb43603ea8 (__DATA,__data) non-external _.compoundliteral
00007ffb413a6260 (__DATA_CONST,__const) non-external _glpPPDisassemble.tex_formats
00007ffb08431644 (__TEXT,__const) non-external _glpPPDisassemble.tex_types.rel
00007ffb413a6220 (__DATA_CONST,__const) non-external _glpPPDisassemble.tex_wraps
00007ffb083faeba (__TEXT,__text) external _glpPPDisassembleFree
00007ffb08407e00 (__TEXT,__text) external _glpPPShaderLinearize
00007ffb08407e0c (__TEXT,__text) external _glpPPShaderLinearizeEx
00007ffb08406940 (__TEXT,__text) external _glpPPShaderLinearizeStreamMgr
00007ffb0840694c (__TEXT,__text) external _glpPPShaderLinearizeStreamMgrEx
00007ffb083b5a55 (__TEXT,__text) non-external (was a private external) _glpPPStreamOpNodeGetHasOffset
00007ffb083b5a4c (__TEXT,__text) non-external (was a private external) _glpPPStreamOpNodeGetHasSrctex
00007ffb083b5a43 (__TEXT,__text) non-external (was a private external) _glpPPStreamOpNodeGetOpPrimitiveType
00007ffb083b5a3a (__TEXT,__text) non-external (was a private external) _glpPPStreamOpNodeGetOpcode
00007ffb083b5a31 (__TEXT,__text) non-external (was a private external) _glpPPStreamOpNodeGetReturnPrimitiveType
00007ffb082cefa8 (__TEXT,__text) external _glpPPStreamTokenDump
00007ffb082cefb0 (__TEXT,__text) external _glpPPStreamTokenDumpFree
00007ffb083d641d (__TEXT,__text) non-external _glpPPTFunctionDefinition
00007ffb083d60c0 (__TEXT,__text) non-external (was a private external) _glpPPTNode
00007ffb083d662f (__TEXT,__text) non-external _glpPPTRawCall
00007ffb083d653e (__TEXT,__text) non-external _glpPPTSwitchStatement
00007ffb083d62a8 (__TEXT,__text) non-external _glpPPTVariableDeclaration
00007ffb083e5e09 (__TEXT,__text) non-external (was a private external) _glpPaIdentOrType
00007ffb083e5ef4 (__TEXT,__text) non-external (was a private external) _glpPaParseComment
00007ffb083e66d9 (__TEXT,__text) non-external (was a private external) _glpPaParseStrings
00007ffb083e5d38 (__TEXT,__text) non-external (was a private external) _glpPaReservedWord
00007ffb0837e4ba (__TEXT,__text) non-external (was a private external) _glpPackConstants
00007ffb083b3a0a (__TEXT,__text) non-external (was a private external) _glpParameterDeclarationNodeGetExtra
00007ffb083b39fc (__TEXT,__text) non-external (was a private external) _glpParameterDeclarationNodeGetName
00007ffb083b3a1e (__TEXT,__text) non-external (was a private external) _glpParameterDeclarationNodeGetType
00007ffb083b3a14 (__TEXT,__text) non-external (was a private external) _glpParameterDeclarationNodeSetExtra
00007ffb083b3a2b (__TEXT,__text) non-external (was a private external) _glpParameterDeclarationNodeSetType
00007ffb083e72c0 (__TEXT,__text) non-external (was a private external) _glpParseContextSetGLSLVersion
00007ffb083e73dc (__TEXT,__text) non-external (was a private external) _glpParseContextValidateGLSLVersion
00007ffb08398e4c (__TEXT,__text) non-external (was a private external) _glpParseQualifiers
00007ffb08380e5f (__TEXT,__text) non-external (was a private external) _glpParseRecover
00007ffb0834fc45 (__TEXT,__text) non-external (was a private external) _glpPointerHashCache_b
00007ffb0834fbf6 (__TEXT,__text) non-external (was a private external) _glpPointerHashGet
00007ffb0834faa2 (__TEXT,__text) non-external (was a private external) _glpPointerHashPut
00007ffb0834fc8a (__TEXT,__text) non-external (was a private external) _glpPointerHashRemove
00007ffb0837ff64 (__TEXT,__text) non-external (was a private external) _glpPopulatePrecisionWidths
00007ffb083b3f3c (__TEXT,__text) non-external (was a private external) _glpPrecisionDeclarationNodeGetQualifier
00007ffb083b3f56 (__TEXT,__text) non-external (was a private external) _glpPrecisionDeclarationNodeGetType
00007ffb083b3f49 (__TEXT,__text) non-external (was a private external) _glpPrecisionDeclarationNodeSetQualifier
00007ffb083b3f64 (__TEXT,__text) non-external (was a private external) _glpPrecisionDeclarationNodeSetType
00007ffb0837f4a1 (__TEXT,__text) non-external (was a private external) _glpPrecisionIndexFromSAFlags
00007ffb0839bbbf (__TEXT,__text) non-external (was a private external) _glpPrecisionQualifierFromSaFlags
00007ffb08395df4 (__TEXT,__text) non-external (was a private external) _glpPrimitiveMatrixGetColumnType
00007ffb08395b0c (__TEXT,__text) non-external (was a private external) _glpPrimitiveMatrixGetColumns
00007ffb08396104 (__TEXT,__text) non-external (was a private external) _glpPrimitiveMatrixGetElementType
00007ffb08395f7c (__TEXT,__text) non-external (was a private external) _glpPrimitiveMatrixGetRowType
00007ffb08395c80 (__TEXT,__text) non-external (was a private external) _glpPrimitiveMatrixGetRows
00007ffb08396448 (__TEXT,__text) non-external (was a private external) _glpPrimitiveSamplerGetPPDatatype
00007ffb0839626c (__TEXT,__text) non-external (was a private external) _glpPrimitiveSamplerGetPPTextarget
00007ffb083a6c80 (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeFromString
00007ffb0839680a (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeGetByteStride
00007ffb08396720 (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeGetBytesPerComponent
00007ffb083957fc (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeGetCategory
00007ffb083957e1 (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeGetGLType
00007ffb0839675b (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeGetMaxComponentsPerVec4
00007ffb08396798 (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeGetNumVec4s
00007ffb083a6c9b (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeGetPrimitiveType
00007ffb083966bc (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeGetScalarCount
00007ffb083965b4 (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeGetScalarType
00007ffb083b42fd (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeNodeGetType
00007ffb08396610 (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeReplaceScalarType
00007ffb08368f04 (__TEXT,__text) non-external _glpPrimitiveTypeToLLVMType
00007ffb0842585a (__TEXT,__text) non-external _glpPrimitiveTypeToLLVMType.cold.1
00007ffb08395760 (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeToString
00007ffb0839598c (__TEXT,__text) non-external (was a private external) _glpPrimitiveVectorGetElementType
00007ffb08395817 (__TEXT,__text) non-external (was a private external) _glpPrimitiveVectorGetLength
00007ffb08378bd9 (__TEXT,__text) non-external _glpProcessComponentWiseVectorAssignment
00007ffb082c129e (__TEXT,__text) non-external _glpProgram_PPStreamAddAddressUsage
00007ffb082c12c8 (__TEXT,__text) non-external _glpProgram_PPStreamAddAttribBinding
00007ffb082c1361 (__TEXT,__text) non-external _glpProgram_PPStreamAddConstant
00007ffb082c136f (__TEXT,__text) non-external _glpProgram_PPStreamAddLabel
00007ffb082c1257 (__TEXT,__text) non-external _glpProgram_PPStreamAddOperation
00007ffb082c1353 (__TEXT,__text) non-external _glpProgram_PPStreamAddOption
00007ffb082c1315 (__TEXT,__text) non-external _glpProgram_PPStreamAddOutputBinding
00007ffb082c12ac (__TEXT,__text) non-external _glpProgram_PPStreamAddParamBinding
00007ffb082c12ba (__TEXT,__text) non-external _glpProgram_PPStreamAddParamBindingArray
00007ffb082c1290 (__TEXT,__text) non-external _glpProgram_PPStreamAddTempUsage
00007ffb082c13a8 (__TEXT,__text) non-external _glpProgram_PPStreamResolveBranches
00007ffb082c124a (__TEXT,__text) non-external _glpProgram_PPStreamSetTarget
00007ffb083a0f38 (__TEXT,__text) non-external (was a private external) _glpPushdownPrecision
00007ffb083b4079 (__TEXT,__text) non-external (was a private external) _glpQualifiedDeclarationGroupNodeAddDeclaration
00007ffb083b4059 (__TEXT,__text) non-external (was a private external) _glpQualifiedDeclarationGroupNodeGetDeclaration
00007ffb083b4050 (__TEXT,__text) non-external (was a private external) _glpQualifiedDeclarationGroupNodeGetDeclarationCount
00007ffb083b4086 (__TEXT,__text) non-external (was a private external) _glpQualifiedDeclarationGroupNodeInsertDeclaration
00007ffb083b4069 (__TEXT,__text) non-external (was a private external) _glpQualifiedDeclarationGroupNodeSetDeclaration
00007ffb083b3fd9 (__TEXT,__text) non-external (was a private external) _glpQualifiedDeclarationNodeGetName
00007ffb083b3fe7 (__TEXT,__text) non-external (was a private external) _glpQualifiedDeclarationNodeGetQualifiers
00007ffb083b3ff4 (__TEXT,__text) non-external (was a private external) _glpQualifiedDeclarationNodeSetQualifiers
00007ffb083b427e (__TEXT,__text) non-external (was a private external) _glpQualifiedTypeNodeGetQualifiers
00007ffb083b4264 (__TEXT,__text) non-external (was a private external) _glpQualifiedTypeNodeGetType
00007ffb083b428c (__TEXT,__text) non-external (was a private external) _glpQualifiedTypeNodeSetQualifiers
00007ffb083b4271 (__TEXT,__text) non-external (was a private external) _glpQualifiedTypeNodeSetType
00007ffb08398dff (__TEXT,__text) non-external (was a private external) _glpQualifierKindOfNode
00007ffb08398de0 (__TEXT,__text) non-external (was a private external) _glpQualifierKindToString
00007ffb083b4b0c (__TEXT,__text) non-external (was a private external) _glpQualifierListNodeAddQualifier
00007ffb083b4aec (__TEXT,__text) non-external (was a private external) _glpQualifierListNodeGetQualifier
00007ffb083b4ae3 (__TEXT,__text) non-external (was a private external) _glpQualifierListNodeGetQualifierCount
00007ffb083b4b19 (__TEXT,__text) non-external (was a private external) _glpQualifierListNodeInsertQualifier
00007ffb083b4afc (__TEXT,__text) non-external (was a private external) _glpQualifierListNodeSetQualifier
00007ffb08396818 (__TEXT,__text) non-external (was a private external) _glpQualifierName
00007ffb083b58f9 (__TEXT,__text) non-external (was a private external) _glpRValueNodeGetBase
00007ffb083b5907 (__TEXT,__text) non-external (was a private external) _glpRValueNodeSetBase
00007ffb083b55d1 (__TEXT,__text) non-external (was a private external) _glpRawCallNodeGetExtra
00007ffb083b55c3 (__TEXT,__text) non-external (was a private external) _glpRawCallNodeGetName
00007ffb083b55db (__TEXT,__text) non-external (was a private external) _glpRawCallNodeSetExtra
00007ffb083a1ad6 (__TEXT,__text) non-external (was a private external) _glpReInitDeserialContext
00007ffb083b3784 (__TEXT,__text) non-external (was a private external) _glpReadInputNodeGetExtra
00007ffb083ac5bf (__TEXT,__text) non-external (was a private external) _glpRemapValue
00007ffb083e6f39 (__TEXT,__text) non-external (was a private external) _glpResetErrMsg
00007ffb083b5394 (__TEXT,__text) non-external (was a private external) _glpReturnStatementNodeGetExpr
00007ffb083b5380 (__TEXT,__text) non-external (was a private external) _glpReturnStatementNodeGetExtra
00007ffb083b53a1 (__TEXT,__text) non-external (was a private external) _glpReturnStatementNodeSetExpr
00007ffb083b538a (__TEXT,__text) non-external (was a private external) _glpReturnStatementNodeSetExtra
00007ffb083d8d2f (__TEXT,__text) non-external _glpSAAdd
00007ffb083d76bc (__TEXT,__text) non-external _glpSAArrayAccess
00007ffb083de570 (__TEXT,__text) non-external _glpSAArrayType
00007ffb083d9ddd (__TEXT,__text) non-external _glpSAAssign
00007ffb083e1cb0 (__TEXT,__text) non-external _glpSAAvailabilityDeclaration
00007ffb083e22f3 (__TEXT,__text) non-external _glpSABinaryOperator
00007ffb083d9864 (__TEXT,__text) non-external _glpSABitwiseAnd
00007ffb083d8c6f (__TEXT,__text) non-external _glpSABitwiseNot
00007ffb083d9894 (__TEXT,__text) non-external _glpSABitwiseOr
00007ffb083d98c4 (__TEXT,__text) non-external _glpSABitwiseXor
00007ffb083e0b14 (__TEXT,__text) non-external _glpSABlock
00007ffb083e1697 (__TEXT,__text) non-external _glpSABreakStatement
00007ffb083a0150 (__TEXT,__text) non-external (was a private external) _glpSABuiltinPPStreamOp
00007ffb083e1fc6 (__TEXT,__text) non-external _glpSACall
00007ffb083e1546 (__TEXT,__text) non-external _glpSACaseStatement
00007ffb083da979 (__TEXT,__text) non-external _glpSACommaExpr
00007ffb083d768c (__TEXT,__text) non-external _glpSAConstant
00007ffb083d8ab6 (__TEXT,__text) non-external _glpSAConstructorCall
00007ffb083e1736 (__TEXT,__text) non-external _glpSAContinueStatement
00007ffb083e1608 (__TEXT,__text) non-external _glpSADefaultStatement
00007ffb083e2840 (__TEXT,__text) non-external _glpSADeref
00007ffb083e17cf (__TEXT,__text) non-external _glpSADiscardStatement
00007ffb083d8ccf (__TEXT,__text) non-external _glpSADivide
00007ffb083d8fc3 (__TEXT,__text) non-external _glpSAEqual
00007ffb083e09aa (__TEXT,__text) non-external _glpSAExpressionStatement
00007ffb0839a9c0 (__TEXT,__text) non-external (was a private external) _glpSAFailed
00007ffb083d79b6 (__TEXT,__text) non-external _glpSAFieldAccess
00007ffb0839adcd (__TEXT,__text) non-external (was a private external) _glpSAFieldAccessInternal
00007ffb083de74e (__TEXT,__text) non-external _glpSAFieldDeclaration
00007ffb083d7f9d (__TEXT,__text) non-external _glpSAFunctionCall
00007ffb083ddc5a (__TEXT,__text) non-external _glpSAFunctionDefinition
00007ffb083dae1e (__TEXT,__text) non-external _glpSAFunctionPrototype
00007ffb083e07b2 (__TEXT,__text) non-external _glpSAGlobalTypeQualifier
00007ffb083d8ed9 (__TEXT,__text) non-external _glpSAGreater
00007ffb083d8f4e (__TEXT,__text) non-external _glpSAGreaterEqual
00007ffb083e1e03 (__TEXT,__text) non-external _glpSAIBPartialDeref
00007ffb083d98f4 (__TEXT,__text) non-external _glpSAIfExpr
00007ffb083e0d1e (__TEXT,__text) non-external _glpSAIfStatement
00007ffb083e2177 (__TEXT,__text) non-external _glpSAIncrementOperator
00007ffb083a0877 (__TEXT,__text) non-external (was a private external) _glpSAInlinePPStreamOpFixup
00007ffb083dedc3 (__TEXT,__text) non-external _glpSAInterfaceBlock
00007ffb083e0540 (__TEXT,__text) non-external _glpSAKeywordQualifier
00007ffb083e1d9f (__TEXT,__text) non-external _glpSALValue
00007ffb083e0956 (__TEXT,__text) non-external _glpSALayoutPair
00007ffb083e0549 (__TEXT,__text) non-external _glpSALayoutQualifier
00007ffb083dfe87 (__TEXT,__text) non-external _glpSALayoutType
00007ffb083d8def (__TEXT,__text) non-external _glpSALess
00007ffb083d8e64 (__TEXT,__text) non-external _glpSALessEqual
00007ffb083d962d (__TEXT,__text) non-external _glpSALogicalAnd
00007ffb083d8c3f (__TEXT,__text) non-external _glpSALogicalNot
00007ffb083d96ea (__TEXT,__text) non-external _glpSALogicalOr
00007ffb083d97a7 (__TEXT,__text) non-external _glpSALogicalXor
00007ffb083e0e56 (__TEXT,__text) non-external _glpSALoopStatement
00007ffb083977b9 (__TEXT,__text) non-external (was a private external) _glpSALowerCallArgsToAssignment
00007ffb083d855c (__TEXT,__text) non-external _glpSAMethodCall
00007ffb083d8cff (__TEXT,__text) non-external _glpSAModulo
00007ffb083d8c9f (__TEXT,__text) non-external _glpSAMultiply
00007ffb083d8c0f (__TEXT,__text) non-external _glpSANegate
00007ffb083d68e0 (__TEXT,__text) non-external (was a private external) _glpSANode
00007ffb083d92f8 (__TEXT,__text) non-external _glpSANotEqual
00007ffb083e1d01 (__TEXT,__text) non-external _glpSAOffset
00007ffb083da639 (__TEXT,__text) non-external _glpSAOpAssign
00007ffb083e1e42 (__TEXT,__text) non-external _glpSAPPStreamOp
00007ffb083dabc7 (__TEXT,__text) non-external _glpSAParameterDeclaration
00007ffb0839ff52 (__TEXT,__text) non-external (was a private external) _glpSAPostIncrementOrDecrement
00007ffb083d8b46 (__TEXT,__text) non-external _glpSAPostdecrement
