00000002948ce770 (__DATA,__data) non-external _.compoundliteral
00000002247ef540 (__TEXT,__text) external _glpPPShaderLinearizeStreamMgrEx
00000002247a3348 (__TEXT,__text) non-external (was a private external) _glpPPStreamOpNodeGetHasOffset
00000002247a3340 (__TEXT,__text) non-external (was a private external) _glpPPStreamOpNodeGetHasSrctex
00000002247a3338 (__TEXT,__text) non-external (was a private external) _glpPPStreamOpNodeGetOpPrimitiveType
00000002247a3330 (__TEXT,__text) non-external (was a private external) _glpPPStreamOpNodeGetOpcode
00000002247a3328 (__TEXT,__text) non-external (was a private external) _glpPPStreamOpNodeGetReturnPrimitiveType
00000002246e3e70 (__TEXT,__text) external _glpPPStreamTokenDump
00000002246e3e78 (__TEXT,__text) external _glpPPStreamTokenDumpFree
00000002247c3d9c (__TEXT,__text) non-external _glpPPTFunctionDefinition
00000002247c3b30 (__TEXT,__text) non-external (was a private external) _glpPPTNode
00000002247c3fc0 (__TEXT,__text) non-external _glpPPTRawCall
00000002247c3ec8 (__TEXT,__text) non-external _glpPPTSwitchStatement
00000002247c3c24 (__TEXT,__text) non-external _glpPPTVariableDeclaration
00000002247d2a20 (__TEXT,__text) non-external (was a private external) _glpPaIdentOrType
00000002247d2b58 (__TEXT,__text) non-external (was a private external) _glpPaParseComment
00000002247d33a4 (__TEXT,__text) non-external (was a private external) _glpPaParseStrings
00000002247d294c (__TEXT,__text) non-external (was a private external) _glpPaReservedWord
000000022476e7b8 (__TEXT,__text) non-external (was a private external) _glpPackConstants
00000002247a0d04 (__TEXT,__text) non-external (was a private external) _glpParameterDeclarationNodeGetExtra
00000002247a0cf8 (__TEXT,__text) non-external (was a private external) _glpParameterDeclarationNodeGetName
00000002247a0d14 (__TEXT,__text) non-external (was a private external) _glpParameterDeclarationNodeGetType
00000002247a0d0c (__TEXT,__text) non-external (was a private external) _glpParameterDeclarationNodeSetExtra
00000002247a0d20 (__TEXT,__text) non-external (was a private external) _glpParameterDeclarationNodeSetType
00000002247d3fe8 (__TEXT,__text) non-external (was a private external) _glpParseContextSetGLSLVersion
00000002247d4114 (__TEXT,__text) non-external (was a private external) _glpParseContextValidateGLSLVersion
0000000224785cd0 (__TEXT,__text) non-external (was a private external) _glpParseQualifiers
0000000224770fbc (__TEXT,__text) non-external (was a private external) _glpParseRecover
0000000224743dbc (__TEXT,__text) non-external (was a private external) _glpPointerHashCache_b
0000000224743d58 (__TEXT,__text) non-external (was a private external) _glpPointerHashGet
0000000224743ba0 (__TEXT,__text) non-external (was a private external) _glpPointerHashPut
0000000224743e20 (__TEXT,__text) non-external (was a private external) _glpPointerHashRemove
0000000224770124 (__TEXT,__text) non-external (was a private external) _glpPopulatePrecisionWidths
00000002247a1300 (__TEXT,__text) non-external (was a private external) _glpPrecisionDeclarationNodeGetQualifier
00000002247a1318 (__TEXT,__text) non-external (was a private external) _glpPrecisionDeclarationNodeGetType
00000002247a130c (__TEXT,__text) non-external (was a private external) _glpPrecisionDeclarationNodeSetQualifier
00000002247a1324 (__TEXT,__text) non-external (was a private external) _glpPrecisionDeclarationNodeSetType
000000022476f5ec (__TEXT,__text) non-external (was a private external) _glpPrecisionIndexFromSAFlags
0000000224788370 (__TEXT,__text) non-external (was a private external) _glpPrecisionQualifierFromSaFlags
00000002247832a8 (__TEXT,__text) non-external (was a private external) _glpPrimitiveMatrixGetColumnType
00000002247831f8 (__TEXT,__text) non-external (was a private external) _glpPrimitiveMatrixGetColumns
0000000224783388 (__TEXT,__text) non-external (was a private external) _glpPrimitiveMatrixGetElementType
0000000224783318 (__TEXT,__text) non-external (was a private external) _glpPrimitiveMatrixGetRowType
0000000224783250 (__TEXT,__text) non-external (was a private external) _glpPrimitiveMatrixGetRows
00000002247834a8 (__TEXT,__text) non-external (was a private external) _glpPrimitiveSamplerGetPPDatatype
00000002247833d8 (__TEXT,__text) non-external (was a private external) _glpPrimitiveSamplerGetPPTextarget
000000022476ee10 (__TEXT,__text) non-external _glpPrimitiveTypeFromScalarType
0000000224792f38 (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeFromString
0000000224783828 (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeGetByteStride
00000002247836e8 (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeGetBytesPerComponent
0000000224783108 (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeGetCategory
00000002247830e0 (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeGetGLType
000000022478373c (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeGetMaxComponentsPerVec4
0000000224783798 (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeGetNumVec4s
0000000224792f64 (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeGetPrimitiveType
0000000224783660 (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeGetScalarCount
0000000224783500 (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeGetScalarType
00000002247a1788 (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeNodeGetType
0000000224783588 (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeReplaceScalarType
000000022475ab54 (__TEXT,__text) non-external _glpPrimitiveTypeToLLVMType
0000000224808dc4 (__TEXT,__text) non-external _glpPrimitiveTypeToLLVMType.cold.1
0000000224783024 (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeToString
0000000224783190 (__TEXT,__text) non-external (was a private external) _glpPrimitiveVectorGetElementType
0000000224783130 (__TEXT,__text) non-external (was a private external) _glpPrimitiveVectorGetLength
0000000224769224 (__TEXT,__text) non-external _glpProcessComponentWiseVectorAssignment
00000002246d7cac (__TEXT,__text) non-external _glpProgram_PPStreamAddAddressUsage
00000002246d7cc4 (__TEXT,__text) non-external _glpProgram_PPStreamAddAttribBinding
00000002246d7d88 (__TEXT,__text) non-external _glpProgram_PPStreamAddConstant
00000002246d7d90 (__TEXT,__text) non-external _glpProgram_PPStreamAddLabel
00000002246d7c58 (__TEXT,__text) non-external _glpProgram_PPStreamAddOperation
00000002246d7d80 (__TEXT,__text) non-external _glpProgram_PPStreamAddOption
00000002246d7d2c (__TEXT,__text) non-external _glpProgram_PPStreamAddOutputBinding
00000002246d7cb4 (__TEXT,__text) non-external _glpProgram_PPStreamAddParamBinding
00000002246d7cbc (__TEXT,__text) non-external _glpProgram_PPStreamAddParamBindingArray
00000002246d7ca4 (__TEXT,__text) non-external _glpProgram_PPStreamAddTempUsage
00000002246d7de4 (__TEXT,__text) non-external _glpProgram_PPStreamResolveBranches
00000002246d7c4c (__TEXT,__text) non-external _glpProgram_PPStreamSetTarget
000000022478d384 (__TEXT,__text) non-external (was a private external) _glpPushdownPrecision
00000002247a1478 (__TEXT,__text) non-external (was a private external) _glpQualifiedDeclarationGroupNodeAddDeclaration
00000002247a1460 (__TEXT,__text) non-external (was a private external) _glpQualifiedDeclarationGroupNodeGetDeclaration
00000002247a1458 (__TEXT,__text) non-external (was a private external) _glpQualifiedDeclarationGroupNodeGetDeclarationCount
00000002247a1480 (__TEXT,__text) non-external (was a private external) _glpQualifiedDeclarationGroupNodeInsertDeclaration
00000002247a146c (__TEXT,__text) non-external (was a private external) _glpQualifiedDeclarationGroupNodeSetDeclaration
00000002247a13c4 (__TEXT,__text) non-external (was a private external) _glpQualifiedDeclarationNodeGetName
00000002247a13d0 (__TEXT,__text) non-external (was a private external) _glpQualifiedDeclarationNodeGetQualifiers
00000002247a13dc (__TEXT,__text) non-external (was a private external) _glpQualifiedDeclarationNodeSetQualifiers
00000002247a16f0 (__TEXT,__text) non-external (was a private external) _glpQualifiedTypeNodeGetQualifiers
00000002247a16d8 (__TEXT,__text) non-external (was a private external) _glpQualifiedTypeNodeGetType
00000002247a16fc (__TEXT,__text) non-external (was a private external) _glpQualifiedTypeNodeSetQualifiers
00000002247a16e4 (__TEXT,__text) non-external (was a private external) _glpQualifiedTypeNodeSetType
0000000224785c64 (__TEXT,__text) non-external (was a private external) _glpQualifierKindOfNode
0000000224785c3c (__TEXT,__text) non-external (was a private external) _glpQualifierKindToString
00000002247a20dc (__TEXT,__text) non-external (was a private external) _glpQualifierListNodeAddQualifier
00000002247a20c4 (__TEXT,__text) non-external (was a private external) _glpQualifierListNodeGetQualifier
00000002247a20bc (__TEXT,__text) non-external (was a private external) _glpQualifierListNodeGetQualifierCount
00000002247a20e4 (__TEXT,__text) non-external (was a private external) _glpQualifierListNodeInsertQualifier
00000002247a20d0 (__TEXT,__text) non-external (was a private external) _glpQualifierListNodeSetQualifier
0000000224783844 (__TEXT,__text) non-external (was a private external) _glpQualifierName
00000002247a31bc (__TEXT,__text) non-external (was a private external) _glpRValueNodeGetBase
00000002247a31c8 (__TEXT,__text) non-external (was a private external) _glpRValueNodeSetBase
00000002247a2e08 (__TEXT,__text) non-external (was a private external) _glpRawCallNodeGetExtra
00000002247a2dfc (__TEXT,__text) non-external (was a private external) _glpRawCallNodeGetName
00000002247a2e10 (__TEXT,__text) non-external (was a private external) _glpRawCallNodeSetExtra
000000022478df0c (__TEXT,__text) non-external (was a private external) _glpReInitDeserialContext
00000002247a0a00 (__TEXT,__text) non-external (was a private external) _glpReadInputNodeGetExtra
0000000224798ccc (__TEXT,__text) non-external (was a private external) _glpRemapValue
00000002247d3c84 (__TEXT,__text) non-external (was a private external) _glpResetErrMsg
00000002247a2b64 (__TEXT,__text) non-external (was a private external) _glpReturnStatementNodeGetExpr
00000002247a2b54 (__TEXT,__text) non-external (was a private external) _glpReturnStatementNodeGetExtra
00000002247a2b70 (__TEXT,__text) non-external (was a private external) _glpReturnStatementNodeSetExpr
00000002247a2b5c (__TEXT,__text) non-external (was a private external) _glpReturnStatementNodeSetExtra
00000002247c67b4 (__TEXT,__text) non-external _glpSAAdd
00000002247c4f60 (__TEXT,__text) non-external _glpSAArrayAccess
00000002247cb9f0 (__TEXT,__text) non-external _glpSAArrayType
00000002247c7a78 (__TEXT,__text) non-external _glpSAAssign
00000002247cefa0 (__TEXT,__text) non-external _glpSAAvailabilityDeclaration
00000002247cf6cc (__TEXT,__text) non-external _glpSABinaryOperator
00000002247c7474 (__TEXT,__text) non-external _glpSABitwiseAnd
00000002247c6624 (__TEXT,__text) non-external _glpSABitwiseNot
00000002247c74d8 (__TEXT,__text) non-external _glpSABitwiseOr
00000002247c753c (__TEXT,__text) non-external _glpSABitwiseXor
00000002247cde1c (__TEXT,__text) non-external _glpSABlock
00000002247ce954 (__TEXT,__text) non-external _glpSABreakStatement
000000022478c8d4 (__TEXT,__text) non-external (was a private external) _glpSABuiltinPPStreamOp
00000002247cf388 (__TEXT,__text) non-external _glpSACall
00000002247ce7ec (__TEXT,__text) non-external _glpSACaseStatement
00000002247c8540 (__TEXT,__text) non-external _glpSACommaExpr
00000002247c4f20 (__TEXT,__text) non-external _glpSAConstant
00000002247c62d0 (__TEXT,__text) non-external _glpSAConstructorCall
00000002247ce9f8 (__TEXT,__text) non-external _glpSAContinueStatement
00000002247ce8c4 (__TEXT,__text) non-external _glpSADefaultStatement
00000002247cfccc (__TEXT,__text) non-external _glpSADeref
00000002247cea94 (__TEXT,__text) non-external _glpSADiscardStatement
00000002247c66ec (__TEXT,__text) non-external _glpSADivide
00000002247c6bb4 (__TEXT,__text) non-external _glpSAEqual
00000002247cdca4 (__TEXT,__text) non-external _glpSAExpressionStatement
00000002247873c0 (__TEXT,__text) non-external (was a private external) _glpSAFailed
00000002247c5258 (__TEXT,__text) non-external _glpSAFieldAccess
00000002247877a8 (__TEXT,__text) non-external (was a private external) _glpSAFieldAccessInternal
00000002247cbbc8 (__TEXT,__text) non-external _glpSAFieldDeclaration
00000002247c582c (__TEXT,__text) non-external _glpSAFunctionCall
00000002247cb1f8 (__TEXT,__text) non-external _glpSAFunctionDefinition
00000002247c89c0 (__TEXT,__text) non-external _glpSAFunctionPrototype
00000002247cda94 (__TEXT,__text) non-external _glpSAGlobalTypeQualifier
00000002247c6a7c (__TEXT,__text) non-external _glpSAGreater
00000002247c6b18 (__TEXT,__text) non-external _glpSAGreaterEqual
00000002247cf188 (__TEXT,__text) non-external _glpSAIBPartialDeref
00000002247c75a0 (__TEXT,__text) non-external _glpSAIfExpr
00000002247ce00c (__TEXT,__text) non-external _glpSAIfStatement
00000002247cf56c (__TEXT,__text) non-external _glpSAIncrementOperator
000000022478cf08 (__TEXT,__text) non-external (was a private external) _glpSAInlinePPStreamOpFixup
00000002247cc244 (__TEXT,__text) non-external _glpSAInterfaceBlock
00000002247cd7d4 (__TEXT,__text) non-external _glpSAKeywordQualifier
00000002247cf0e8 (__TEXT,__text) non-external _glpSALValue
00000002247cdc24 (__TEXT,__text) non-external _glpSALayoutPair
00000002247cd7e4 (__TEXT,__text) non-external _glpSALayoutQualifier
00000002247cd204 (__TEXT,__text) non-external _glpSALayoutType
00000002247c6944 (__TEXT,__text) non-external _glpSALess
00000002247c69e0 (__TEXT,__text) non-external _glpSALessEqual
00000002247c71ec (__TEXT,__text) non-external _glpSALogicalAnd
00000002247c65c0 (__TEXT,__text) non-external _glpSALogicalNot
00000002247c72c4 (__TEXT,__text) non-external _glpSALogicalOr
00000002247c739c (__TEXT,__text) non-external _glpSALogicalXor
00000002247ce170 (__TEXT,__text) non-external _glpSALoopStatement
