
/System/Library/PrivateFrameworks/Hydra.framework/Versions/Current/Libraries/libAlembic.1.7.10.dylib (for architecture x86_64):
                 (undefined) external __Unwind_Resume (from libSystem)
00000000000b21be (__TEXT,__text) external __Z13iex_debugTrapv
00000000000c4cc9 (__TEXT,__const) weak external __ZTSNSt3__120__shared_ptr_pointerIPN7Alembic15AbcCoreAbstract3v1112TimeSamplingENS_10shared_ptrIS4_E27__shared_ptr_default_deleteIS4_S4_EENS_9allocatorIS4_EEEE
00000000000c460a (__TEXT,__const) weak external __ZTSNSt3__120__shared_ptr_pointerIPN7Alembic15AbcCoreAbstract3v1114PropertyHeaderENS_10shared_ptrIS4_E27__shared_ptr_default_deleteIS4_S4_EENS_9allocatorIS4_EEEE
00000000000c784c (__TEXT,__const) weak external __ZTSNSt3__120__shared_ptr_pointerIPN7Alembic5Ogawa3v115IDataENS_10shared_ptrIS4_E27__shared_ptr_default_deleteIS4_S4_EENS_9allocatorIS4_EEEE
00000000000c502e (__TEXT,__const) weak external __ZTSNSt3__120__shared_ptr_pointerIPN7Alembic5Ogawa3v115ODataENS_10shared_ptrIS4_E27__shared_ptr_default_deleteIS4_S4_EENS_9allocatorIS4_EEEE
00000000000c776b (__TEXT,__const) weak external __ZTSNSt3__120__shared_ptr_pointerIPN7Alembic5Ogawa3v116IGroupENS_10shared_ptrIS4_E27__shared_ptr_default_deleteIS4_S4_EENS_9allocatorIS4_EEEE
00000000000c7e9c (__TEXT,__const) weak external __ZTSNSt3__120__shared_ptr_pointerIPN7Alembic5Ogawa3v116OGroupENS_10shared_ptrIS4_E27__shared_ptr_default_deleteIS4_S4_EENS_9allocatorIS4_EEEE
00000000000c7db9 (__TEXT,__const) weak external __ZTSNSt3__120__shared_ptr_pointerIPN7Alembic5Ogawa3v117OStreamENS_10shared_ptrIS4_E27__shared_ptr_default_deleteIS4_S4_EENS_9allocatorIS4_EEEE
00000000000c7686 (__TEXT,__const) weak external __ZTSNSt3__120__shared_ptr_pointerIPN7Alembic5Ogawa3v118IStreamsENS_10shared_ptrIS4_E27__shared_ptr_default_deleteIS4_S4_EENS_9allocatorIS4_EEEE
00000000000c706c (__TEXT,__const) weak external __ZTSNSt3__120__shared_ptr_pointerIPN7Alembic7AbcGeom3v1112OXformSchema4DataENS_10shared_ptrIS5_E27__shared_ptr_default_deleteIS5_S5_EENS_9allocatorIS5_EEEE
00000000000c7387 (__TEXT,__const) weak external __ZTSNSt3__120__shared_ptr_pointerIPNS_3mapINS_12basic_stringIcNS_11char_traitsIcEENS_9allocatorIcEEEES7_NS_4lessIS7_EENS5_INS_4pairIKS7_S7_EEEEEENS_10shared_ptrISE_E27__shared_ptr_default_deleteISE_SE_EENS5_ISE_EEEE
00000000000c4464 (__TEXT,__const) weak external __ZTSNSt3__123enable_shared_from_thisIN7Alembic12AbcCoreLayer3v116ArImplEEE
00000000000c482b (__TEXT,__const) weak external __ZTSNSt3__123enable_shared_from_thisIN7Alembic12AbcCoreLayer3v116OrImplEEE
00000000000c45c2 (__TEXT,__const) weak external __ZTSNSt3__123enable_shared_from_thisIN7Alembic12AbcCoreLayer3v117CprImplEEE
00000000000c4aa0 (__TEXT,__const) weak external __ZTSNSt3__123enable_shared_from_thisIN7Alembic12AbcCoreOgawa3v116ArImplEEE
00000000000c4df8 (__TEXT,__const) weak external __ZTSNSt3__123enable_shared_from_thisIN7Alembic12AbcCoreOgawa3v116AwImplEEE
00000000000c5c42 (__TEXT,__const) weak external __ZTSNSt3__123enable_shared_from_thisIN7Alembic12AbcCoreOgawa3v116OrImplEEE
00000000000c5cae (__TEXT,__const) weak external __ZTSNSt3__123enable_shared_from_thisIN7Alembic12AbcCoreOgawa3v116OwImplEEE
00000000000c498a (__TEXT,__const) weak external __ZTSNSt3__123enable_shared_from_thisIN7Alembic12AbcCoreOgawa3v117AprImplEEE
00000000000c49fa (__TEXT,__const) weak external __ZTSNSt3__123enable_shared_from_thisIN7Alembic12AbcCoreOgawa3v117ApwImplEEE
00000000000c5602 (__TEXT,__const) weak external __ZTSNSt3__123enable_shared_from_thisIN7Alembic12AbcCoreOgawa3v117CprImplEEE
00000000000c5ae1 (__TEXT,__const) weak external __ZTSNSt3__123enable_shared_from_thisIN7Alembic12AbcCoreOgawa3v117CpwImplEEE
00000000000c61fa (__TEXT,__const) weak external __ZTSNSt3__123enable_shared_from_thisIN7Alembic12AbcCoreOgawa3v117SprImplEEE
00000000000c62dd (__TEXT,__const) weak external __ZTSNSt3__123enable_shared_from_thisIN7Alembic12AbcCoreOgawa3v117SpwImplEEE
00000000000c3ef2 (__TEXT,__const) weak external __ZTSNSt3__123enable_shared_from_thisIN7Alembic15AbcCoreAbstract3v1120ReadArraySampleCacheEEE
                 (undefined) external __ZTTNSt3__114basic_ifstreamIcNS_11char_traitsIcEEEE (from libc++)
                 (undefined) external __ZTTNSt3__114basic_ofstreamIcNS_11char_traitsIcEEEE (from libc++)
                 (undefined) external __ZTTNSt3__118basic_stringstreamIcNS_11char_traitsIcEENS_9allocatorIcEEEE (from libc++)
                 (undefined) external __ZTTNSt3__119basic_ostringstreamIcNS_11char_traitsIcEENS_9allocatorIcEEEE (from libc++)
                 (undefined) external __ZTVN10__cxxabiv117__class_type_infoE (from libc++)
                 (undefined) external __ZTVN10__cxxabiv120__si_class_type_infoE (from libc++)
                 (undefined) external __ZTVN10__cxxabiv121__vmi_class_type_infoE (from libc++)
0000000000111d70 (__DATA_CONST,__const) external __ZTVN7Alembic12AbcCoreLayer3v116ArImplE
0000000000112030 (__DATA_CONST,__const) external __ZTVN7Alembic12AbcCoreLayer3v116OrImplE
0000000000111ec8 (__DATA_CONST,__const) external __ZTVN7Alembic12AbcCoreLayer3v117CprImplE
00000000001122e8 (__DATA_CONST,__const) external __ZTVN7Alembic12AbcCoreOgawa3v116ArImplE
0000000000112490 (__DATA_CONST,__const) external __ZTVN7Alembic12AbcCoreOgawa3v116AwImplE
0000000000112b38 (__DATA_CONST,__const) external __ZTVN7Alembic12AbcCoreOgawa3v116OrImplE
0000000000112c00 (__DATA_CONST,__const) external __ZTVN7Alembic12AbcCoreOgawa3v116OwImplE
0000000000112148 (__DATA_CONST,__const) external __ZTVN7Alembic12AbcCoreOgawa3v117AprImplE
0000000000112230 (__DATA_CONST,__const) external __ZTVN7Alembic12AbcCoreOgawa3v117ApwImplE
00000000001127c0 (__DATA_CONST,__const) external __ZTVN7Alembic12AbcCoreOgawa3v117CprImplE
0000000000112a18 (__DATA_CONST,__const) external __ZTVN7Alembic12AbcCoreOgawa3v117CpwImplE
0000000000112d58 (__DATA_CONST,__const) external __ZTVN7Alembic12AbcCoreOgawa3v117SprImplE
0000000000112e20 (__DATA_CONST,__const) external __ZTVN7Alembic12AbcCoreOgawa3v117SpwImplE
00000000001114d8 (__DATA_CONST,__const) external __ZTVN7Alembic15AbcCoreAbstract3v1112ObjectReaderE
0000000000111580 (__DATA_CONST,__const) external __ZTVN7Alembic15AbcCoreAbstract3v1112ObjectWriterE
0000000000110b88 (__DATA_CONST,__const) external __ZTVN7Alembic15AbcCoreAbstract3v1113ArchiveReaderE
0000000000110c30 (__DATA_CONST,__const) external __ZTVN7Alembic15AbcCoreAbstract3v1113ArchiveWriterE
00000000001112b0 (__DATA_CONST,__const) external __ZTVN7Alembic15AbcCoreAbstract3v1118BasePropertyReaderE
0000000000111328 (__DATA_CONST,__const) external __ZTVN7Alembic15AbcCoreAbstract3v1118BasePropertyWriterE
0000000000110cc0 (__DATA_CONST,__const) external __ZTVN7Alembic15AbcCoreAbstract3v1119ArrayPropertyReaderE
0000000000110d78 (__DATA_CONST,__const) external __ZTVN7Alembic15AbcCoreAbstract3v1119ArrayPropertyWriterE
0000000000111618 (__DATA_CONST,__const) external __ZTVN7Alembic15AbcCoreAbstract3v1120ReadArraySampleCacheE
0000000000111690 (__DATA_CONST,__const) external __ZTVN7Alembic15AbcCoreAbstract3v1120ScalarPropertyReaderE
0000000000111728 (__DATA_CONST,__const) external __ZTVN7Alembic15AbcCoreAbstract3v1120ScalarPropertyWriterE
00000000001113a0 (__DATA_CONST,__const) external __ZTVN7Alembic15AbcCoreAbstract3v1122CompoundPropertyReaderE
0000000000111438 (__DATA_CONST,__const) external __ZTVN7Alembic15AbcCoreAbstract3v1122CompoundPropertyWriterE
0000000000110a38 (__DATA_CONST,__const) external __ZTVN7Alembic3Abc3v117IObjectE
0000000000110a90 (__DATA_CONST,__const) external __ZTVN7Alembic3Abc3v117OObjectE
0000000000113cd8 (__DATA_CONST,__const) external __ZTVN7Iex_2_27BaseExcE
                 (undefined) external __ZTVNSt3__112bad_weak_ptrE (from libc++)
                 (undefined) external __ZTVNSt3__114basic_ifstreamIcNS_11char_traitsIcEEEE (from libc++)
                 (undefined) external __ZTVNSt3__114basic_ofstreamIcNS_11char_traitsIcEEEE (from libc++)
                 (undefined) external __ZTVNSt3__115basic_stringbufIcNS_11char_traitsIcEENS_9allocatorIcEEEE (from libc++)
                 (undefined) external __ZTVNSt3__118basic_stringstreamIcNS_11char_traitsIcEENS_9allocatorIcEEEE (from libc++)
                 (undefined) external __ZTVNSt3__119basic_ostringstreamIcNS_11char_traitsIcEENS_9allocatorIcEEEE (from libc++)
                 (undefined) external __ZTVSt12length_error (from libc++)
0000000000114000 (__DATA,__data) weak external __ZZNK7Alembic3Abc3v1114IBasePropertyTINSt3__110shared_ptrINS_15AbcCoreAbstract3v1119ArrayPropertyReaderEEEE9getHeaderEvE3phd
0000000000114010 (__DATA,__data) weak external __ZZNK7Alembic3Abc3v1114IBasePropertyTINSt3__110shared_ptrINS_15AbcCoreAbstract3v1120ScalarPropertyReaderEEEE9getHeaderEvE3phd
0000000000114040 (__DATA,__data) weak external __ZZNK7Alembic3Abc3v1114IBasePropertyTINSt3__110shared_ptrINS_15AbcCoreAbstract3v1122CompoundPropertyReaderEEEE9getHeaderEvE3phd
0000000000114030 (__DATA,__data) weak external __ZZNK7Alembic3Abc3v1114OBasePropertyTINSt3__110shared_ptrINS_15AbcCoreAbstract3v1119ArrayPropertyWriterEEEE9getHeaderEvE5g_phd
0000000000114020 (__DATA,__data) weak external __ZZNK7Alembic3Abc3v1114OBasePropertyTINSt3__110shared_ptrINS_15AbcCoreAbstract3v1120ScalarPropertyWriterEEEE9getHeaderEvE5g_phd
                 (undefined) weak external __ZdaPv (from libc++)
                 (undefined) weak external __ZdlPv (from libc++)
00000000000b22ed (__TEXT,__text) external __ZlsRNSt3__113basic_ostreamIcNS_11char_traitsIcEEEE4half
                 (undefined) weak external __Znam (from libc++)
                 (undefined) weak external __Znwm (from libc++)
00000000000b2314 (__TEXT,__text) external __ZrsRNSt3__113basic_istreamIcNS_11char_traitsIcEEEER4half
                 (undefined) external ___bzero (from libSystem)
                 (undefined) external ___cxa_allocate_exception (from libc++)
                 (undefined) external ___cxa_begin_catch (from libc++)
                 (undefined) external ___cxa_call_unexpected (from libc++)
                 (undefined) external ___cxa_end_catch (from libc++)
                 (undefined) external ___cxa_free_exception (from libc++)
                 (undefined) external ___cxa_guard_abort (from libc++)
                 (undefined) external ___cxa_guard_acquire (from libc++)
                 (undefined) external ___cxa_guard_release (from libc++)
                 (undefined) external ___cxa_pure_virtual (from libc++)
                 (undefined) external ___cxa_rethrow (from libc++)
                 (undefined) external ___cxa_throw (from libc++)
                 (undefined) external ___dynamic_cast (from libc++)
                 (undefined) external ___error (from libSystem)
                 (undefined) external ___gxx_personality_v0 (from libc++)
                 (undefined) external ___sincos_stret (from libSystem)
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external _atan (from libSystem)
                 (undefined) external _atan2 (from libSystem)
                 (undefined) external _atoi (from libSystem)
                 (undefined) external _close (from libSystem)
                 (undefined) external _fstat$INODE64 (from libSystem)
                 (undefined) external _getenv (from libSystem)
                 (undefined) external _memchr (from libSystem)
                 (undefined) external _memcmp (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
                 (undefined) external _memset (from libSystem)
                 (undefined) external _memset_pattern16 (from libSystem)
                 (undefined) external _mmap (from libSystem)
                 (undefined) external _modf (from libSystem)
                 (undefined) external _munmap (from libSystem)
                 (undefined) external _open (from libSystem)
                 (undefined) external _pread (from libSystem)
                 (undefined) external _pthread_mutex_destroy (from libSystem)
                 (undefined) external _pthread_mutex_init (from libSystem)
                 (undefined) external _pthread_mutex_lock (from libSystem)
                 (undefined) external _pthread_mutex_unlock (from libSystem)
                 (undefined) external _strlen (from libSystem)
                 (undefined) external _wcslen (from libSystem)
                 (undefined) external _wmemcmp (from libSystem)

/System/Library/PrivateFrameworks/Hydra.framework/Versions/Current/Libraries/libAlembic.1.7.10.dylib (for architecture arm64e):
                 (undefined) external __Unwind_Resume (from libSystem)
00000000000adbec (__TEXT,__text) external __Z13iex_debugTrapv
00000000000adf40 (__TEXT,__text) external __Z9printBitsPc4half
00000000000adf98 (__TEXT,__text) external __Z9printBitsPcf
00000000000ade14 (__TEXT,__text) external __Z9printBitsRNSt3__113basic_ostreamIcNS_11char_traitsIcEEEE4half
00000000000adeac (__TEXT,__text) external __Z9printBitsRNSt3__113basic_ostreamIcNS_11char_traitsIcEEEEf
0000000000114008 (__DATA,__data) weak external __ZGVZNK7Alembic3Abc3v1114IBasePropertyTINSt3__110shared_ptrINS_15AbcCoreAbstract3v1119ArrayPropertyReaderEEEE9getHeaderEvE3phd
0000000000114018 (__DATA,__data) weak external __ZGVZNK7Alembic3Abc3v1114IBasePropertyTINSt3__110shared_ptrINS_15AbcCoreAbstract3v1120ScalarPropertyReaderEEEE9getHeaderEvE3phd
0000000000114048 (__DATA,__data) weak external __ZGVZNK7Alembic3Abc3v1114IBasePropertyTINSt3__110shared_ptrINS_15AbcCoreAbstract3v1122CompoundPropertyReaderEEEE9getHeaderEvE3phd
0000000000114038 (__DATA,__data) weak external __ZGVZNK7Alembic3Abc3v1114OBasePropertyTINSt3__110shared_ptrINS_15AbcCoreAbstract3v1119ArrayPropertyWriterEEEE9getHeaderEvE5g_phd
0000000000114028 (__DATA,__data) weak external __ZGVZNK7Alembic3Abc3v1114OBasePropertyTINSt3__110shared_ptrINS_15AbcCoreAbstract3v1120ScalarPropertyWriterEEEE9getHeaderEvE5g_phd
0000000000107cc4 (__TEXT,__const) external __ZN4half5_eLutE
00000000000adc50 (__TEXT,__text) external __ZN4half7convertEi
00000000000c7cc4 (__TEXT,__const) external __ZN4half8_toFloatE
00000000000adc14 (__TEXT,__text) external __ZN4half8overflowEv
000000000009cee0 (__TEXT,__text) external __ZN7Alembic11AbcMaterial3v1111addMaterialENS_3Abc3v1117OCompoundPropertyERKNSt3__112basic_stringIcNS5_11char_traitsIcEENS5_9allocatorIcEEEE
000000000009ce80 (__TEXT,__text) external __ZN7Alembic11AbcMaterial3v1111addMaterialENS_3Abc3v117OObjectERKNSt3__112basic_stringIcNS5_11char_traitsIcEENS5_9allocatorIcEEEE
000000000009ca70 (__TEXT,__text) external __ZN7Alembic11AbcMaterial3v1111hasMaterialENS_3Abc3v1117ICompoundPropertyERNS1_15IMaterialSchemaERKNSt3__112basic_stringIcNS7_11char_traitsIcEENS7_9allocatorIcEEEE
000000000009c968 (__TEXT,__text) external __ZN7Alembic11AbcMaterial3v1111hasMaterialENS_3Abc3v117IObjectERNS1_15IMaterialSchemaERKNSt3__112basic_stringIcNS7_11char_traitsIcEENS7_9allocatorIcEEEE
000000000009acf4 (__TEXT,__text) external __ZN7Alembic11AbcMaterial3v1115IMaterialSchema11NetworkNode11getNodeTypeERNSt3__112basic_stringIcNS4_11char_traitsIcEENS4_9allocatorIcEEEE
000000000009b3bc (__TEXT,__text) external __ZN7Alembic11AbcMaterial3v1115IMaterialSchema11NetworkNode13getConnectionERKNSt3__112basic_stringIcNS4_11char_traitsIcEENS4_9allocatorIcEEEERSA_SD_
000000000009b324 (__TEXT,__text) external __ZN7Alembic11AbcMaterial3v1115IMaterialSchema11NetworkNode13getConnectionEmRNSt3__112basic_stringIcNS4_11char_traitsIcEENS4_9allocatorIcEEEESB_SB_
000000000009ae68 (__TEXT,__text) external __ZN7Alembic11AbcMaterial3v1115IMaterialSchema11NetworkNode13getParametersEv
000000000009aff4 (__TEXT,__text) external __ZN7Alembic11AbcMaterial3v1115IMaterialSchema11NetworkNode17getNumConnectionsEv
000000000009b254 (__TEXT,__text) external __ZN7Alembic11AbcMaterial3v1115IMaterialSchema11NetworkNode20splitConnectionValueERKNSt3__112basic_stringIcNS4_11char_traitsIcEENS4_9allocatorIcEEEERSA_SD_
000000000009aad0 (__TEXT,__text) external __ZN7Alembic11AbcMaterial3v1115IMaterialSchema11NetworkNode5validEv
000000000009aafc (__TEXT,__text) external __ZN7Alembic11AbcMaterial3v1115IMaterialSchema11NetworkNode7getNameEv
000000000009ab80 (__TEXT,__text) external __ZN7Alembic11AbcMaterial3v1115IMaterialSchema11NetworkNode9getTargetERNSt3__112basic_stringIcNS4_11char_traitsIcEENS4_9allocatorIcEEEE
0000000000099bd0 (__TEXT,__text) external __ZN7Alembic11AbcMaterial3v1115IMaterialSchema11NetworkNodeC1ENS_3Abc3v1117ICompoundPropertyE
0000000000099c68 (__TEXT,__text) external __ZN7Alembic11AbcMaterial3v1115IMaterialSchema11NetworkNodeC1ENS_3Abc3v1117ICompoundPropertyERKNSt3__112basic_stringIcNS7_11char_traitsIcEENS7_9allocatorIcEEEE
0000000000099b7c (__TEXT,__text) external __ZN7Alembic11AbcMaterial3v1115IMaterialSchema11NetworkNodeC1Ev
000000000009a908 (__TEXT,__text) external __ZN7Alembic11AbcMaterial3v1115IMaterialSchema11NetworkNodeC2ENS_3Abc3v1117ICompoundPropertyE
000000000009a96c (__TEXT,__text) external __ZN7Alembic11AbcMaterial3v1115IMaterialSchema11NetworkNodeC2ENS_3Abc3v1117ICompoundPropertyERKNSt3__112basic_stringIcNS7_11char_traitsIcEENS7_9allocatorIcEEEE
000000000009a8b4 (__TEXT,__text) external __ZN7Alembic11AbcMaterial3v1115IMaterialSchema11NetworkNodeC2Ev
0000000000099bd4 (__TEXT,__text) external __ZN7Alembic11AbcMaterial3v1115IMaterialSchema14getNetworkNodeERKNSt3__112basic_stringIcNS3_11char_traitsIcEENS3_9allocatorIcEEEE
0000000000099914 (__TEXT,__text) external __ZN7Alembic11AbcMaterial3v1115IMaterialSchema14getNetworkNodeEm
00000000000989d8 (__TEXT,__text) external __ZN7Alembic11AbcMaterial3v1115IMaterialSchema14getTargetNamesERNSt3__16vectorINS3_12basic_stringIcNS3_11char_traitsIcEENS3_9allocatorIcEEEENS8_ISA_EEEE
000000000009a180 (__TEXT,__text) external __ZN7Alembic11AbcMaterial3v1115IMaterialSchema18getNetworkTerminalERKNSt3__112basic_stringIcNS3_11char_traitsIcEENS3_9allocatorIcEEEESB_RS9_SC_
00000000000995d8 (__TEXT,__text) external __ZN7Alembic11AbcMaterial3v1115IMaterialSchema18getNumNetworkNodesEv
000000000009972c (__TEXT,__text) external __ZN7Alembic11AbcMaterial3v1115IMaterialSchema19getNetworkNodeNamesERNSt3__16vectorINS3_12basic_stringIcNS3_11char_traitsIcEENS3_9allocatorIcEEEENS8_ISA_EEEE
0000000000099364 (__TEXT,__text) external __ZN7Alembic11AbcMaterial3v1115IMaterialSchema19getShaderParametersERKNSt3__112basic_stringIcNS3_11char_traitsIcEENS3_9allocatorIcEEEESB_
0000000000098e9c (__TEXT,__text) external __ZN7Alembic11AbcMaterial3v1115IMaterialSchema23getShaderTypesForTargetERKNSt3__112basic_stringIcNS3_11char_traitsIcEENS3_9allocatorIcEEEERNS3_6vectorIS9_NS7_IS9_EEEE
000000000009a864 (__TEXT,__text) external __ZN7Alembic11AbcMaterial3v1115IMaterialSchema29getNetworkInterfaceParametersEv
0000000000099c6c (__TEXT,__text) external __ZN7Alembic11AbcMaterial3v1115IMaterialSchema29getNetworkTerminalTargetNamesERNSt3__16vectorINS3_12basic_stringIcNS3_11char_traitsIcEENS3_9allocatorIcEEEENS8_ISA_EEEE
000000000009a638 (__TEXT,__text) external __ZN7Alembic11AbcMaterial3v1115IMaterialSchema35getNetworkInterfaceParameterMappingERKNSt3__112basic_stringIcNS3_11char_traitsIcEENS3_9allocatorIcEEEERS9_SC_
000000000009a4a8 (__TEXT,__text) external __ZN7Alembic11AbcMaterial3v1115IMaterialSchema35getNetworkInterfaceParameterMappingEmRNSt3__112basic_stringIcNS3_11char_traitsIcEENS3_9allocatorIcEEEESA_SA_
0000000000099ea4 (__TEXT,__text) external __ZN7Alembic11AbcMaterial3v1115IMaterialSchema38getNetworkTerminalShaderTypesForTargetERKNSt3__112basic_stringIcNS3_11char_traitsIcEENS3_9allocatorIcEEEERNS3_6vectorIS9_NS7_IS9_EEEE
000000000009a48c (__TEXT,__text) external __ZN7Alembic11AbcMaterial3v1115IMaterialSchema39getNumNetworkInterfaceParameterMappingsEv
000000000009a844 (__TEXT,__text) external __ZN7Alembic11AbcMaterial3v1115IMaterialSchema40getNetworkInterfaceParameterMappingNamesERNSt3__16vectorINS3_12basic_stringIcNS3_11char_traitsIcEENS3_9allocatorIcEEEENS8_ISA_EEEE
0000000000097e38 (__TEXT,__text) external __ZN7Alembic11AbcMaterial3v1115IMaterialSchema4initEv
000000000009916c (__TEXT,__text) external __ZN7Alembic11AbcMaterial3v1115IMaterialSchema9getShaderERKNSt3__112basic_stringIcNS3_11char_traitsIcEENS3_9allocatorIcEEEESB_RS9_
00000000000a011c (__TEXT,__text) external __ZN7Alembic11AbcMaterial3v1115MaterialFlatten11NetworkNode11getNodeTypeERNSt3__112basic_stringIcNS4_11char_traitsIcEENS4_9allocatorIcEEEE
00000000000a0198 (__TEXT,__text) external __ZN7Alembic11AbcMaterial3v1115MaterialFlatten11NetworkNode13getParametersERNSt3__16vectorINS2_14ParameterEntryENS4_9allocatorIS6_EEEE
00000000000a05a0 (__TEXT,__text) external __ZN7Alembic11AbcMaterial3v1115MaterialFlatten11NetworkNode14getConnectionsERNSt3__16vectorINS3_10ConnectionENS4_9allocatorIS6_EEEE
00000000000a0084 (__TEXT,__text) external __ZN7Alembic11AbcMaterial3v1115MaterialFlatten11NetworkNode5validEv
00000000000a0094 (__TEXT,__text) external __ZN7Alembic11AbcMaterial3v1115MaterialFlatten11NetworkNode7getNameEv
00000000000a00a0 (__TEXT,__text) external __ZN7Alembic11AbcMaterial3v1115MaterialFlatten11NetworkNode9getTargetERNSt3__112basic_stringIcNS4_11char_traitsIcEENS4_9allocatorIcEEEE
000000000009fc74 (__TEXT,__text) external __ZN7Alembic11AbcMaterial3v1115MaterialFlatten11NetworkNodeC1ERKNSt3__112basic_stringIcNS4_11char_traitsIcEENS4_9allocatorIcEEEERNS4_6vectorINS1_15IMaterialSchemaENS8_ISE_EEEENS4_10shared_ptrINS4_3mapISA_SA_NS4_4lessISA_EENS8_INS4_4pairISB_SA_EEEEEEEE
000000000009fb5c (__TEXT,__text) external __ZN7Alembic11AbcMaterial3v1115MaterialFlatten11NetworkNodeC1Ev
000000000009fc90 (__TEXT,__text) external __ZN7Alembic11AbcMaterial3v1115MaterialFlatten11NetworkNodeC2ERKNSt3__112basic_stringIcNS4_11char_traitsIcEENS4_9allocatorIcEEEERNS4_6vectorINS1_15IMaterialSchemaENS8_ISE_EEEENS4_10shared_ptrINS4_3mapISA_SA_NS4_4lessISA_EENS8_INS4_4pairISB_SA_EEEEEEEE
000000000009fc78 (__TEXT,__text) external __ZN7Alembic11AbcMaterial3v1115MaterialFlatten11NetworkNodeC2Ev
000000000009f748 (__TEXT,__text) external __ZN7Alembic11AbcMaterial3v1115MaterialFlatten14flattenNetworkEv
000000000009fb74 (__TEXT,__text) external __ZN7Alembic11AbcMaterial3v1115MaterialFlatten14getNetworkNodeERKNSt3__112basic_stringIcNS3_11char_traitsIcEENS3_9allocatorIcEEEE
000000000009fac4 (__TEXT,__text) external __ZN7Alembic11AbcMaterial3v1115MaterialFlatten14getNetworkNodeEm
000000000009ee90 (__TEXT,__text) external __ZN7Alembic11AbcMaterial3v1115MaterialFlatten14getTargetNamesERNSt3__16vectorINS3_12basic_stringIcNS3_11char_traitsIcEENS3_9allocatorIcEEEENS8_ISA_EEEE
