00007ffa42af23f0 (__DATA,__data) non-external _.compoundliteral
00007ffa1826cce3 (__TEXT,__text) external _glpPPDisassembleFree
00007ffa18279c58 (__TEXT,__text) external _glpPPShaderLinearize
00007ffa18279c64 (__TEXT,__text) external _glpPPShaderLinearizeEx
00007ffa18278590 (__TEXT,__text) external _glpPPShaderLinearizeStreamMgr
00007ffa1827859c (__TEXT,__text) external _glpPPShaderLinearizeStreamMgrEx
00007ffa18226935 (__TEXT,__text) non-external (was a private external) _glpPPStreamOpNodeGetHasOffset
00007ffa1822692c (__TEXT,__text) non-external (was a private external) _glpPPStreamOpNodeGetHasSrctex
00007ffa18226923 (__TEXT,__text) non-external (was a private external) _glpPPStreamOpNodeGetOpPrimitiveType
00007ffa1822691a (__TEXT,__text) non-external (was a private external) _glpPPStreamOpNodeGetOpcode
00007ffa18226911 (__TEXT,__text) non-external (was a private external) _glpPPStreamOpNodeGetReturnPrimitiveType
00007ffa18141bb1 (__TEXT,__text) external _glpPPStreamTokenDump
00007ffa18141bb9 (__TEXT,__text) external _glpPPStreamTokenDumpFree
00007ffa18247fef (__TEXT,__text) non-external _glpPPTFunctionDefinition
00007ffa18247c90 (__TEXT,__text) non-external (was a private external) _glpPPTNode
00007ffa18248201 (__TEXT,__text) non-external _glpPPTRawCall
00007ffa18248110 (__TEXT,__text) non-external _glpPPTSwitchStatement
00007ffa18247e78 (__TEXT,__text) non-external _glpPPTVariableDeclaration
00007ffa182577cb (__TEXT,__text) non-external (was a private external) _glpPaIdentOrType
00007ffa182578bb (__TEXT,__text) non-external (was a private external) _glpPaParseComment
00007ffa1825806f (__TEXT,__text) non-external (was a private external) _glpPaParseStrings
00007ffa182576f8 (__TEXT,__text) non-external (was a private external) _glpPaReservedWord
00007ffa181f001b (__TEXT,__text) non-external (was a private external) _glpPackConstants
00007ffa18224951 (__TEXT,__text) non-external (was a private external) _glpParameterDeclarationNodeGetExtra
00007ffa18224943 (__TEXT,__text) non-external (was a private external) _glpParameterDeclarationNodeGetName
00007ffa18224965 (__TEXT,__text) non-external (was a private external) _glpParameterDeclarationNodeGetType
00007ffa1822495b (__TEXT,__text) non-external (was a private external) _glpParameterDeclarationNodeSetExtra
00007ffa18224972 (__TEXT,__text) non-external (was a private external) _glpParameterDeclarationNodeSetType
00007ffa18258c86 (__TEXT,__text) non-external (was a private external) _glpParseContextSetGLSLVersion
00007ffa18258da4 (__TEXT,__text) non-external (was a private external) _glpParseContextValidateGLSLVersion
00007ffa1820a31e (__TEXT,__text) non-external (was a private external) _glpParseQualifiers
00007ffa181f29bc (__TEXT,__text) non-external (was a private external) _glpParseRecover
00007ffa181c4f16 (__TEXT,__text) non-external (was a private external) _glpPointerHashCache_b
00007ffa181c4ee2 (__TEXT,__text) non-external (was a private external) _glpPointerHashGet
00007ffa181c4d9a (__TEXT,__text) non-external (was a private external) _glpPointerHashPut
00007ffa181c4f59 (__TEXT,__text) non-external (was a private external) _glpPointerHashRemove
00007ffa181f1ace (__TEXT,__text) non-external (was a private external) _glpPopulatePrecisionWidths
00007ffa18224e63 (__TEXT,__text) non-external (was a private external) _glpPrecisionDeclarationNodeGetQualifier
00007ffa18224e7d (__TEXT,__text) non-external (was a private external) _glpPrecisionDeclarationNodeGetType
00007ffa18224e70 (__TEXT,__text) non-external (was a private external) _glpPrecisionDeclarationNodeSetQualifier
00007ffa18224e8b (__TEXT,__text) non-external (was a private external) _glpPrecisionDeclarationNodeSetType
00007ffa181f1019 (__TEXT,__text) non-external (was a private external) _glpPrecisionIndexFromSAFlags
00007ffa1820d0ae (__TEXT,__text) non-external (was a private external) _glpPrecisionQualifierFromSaFlags
00007ffa18207320 (__TEXT,__text) non-external (was a private external) _glpPrimitiveMatrixGetColumnType
00007ffa18207040 (__TEXT,__text) non-external (was a private external) _glpPrimitiveMatrixGetColumns
00007ffa18207628 (__TEXT,__text) non-external (was a private external) _glpPrimitiveMatrixGetElementType
00007ffa182074a4 (__TEXT,__text) non-external (was a private external) _glpPrimitiveMatrixGetRowType
00007ffa182071b0 (__TEXT,__text) non-external (was a private external) _glpPrimitiveMatrixGetRows
00007ffa1820796c (__TEXT,__text) non-external (was a private external) _glpPrimitiveSamplerGetPPDatatype
00007ffa18207790 (__TEXT,__text) non-external (was a private external) _glpPrimitiveSamplerGetPPTextarget
00007ffa18217fb0 (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeFromString
00007ffa18207d49 (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeGetByteStride
00007ffa18207c64 (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeGetBytesPerComponent
00007ffa18206d2d (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeGetCategory
00007ffa18206d10 (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeGetGLType
00007ffa18207c9f (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeGetMaxComponentsPerVec4
00007ffa18207cdc (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeGetNumVec4s
00007ffa18217fcb (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeGetPrimitiveType
00007ffa18207c00 (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeGetScalarCount
00007ffa18207ad8 (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeGetScalarType
00007ffa18225217 (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeNodeGetType
00007ffa18207b34 (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeReplaceScalarType
00007ffa181dba24 (__TEXT,__text) non-external _glpPrimitiveTypeToLLVMType
00007ffa18298cd0 (__TEXT,__text) non-external _glpPrimitiveTypeToLLVMType.cold.1
00007ffa18206c60 (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeToString
00007ffa18206ec0 (__TEXT,__text) non-external (was a private external) _glpPrimitiveVectorGetElementType
00007ffa18206d4a (__TEXT,__text) non-external (was a private external) _glpPrimitiveVectorGetLength
00007ffa181eae71 (__TEXT,__text) non-external _glpProcessComponentWiseVectorAssignment
00007ffa18135197 (__TEXT,__text) non-external _glpProgram_PPStreamAddAddressUsage
00007ffa181351c1 (__TEXT,__text) non-external _glpProgram_PPStreamAddAttribBinding
00007ffa1813525a (__TEXT,__text) non-external _glpProgram_PPStreamAddConstant
00007ffa18135268 (__TEXT,__text) non-external _glpProgram_PPStreamAddLabel
00007ffa18135150 (__TEXT,__text) non-external _glpProgram_PPStreamAddOperation
00007ffa1813524c (__TEXT,__text) non-external _glpProgram_PPStreamAddOption
00007ffa1813520e (__TEXT,__text) non-external _glpProgram_PPStreamAddOutputBinding
00007ffa181351a5 (__TEXT,__text) non-external _glpProgram_PPStreamAddParamBinding
00007ffa181351b3 (__TEXT,__text) non-external _glpProgram_PPStreamAddParamBindingArray
00007ffa18135189 (__TEXT,__text) non-external _glpProgram_PPStreamAddTempUsage
00007ffa181352a1 (__TEXT,__text) non-external _glpProgram_PPStreamResolveBranches
00007ffa18135143 (__TEXT,__text) non-external _glpProgram_PPStreamSetTarget
00007ffa18212498 (__TEXT,__text) non-external (was a private external) _glpPushdownPrecision
00007ffa18224fa0 (__TEXT,__text) non-external (was a private external) _glpQualifiedDeclarationGroupNodeAddDeclaration
00007ffa18224f80 (__TEXT,__text) non-external (was a private external) _glpQualifiedDeclarationGroupNodeGetDeclaration
00007ffa18224f77 (__TEXT,__text) non-external (was a private external) _glpQualifiedDeclarationGroupNodeGetDeclarationCount
00007ffa18224fad (__TEXT,__text) non-external (was a private external) _glpQualifiedDeclarationGroupNodeInsertDeclaration
00007ffa18224f90 (__TEXT,__text) non-external (was a private external) _glpQualifiedDeclarationGroupNodeSetDeclaration
00007ffa18224f00 (__TEXT,__text) non-external (was a private external) _glpQualifiedDeclarationNodeGetName
00007ffa18224f0e (__TEXT,__text) non-external (was a private external) _glpQualifiedDeclarationNodeGetQualifiers
00007ffa18224f1b (__TEXT,__text) non-external (was a private external) _glpQualifiedDeclarationNodeSetQualifiers
00007ffa18225198 (__TEXT,__text) non-external (was a private external) _glpQualifiedTypeNodeGetQualifiers
00007ffa1822517e (__TEXT,__text) non-external (was a private external) _glpQualifiedTypeNodeGetType
00007ffa182251a6 (__TEXT,__text) non-external (was a private external) _glpQualifiedTypeNodeSetQualifiers
00007ffa1822518b (__TEXT,__text) non-external (was a private external) _glpQualifiedTypeNodeSetType
00007ffa1820a2d1 (__TEXT,__text) non-external (was a private external) _glpQualifierKindOfNode
00007ffa1820a2b0 (__TEXT,__text) non-external (was a private external) _glpQualifierKindToString
00007ffa182259ff (__TEXT,__text) non-external (was a private external) _glpQualifierListNodeAddQualifier
00007ffa182259df (__TEXT,__text) non-external (was a private external) _glpQualifierListNodeGetQualifier
00007ffa182259d6 (__TEXT,__text) non-external (was a private external) _glpQualifierListNodeGetQualifierCount
00007ffa18225a0c (__TEXT,__text) non-external (was a private external) _glpQualifierListNodeInsertQualifier
00007ffa182259ef (__TEXT,__text) non-external (was a private external) _glpQualifierListNodeSetQualifier
00007ffa18207d57 (__TEXT,__text) non-external (was a private external) _glpQualifierName
00007ffa182267d9 (__TEXT,__text) non-external (was a private external) _glpRValueNodeGetBase
00007ffa182267e7 (__TEXT,__text) non-external (was a private external) _glpRValueNodeSetBase
00007ffa1822649d (__TEXT,__text) non-external (was a private external) _glpRawCallNodeGetExtra
00007ffa1822648f (__TEXT,__text) non-external (was a private external) _glpRawCallNodeGetName
00007ffa182264a7 (__TEXT,__text) non-external (was a private external) _glpRawCallNodeSetExtra
00007ffa18213068 (__TEXT,__text) non-external (was a private external) _glpReInitDeserialContext
00007ffa182246d8 (__TEXT,__text) non-external (was a private external) _glpReadInputNodeGetExtra
00007ffa1821d706 (__TEXT,__text) non-external (was a private external) _glpRemapValue
00007ffa18258914 (__TEXT,__text) non-external (was a private external) _glpResetErrMsg
00007ffa1822626d (__TEXT,__text) non-external (was a private external) _glpReturnStatementNodeGetExpr
00007ffa18226259 (__TEXT,__text) non-external (was a private external) _glpReturnStatementNodeGetExtra
00007ffa1822627a (__TEXT,__text) non-external (was a private external) _glpReturnStatementNodeSetExpr
00007ffa18226263 (__TEXT,__text) non-external (was a private external) _glpReturnStatementNodeSetExtra
00007ffa1824a8d8 (__TEXT,__text) non-external _glpSAAdd
00007ffa18249294 (__TEXT,__text) non-external _glpSAArrayAccess
00007ffa18250045 (__TEXT,__text) non-external _glpSAArrayType
00007ffa1824b985 (__TEXT,__text) non-external _glpSAAssign
00007ffa1825367b (__TEXT,__text) non-external _glpSAAvailabilityDeclaration
00007ffa18253c64 (__TEXT,__text) non-external _glpSABinaryOperator
00007ffa1824b3e3 (__TEXT,__text) non-external _glpSABitwiseAnd
00007ffa1824a818 (__TEXT,__text) non-external _glpSABitwiseNot
00007ffa1824b413 (__TEXT,__text) non-external _glpSABitwiseOr
00007ffa1824b443 (__TEXT,__text) non-external _glpSABitwiseXor
00007ffa182524b9 (__TEXT,__text) non-external _glpSABlock
00007ffa18253061 (__TEXT,__text) non-external _glpSABreakStatement
00007ffa18211690 (__TEXT,__text) non-external (was a private external) _glpSABuiltinPPStreamOp
00007ffa18253939 (__TEXT,__text) non-external _glpSACall
00007ffa18252f10 (__TEXT,__text) non-external _glpSACaseStatement
00007ffa1824c537 (__TEXT,__text) non-external _glpSACommaExpr
00007ffa18249264 (__TEXT,__text) non-external _glpSAConstant
00007ffa1824a65f (__TEXT,__text) non-external _glpSAConstructorCall
00007ffa18253100 (__TEXT,__text) non-external _glpSAContinueStatement
00007ffa18252fd2 (__TEXT,__text) non-external _glpSADefaultStatement
00007ffa18254231 (__TEXT,__text) non-external _glpSADeref
00007ffa18253199 (__TEXT,__text) non-external _glpSADiscardStatement
00007ffa1824a878 (__TEXT,__text) non-external _glpSADivide
00007ffa1824ab6c (__TEXT,__text) non-external _glpSAEqual
00007ffa1825234f (__TEXT,__text) non-external _glpSAExpressionStatement
00007ffa1820be90 (__TEXT,__text) non-external (was a private external) _glpSAFailed
00007ffa18249581 (__TEXT,__text) non-external _glpSAFieldAccess
00007ffa1820c291 (__TEXT,__text) non-external (was a private external) _glpSAFieldAccessInternal
00007ffa18250217 (__TEXT,__text) non-external _glpSAFieldDeclaration
00007ffa18249b70 (__TEXT,__text) non-external _glpSAFunctionCall
00007ffa1824f751 (__TEXT,__text) non-external _glpSAFunctionDefinition
00007ffa1824c9d2 (__TEXT,__text) non-external _glpSAFunctionPrototype
00007ffa18252162 (__TEXT,__text) non-external _glpSAGlobalTypeQualifier
00007ffa1824aa82 (__TEXT,__text) non-external _glpSAGreater
00007ffa1824aaf7 (__TEXT,__text) non-external _glpSAGreaterEqual
00007ffa182537d6 (__TEXT,__text) non-external _glpSAIBPartialDeref
00007ffa1824b473 (__TEXT,__text) non-external _glpSAIfExpr
00007ffa182526be (__TEXT,__text) non-external _glpSAIfStatement
00007ffa18253ae8 (__TEXT,__text) non-external _glpSAIncrementOperator
00007ffa18211dde (__TEXT,__text) non-external (was a private external) _glpSAInlinePPStreamOpFixup
00007ffa18250837 (__TEXT,__text) non-external _glpSAInterfaceBlock
00007ffa18251ef4 (__TEXT,__text) non-external _glpSAKeywordQualifier
00007ffa18253772 (__TEXT,__text) non-external _glpSALValue
00007ffa182522fb (__TEXT,__text) non-external _glpSALayoutPair
00007ffa18251efd (__TEXT,__text) non-external _glpSALayoutQualifier
00007ffa18251885 (__TEXT,__text) non-external _glpSALayoutType
00007ffa1824a998 (__TEXT,__text) non-external _glpSALess
00007ffa1824aa0d (__TEXT,__text) non-external _glpSALessEqual
00007ffa1824b1ac (__TEXT,__text) non-external _glpSALogicalAnd
00007ffa1824a7e8 (__TEXT,__text) non-external _glpSALogicalNot
00007ffa1824b269 (__TEXT,__text) non-external _glpSALogicalOr
00007ffa1824b326 (__TEXT,__text) non-external _glpSALogicalXor
00007ffa18252805 (__TEXT,__text) non-external _glpSALoopStatement
00007ffa18208d1c (__TEXT,__text) non-external (was a private external) _glpSALowerCallArgsToAssignment
00007ffa1824a123 (__TEXT,__text) non-external _glpSAMethodCall
00007ffa1824a8a8 (__TEXT,__text) non-external _glpSAModulo
00007ffa1824a848 (__TEXT,__text) non-external _glpSAMultiply
00007ffa1824a7b8 (__TEXT,__text) non-external _glpSANegate
00007ffa182484b0 (__TEXT,__text) non-external (was a private external) _glpSANode
00007ffa1824ae8c (__TEXT,__text) non-external _glpSANotEqual
00007ffa182536cc (__TEXT,__text) non-external _glpSAOffset
00007ffa1824c1e8 (__TEXT,__text) non-external _glpSAOpAssign
00007ffa18253815 (__TEXT,__text) non-external _glpSAPPStreamOp
00007ffa1824c785 (__TEXT,__text) non-external _glpSAParameterDeclaration
00007ffa182114ac (__TEXT,__text) non-external (was a private external) _glpSAPostIncrementOrDecrement
00007ffa1824a6ef (__TEXT,__text) non-external _glpSAPostdecrement
00007ffa1824a6ba (__TEXT,__text) non-external _glpSAPostincrement
