00007ffb43c11818 (__DATA,__data) non-external _.compoundliteral
00007ffb0b274672 (__TEXT,__text) non-external (was a private external) _glpOffsetNodeGetVectorElementExpr
00007ffb0b274649 (__TEXT,__text) non-external (was a private external) _glpOffsetNodeSetBankIndex
00007ffb0b274633 (__TEXT,__text) non-external (was a private external) _glpOffsetNodeSetCompStride
00007ffb0b2745fc (__TEXT,__text) non-external (was a private external) _glpOffsetNodeSetExtra
00007ffb0b274664 (__TEXT,__text) non-external (was a private external) _glpOffsetNodeSetOffsetExpr
00007ffb0b274621 (__TEXT,__text) non-external (was a private external) _glpOffsetNodeSetPreSwizzlePrimitiveType
00007ffb0b27460f (__TEXT,__text) non-external (was a private external) _glpOffsetNodeSetSwizzle
00007ffb0b274680 (__TEXT,__text) non-external (was a private external) _glpOffsetNodeSetVectorElementExpr
00007ffb0b27266a (__TEXT,__text) non-external (was a private external) _glpOpAssignNodeGetDesugar
00007ffb0b210e40 (__TEXT,__text) non-external (was a private external) _glpOpenArchive
00007ffb0b25c267 (__TEXT,__text) non-external (was a private external) _glpOperatorAsFunctionError
00007ffb0b2b6871 (__TEXT,__text) external _glpPPDisassemble
00007ffb0b2f1b60 (__TEXT,__const) non-external _glpPPDisassemble.shaderTargets
00007ffb417550e0 (__DATA_CONST,__const) non-external _glpPPDisassemble.tex_filters
00007ffb41755150 (__DATA_CONST,__const) non-external _glpPPDisassemble.tex_formats
00007ffb0b2f1c08 (__TEXT,__const) non-external _glpPPDisassemble.tex_types.rel
00007ffb41755110 (__DATA_CONST,__const) non-external _glpPPDisassemble.tex_wraps
00007ffb0b2b975e (__TEXT,__text) external _glpPPDisassembleFree
00007ffb0b2c6590 (__TEXT,__text) external _glpPPShaderLinearize
00007ffb0b2c659c (__TEXT,__text) external _glpPPShaderLinearizeEx
00007ffb0b2c50f0 (__TEXT,__text) external _glpPPShaderLinearizeStreamMgr
00007ffb0b2c50fc (__TEXT,__text) external _glpPPShaderLinearizeStreamMgrEx
00007ffb0b274945 (__TEXT,__text) non-external (was a private external) _glpPPStreamOpNodeGetHasOffset
00007ffb0b27493c (__TEXT,__text) non-external (was a private external) _glpPPStreamOpNodeGetHasSrctex
00007ffb0b274933 (__TEXT,__text) non-external (was a private external) _glpPPStreamOpNodeGetOpPrimitiveType
00007ffb0b27492a (__TEXT,__text) non-external (was a private external) _glpPPStreamOpNodeGetOpcode
00007ffb0b274921 (__TEXT,__text) non-external (was a private external) _glpPPStreamOpNodeGetReturnPrimitiveType
00007ffb0b18eea6 (__TEXT,__text) external _glpPPStreamTokenDump
00007ffb0b18eeae (__TEXT,__text) external _glpPPStreamTokenDumpFree
00007ffb0b2952dd (__TEXT,__text) non-external _glpPPTFunctionDefinition
00007ffb0b294f80 (__TEXT,__text) non-external (was a private external) _glpPPTNode
00007ffb0b2954ef (__TEXT,__text) non-external _glpPPTRawCall
00007ffb0b2953fe (__TEXT,__text) non-external _glpPPTSwitchStatement
00007ffb0b295168 (__TEXT,__text) non-external _glpPPTVariableDeclaration
00007ffb0b2a4c35 (__TEXT,__text) non-external (was a private external) _glpPaIdentOrType
00007ffb0b2a4d20 (__TEXT,__text) non-external (was a private external) _glpPaParseComment
00007ffb0b2a54ab (__TEXT,__text) non-external (was a private external) _glpPaParseStrings
00007ffb0b2a4b64 (__TEXT,__text) non-external (was a private external) _glpPaReservedWord
00007ffb0b23d7aa (__TEXT,__text) non-external (was a private external) _glpPackConstants
00007ffb0b2728fa (__TEXT,__text) non-external (was a private external) _glpParameterDeclarationNodeGetExtra
00007ffb0b2728ec (__TEXT,__text) non-external (was a private external) _glpParameterDeclarationNodeGetName
00007ffb0b27290e (__TEXT,__text) non-external (was a private external) _glpParameterDeclarationNodeGetType
00007ffb0b272904 (__TEXT,__text) non-external (was a private external) _glpParameterDeclarationNodeSetExtra
00007ffb0b27291b (__TEXT,__text) non-external (was a private external) _glpParameterDeclarationNodeSetType
00007ffb0b2a6092 (__TEXT,__text) non-external (was a private external) _glpParseContextSetGLSLVersion
00007ffb0b2a61ae (__TEXT,__text) non-external (was a private external) _glpParseContextValidateGLSLVersion
00007ffb0b25803c (__TEXT,__text) non-external (was a private external) _glpParseQualifiers
00007ffb0b240107 (__TEXT,__text) non-external (was a private external) _glpParseRecover
00007ffb0b20f755 (__TEXT,__text) non-external (was a private external) _glpPointerHashCache_b
00007ffb0b20f706 (__TEXT,__text) non-external (was a private external) _glpPointerHashGet
00007ffb0b20f5b2 (__TEXT,__text) non-external (was a private external) _glpPointerHashPut
00007ffb0b20f79a (__TEXT,__text) non-external (was a private external) _glpPointerHashRemove
00007ffb0b23f20c (__TEXT,__text) non-external (was a private external) _glpPopulatePrecisionWidths
00007ffb0b272e2c (__TEXT,__text) non-external (was a private external) _glpPrecisionDeclarationNodeGetQualifier
00007ffb0b272e46 (__TEXT,__text) non-external (was a private external) _glpPrecisionDeclarationNodeGetType
00007ffb0b272e39 (__TEXT,__text) non-external (was a private external) _glpPrecisionDeclarationNodeSetQualifier
00007ffb0b272e54 (__TEXT,__text) non-external (was a private external) _glpPrecisionDeclarationNodeSetType
00007ffb0b23e761 (__TEXT,__text) non-external (was a private external) _glpPrecisionIndexFromSAFlags
00007ffb0b25ad9b (__TEXT,__text) non-external (was a private external) _glpPrecisionQualifierFromSaFlags
00007ffb0b255000 (__TEXT,__text) non-external (was a private external) _glpPrimitiveMatrixGetColumnType
00007ffb0b254d18 (__TEXT,__text) non-external (was a private external) _glpPrimitiveMatrixGetColumns
00007ffb0b255310 (__TEXT,__text) non-external (was a private external) _glpPrimitiveMatrixGetElementType
00007ffb0b255188 (__TEXT,__text) non-external (was a private external) _glpPrimitiveMatrixGetRowType
00007ffb0b254e8c (__TEXT,__text) non-external (was a private external) _glpPrimitiveMatrixGetRows
00007ffb0b255654 (__TEXT,__text) non-external (was a private external) _glpPrimitiveSamplerGetPPDatatype
00007ffb0b255478 (__TEXT,__text) non-external (was a private external) _glpPrimitiveSamplerGetPPTextarget
00007ffb0b265d70 (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeFromString
00007ffb0b255a11 (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeGetByteStride
00007ffb0b255924 (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeGetBytesPerComponent
00007ffb0b254a0c (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeGetCategory
00007ffb0b2549f1 (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeGetGLType
00007ffb0b25595f (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeGetMaxComponentsPerVec4
00007ffb0b25599f (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeGetNumVec4s
00007ffb0b265d8b (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeGetPrimitiveType
00007ffb0b2558c4 (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeGetScalarCount
00007ffb0b2557c0 (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeGetScalarType
00007ffb0b2731ed (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeNodeGetType
00007ffb0b25581c (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeReplaceScalarType
00007ffb0b228a90 (__TEXT,__text) non-external _glpPrimitiveTypeToLLVMType
00007ffb0b2e3f6a (__TEXT,__text) non-external _glpPrimitiveTypeToLLVMType.cold.1
00007ffb0b254970 (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeToString
00007ffb0b254b98 (__TEXT,__text) non-external (was a private external) _glpPrimitiveVectorGetElementType
00007ffb0b254a27 (__TEXT,__text) non-external (was a private external) _glpPrimitiveVectorGetLength
00007ffb0b237f0a (__TEXT,__text) non-external _glpProcessComponentWiseVectorAssignment
00007ffb0b18126b (__TEXT,__text) non-external _glpProgram_PPStreamAddAddressUsage
00007ffb0b181295 (__TEXT,__text) non-external _glpProgram_PPStreamAddAttribBinding
00007ffb0b18132e (__TEXT,__text) non-external _glpProgram_PPStreamAddConstant
00007ffb0b18133c (__TEXT,__text) non-external _glpProgram_PPStreamAddLabel
00007ffb0b181224 (__TEXT,__text) non-external _glpProgram_PPStreamAddOperation
00007ffb0b181320 (__TEXT,__text) non-external _glpProgram_PPStreamAddOption
00007ffb0b1812e2 (__TEXT,__text) non-external _glpProgram_PPStreamAddOutputBinding
00007ffb0b181279 (__TEXT,__text) non-external _glpProgram_PPStreamAddParamBinding
00007ffb0b181287 (__TEXT,__text) non-external _glpProgram_PPStreamAddParamBindingArray
00007ffb0b18125d (__TEXT,__text) non-external _glpProgram_PPStreamAddTempUsage
00007ffb0b181375 (__TEXT,__text) non-external _glpProgram_PPStreamResolveBranches
00007ffb0b181217 (__TEXT,__text) non-external _glpProgram_PPStreamSetTarget
00007ffb0b260148 (__TEXT,__text) non-external (was a private external) _glpPushdownPrecision
00007ffb0b272f69 (__TEXT,__text) non-external (was a private external) _glpQualifiedDeclarationGroupNodeAddDeclaration
00007ffb0b272f49 (__TEXT,__text) non-external (was a private external) _glpQualifiedDeclarationGroupNodeGetDeclaration
00007ffb0b272f40 (__TEXT,__text) non-external (was a private external) _glpQualifiedDeclarationGroupNodeGetDeclarationCount
00007ffb0b272f76 (__TEXT,__text) non-external (was a private external) _glpQualifiedDeclarationGroupNodeInsertDeclaration
00007ffb0b272f59 (__TEXT,__text) non-external (was a private external) _glpQualifiedDeclarationGroupNodeSetDeclaration
00007ffb0b272ec9 (__TEXT,__text) non-external (was a private external) _glpQualifiedDeclarationNodeGetName
00007ffb0b272ed7 (__TEXT,__text) non-external (was a private external) _glpQualifiedDeclarationNodeGetQualifiers
00007ffb0b272ee4 (__TEXT,__text) non-external (was a private external) _glpQualifiedDeclarationNodeSetQualifiers
00007ffb0b27316e (__TEXT,__text) non-external (was a private external) _glpQualifiedTypeNodeGetQualifiers
00007ffb0b273154 (__TEXT,__text) non-external (was a private external) _glpQualifiedTypeNodeGetType
00007ffb0b27317c (__TEXT,__text) non-external (was a private external) _glpQualifiedTypeNodeSetQualifiers
00007ffb0b273161 (__TEXT,__text) non-external (was a private external) _glpQualifiedTypeNodeSetType
00007ffb0b257fef (__TEXT,__text) non-external (was a private external) _glpQualifierKindOfNode
00007ffb0b257fd0 (__TEXT,__text) non-external (was a private external) _glpQualifierKindToString
00007ffb0b2739fc (__TEXT,__text) non-external (was a private external) _glpQualifierListNodeAddQualifier
00007ffb0b2739dc (__TEXT,__text) non-external (was a private external) _glpQualifierListNodeGetQualifier
00007ffb0b2739d3 (__TEXT,__text) non-external (was a private external) _glpQualifierListNodeGetQualifierCount
00007ffb0b273a09 (__TEXT,__text) non-external (was a private external) _glpQualifierListNodeInsertQualifier
00007ffb0b2739ec (__TEXT,__text) non-external (was a private external) _glpQualifierListNodeSetQualifier
00007ffb0b255a1f (__TEXT,__text) non-external (was a private external) _glpQualifierName
00007ffb0b2747e9 (__TEXT,__text) non-external (was a private external) _glpRValueNodeGetBase
00007ffb0b2747f7 (__TEXT,__text) non-external (was a private external) _glpRValueNodeSetBase
00007ffb0b2744c1 (__TEXT,__text) non-external (was a private external) _glpRawCallNodeGetExtra
00007ffb0b2744b3 (__TEXT,__text) non-external (was a private external) _glpRawCallNodeGetName
00007ffb0b2744cb (__TEXT,__text) non-external (was a private external) _glpRawCallNodeSetExtra
00007ffb0b260ce6 (__TEXT,__text) non-external (was a private external) _glpReInitDeserialContext
00007ffb0b272674 (__TEXT,__text) non-external (was a private external) _glpReadInputNodeGetExtra
00007ffb0b26b5df (__TEXT,__text) non-external (was a private external) _glpRemapValue
00007ffb0b2a5d0b (__TEXT,__text) non-external (was a private external) _glpResetErrMsg
00007ffb0b274284 (__TEXT,__text) non-external (was a private external) _glpReturnStatementNodeGetExpr
00007ffb0b274270 (__TEXT,__text) non-external (was a private external) _glpReturnStatementNodeGetExtra
00007ffb0b274291 (__TEXT,__text) non-external (was a private external) _glpReturnStatementNodeSetExpr
00007ffb0b27427a (__TEXT,__text) non-external (was a private external) _glpReturnStatementNodeSetExtra
00007ffb0b297bef (__TEXT,__text) non-external _glpSAAdd
00007ffb0b29657c (__TEXT,__text) non-external _glpSAArrayAccess
00007ffb0b29d3d0 (__TEXT,__text) non-external _glpSAArrayType
00007ffb0b298c9d (__TEXT,__text) non-external _glpSAAssign
00007ffb0b2e3ff4 (__TEXT,__text) non-external _glpSAAvailabilityDeclaration
00007ffb0b2a1137 (__TEXT,__text) non-external _glpSABinaryOperator
00007ffb0b298724 (__TEXT,__text) non-external _glpSABitwiseAnd
00007ffb0b297b2f (__TEXT,__text) non-external _glpSABitwiseNot
00007ffb0b298754 (__TEXT,__text) non-external _glpSABitwiseOr
00007ffb0b298784 (__TEXT,__text) non-external _glpSABitwiseXor
00007ffb0b29f968 (__TEXT,__text) non-external _glpSABlock
00007ffb0b2a04eb (__TEXT,__text) non-external _glpSABreakStatement
00007ffb0b25f360 (__TEXT,__text) non-external (was a private external) _glpSABuiltinPPStreamOp
00007ffb0b2a0e0a (__TEXT,__text) non-external _glpSACall
00007ffb0b2a039a (__TEXT,__text) non-external _glpSACaseStatement
00007ffb0b299829 (__TEXT,__text) non-external _glpSACommaExpr
00007ffb0b29654c (__TEXT,__text) non-external _glpSAConstant
00007ffb0b297976 (__TEXT,__text) non-external _glpSAConstructorCall
00007ffb0b2a058a (__TEXT,__text) non-external _glpSAContinueStatement
00007ffb0b2a045c (__TEXT,__text) non-external _glpSADefaultStatement
00007ffb0b2a1694 (__TEXT,__text) non-external _glpSADeref
00007ffb0b2a0623 (__TEXT,__text) non-external _glpSADiscardStatement
00007ffb0b297b8f (__TEXT,__text) non-external _glpSADivide
00007ffb0b297e83 (__TEXT,__text) non-external _glpSAEqual
00007ffb0b29f7fe (__TEXT,__text) non-external _glpSAExpressionStatement
00007ffb0b259b80 (__TEXT,__text) non-external (was a private external) _glpSAFailed
00007ffb0b296876 (__TEXT,__text) non-external _glpSAFieldAccess
00007ffb0b259f8d (__TEXT,__text) non-external (was a private external) _glpSAFieldAccessInternal
00007ffb0b29d5ae (__TEXT,__text) non-external _glpSAFieldDeclaration
00007ffb0b296e5d (__TEXT,__text) non-external _glpSAFunctionCall
00007ffb0b29caba (__TEXT,__text) non-external _glpSAFunctionDefinition
00007ffb0b299ccd (__TEXT,__text) non-external _glpSAFunctionPrototype
00007ffb0b29f606 (__TEXT,__text) non-external _glpSAGlobalTypeQualifier
00007ffb0b297d99 (__TEXT,__text) non-external _glpSAGreater
00007ffb0b297e0e (__TEXT,__text) non-external _glpSAGreaterEqual
00007ffb0b2a0c47 (__TEXT,__text) non-external _glpSAIBPartialDeref
00007ffb0b2987b4 (__TEXT,__text) non-external _glpSAIfExpr
00007ffb0b29fb72 (__TEXT,__text) non-external _glpSAIfStatement
00007ffb0b2a0fbb (__TEXT,__text) non-external _glpSAIncrementOperator
00007ffb0b25fa87 (__TEXT,__text) non-external (was a private external) _glpSAInlinePPStreamOpFixup
00007ffb0b29dc23 (__TEXT,__text) non-external _glpSAInterfaceBlock
00007ffb0b2e3fe4 (__TEXT,__text) non-external _glpSAKeywordQualifier
00007ffb0b2a0be3 (__TEXT,__text) non-external _glpSALValue
00007ffb0b29f7aa (__TEXT,__text) non-external _glpSALayoutPair
00007ffb0b29f39d (__TEXT,__text) non-external _glpSALayoutQualifier
00007ffb0b29ecd9 (__TEXT,__text) non-external _glpSALayoutType
00007ffb0b297caf (__TEXT,__text) non-external _glpSALess
00007ffb0b297d24 (__TEXT,__text) non-external _glpSALessEqual
00007ffb0b2984ed (__TEXT,__text) non-external _glpSALogicalAnd
00007ffb0b297aff (__TEXT,__text) non-external _glpSALogicalNot
00007ffb0b2985aa (__TEXT,__text) non-external _glpSALogicalOr
00007ffb0b298667 (__TEXT,__text) non-external _glpSALogicalXor
00007ffb0b29fcaa (__TEXT,__text) non-external _glpSALoopStatement
00007ffb0b2569ba (__TEXT,__text) non-external (was a private external) _glpSALowerCallArgsToAssignment
00007ffb0b29741c (__TEXT,__text) non-external _glpSAMethodCall
00007ffb0b297bbf (__TEXT,__text) non-external _glpSAModulo
