00000001801318d0 (__TEXT,__text) non-external K256
000000018011488c (__TEXT,__text) non-external (was a private external) __ZNK5dyld39MachOFile18isStaticExecutableEv
00000001801171b4 (__TEXT,__text) non-external (was a private external) __ZNK5dyld39MachOFile19dependentDylibCountEPb
0000000180118398 (__TEXT,__text) non-external (was a private external) __ZNK5dyld39MachOFile19findObjCDataSectionEPKcRyS3_
0000000180114db4 (__TEXT,__text) non-external (was a private external) __ZNK5dyld39MachOFile19getDylibInstallNameEPPKcPjS4_
0000000180114bc8 (__TEXT,__text) non-external (was a private external) __ZNK5dyld39MachOFile19hasConstObjCSectionEv
0000000180114680 (__TEXT,__text) non-external (was a private external) __ZNK5dyld39MachOFile19isBuiltForSimulatorEv
000000018011479c (__TEXT,__text) non-external (was a private external) __ZNK5dyld39MachOFile19isDynamicExecutableEv
00000001801160c8 (__TEXT,__text) non-external (was a private external) __ZNK5dyld39MachOFile19isFairPlayEncryptedERjS1_
000000018011434c (__TEXT,__text) non-external (was a private external) __ZNK5dyld39MachOFile19loadableIntoProcessENS_8PlatformEPKcb
0000000180115fec (__TEXT,__text) non-external (was a private external) __ZNK5dyld39MachOFile20hasInterposingTuplesEv
0000000180115538 (__TEXT,__text) non-external (was a private external) __ZNK5dyld39MachOFile20preferredLoadAddressEv
00000001801177c8 (__TEXT,__text) non-external (was a private external) __ZNK5dyld39MachOFile21analyzeSegmentsLayoutERyRb
0000000180114f14 (__TEXT,__text) non-external (was a private external) __ZNK5dyld39MachOFile21forEachDependentDylibEU13block_pointerFvPKcbbbjjRbE
00000001801193f8 (__TEXT,__text) non-external (was a private external) __ZNK5dyld39MachOFile21forEachSingletonPatchER11DiagnosticsU13block_pointerFvNS0_18SingletonPatchKindEyE
0000000180115318 (__TEXT,__text) non-external (was a private external) __ZNK5dyld39MachOFile22entryAddrFromThreadCmdEPK14thread_command
0000000180137378 (__TEXT,__text) non-external __ZNK5dyld39MachOFile22entryAddrFromThreadCmdEPK14thread_command.cold.1
000000018011624c (__TEXT,__text) non-external (was a private external) __ZNK5dyld39MachOFile23allowsAlternatePlatformEv
0000000180115fe0 (__TEXT,__text) non-external (was a private external) __ZNK5dyld39MachOFile23hasThreadLocalVariablesEv
0000000180117ec8 (__TEXT,__text) non-external (was a private external) __ZNK5dyld39MachOFile24forEachCodeDirectoryBlobEPKvmU13block_pointerFvS2_E
00000001800ca1cc (__TEXT,__text) non-external (was a private external) __ZNK5dyld39MachOFile24forEachSupportedPlatformEU13block_pointerFvNS_8PlatformEjjE
0000000180115cb0 (__TEXT,__text) non-external (was a private external) __ZNK5dyld39MachOFile25forEachInterposingSectionER11DiagnosticsU13block_pointerFvyyRbE
00000001801163e8 (__TEXT,__text) non-external (was a private external) __ZNK5dyld39MachOFile27hasChainedFixupsLoadCommandEv
00000001801180fc (__TEXT,__text) non-external (was a private external) __ZNK5dyld39MachOFile28forEachCDHashOfCodeSignatureEPKvmU13block_pointerFvPKhE
00000001801173ec (__TEXT,__text) non-external (was a private external) __ZNK5dyld39MachOFile32forEachInitializerPointerSectionER11DiagnosticsU13block_pointerFvjjRbE
0000000180116124 (__TEXT,__text) non-external (was a private external) __ZNK5dyld39MachOFile33findFairPlayEncryptionLoadCommandEv
0000000180113eec (__TEXT,__text) non-external (was a private external) __ZNK5dyld39MachOFile4is64Ev
0000000180113f60 (__TEXT,__text) non-external (was a private external) __ZNK5dyld39MachOFile6isArchEPKc
00000001800c80b4 (__TEXT,__text) non-external (was a private external) __ZNK5dyld39MachOFile7getUuidEPh
0000000180114954 (__TEXT,__text) non-external (was a private external) __ZNK5dyld39MachOFile7hasObjCEv
000000018011476c (__TEXT,__text) non-external (was a private external) __ZNK5dyld39MachOFile7isDylibEv
0000000180113604 (__TEXT,__text) non-external (was a private external) __ZNK5dyld39MachOFile7isMachOER11Diagnosticsy
0000000180113fd4 (__TEXT,__text) non-external (was a private external) __ZNK5dyld39MachOFile8archNameEv
00000001801153ec (__TEXT,__text) non-external (was a private external) __ZNK5dyld39MachOFile8getEntryERyRb
000000018011477c (__TEXT,__text) non-external (was a private external) __ZNK5dyld39MachOFile8isBundleEv
00000001801148c0 (__TEXT,__text) non-external (was a private external) __ZNK5dyld39MachOFile9isFileSetEv
00000001801148d0 (__TEXT,__text) non-external (was a private external) __ZNK5dyld39MachOFile9isPreloadEv
00000001800f3070 (__TEXT,__text) non-external (was a private external) __ZNK5dyld410FileRecord10persistentEv
00000001800f2f50 (__TEXT,__text) non-external (was a private external) __ZNK5dyld410FileRecord4statEv
00000001800f303c (__TEXT,__text) non-external (was a private external) __ZNK5dyld410FileRecord5mtimeEv
00000001800f2f20 (__TEXT,__text) non-external (was a private external) __ZNK5dyld410FileRecord6existsEv
00000001800f30a8 (__TEXT,__text) non-external (was a private external) __ZNK5dyld410FileRecord6volumeEv
00000001800f2eb0 (__TEXT,__text) non-external (was a private external) __ZNK5dyld410FileRecord7getPathEv
00000001800f3008 (__TEXT,__text) non-external (was a private external) __ZNK5dyld410FileRecord8objectIDEv
00000001800cf13c (__TEXT,__text) non-external (was a private external) __ZNK5dyld410KernelArgs8findEnvpEv
00000001800cf14c (__TEXT,__text) non-external (was a private external) __ZNK5dyld410KernelArgs9findAppleEv
00000001800f27f4 (__TEXT,__text) non-external (was a private external) __ZNK5dyld411FileManager11fsidForUUIDERKN3lsl4UUIDE
00000001800f209c (__TEXT,__text) non-external (was a private external) __ZNK5dyld411FileManager13reloadFSInfosEv
00000001800f24c8 (__TEXT,__text) non-external (was a private external) __ZNK5dyld411FileManager17uuidForFileSystemEy
00000001801365ac (__TEXT,__text) non-external __ZNK5dyld411FileManager17uuidForFileSystemEy.cold.1
00000001800d40e8 (__TEXT,__text) non-external (was a private external) __ZNK5dyld411PseudoDylib10initializeEv
00000001800d40c0 (__TEXT,__text) non-external (was a private external) __ZNK5dyld411PseudoDylib13disposeStringEPc
00000001800d42a4 (__TEXT,__text) non-external (was a private external) __ZNK5dyld411PseudoDylib13lookupAddressEPKvP7dl_info
00000001800d413c (__TEXT,__text) non-external (was a private external) __ZNK5dyld411PseudoDylib13lookupSymbolsENSt3__14spanIPKcLm18446744073709551615EEENS2_IPvLm18446744073709551615EEENS2_IyLm18446744073709551615EEE
0000000180135b5c (__TEXT,__text) non-external __ZNK5dyld411PseudoDylib13lookupSymbolsENSt3__14spanIPKcLm18446744073709551615EEENS2_IPvLm18446744073709551615EEENS2_IyLm18446744073709551615EEE.cold.1
0000000180135b88 (__TEXT,__text) non-external __ZNK5dyld411PseudoDylib13lookupSymbolsENSt3__14spanIPKcLm18446744073709551615EEENS2_IPvLm18446744073709551615EEENS2_IyLm18446744073709551615EEE.cold.2
00000001800d3fb4 (__TEXT,__text) non-external (was a private external) __ZNK5dyld411PseudoDylib14loadableAtPathEPKc
00000001800d4300 (__TEXT,__text) non-external (was a private external) __ZNK5dyld411PseudoDylib18findUnwindSectionsEPKvPbP20dyld_unwind_sections
0000000180135bb4 (__TEXT,__text) non-external __ZNK5dyld411PseudoDylib18findUnwindSectionsEPKvPbP20dyld_unwind_sections.cold.1
0000000180135be0 (__TEXT,__text) non-external __ZNK5dyld411PseudoDylib18findUnwindSectionsEPKvPbP20dyld_unwind_sections.cold.2
00000001800d41d8 (__TEXT,__text) non-external (was a private external) __ZNK5dyld411PseudoDylib24finalizeRequestedSymbolsENSt3__14spanIPKcLm18446744073709551615EEE
00000001800d4adc (__TEXT,__text) non-external (was a private external) __ZNK5dyld412RuntimeState14appLoadAddressEt
0000000180135c0c (__TEXT,__text) non-external __ZNK5dyld412RuntimeState14appLoadAddressEt.cold.1
0000000180135c38 (__TEXT,__text) non-external __ZNK5dyld412RuntimeState14appLoadAddressEt.cold.2
00000001800d6cac (__TEXT,__text) non-external (was a private external) __ZNK5dyld412RuntimeState15PermanentRanges8containsEmmPhPPKNS_6LoaderE
00000001800dd708 (__TEXT,__text) non-external (was a private external) __ZNK5dyld412RuntimeState16inPrebuiltLoaderEPKvm
00000001800dce30 (__TEXT,__text) non-external (was a private external) __ZNK5dyld412RuntimeState18findPrebuiltLoaderEPKc
0000000180135d6c (__TEXT,__text) non-external __ZNK5dyld412RuntimeState18findPrebuiltLoaderEPKc.cold.1
00000001800d6dcc (__TEXT,__text) non-external (was a private external) __ZNK5dyld412RuntimeState20checkHiddenCacheAddrEPKNS_6LoaderEPKvPKcRN5dyld317OverflowSafeArrayINS0_15HiddenCacheAddrELy4294967295EEE
00000001800d4b4c (__TEXT,__text) non-external (was a private external) __ZNK5dyld412RuntimeState22cachedDylibLoadAddressEt
0000000180135cbc (__TEXT,__text) non-external __ZNK5dyld412RuntimeState22cachedDylibLoadAddressEt.cold.1
00000001800db7c0 (__TEXT,__text) non-external (was a private external) __ZNK5dyld412RuntimeState25setDyldPatchedObjCClassesEv
00000001800dceb8 (__TEXT,__text) non-external (was a private external) __ZNK5dyld412RuntimeState39allowNonOsProgramsToSaveUpdatedClosuresEv
00000001800d4f94 (__TEXT,__text) non-external (was a private external) __ZNK5dyld412RuntimeState3logEPKcz
00000001800d3da0 (__TEXT,__text) non-external (was a private external) __ZNK5dyld413ProcessConfig10fileExistsEPKcPNS_6FileIDEPi
00000001800cf2b0 (__TEXT,__text) non-external (was a private external) __ZNK5dyld413ProcessConfig12scanForRootsEv
00000001800d34f8 (__TEXT,__text) non-external (was a private external) __ZNK5dyld413ProcessConfig13PathOverrides18forEachImageSuffixEPKcNS1_4TypeERbU13block_pointerFvS3_S4_S5_E
00000001800cf49c (__TEXT,__text) non-external (was a private external) __ZNK5dyld413ProcessConfig13PathOverrides18forEachPathVariantEPKcN5dyld38PlatformEbbRbU13block_pointerFvS3_NS1_4TypeES6_E
00000001800d3138 (__TEXT,__text) non-external (was a private external) __ZNK5dyld413ProcessConfig13PathOverrides20forEachDylibFallbackEN5dyld38PlatformEbRbU13block_pointerFvPKcNS1_4TypeES4_E
00000001800d2e5c (__TEXT,__text) non-external (was a private external) __ZNK5dyld413ProcessConfig13PathOverrides20forEachInsertedDylibEU13block_pointerFvPKcRbE
00000001800cf24c (__TEXT,__text) non-external (was a private external) __ZNK5dyld413ProcessConfig13PathOverrides21dontUsePrebuiltForAppEv
00000001800d36b8 (__TEXT,__text) non-external (was a private external) __ZNK5dyld413ProcessConfig13PathOverrides23getFrameworkPartialPathEPKc
00000001800d32fc (__TEXT,__text) non-external (was a private external) __ZNK5dyld413ProcessConfig13PathOverrides24forEachFrameworkFallbackEN5dyld38PlatformEbRbU13block_pointerFvPKcNS1_4TypeES4_E
00000001800d3458 (__TEXT,__text) non-external (was a private external) __ZNK5dyld413ProcessConfig13PathOverrides9addSuffixEPKcS3_Pc
00000001800d3e24 (__TEXT,__text) non-external (was a private external) __ZNK5dyld413ProcessConfig25canonicalDylibPathInCacheEPKc
00000001800d3c10 (__TEXT,__text) non-external (was a private external) __ZNK5dyld413ProcessConfig29simulatorFileMatchesDyldCacheEPKc
00000001800cfcb8 (__TEXT,__text) non-external (was a private external) __ZNK5dyld413ProcessConfig7Process10appleParamEPKc
00000001800d06f4 (__TEXT,__text) non-external (was a private external) __ZNK5dyld413ProcessConfig7Process24findVersionSetEquivalentEN5dyld38PlatformEj
00000001800d05e4 (__TEXT,__text) non-external (was a private external) __ZNK5dyld413ProcessConfig7Process7environEPKc
00000001800d1ebc (__TEXT,__text) non-external (was a private external) __ZNK5dyld413ProcessConfig9DyldCache11indexOfPathEPKcRj
00000001800d2074 (__TEXT,__text) non-external (was a private external) __ZNK5dyld413ProcessConfig9DyldCache16getCanonicalPathEPKc
00000001800d2034 (__TEXT,__text) non-external (was a private external) __ZNK5dyld413ProcessConfig9DyldCache17isOverridablePathEPKc
00000001800d20c8 (__TEXT,__text) non-external (was a private external) __ZNK5dyld413ProcessConfig9DyldCache19getIndexedImagePathEj
00000001800d20d0 (__TEXT,__text) non-external (was a private external) __ZNK5dyld413ProcessConfig9DyldCache20getIndexedImageEntryEjRyS2_
00000001800d189c (__TEXT,__text) non-external (was a private external) __ZNK5dyld413ProcessConfig9DyldCache21makeDataConstWritableERKNS0_7LoggingERKNS_15SyscallDelegateEb
00000001800d1ecc (__TEXT,__text) non-external (was a private external) __ZNK5dyld413ProcessConfig9DyldCache24findMachHeaderImageIndexEPK11mach_headerRj
00000001800d1af4 (__TEXT,__text) non-external (was a private external) __ZNK5dyld413ProcessConfig9DyldCache26uuidOfFileMatchesDyldCacheERKNS0_7ProcessERKNS_15SyscallDelegateEPKc
00000001800eefcc (__TEXT,__text) non-external (was a private external) __ZNK5dyld414PrebuiltLoader10withLayoutER11DiagnosticsRNS_12RuntimeStateEU13block_pointerFvRKN6mach_o6LayoutEE
00000001800ed47c (__TEXT,__text) non-external (was a private external) __ZNK5dyld414PrebuiltLoader11applyFixupsER11DiagnosticsRNS_12RuntimeStateERNS_34DyldCacheDataConstLazyScopedWriterEbPN3lsl6VectorINSt3__14pairIPKNS_6LoaderEPKcEEEE
000000018013644c (__TEXT,__text) non-external __ZNK5dyld414PrebuiltLoader11applyFixupsER11DiagnosticsRNS_12RuntimeStateERNS_34DyldCacheDataConstLazyScopedWriterEbPN3lsl6VectorINSt3__14pairIPKNS_6LoaderEPKcEEEE.cold.1
000000018013644c (__TEXT,__text) non-external __ZNK5dyld414PrebuiltLoader11applyFixupsER11DiagnosticsRNS_12RuntimeStateERNS_34DyldCacheDataConstLazyScopedWriterEbPN3lsl6VectorINSt3__14pairIPKNS_6LoaderEPKcEEEE.cold.2
00000001800ee914 (__TEXT,__text) non-external (was a private external) __ZNK5dyld414PrebuiltLoader11isDelayInitERNS_12RuntimeStateE
00000001800ecbc0 (__TEXT,__text) non-external (was a private external) __ZNK5dyld414PrebuiltLoader11loadAddressERKNS_12RuntimeStateE
00000001800ecd90 (__TEXT,__text) non-external (was a private external) __ZNK5dyld414PrebuiltLoader11matchesPathERKNS_12RuntimeStateEPKc
00000001800ee944 (__TEXT,__text) non-external (was a private external) __ZNK5dyld414PrebuiltLoader12setDelayInitERNS_12RuntimeStateEb
00000001800ecbe4 (__TEXT,__text) non-external (was a private external) __ZNK5dyld414PrebuiltLoader13BindTargetRef16absValueOrOffsetEv
00000001800ecb18 (__TEXT,__text) non-external (was a private external) __ZNK5dyld414PrebuiltLoader13BindTargetRef5valueERNS_12RuntimeStateE
00000001800ecaf4 (__TEXT,__text) non-external (was a private external) __ZNK5dyld414PrebuiltLoader13BindTargetRef6offsetEv
00000001800ecba0 (__TEXT,__text) non-external (was a private external) __ZNK5dyld414PrebuiltLoader13BindTargetRef9loaderRefEv
000000018013644c (__TEXT,__text) non-external __ZNK5dyld414PrebuiltLoader13BindTargetRef9loaderRefEv.cold.1
00000001800ee990 (__TEXT,__text) non-external (was a private external) __ZNK5dyld414PrebuiltLoader13isInitializedERKNS_12RuntimeStateE
00000001800ece58 (__TEXT,__text) non-external (was a private external) __ZNK5dyld414PrebuiltLoader14dependentCountEv
00000001800edd84 (__TEXT,__text) non-external (was a private external) __ZNK5dyld414PrebuiltLoader14getExportsTrieERyRj
00000001800ee820 (__TEXT,__text) non-external (was a private external) __ZNK5dyld414PrebuiltLoader14hasBeenFixedUpERNS_12RuntimeStateE
00000001800edda0 (__TEXT,__text) non-external (was a private external) __ZNK5dyld414PrebuiltLoader14hiddenFromFlatEb
00000001800ed194 (__TEXT,__text) non-external (was a private external) __ZNK5dyld414PrebuiltLoader14setLoadAddressERNS_12RuntimeStateEPKN5dyld311MachOLoadedE
00000001801364a4 (__TEXT,__text) non-external __ZNK5dyld414PrebuiltLoader14setLoadAddressERNS_12RuntimeStateEPKN5dyld311MachOLoadedE.cold.1
00000001800ed978 (__TEXT,__text) non-external (was a private external) __ZNK5dyld414PrebuiltLoader15applyObjCFixupsERNS_12RuntimeStateE
00000001800ee8b4 (__TEXT,__text) non-external (was a private external) __ZNK5dyld414PrebuiltLoader15runInitializersERNS_12RuntimeStateE
00000001800ece60 (__TEXT,__text) non-external (was a private external) __ZNK5dyld414PrebuiltLoader16recordedCdHashIsEPKh
00000001800ee5d4 (__TEXT,__text) non-external (was a private external) __ZNK5dyld414PrebuiltLoader17invalidateShallowERKNS_12RuntimeStateE
00000001800ee7f0 (__TEXT,__text) non-external (was a private external) __ZNK5dyld414PrebuiltLoader18dyldDoesObjCFixupsEv
00000001800ee818 (__TEXT,__text) non-external (was a private external) __ZNK5dyld414PrebuiltLoader19getSectionLocationsEv
00000001800ee248 (__TEXT,__text) non-external (was a private external) __ZNK5dyld414PrebuiltLoader21invalidateInIsolationERKNS_12RuntimeStateE
00000001800eefa0 (__TEXT,__text) non-external (was a private external) __ZNK5dyld414PrebuiltLoader21overridesDylibInCacheERPKNS_6Loader10DylibPatchERt
00000001800edda0 (__TEXT,__text) non-external (was a private external) __ZNK5dyld414PrebuiltLoader26representsCachedDylibIndexEt
00000001800edda8 (__TEXT,__text) non-external (was a private external) __ZNK5dyld414PrebuiltLoader27recursiveMarkBeingValidatedERKNS_12RuntimeStateEb
00000001801364fc (__TEXT,__text) non-external __ZNK5dyld414PrebuiltLoader27recursiveMarkBeingValidatedERKNS_12RuntimeStateEb.cold.1
00000001800ecc94 (__TEXT,__text) non-external (was a private external) __ZNK5dyld414PrebuiltLoader2mfERKNS_12RuntimeStateE
00000001800eceac (__TEXT,__text) non-external (was a private external) __ZNK5dyld414PrebuiltLoader3mapER11DiagnosticsRNS_12RuntimeStateERKNS_6Loader11LoadOptionsE
00000001800ecc98 (__TEXT,__text) non-external (was a private external) __ZNK5dyld414PrebuiltLoader4pathERKNS_12RuntimeStateE
00000001800ed450 (__TEXT,__text) non-external (was a private external) __ZNK5dyld414PrebuiltLoader5unmapERNS_12RuntimeStateEb
00000001800ece1c (__TEXT,__text) non-external (was a private external) __ZNK5dyld414PrebuiltLoader6fileIDERKNS_12RuntimeStateE
00000001800eded4 (__TEXT,__text) non-external (was a private external) __ZNK5dyld414PrebuiltLoader7isValidERKNS_12RuntimeStateE
0000000180135d6c (__TEXT,__text) non-external __ZNK5dyld414PrebuiltLoader7isValidERKNS_12RuntimeStateE.cold.1
0000000180135d6c (__TEXT,__text) non-external __ZNK5dyld414PrebuiltLoader7isValidERKNS_12RuntimeStateE.cold.2
00000001800eccd4 (__TEXT,__text) non-external (was a private external) __ZNK5dyld414PrebuiltLoader8containsERNS_12RuntimeStateEPKvPS4_PyPh
00000001800ed37c (__TEXT,__text) non-external (was a private external) __ZNK5dyld414PrebuiltLoader9dependentERKNS_12RuntimeStateEjPN6mach_o21LinkedDylibAttributesE
00000001801364d0 (__TEXT,__text) non-external __ZNK5dyld414PrebuiltLoader9dependentERKNS_12RuntimeStateEjPN6mach_o21LinkedDylibAttributesE.cold.1
00000001800f094c (__TEXT,__text) non-external (was a private external) __ZNK5dyld415SyscallDelegate10fileExistsEPKcPNS_6FileIDEPi
00000001800f11e4 (__TEXT,__text) non-external (was a private external) __ZNK5dyld415SyscallDelegate10vm_protectEjmmbj
00000001800f125c (__TEXT,__text) non-external (was a private external) __ZNK5dyld415SyscallDelegate11getattrlistEPKcP8attrlistPvmj
00000001800f0224 (__TEXT,__text) non-external (was a private external) __ZNK5dyld415SyscallDelegate11openLogFileEPKc
00000001800f03d4 (__TEXT,__text) non-external (was a private external) __ZNK5dyld415SyscallDelegate12getDyldCacheERKN5dyld318SharedCacheOptionsERNS1_19SharedCacheLoadInfoE
00000001800f0628 (__TEXT,__text) non-external (was a private external) __ZNK5dyld415SyscallDelegate12getDylibInfoEPKcN5dyld38PlatformERKNS3_11GradedArchsERjPc
00000001800f0170 (__TEXT,__text) non-external (was a private external) __ZNK5dyld415SyscallDelegate12isTranslatedEv
00000001800f0218 (__TEXT,__text) non-external (was a private external) __ZNK5dyld415SyscallDelegate14getGradedArchsEPKcbb
00000001800f014c (__TEXT,__text) non-external (was a private external) __ZNK5dyld415SyscallDelegate15internalInstallEv
00000001800f0b74 (__TEXT,__text) non-external (was a private external) __ZNK5dyld415SyscallDelegate15mapFileReadOnlyER11DiagnosticsPKcPmPNS_6FileIDEPbPc
