00007ff9114d65c0 (__TEXT,__text) non-external K256
00007ff91157ae06 (__TEXT,__text) external _X509_policy_tree_free
00007ff91157a92e (__TEXT,__text) external _X509_policy_tree_get0_level
00007ff91157a955 (__TEXT,__text) external _X509_policy_tree_get0_policies
00007ff91157a968 (__TEXT,__text) external _X509_policy_tree_get0_user_policies
00007ff91157a91c (__TEXT,__text) external _X509_policy_tree_level_count
00007ff9114eaa31 (__TEXT,__text) external _X509_print
00007ff9114ea509 (__TEXT,__text) external _X509_print_ex
00007ff9114ea477 (__TEXT,__text) external _X509_print_ex_fp
00007ff9114ea469 (__TEXT,__text) external _X509_print_fp
00007ff91157a11d (__TEXT,__text) external _X509_pubkey_digest
00007ff9114f2732 (__TEXT,__text) external _X509_reject_clear
00007ff9419703e0 (__DATA_CONST,__const) non-external _X509_seq_tt
00007ff9114f21b0 (__TEXT,__text) external _X509_set_ex_data
00007ff911574ed2 (__TEXT,__text) external _X509_set_issuer_name
00007ff911574f6f (__TEXT,__text) external _X509_set_notAfter
00007ff911574f10 (__TEXT,__text) external _X509_set_notBefore
00007ff911574fd1 (__TEXT,__text) external _X509_set_pubkey
00007ff911574e80 (__TEXT,__text) external _X509_set_serialNumber
00007ff911574ef1 (__TEXT,__text) external _X509_set_subject_name
00007ff911574e35 (__TEXT,__text) external _X509_set_version
00007ff911579b92 (__TEXT,__text) external _X509_sign
00007ff911579bcf (__TEXT,__text) external _X509_sign_ctx
00007ff9114ead05 (__TEXT,__text) external _X509_signature_dump
00007ff9114eaa3f (__TEXT,__text) external _X509_signature_print
00007ff9435e6820 (__DATA,__data) non-external _X509_str_functs
00007ff9435e6b00 (__DATA,__data) non-external _X509_str_reasons
00007ff911572ae6 (__TEXT,__text) external _X509_subject_name_cmp
00007ff911572c8d (__TEXT,__text) external _X509_subject_name_hash
00007ff911572c9e (__TEXT,__text) external _X509_subject_name_hash_old
00007ff9115836bc (__TEXT,__text) external _X509_supported_extension
00007ff9115b6b20 (__TEXT,__const) non-external _X509_supported_extension.supported_nids
00007ff911576f10 (__TEXT,__text) external _X509_time_adj
00007ff911576f33 (__TEXT,__text) external _X509_time_adj_ex
00007ff91157490c (__TEXT,__text) external _X509_to_X509_REQ
00007ff9114f26f4 (__TEXT,__text) external _X509_trust_clear
00007ff911579b0e (__TEXT,__text) external _X509_verify
00007ff911575a49 (__TEXT,__text) external _X509_verify_cert
00007ff911575570 (__TEXT,__text) external _X509_verify_cert_error_string
00007ff9435e9fb0 (__DATA,__bss) non-external _X509_verify_cert_error_string.buf
00007ff911575d72 (__TEXT,__text) external _X509_verify_cert_orig
00007ff91157228c (__TEXT,__text) external _X509at_add1_attr
00007ff91157245b (__TEXT,__text) external _X509at_add1_attr_by_NID
00007ff91157236b (__TEXT,__text) external _X509at_add1_attr_by_OBJ
00007ff911572514 (__TEXT,__text) external _X509at_add1_attr_by_txt
00007ff911572259 (__TEXT,__text) external _X509at_delete_attr
00007ff9115725e7 (__TEXT,__text) external _X509at_get0_data_by_OBJ
00007ff911572226 (__TEXT,__text) external _X509at_get_attr
00007ff911572185 (__TEXT,__text) external _X509at_get_attr_by_NID
00007ff9115721b8 (__TEXT,__text) external _X509at_get_attr_by_OBJ
00007ff91157217b (__TEXT,__text) external _X509at_get_attr_count
00007ff911575757 (__TEXT,__text) external _X509v3_add_ext
00007ff911575724 (__TEXT,__text) external _X509v3_delete_ext
00007ff9115756f1 (__TEXT,__text) external _X509v3_get_ext
00007ff9115755db (__TEXT,__text) external _X509v3_get_ext_by_NID
00007ff91157560e (__TEXT,__text) external _X509v3_get_ext_by_OBJ
00007ff91157567c (__TEXT,__text) external _X509v3_get_ext_by_critical
00007ff9115755c8 (__TEXT,__text) external _X509v3_get_ext_count
00007ff941971c18 (__DATA_CONST,__const) non-external _X9_62_CHARACTERISTIC_TWO_adb
00007ff941971c50 (__DATA_CONST,__const) non-external _X9_62_CHARACTERISTIC_TWO_adbtbl
00007ff91151e7e4 (__TEXT,__text) external _X9_62_CHARACTERISTIC_TWO_free
00007ff9419717e8 (__DATA_CONST,__const) external _X9_62_CHARACTERISTIC_TWO_it
00007ff91151e7d3 (__TEXT,__text) external _X9_62_CHARACTERISTIC_TWO_new
00007ff941971770 (__DATA_CONST,__const) non-external _X9_62_CHARACTERISTIC_TWO_seq_tt
00007ff941971928 (__DATA_CONST,__const) external _X9_62_CURVE_it
00007ff9419718b0 (__DATA_CONST,__const) non-external _X9_62_CURVE_seq_tt
00007ff941971d08 (__DATA_CONST,__const) non-external _X9_62_FIELDID_adb
00007ff941971d40 (__DATA_CONST,__const) non-external _X9_62_FIELDID_adbtbl
00007ff941971870 (__DATA_CONST,__const) external _X9_62_FIELDID_it
00007ff941971820 (__DATA_CONST,__const) non-external _X9_62_FIELDID_seq_tt
00007ff91151e7c2 (__TEXT,__text) external _X9_62_PENTANOMIAL_free
00007ff941971738 (__DATA_CONST,__const) external _X9_62_PENTANOMIAL_it
00007ff91151e7b1 (__TEXT,__text) external _X9_62_PENTANOMIAL_new
00007ff9419716c0 (__DATA_CONST,__const) non-external _X9_62_PENTANOMIAL_seq_tt
00007ff94196fac8 (__DATA_CONST,__const) external _ZLONG_it
                 (undefined) external __Block_object_assign (from libSystem)
                 (undefined) external __Block_object_dispose (from libSystem)
00007ff91150c719 (__TEXT,__text) external __CONF_add_string
00007ff91150c8e8 (__TEXT,__text) external __CONF_free_data
00007ff91150c650 (__TEXT,__text) external __CONF_get_section
00007ff91150c6b0 (__TEXT,__text) external __CONF_get_section_values
00007ff91150c791 (__TEXT,__text) external __CONF_get_string
00007ff91150c827 (__TEXT,__text) external __CONF_new_data
00007ff91150c9da (__TEXT,__text) external __CONF_new_section
                 (undefined) external __DefaultRuneLocale (from libSystem)
00007ff9115ad490 (__TEXT,__const) non-external __EC_FRP256v1
00007ff9115ad630 (__TEXT,__const) non-external __EC_GOST_2001_CryptoPro_A
00007ff9115ad700 (__TEXT,__const) non-external __EC_GOST_2001_CryptoPro_B
00007ff9115ad7d0 (__TEXT,__const) non-external __EC_GOST_2001_CryptoPro_C
00007ff9115ad560 (__TEXT,__const) non-external __EC_GOST_2001_Test
00007ff9115ad8a0 (__TEXT,__const) non-external __EC_GOST_2012_TC26_A
00007ff9115ada30 (__TEXT,__const) non-external __EC_GOST_2012_TC26_B
00007ff9115ac688 (__TEXT,__const) non-external __EC_IPSEC_155_ID3
00007ff9115ac710 (__TEXT,__const) non-external __EC_IPSEC_185_ID4
00007ff9115aaa70 (__TEXT,__const) non-external __EC_NIST_CHAR2_163B
00007ff9115aa950 (__TEXT,__const) non-external __EC_NIST_CHAR2_163K
00007ff9115aad3c (__TEXT,__const) non-external __EC_NIST_CHAR2_233B
00007ff9115aac78 (__TEXT,__const) non-external __EC_NIST_CHAR2_233K
00007ff9115aafc0 (__TEXT,__const) non-external __EC_NIST_CHAR2_283B
00007ff9115aaed8 (__TEXT,__const) non-external __EC_NIST_CHAR2_283K
00007ff9115ab204 (__TEXT,__const) non-external __EC_NIST_CHAR2_409B
00007ff9115ab0bc (__TEXT,__const) non-external __EC_NIST_CHAR2_409K
00007ff9115ab520 (__TEXT,__const) non-external __EC_NIST_CHAR2_571B
00007ff9115ab360 (__TEXT,__const) non-external __EC_NIST_CHAR2_571K
00007ff9115aa1b0 (__TEXT,__const) non-external __EC_NIST_PRIME_192
00007ff9115a9d20 (__TEXT,__const) non-external __EC_NIST_PRIME_224
00007ff9115a9ebc (__TEXT,__const) non-external __EC_NIST_PRIME_384
00007ff9115aa000 (__TEXT,__const) non-external __EC_NIST_PRIME_521
00007ff9115aa738 (__TEXT,__const) non-external __EC_SECG_CHAR2_113R1
00007ff9115aa7b8 (__TEXT,__const) non-external __EC_SECG_CHAR2_113R2
00007ff9115aa838 (__TEXT,__const) non-external __EC_SECG_CHAR2_131R1
00007ff9115aa8c4 (__TEXT,__const) non-external __EC_SECG_CHAR2_131R2
00007ff9115aa9e0 (__TEXT,__const) non-external __EC_SECG_CHAR2_163R1
00007ff9115aab00 (__TEXT,__const) non-external __EC_SECG_CHAR2_193R1
00007ff9115aabbc (__TEXT,__const) non-external __EC_SECG_CHAR2_193R2
00007ff9115aae14 (__TEXT,__const) non-external __EC_SECG_CHAR2_239K1
00007ff9115a97f0 (__TEXT,__const) non-external __EC_SECG_PRIME_112R1
00007ff9115a9868 (__TEXT,__const) non-external __EC_SECG_PRIME_112R2
00007ff9115a98e0 (__TEXT,__const) non-external __EC_SECG_PRIME_128R1
00007ff9115a9964 (__TEXT,__const) non-external __EC_SECG_PRIME_128R2
00007ff9115a99e8 (__TEXT,__const) non-external __EC_SECG_PRIME_160K1
00007ff9115a9a78 (__TEXT,__const) non-external __EC_SECG_PRIME_160R1
00007ff9115a9b1c (__TEXT,__const) non-external __EC_SECG_PRIME_160R2
00007ff9115a9bc0 (__TEXT,__const) non-external __EC_SECG_PRIME_192K1
00007ff9115a9c60 (__TEXT,__const) non-external __EC_SECG_PRIME_224K1
00007ff9115a9dec (__TEXT,__const) non-external __EC_SECG_PRIME_256K1
00007ff9115ac468 (__TEXT,__const) non-external __EC_WTLS_1
00007ff9115ac5d0 (__TEXT,__const) non-external __EC_WTLS_12
00007ff9115ac4d4 (__TEXT,__const) non-external __EC_WTLS_8
00007ff9115ac540 (__TEXT,__const) non-external __EC_WTLS_9
00007ff9115ab6f4 (__TEXT,__const) non-external __EC_X9_62_CHAR2_163V1
00007ff9115ab798 (__TEXT,__const) non-external __EC_X9_62_CHAR2_163V2
00007ff9115ab83c (__TEXT,__const) non-external __EC_X9_62_CHAR2_163V3
00007ff9115ab8e0 (__TEXT,__const) non-external __EC_X9_62_CHAR2_176V1
00007ff9115ab97c (__TEXT,__const) non-external __EC_X9_62_CHAR2_191V1
00007ff9115aba30 (__TEXT,__const) non-external __EC_X9_62_CHAR2_191V2
00007ff9115abae4 (__TEXT,__const) non-external __EC_X9_62_CHAR2_191V3
00007ff9115abb98 (__TEXT,__const) non-external __EC_X9_62_CHAR2_208W1
00007ff9115abc4c (__TEXT,__const) non-external __EC_X9_62_CHAR2_239V1
00007ff9115abd24 (__TEXT,__const) non-external __EC_X9_62_CHAR2_239V2
00007ff9115abdfc (__TEXT,__const) non-external __EC_X9_62_CHAR2_239V3
00007ff9115abed4 (__TEXT,__const) non-external __EC_X9_62_CHAR2_272W1
00007ff9115abfb8 (__TEXT,__const) non-external __EC_X9_62_CHAR2_304W1
00007ff9115ac0b4 (__TEXT,__const) non-external __EC_X9_62_CHAR2_359V1
00007ff9115ac1e8 (__TEXT,__const) non-external __EC_X9_62_CHAR2_368W1
00007ff9115ac314 (__TEXT,__const) non-external __EC_X9_62_CHAR2_431R1
00007ff9115aa264 (__TEXT,__const) non-external __EC_X9_62_PRIME_192V2
00007ff9115aa318 (__TEXT,__const) non-external __EC_X9_62_PRIME_192V3
00007ff9115aa3cc (__TEXT,__const) non-external __EC_X9_62_PRIME_239V1
00007ff9115aa4a4 (__TEXT,__const) non-external __EC_X9_62_PRIME_239V2
00007ff9115aa57c (__TEXT,__const) non-external __EC_X9_62_PRIME_239V3
00007ff9115aa654 (__TEXT,__const) non-external __EC_X9_62_PRIME_256V1
00007ff9115ac7b0 (__TEXT,__const) non-external __EC_brainpoolP160r1
00007ff9115ac838 (__TEXT,__const) non-external __EC_brainpoolP160t1
00007ff9115ac8c0 (__TEXT,__const) non-external __EC_brainpoolP192r1
00007ff9115ac960 (__TEXT,__const) non-external __EC_brainpoolP192t1
00007ff9115aca00 (__TEXT,__const) non-external __EC_brainpoolP224r1
00007ff9115acab8 (__TEXT,__const) non-external __EC_brainpoolP224t1
00007ff9115acb70 (__TEXT,__const) non-external __EC_brainpoolP256r1
00007ff9115acc40 (__TEXT,__const) non-external __EC_brainpoolP256t1
00007ff9115acd10 (__TEXT,__const) non-external __EC_brainpoolP320r1
00007ff9115ace10 (__TEXT,__const) non-external __EC_brainpoolP320t1
00007ff9115acf10 (__TEXT,__const) non-external __EC_brainpoolP384r1
00007ff9115ad040 (__TEXT,__const) non-external __EC_brainpoolP384t1
00007ff9115ad170 (__TEXT,__const) non-external __EC_brainpoolP512r1
00007ff9115ad300 (__TEXT,__const) non-external __EC_brainpoolP512t1
                 (undefined) external __NSConcreteStackBlock (from libSystem)
00007ff91157669f (__TEXT,__text) non-external ___X509_verify_cert_block_invoke
                 (undefined) weak external ____chkstk_darwin (from libSystem)
00007ff9419835a0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
                 (undefined) external ___bzero (from libSystem)
00007ff9114e5c00 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin
00007ff9114e5c20 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin_llvm_probe
00007ff911576742 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r
00007ff911576759 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r
                 (undefined) external ___error (from libSystem)
                 (undefined) external ___maskrune (from libSystem)
                 (undefined) external ___memcpy_chk (from libSystem)
                 (undefined) external ___memmove_chk (from libSystem)
                 (undefined) external ___memset_chk (from libSystem)
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external ___stderrp (from libSystem)
                 (undefined) external ___stdinp (from libSystem)
                 (undefined) external ___strlcat_chk (from libSystem)
                 (undefined) external ___strlcpy_chk (from libSystem)
                 (undefined) external ___tolower (from libSystem)
00007ff9114c9170 (__TEXT,__text) non-external __aesni_set_encrypt_key
00007ff9114e32ef (__TEXT,__text) non-external __asn1_Finish
00007ff941970660 (__DATA_CONST,__const) non-external __bignum_nist_p_192
00007ff941970678 (__DATA_CONST,__const) non-external __bignum_nist_p_224
00007ff941970690 (__DATA_CONST,__const) non-external __bignum_nist_p_256
00007ff9419706a8 (__DATA_CONST,__const) non-external __bignum_nist_p_384
00007ff9419706c0 (__DATA_CONST,__const) non-external __bignum_nist_p_521
00007ff9115a5150 (__TEXT,__const) non-external __nist_p_192
00007ff9115a5120 (__TEXT,__const) non-external __nist_p_192_sqr
00007ff9115a51e0 (__TEXT,__const) non-external __nist_p_224
00007ff9115a51a0 (__TEXT,__const) non-external __nist_p_224_sqr
00007ff9115a5260 (__TEXT,__const) non-external __nist_p_256
00007ff9115a5220 (__TEXT,__const) non-external __nist_p_256_sqr
00007ff9115a5360 (__TEXT,__const) non-external __nist_p_384
00007ff9115a5300 (__TEXT,__const) non-external __nist_p_384_sqr
00007ff9115a54e0 (__TEXT,__const) non-external __nist_p_521
00007ff9115a5450 (__TEXT,__const) non-external __nist_p_521_sqr
00007ff911570cd3 (__TEXT,__text) external __ossl_old_des_read_pw
00007ff911570c66 (__TEXT,__text) external __ossl_old_des_read_pw_string
00007ff9435ea040 (__DATA,__bss) non-external __rs_forkdetect._rs_pid
00007ff9435ea044 (__DATA,__bss) non-external __rs_forked
00007ff911586091 (__TEXT,__text) non-external __rs_forkhandler
00007ff911585fa6 (__TEXT,__text) non-external __rs_init
00007ff9115860ce (__TEXT,__text) non-external __rs_init.cold.1
00007ff911585a2c (__TEXT,__text) non-external __rs_rekey
00007ff91158590c (__TEXT,__text) non-external __rs_stir_if_needed
00007ff9114de319 (__TEXT,__text) external _a2d_ASN1_OBJECT
00007ff9114e7708 (__TEXT,__text) external _a2i_ASN1_ENUMERATED
00007ff9114e7b53 (__TEXT,__text) external _a2i_ASN1_INTEGER
00007ff9114e7f5e (__TEXT,__text) external _a2i_ASN1_STRING
00007ff91157c7c4 (__TEXT,__text) external _a2i_GENERAL_NAME
00007ff9115851e6 (__TEXT,__text) external _a2i_IPADDRESS
00007ff9115853c3 (__TEXT,__text) external _a2i_IPADDRESS_NC
00007ff91158525d (__TEXT,__text) external _a2i_ipadd
                 (undefined) external _abort (from libSystem)
                 (undefined) external _accept (from libSystem)
00007ff9114f6c00 (__TEXT,__text) non-external _acpt_close_socket
00007ff9114f6712 (__TEXT,__text) non-external _acpt_ctrl
00007ff9114f6955 (__TEXT,__text) non-external _acpt_free
00007ff9114f68f4 (__TEXT,__text) non-external _acpt_new
00007ff9114f66ec (__TEXT,__text) non-external _acpt_puts
00007ff9114f668e (__TEXT,__text) non-external _acpt_read
00007ff9114f69c9 (__TEXT,__text) non-external _acpt_state
00007ff9114f6630 (__TEXT,__text) non-external _acpt_write
00007ff91155cae8 (__TEXT,__text) non-external _add_attribute
00007ff91157189e (__TEXT,__text) non-external _add_cert_dir
00007ff91155dfb5 (__TEXT,__text) non-external _add_cipher_smcap
00007ff91155e002 (__TEXT,__text) non-external _add_digest_smcap
00007ff9435e7d20 (__DATA,__bss) non-external _add_lock_callback
00007ff9435e9bd8 (__DATA,__bss) non-external _added
00007ff91154daa0 (__TEXT,__text) non-external _added_obj_LHASH_COMP
00007ff91154d9e2 (__TEXT,__text) non-external _added_obj_LHASH_HASH
00007ff941974458 (__DATA_CONST,__const) non-external _aead_aes_128_gcm
00007ff941974480 (__DATA_CONST,__const) non-external _aead_aes_256_gcm
00007ff911534915 (__TEXT,__text) non-external _aead_aes_gcm_cleanup
00007ff9115347be (__TEXT,__text) non-external _aead_aes_gcm_init
00007ff911534a7a (__TEXT,__text) non-external _aead_aes_gcm_open
00007ff91153493a (__TEXT,__text) non-external _aead_aes_gcm_seal
00007ff941974df0 (__DATA_CONST,__const) non-external _aead_chacha20_poly1305
00007ff911536a96 (__TEXT,__text) non-external _aead_chacha20_poly1305_cleanup
00007ff911536a00 (__TEXT,__text) non-external _aead_chacha20_poly1305_init
00007ff911536c8a (__TEXT,__text) non-external _aead_chacha20_poly1305_open
00007ff911536abb (__TEXT,__text) non-external _aead_chacha20_poly1305_seal
00007ff9419730c0 (__DATA_CONST,__const) non-external _aes_128_cbc
00007ff9419742a0 (__DATA_CONST,__const) non-external _aes_128_ccm
00007ff9419732d0 (__DATA_CONST,__const) non-external _aes_128_cfb
00007ff941973380 (__DATA_CONST,__const) non-external _aes_128_cfb1
00007ff941973430 (__DATA_CONST,__const) non-external _aes_128_cfb8
00007ff9419734e0 (__DATA_CONST,__const) non-external _aes_128_ctr
00007ff941973170 (__DATA_CONST,__const) non-external _aes_128_ecb
00007ff941973f30 (__DATA_CONST,__const) non-external _aes_128_gcm
00007ff941973220 (__DATA_CONST,__const) non-external _aes_128_ofb
00007ff941974140 (__DATA_CONST,__const) non-external _aes_128_xts
00007ff941973590 (__DATA_CONST,__const) non-external _aes_192_cbc
00007ff941974350 (__DATA_CONST,__const) non-external _aes_192_ccm
00007ff9419737a0 (__DATA_CONST,__const) non-external _aes_192_cfb
00007ff941973850 (__DATA_CONST,__const) non-external _aes_192_cfb1
00007ff941973900 (__DATA_CONST,__const) non-external _aes_192_cfb8
00007ff9419739b0 (__DATA_CONST,__const) non-external _aes_192_ctr
00007ff941973640 (__DATA_CONST,__const) non-external _aes_192_ecb
00007ff941973fe0 (__DATA_CONST,__const) non-external _aes_192_gcm
00007ff9419736f0 (__DATA_CONST,__const) non-external _aes_192_ofb
00007ff941973a60 (__DATA_CONST,__const) non-external _aes_256_cbc
00007ff941974400 (__DATA_CONST,__const) non-external _aes_256_ccm
00007ff941973c70 (__DATA_CONST,__const) non-external _aes_256_cfb
00007ff941973d20 (__DATA_CONST,__const) non-external _aes_256_cfb1
00007ff941973dd0 (__DATA_CONST,__const) non-external _aes_256_cfb8
00007ff941973e80 (__DATA_CONST,__const) non-external _aes_256_ctr
00007ff941973b10 (__DATA_CONST,__const) non-external _aes_256_ecb
00007ff941974090 (__DATA_CONST,__const) non-external _aes_256_gcm
00007ff941973bc0 (__DATA_CONST,__const) non-external _aes_256_ofb
00007ff9419741f0 (__DATA_CONST,__const) non-external _aes_256_xts
00007ff9115333a8 (__TEXT,__text) non-external _aes_cbc_cipher
00007ff911534342 (__TEXT,__text) non-external _aes_ccm_cipher
00007ff91153456c (__TEXT,__text) non-external _aes_ccm_ctrl
00007ff9115346e8 (__TEXT,__text) non-external _aes_ccm_init_key
00007ff9115334fc (__TEXT,__text) non-external _aes_cfb1_cipher
00007ff9115335cf (__TEXT,__text) non-external _aes_cfb8_cipher
00007ff9115334c7 (__TEXT,__text) non-external _aes_cfb_cipher
00007ff911533604 (__TEXT,__text) non-external _aes_ctr_cipher
00007ff911533433 (__TEXT,__text) non-external _aes_ecb_cipher
00007ff911533794 (__TEXT,__text) non-external _aes_gcm_cipher
