00007ffc0e0d5540 (__TEXT,__text) non-external K256
00007ffc411e7978 (__DATA,__bss) non-external _added
00007ffc0e15c260 (__TEXT,__text) non-external _added_obj_LHASH_COMP
00007ffc0e15c1a7 (__TEXT,__text) non-external _added_obj_LHASH_HASH
00007ffc411cdbe8 (__DATA,__const) non-external _aead_aes_128_gcm
00007ffc411cdc10 (__DATA,__const) non-external _aead_aes_256_gcm
00007ffc0e14160f (__TEXT,__text) non-external _aead_aes_gcm_cleanup
00007ffc0e141487 (__TEXT,__text) non-external _aead_aes_gcm_init
00007ffc0e141796 (__TEXT,__text) non-external _aead_aes_gcm_open
00007ffc0e141622 (__TEXT,__text) non-external _aead_aes_gcm_seal
00007ffc411ce790 (__DATA,__const) non-external _aead_chacha20_poly1305
00007ffc0e143f48 (__TEXT,__text) non-external _aead_chacha20_poly1305_cleanup
00007ffc0e143ebc (__TEXT,__text) non-external _aead_chacha20_poly1305_init
00007ffc0e1441f3 (__TEXT,__text) non-external _aead_chacha20_poly1305_open
00007ffc0e143f5b (__TEXT,__text) non-external _aead_chacha20_poly1305_seal
00007ffc411ce7b8 (__DATA,__const) non-external _aead_xchacha20_poly1305
00007ffc0e1446d3 (__TEXT,__text) non-external _aead_xchacha20_poly1305_open
00007ffc0e14449f (__TEXT,__text) non-external _aead_xchacha20_poly1305_seal
00007ffc411cca60 (__DATA,__const) non-external _aes_128_cbc
00007ffc411cda30 (__DATA,__const) non-external _aes_128_ccm
00007ffc411ccc70 (__DATA,__const) non-external _aes_128_cfb
00007ffc411ccd20 (__DATA,__const) non-external _aes_128_cfb1
00007ffc411ccdd0 (__DATA,__const) non-external _aes_128_cfb8
00007ffc411cce80 (__DATA,__const) non-external _aes_128_ctr
00007ffc411ccb10 (__DATA,__const) non-external _aes_128_ecb
00007ffc411cdd40 (__DATA,__const) non-external _aes_128_gcm
00007ffc411ccbc0 (__DATA,__const) non-external _aes_128_ofb
00007ffc411cdc38 (__DATA,__const) non-external _aes_128_wrap
00007ffc411cd8d0 (__DATA,__const) non-external _aes_128_xts
00007ffc411ccf30 (__DATA,__const) non-external _aes_192_cbc
00007ffc411cdae0 (__DATA,__const) non-external _aes_192_ccm
00007ffc411cd140 (__DATA,__const) non-external _aes_192_cfb
00007ffc411cd1f0 (__DATA,__const) non-external _aes_192_cfb1
00007ffc411cd2a0 (__DATA,__const) non-external _aes_192_cfb8
00007ffc411cd350 (__DATA,__const) non-external _aes_192_ctr
00007ffc411ccfe0 (__DATA,__const) non-external _aes_192_ecb
00007ffc411cdd98 (__DATA,__const) non-external _aes_192_gcm
00007ffc411cd090 (__DATA,__const) non-external _aes_192_ofb
00007ffc411cdc90 (__DATA,__const) non-external _aes_192_wrap
00007ffc411cd400 (__DATA,__const) non-external _aes_256_cbc
00007ffc411cdb90 (__DATA,__const) non-external _aes_256_ccm
00007ffc411cd610 (__DATA,__const) non-external _aes_256_cfb
00007ffc411cd6c0 (__DATA,__const) non-external _aes_256_cfb1
00007ffc411cd770 (__DATA,__const) non-external _aes_256_cfb8
00007ffc411cd820 (__DATA,__const) non-external _aes_256_ctr
00007ffc411cd4b0 (__DATA,__const) non-external _aes_256_ecb
00007ffc411cddf0 (__DATA,__const) non-external _aes_256_gcm
00007ffc411cd560 (__DATA,__const) non-external _aes_256_ofb
00007ffc411cdce8 (__DATA,__const) non-external _aes_256_wrap
00007ffc411cd980 (__DATA,__const) non-external _aes_256_xts
00007ffc0e140902 (__TEXT,__text) non-external _aes_cbc_cipher
00007ffc0e14100b (__TEXT,__text) non-external _aes_ccm_cipher
00007ffc0e141235 (__TEXT,__text) non-external _aes_ccm_ctrl
00007ffc0e1413b0 (__TEXT,__text) non-external _aes_ccm_init_key
00007ffc0e140a59 (__TEXT,__text) non-external _aes_cfb1_cipher
00007ffc0e140b2c (__TEXT,__text) non-external _aes_cfb8_cipher
00007ffc0e140a24 (__TEXT,__text) non-external _aes_cfb_cipher
00007ffc0e140b61 (__TEXT,__text) non-external _aes_ctr_cipher
00007ffc0e14098d (__TEXT,__text) non-external _aes_ecb_cipher
00007ffc0e141c77 (__TEXT,__text) non-external _aes_gcm_cipher
00007ffc0e141d42 (__TEXT,__text) non-external _aes_gcm_cleanup
00007ffc0e141dcb (__TEXT,__text) non-external _aes_gcm_ctrl
00007ffc0e141b0f (__TEXT,__text) non-external _aes_gcm_init_key
00007ffc0e140768 (__TEXT,__text) non-external _aes_init_key
00007ffc0e1409ec (__TEXT,__text) non-external _aes_ofb_cipher
00007ffc0e141a0f (__TEXT,__text) non-external _aes_wrap_cipher
00007ffc0e141aa1 (__TEXT,__text) non-external _aes_wrap_ctrl
00007ffc0e141983 (__TEXT,__text) non-external _aes_wrap_init_key
00007ffc0e140ccc (__TEXT,__text) non-external _aes_xts_cipher
00007ffc0e140d55 (__TEXT,__text) non-external _aes_xts_ctrl
00007ffc0e140dcb (__TEXT,__text) non-external _aes_xts_init_key
00007ffc411cca08 (__DATA,__const) non-external _aesni_128_cbc
00007ffc411e3118 (__DATA,__data) non-external _aesni_128_cbc_hmac_sha1_cipher
00007ffc411cd9d8 (__DATA,__const) non-external _aesni_128_ccm
00007ffc411ccc18 (__DATA,__const) non-external _aesni_128_cfb
00007ffc411cccc8 (__DATA,__const) non-external _aesni_128_cfb1
00007ffc411ccd78 (__DATA,__const) non-external _aesni_128_cfb8
00007ffc411cce28 (__DATA,__const) non-external _aesni_128_ctr
00007ffc411ccab8 (__DATA,__const) non-external _aesni_128_ecb
00007ffc411ccb68 (__DATA,__const) non-external _aesni_128_ofb
00007ffc411cd878 (__DATA,__const) non-external _aesni_128_xts
00007ffc411cced8 (__DATA,__const) non-external _aesni_192_cbc
00007ffc411cda88 (__DATA,__const) non-external _aesni_192_ccm
00007ffc411cd0e8 (__DATA,__const) non-external _aesni_192_cfb
00007ffc411cd198 (__DATA,__const) non-external _aesni_192_cfb1
00007ffc411cd248 (__DATA,__const) non-external _aesni_192_cfb8
00007ffc411cd2f8 (__DATA,__const) non-external _aesni_192_ctr
00007ffc411ccf88 (__DATA,__const) non-external _aesni_192_ecb
00007ffc411cd038 (__DATA,__const) non-external _aesni_192_ofb
00007ffc411cd3a8 (__DATA,__const) non-external _aesni_256_cbc
00007ffc411e3170 (__DATA,__data) non-external _aesni_256_cbc_hmac_sha1_cipher
00007ffc411cdb38 (__DATA,__const) non-external _aesni_256_ccm
00007ffc411cd5b8 (__DATA,__const) non-external _aesni_256_cfb
00007ffc411cd668 (__DATA,__const) non-external _aesni_256_cfb1
00007ffc411cd718 (__DATA,__const) non-external _aesni_256_cfb8
00007ffc411cd7c8 (__DATA,__const) non-external _aesni_256_ctr
00007ffc411cd458 (__DATA,__const) non-external _aesni_256_ecb
00007ffc411cd508 (__DATA,__const) non-external _aesni_256_ofb
00007ffc411cd928 (__DATA,__const) non-external _aesni_256_xts
00007ffc0e140743 (__TEXT,__text) non-external _aesni_cbc_cipher
00007ffc0e0c7510 (__TEXT,__text) non-external (was a private external) _aesni_cbc_encrypt
00007ffc0e1421b3 (__TEXT,__text) non-external _aesni_cbc_hmac_sha1_cipher
00007ffc0e142a84 (__TEXT,__text) non-external _aesni_cbc_hmac_sha1_ctrl
00007ffc0e1420e2 (__TEXT,__text) non-external _aesni_cbc_hmac_sha1_init_key
00007ffc0e0c7d80 (__TEXT,__text) non-external (was a private external) _aesni_cbc_sha1_enc
00007ffc0e0c6320 (__TEXT,__text) non-external (was a private external) _aesni_ccm64_decrypt_blocks
00007ffc0e0c6250 (__TEXT,__text) non-external (was a private external) _aesni_ccm64_encrypt_blocks
00007ffc0e140f47 (__TEXT,__text) non-external _aesni_ccm_init_key
00007ffc0e0c6450 (__TEXT,__text) non-external (was a private external) _aesni_ctr32_encrypt_blocks
00007ffc0e0c5770 (__TEXT,__text) non-external (was a private external) _aesni_decrypt
00007ffc0e0c5810 (__TEXT,__text) non-external _aesni_decrypt3
00007ffc0e0c5900 (__TEXT,__text) non-external _aesni_decrypt4
00007ffc0e0c5a60 (__TEXT,__text) non-external _aesni_decrypt6
00007ffc0e0c5c70 (__TEXT,__text) non-external _aesni_decrypt8
00007ffc0e140960 (__TEXT,__text) non-external _aesni_ecb_cipher
00007ffc0e0c5da0 (__TEXT,__text) non-external (was a private external) _aesni_ecb_encrypt
00007ffc0e0c5740 (__TEXT,__text) non-external (was a private external) _aesni_encrypt
00007ffc0e0c57a0 (__TEXT,__text) non-external _aesni_encrypt3
00007ffc0e0c5880 (__TEXT,__text) non-external _aesni_encrypt4
00007ffc0e0c5980 (__TEXT,__text) non-external _aesni_encrypt6
00007ffc0e0c5b40 (__TEXT,__text) non-external _aesni_encrypt8
00007ffc0e140675 (__TEXT,__text) non-external _aesni_init_key
00007ffc0e0c79a0 (__TEXT,__text) non-external (was a private external) _aesni_set_decrypt_key
00007ffc0e0c7a00 (__TEXT,__text) non-external (was a private external) _aesni_set_encrypt_key
00007ffc0e0c6e60 (__TEXT,__text) non-external (was a private external) _aesni_xts_decrypt
00007ffc0e0c6830 (__TEXT,__text) non-external (was a private external) _aesni_xts_encrypt
00007ffc0e140bf6 (__TEXT,__text) non-external _aesni_xts_init_key
00007ffc0e168ade (__TEXT,__text) non-external _alg_get
00007ffc0e18354a (__TEXT,__text) non-external _allocate_string_stack
00007ffc0e0df78d (__TEXT,__text) non-external _ameth_cmp
00007ffc0e0dfa84 (__TEXT,__text) non-external _ameth_cmp_BSEARCH_CMP_FN
00007ffc411e5af8 (__DATA,__bss) non-external _app_methods
00007ffc411e7dc0 (__DATA,__common) non-external (was a private external) _app_pkey_methods
00007ffc0e0e09dc (__TEXT,__text) non-external _append_exp
00007ffc0e195f44 (__TEXT,__text) non-external _append_ia5
                 (undefined) external _arc4random_buf (from libSystem)
00007ffc0e0bffe0 (__TEXT,__text) non-external (was a private external) _asm_AES_cbc_encrypt
00007ffc0e0bfa30 (__TEXT,__text) non-external (was a private external) _asm_AES_decrypt
00007ffc0e0bf4d0 (__TEXT,__text) non-external (was a private external) _asm_AES_encrypt
00007ffc0e0e1150 (__TEXT,__text) non-external (was a private external) _asn1_add_error
00007ffc0e0e410d (__TEXT,__text) non-external _asn1_bio_callback_ctrl
00007ffc0e0e3eec (__TEXT,__text) non-external _asn1_bio_ctrl
00007ffc0e0e4180 (__TEXT,__text) non-external _asn1_bio_flush_ex
00007ffc0e0e40cb (__TEXT,__text) non-external _asn1_bio_free
00007ffc0e0e3ed5 (__TEXT,__text) non-external _asn1_bio_gets
00007ffc0e0e4048 (__TEXT,__text) non-external _asn1_bio_new
00007ffc0e0e3eaf (__TEXT,__text) non-external _asn1_bio_puts
00007ffc0e0e3e98 (__TEXT,__text) non-external _asn1_bio_read
00007ffc0e0e4124 (__TEXT,__text) non-external _asn1_bio_setup_ex
00007ffc0e0e3c73 (__TEXT,__text) non-external _asn1_bio_write
00007ffc0e0e0520 (__TEXT,__text) non-external _asn1_cb
00007ffc0e0ea1fb (__TEXT,__text) non-external _asn1_check_tlen
00007ffc0e0ea487 (__TEXT,__text) non-external _asn1_collect
00007ffc0e0e9d88 (__TEXT,__text) non-external _asn1_d2i_ex_primitive
00007ffc0e0da73f (__TEXT,__text) non-external _asn1_d2i_read_bio
00007ffc0e0ed413 (__TEXT,__text) external _asn1_do_adb
00007ffc0e0ed234 (__TEXT,__text) external _asn1_do_lock
00007ffc0e0ed2bf (__TEXT,__text) external _asn1_enc_free
00007ffc0e0ed287 (__TEXT,__text) external _asn1_enc_init
00007ffc0e0ed389 (__TEXT,__text) external _asn1_enc_restore
00007ffc0e0ed306 (__TEXT,__text) external _asn1_enc_save
00007ffc0e0e99d4 (__TEXT,__text) external _asn1_ex_c2i
00007ffc0e0eb5b5 (__TEXT,__text) non-external _asn1_ex_i2c
00007ffc0e0ed211 (__TEXT,__text) external _asn1_get_choice_selector
00007ffc0e0ed3fd (__TEXT,__text) external _asn1_get_field_ptr
00007ffc0e0eb450 (__TEXT,__text) non-external _asn1_i2d_ex_primitive
00007ffc0e0eb7ae (__TEXT,__text) non-external _asn1_item_combine_free
00007ffc0e0ebbd5 (__TEXT,__text) non-external _asn1_item_ex_combine_new
00007ffc0e0e8f50 (__TEXT,__text) non-external _asn1_item_ex_d2i
00007ffc0e0eaa47 (__TEXT,__text) non-external _asn1_item_flags_i2d
00007ffc0e0ec140 (__TEXT,__text) non-external _asn1_item_print_ctx
00007ffc0e0e11df (__TEXT,__text) non-external _asn1_parse2
00007ffc0e0ebfdc (__TEXT,__text) non-external _asn1_primitive_clear
00007ffc0e0eca40 (__TEXT,__text) non-external _asn1_print_fsname
00007ffc411e0f50 (__DATA,__data) non-external _asn1_print_fsname.spaces
00007ffc0e0ecb5f (__TEXT,__text) non-external _asn1_print_integer_ctx
00007ffc0e0ecc41 (__TEXT,__text) non-external _asn1_print_obstring_ctx
00007ffc0e0ecba4 (__TEXT,__text) non-external _asn1_print_oid_ctx
00007ffc0e0ed221 (__TEXT,__text) external _asn1_set_choice_selector
00007ffc411c5960 (__DATA,__const) non-external _asn1_str2tag.tnst
00007ffc411e5b00 (__DATA,__bss) non-external _asn1_str2tag.tntmp
00007ffc0e0e8d17 (__TEXT,__text) non-external _asn1_template_ex_d2i
00007ffc0e0eaf80 (__TEXT,__text) non-external _asn1_template_ex_i2d
00007ffc0e0ea6be (__TEXT,__text) non-external _asn1_template_noexp_d2i
00007ffc0e0ec834 (__TEXT,__text) non-external (was a private external) _asn1_template_print_ctx
                 (undefined) external _asprintf (from libSystem)
                 (undefined) external _atoi (from libSystem)
00007ffc0e164949 (__TEXT,__text) external _b2i_PVK_bio
00007ffc0e1645f6 (__TEXT,__text) external _b2i_PrivateKey
00007ffc0e164708 (__TEXT,__text) external _b2i_PrivateKey_bio
00007ffc0e1646f9 (__TEXT,__text) external _b2i_PublicKey
00007ffc0e1648a3 (__TEXT,__text) external _b2i_PublicKey_bio
00007ffc0e1653e7 (__TEXT,__text) non-external _b2i_dss
00007ffc0e165588 (__TEXT,__text) non-external _b2i_rsa
00007ffc0e13e7d7 (__TEXT,__text) non-external _b64_callback_ctrl
00007ffc0e13e4eb (__TEXT,__text) non-external _b64_ctrl
00007ffc0e13e7a1 (__TEXT,__text) non-external _b64_free
00007ffc0e13e750 (__TEXT,__text) non-external _b64_new
00007ffc0e13e4c5 (__TEXT,__text) non-external _b64_puts
00007ffc0e13dfd2 (__TEXT,__text) non-external _b64_read
00007ffc0e0e31d8 (__TEXT,__text) non-external _b64_read_asn1
00007ffc0e13db4d (__TEXT,__text) non-external _b64_write
00007ffc411db900 (__DATA,__const) non-external _bag_default_tt
00007ffc411cde48 (__DATA,__const) non-external _bf_cbc
00007ffc0e142dd6 (__TEXT,__text) non-external _bf_cbc_cipher
00007ffc411cdea0 (__DATA,__const) non-external _bf_cfb64
00007ffc0e142e77 (__TEXT,__text) non-external _bf_cfb64_cipher
00007ffc411cdf50 (__DATA,__const) non-external _bf_ecb
00007ffc0e142fb2 (__TEXT,__text) non-external _bf_ecb_cipher
00007ffc0e1b8d30 (__TEXT,__const) non-external _bf_init
00007ffc0e142dac (__TEXT,__text) non-external _bf_init_key
00007ffc411cdef8 (__DATA,__const) non-external _bf_ofb
00007ffc0e142f06 (__TEXT,__text) non-external _bf_ofb_cipher
00007ffc411e0f68 (__DATA,__data) non-external _bignum_pf
                 (undefined) external _bind (from libSystem)
00007ffc0e0f47a6 (__TEXT,__text) non-external _bio_ctrl
00007ffc0e0f4bc5 (__TEXT,__text) non-external _bio_free
00007ffc0e0f4b88 (__TEXT,__text) non-external _bio_new
00007ffc0e0f4c19 (__TEXT,__text) non-external _bio_nread0
00007ffc0e0f4cc1 (__TEXT,__text) non-external _bio_nwrite0
00007ffc0e0f4780 (__TEXT,__text) non-external _bio_puts
00007ffc0e0f4679 (__TEXT,__text) non-external _bio_read
00007ffc0e0f4576 (__TEXT,__text) non-external _bio_write
00007ffc0e0e0a85 (__TEXT,__text) non-external _bitstr_cb
00007ffc0e0cccd0 (__TEXT,__text) non-external (was a private external) _bn_GF2m_mul_2x2
00007ffc0e1013df (__TEXT,__text) non-external (was a private external) _bn_add_part_words
00007ffc0e0f78ef (__TEXT,__text) non-external (was a private external) _bn_add_words
00007ffc0e0ed7c7 (__TEXT,__text) non-external _bn_c2i
00007ffc0e100061 (__TEXT,__text) non-external (was a private external) _bn_cmp_part_words
00007ffc0e10000a (__TEXT,__text) non-external (was a private external) _bn_cmp_words
00007ffc0e0f7795 (__TEXT,__text) non-external (was a private external) _bn_div_words
00007ffc0e0ff874 (__TEXT,__text) non-external (was a private external) _bn_dup_expand
00007ffc0e0ffbb1 (__TEXT,__text) non-external (was a private external) _bn_expand
00007ffc0e0ffa18 (__TEXT,__text) non-external (was a private external) _bn_expand2
00007ffc0e0ff8df (__TEXT,__text) non-external _bn_expand_internal
00007ffc0e0ed7a3 (__TEXT,__text) non-external _bn_free
00007ffc0e0cc710 (__TEXT,__text) non-external (was a private external) _bn_gather5
00007ffc0e0ed832 (__TEXT,__text) non-external _bn_i2c
00007ffc411e5b08 (__DATA,__bss) non-external _bn_limit_bits
00007ffc411e5b0c (__DATA,__bss) non-external _bn_limit_bits_high
00007ffc411e5b10 (__DATA,__bss) non-external _bn_limit_bits_low
00007ffc411e5b14 (__DATA,__bss) non-external _bn_limit_bits_mont
00007ffc0e0f7505 (__TEXT,__text) non-external (was a private external) _bn_mul_add_words
00007ffc0e0f855c (__TEXT,__text) non-external (was a private external) _bn_mul_comba4
00007ffc0e0f7adc (__TEXT,__text) non-external (was a private external) _bn_mul_comba8
00007ffc0e1022d8 (__TEXT,__text) non-external (was a private external) _bn_mul_high
00007ffc0e10223e (__TEXT,__text) non-external (was a private external) _bn_mul_low_normal
00007ffc0e10213c (__TEXT,__text) non-external (was a private external) _bn_mul_low_recursive
00007ffc0e0ca690 (__TEXT,__text) non-external (was a private external) _bn_mul_mont
00007ffc0e0cb800 (__TEXT,__text) non-external (was a private external) _bn_mul_mont_gather5
00007ffc0e101b24 (__TEXT,__text) non-external (was a private external) _bn_mul_normal
00007ffc0e101c66 (__TEXT,__text) non-external (was a private external) _bn_mul_part_recursive
00007ffc0e101651 (__TEXT,__text) non-external (was a private external) _bn_mul_recursive
00007ffc0e0f760a (__TEXT,__text) non-external (was a private external) _bn_mul_words
00007ffc0e0ed781 (__TEXT,__text) non-external _bn_new
00007ffc0e0ed89f (__TEXT,__text) non-external _bn_print
00007ffc0e105296 (__TEXT,__text) non-external (was a private external) _bn_rand_interval
00007ffc0e1050d1 (__TEXT,__text) non-external _bn_rand_range
00007ffc0e0cc6e0 (__TEXT,__text) non-external (was a private external) _bn_scatter5
00007ffc0e0f8f13 (__TEXT,__text) non-external (was a private external) _bn_sqr_comba4
00007ffc0e0f87a0 (__TEXT,__text) non-external (was a private external) _bn_sqr_comba8
00007ffc0e105e05 (__TEXT,__text) non-external (was a private external) _bn_sqr_normal
00007ffc0e105ef8 (__TEXT,__text) non-external (was a private external) _bn_sqr_recursive
00007ffc0e0f76fa (__TEXT,__text) non-external (was a private external) _bn_sqr_words
00007ffc0e101194 (__TEXT,__text) non-external (was a private external) _bn_sub_part_words
00007ffc0e0f79d0 (__TEXT,__text) non-external (was a private external) _bn_sub_words
00007ffc0e1952e2 (__TEXT,__text) non-external (was a private external) _bn_to_string
00007ffc0e106f4d (__TEXT,__text) non-external _bn_x931_derive_pi
00007ffc0e104e6a (__TEXT,__text) non-external _bnrand
00007ffc0e0c3160 (__TEXT,__text) non-external (was a private external) _bsaes_cbc_encrypt
00007ffc0e0c49c0 (__TEXT,__text) non-external _bsaes_const
00007ffc0e0c3610 (__TEXT,__text) non-external (was a private external) _bsaes_ctr32_encrypt_blocks
00007ffc0e0c2700 (__TEXT,__text) non-external _bsaes_decrypt8
00007ffc0e0c1e80 (__TEXT,__text) non-external _bsaes_encrypt8
00007ffc0e0c1ee7 (__TEXT,__text) non-external _bsaes_encrypt8_bitslice
00007ffc0e0c3000 (__TEXT,__text) non-external _bsaes_key_convert
00007ffc0e0c4150 (__TEXT,__text) non-external (was a private external) _bsaes_xts_decrypt
00007ffc0e0c3970 (__TEXT,__text) non-external (was a private external) _bsaes_xts_encrypt
00007ffc0e0f28df (__TEXT,__text) non-external _buffer_callback_ctrl
00007ffc0e0f2425 (__TEXT,__text) non-external _buffer_ctrl
00007ffc0e0f2894 (__TEXT,__text) non-external _buffer_free
00007ffc0e0f2331 (__TEXT,__text) non-external _buffer_gets
00007ffc0e0f27fc (__TEXT,__text) non-external _buffer_new
00007ffc0e0f230b (__TEXT,__text) non-external _buffer_puts
00007ffc0e0f21de (__TEXT,__text) non-external _buffer_read
00007ffc0e0f2055 (__TEXT,__text) non-external _buffer_write
00007ffc411e7810 (__DATA,__bss) non-external _build_SYS_str_reasons.init
00007ffc411e6830 (__DATA,__bss) non-external _build_SYS_str_reasons.strerror_tab
00007ffc411cf390 (__DATA,__const) non-external _builtin_pbe
00007ffc0e1848b9 (__TEXT,__text) non-external _by_dir_entry_free
00007ffc0e184b19 (__TEXT,__text) non-external _by_dir_hash_cmp
00007ffc0e1848ed (__TEXT,__text) non-external _by_dir_hash_free
00007ffc0e184ff3 (__TEXT,__text) non-external _by_file_ctrl
00007ffc0e185088 (__TEXT,__text) non-external _by_mem_ctrl
00007ffc0e0da1dd (__TEXT,__text) external _c2i_ASN1_BIT_STRING
00007ffc0e0db53d (__TEXT,__text) external _c2i_ASN1_INTEGER
