00007ffa4482a470 (__DATA,__data) non-external _.compoundliteral
00007ffa1fb3938c (__TEXT,__text) external _glpPPShaderLinearizeEx
00007ffa1fb37d70 (__TEXT,__text) external _glpPPShaderLinearizeStreamMgr
00007ffa1fb37d7c (__TEXT,__text) external _glpPPShaderLinearizeStreamMgrEx
00007ffa1fae6efe (__TEXT,__text) non-external (was a private external) _glpPPStreamOpNodeGetHasOffset
00007ffa1fae6ef5 (__TEXT,__text) non-external (was a private external) _glpPPStreamOpNodeGetHasSrctex
00007ffa1fae6eec (__TEXT,__text) non-external (was a private external) _glpPPStreamOpNodeGetOpPrimitiveType
00007ffa1fae6ee3 (__TEXT,__text) non-external (was a private external) _glpPPStreamOpNodeGetOpcode
00007ffa1fae6eda (__TEXT,__text) non-external (was a private external) _glpPPStreamOpNodeGetReturnPrimitiveType
00007ffa1fa036e2 (__TEXT,__text) external _glpPPStreamTokenDump
00007ffa1fa036ea (__TEXT,__text) external _glpPPStreamTokenDumpFree
00007ffa1fb078cd (__TEXT,__text) non-external _glpPPTFunctionDefinition
00007ffa1fb07570 (__TEXT,__text) non-external (was a private external) _glpPPTNode
00007ffa1fb07adf (__TEXT,__text) non-external _glpPPTRawCall
00007ffa1fb079ee (__TEXT,__text) non-external _glpPPTSwitchStatement
00007ffa1fb07758 (__TEXT,__text) non-external _glpPPTVariableDeclaration
00007ffa1fb17063 (__TEXT,__text) non-external (was a private external) _glpPaIdentOrType
00007ffa1fb17153 (__TEXT,__text) non-external (was a private external) _glpPaParseComment
00007ffa1fb1792c (__TEXT,__text) non-external (was a private external) _glpPaParseStrings
00007ffa1fb16f90 (__TEXT,__text) non-external (was a private external) _glpPaReservedWord
00007ffa1fab03fb (__TEXT,__text) non-external (was a private external) _glpPackConstants
00007ffa1fae4e9f (__TEXT,__text) non-external (was a private external) _glpParameterDeclarationNodeGetExtra
00007ffa1fae4e91 (__TEXT,__text) non-external (was a private external) _glpParameterDeclarationNodeGetName
00007ffa1fae4eb3 (__TEXT,__text) non-external (was a private external) _glpParameterDeclarationNodeGetType
00007ffa1fae4ea9 (__TEXT,__text) non-external (was a private external) _glpParameterDeclarationNodeSetExtra
00007ffa1fae4ec0 (__TEXT,__text) non-external (was a private external) _glpParameterDeclarationNodeSetType
00007ffa1fb18543 (__TEXT,__text) non-external (was a private external) _glpParseContextSetGLSLVersion
00007ffa1fb18661 (__TEXT,__text) non-external (was a private external) _glpParseContextValidateGLSLVersion
00007ffa1faca72e (__TEXT,__text) non-external (was a private external) _glpParseQualifiers
00007ffa1fab2d8c (__TEXT,__text) non-external (was a private external) _glpParseRecover
00007ffa1fa8560a (__TEXT,__text) non-external (was a private external) _glpPointerHashCache_b
00007ffa1fa855bb (__TEXT,__text) non-external (was a private external) _glpPointerHashGet
00007ffa1fa85465 (__TEXT,__text) non-external (was a private external) _glpPointerHashPut
00007ffa1fa8564f (__TEXT,__text) non-external (was a private external) _glpPointerHashRemove
00007ffa1fab1ea2 (__TEXT,__text) non-external (was a private external) _glpPopulatePrecisionWidths
00007ffa1fae53d1 (__TEXT,__text) non-external (was a private external) _glpPrecisionDeclarationNodeGetQualifier
00007ffa1fae53eb (__TEXT,__text) non-external (was a private external) _glpPrecisionDeclarationNodeGetType
00007ffa1fae53de (__TEXT,__text) non-external (was a private external) _glpPrecisionDeclarationNodeSetQualifier
00007ffa1fae53f9 (__TEXT,__text) non-external (was a private external) _glpPrecisionDeclarationNodeSetType
00007ffa1fab13f1 (__TEXT,__text) non-external (was a private external) _glpPrecisionIndexFromSAFlags
00007ffa1facd566 (__TEXT,__text) non-external (was a private external) _glpPrecisionQualifierFromSaFlags
00007ffa1fac7718 (__TEXT,__text) non-external (was a private external) _glpPrimitiveMatrixGetColumnType
00007ffa1fac7430 (__TEXT,__text) non-external (was a private external) _glpPrimitiveMatrixGetColumns
00007ffa1fac7a28 (__TEXT,__text) non-external (was a private external) _glpPrimitiveMatrixGetElementType
00007ffa1fac78a0 (__TEXT,__text) non-external (was a private external) _glpPrimitiveMatrixGetRowType
00007ffa1fac75a4 (__TEXT,__text) non-external (was a private external) _glpPrimitiveMatrixGetRows
00007ffa1fac7d6c (__TEXT,__text) non-external (was a private external) _glpPrimitiveSamplerGetPPDatatype
00007ffa1fac7b90 (__TEXT,__text) non-external (was a private external) _glpPrimitiveSamplerGetPPTextarget
00007ffa1fad83c0 (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeFromString
00007ffa1fac814e (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeGetByteStride
00007ffa1fac8064 (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeGetBytesPerComponent
00007ffa1fac711d (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeGetCategory
00007ffa1fac7100 (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeGetGLType
00007ffa1fac809f (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeGetMaxComponentsPerVec4
00007ffa1fac80dc (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeGetNumVec4s
00007ffa1fad83db (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeGetPrimitiveType
00007ffa1fac8000 (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeGetScalarCount
00007ffa1fac7ed8 (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeGetScalarType
00007ffa1fae5792 (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeNodeGetType
00007ffa1fac7f34 (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeReplaceScalarType
00007ffa1fa9c104 (__TEXT,__text) non-external _glpPrimitiveTypeToLLVMType
00007ffa1fb57f27 (__TEXT,__text) non-external _glpPrimitiveTypeToLLVMType.cold.1
00007ffa1fac7050 (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeToString
00007ffa1fac72b0 (__TEXT,__text) non-external (was a private external) _glpPrimitiveVectorGetElementType
00007ffa1fac713a (__TEXT,__text) non-external (was a private external) _glpPrimitiveVectorGetLength
00007ffa1faab327 (__TEXT,__text) non-external _glpProcessComponentWiseVectorAssignment
00007ffa1f9f6c8a (__TEXT,__text) non-external _glpProgram_PPStreamAddAddressUsage
00007ffa1f9f6cb4 (__TEXT,__text) non-external _glpProgram_PPStreamAddAttribBinding
00007ffa1f9f6d4d (__TEXT,__text) non-external _glpProgram_PPStreamAddConstant
00007ffa1f9f6d5b (__TEXT,__text) non-external _glpProgram_PPStreamAddLabel
00007ffa1f9f6c43 (__TEXT,__text) non-external _glpProgram_PPStreamAddOperation
00007ffa1f9f6d3f (__TEXT,__text) non-external _glpProgram_PPStreamAddOption
00007ffa1f9f6d01 (__TEXT,__text) non-external _glpProgram_PPStreamAddOutputBinding
00007ffa1f9f6c98 (__TEXT,__text) non-external _glpProgram_PPStreamAddParamBinding
00007ffa1f9f6ca6 (__TEXT,__text) non-external _glpProgram_PPStreamAddParamBindingArray
00007ffa1f9f6c7c (__TEXT,__text) non-external _glpProgram_PPStreamAddTempUsage
00007ffa1f9f6d94 (__TEXT,__text) non-external _glpProgram_PPStreamResolveBranches
00007ffa1f9f6c36 (__TEXT,__text) non-external _glpProgram_PPStreamSetTarget
00007ffa1fad2898 (__TEXT,__text) non-external (was a private external) _glpPushdownPrecision
00007ffa1fae550e (__TEXT,__text) non-external (was a private external) _glpQualifiedDeclarationGroupNodeAddDeclaration
00007ffa1fae54ee (__TEXT,__text) non-external (was a private external) _glpQualifiedDeclarationGroupNodeGetDeclaration
00007ffa1fae54e5 (__TEXT,__text) non-external (was a private external) _glpQualifiedDeclarationGroupNodeGetDeclarationCount
00007ffa1fae551b (__TEXT,__text) non-external (was a private external) _glpQualifiedDeclarationGroupNodeInsertDeclaration
00007ffa1fae54fe (__TEXT,__text) non-external (was a private external) _glpQualifiedDeclarationGroupNodeSetDeclaration
00007ffa1fae546e (__TEXT,__text) non-external (was a private external) _glpQualifiedDeclarationNodeGetName
00007ffa1fae547c (__TEXT,__text) non-external (was a private external) _glpQualifiedDeclarationNodeGetQualifiers
00007ffa1fae5489 (__TEXT,__text) non-external (was a private external) _glpQualifiedDeclarationNodeSetQualifiers
00007ffa1fae5713 (__TEXT,__text) non-external (was a private external) _glpQualifiedTypeNodeGetQualifiers
00007ffa1fae56f9 (__TEXT,__text) non-external (was a private external) _glpQualifiedTypeNodeGetType
00007ffa1fae5721 (__TEXT,__text) non-external (was a private external) _glpQualifiedTypeNodeSetQualifiers
00007ffa1fae5706 (__TEXT,__text) non-external (was a private external) _glpQualifiedTypeNodeSetType
00007ffa1faca6e1 (__TEXT,__text) non-external (was a private external) _glpQualifierKindOfNode
00007ffa1faca6c0 (__TEXT,__text) non-external (was a private external) _glpQualifierKindToString
00007ffa1fae5fa1 (__TEXT,__text) non-external (was a private external) _glpQualifierListNodeAddQualifier
00007ffa1fae5f81 (__TEXT,__text) non-external (was a private external) _glpQualifierListNodeGetQualifier
00007ffa1fae5f78 (__TEXT,__text) non-external (was a private external) _glpQualifierListNodeGetQualifierCount
00007ffa1fae5fae (__TEXT,__text) non-external (was a private external) _glpQualifierListNodeInsertQualifier
00007ffa1fae5f91 (__TEXT,__text) non-external (was a private external) _glpQualifierListNodeSetQualifier
00007ffa1fac815c (__TEXT,__text) non-external (was a private external) _glpQualifierName
00007ffa1fae6da2 (__TEXT,__text) non-external (was a private external) _glpRValueNodeGetBase
00007ffa1fae6db0 (__TEXT,__text) non-external (was a private external) _glpRValueNodeSetBase
00007ffa1fae6a66 (__TEXT,__text) non-external (was a private external) _glpRawCallNodeGetExtra
00007ffa1fae6a58 (__TEXT,__text) non-external (was a private external) _glpRawCallNodeGetName
00007ffa1fae6a70 (__TEXT,__text) non-external (was a private external) _glpRawCallNodeSetExtra
00007ffa1fad3438 (__TEXT,__text) non-external (was a private external) _glpReInitDeserialContext
00007ffa1fae4c19 (__TEXT,__text) non-external (was a private external) _glpReadInputNodeGetExtra
00007ffa1faddbfc (__TEXT,__text) non-external (was a private external) _glpRemapValue
00007ffa1fb181d1 (__TEXT,__text) non-external (was a private external) _glpResetErrMsg
00007ffa1fae6829 (__TEXT,__text) non-external (was a private external) _glpReturnStatementNodeGetExpr
00007ffa1fae6815 (__TEXT,__text) non-external (was a private external) _glpReturnStatementNodeGetExtra
00007ffa1fae6836 (__TEXT,__text) non-external (was a private external) _glpReturnStatementNodeSetExpr
00007ffa1fae681f (__TEXT,__text) non-external (was a private external) _glpReturnStatementNodeSetExtra
00007ffa1fb0a1b8 (__TEXT,__text) non-external _glpSAAdd
00007ffa1fb08b74 (__TEXT,__text) non-external _glpSAArrayAccess
00007ffa1fb0f939 (__TEXT,__text) non-external _glpSAArrayType
00007ffa1fb0b265 (__TEXT,__text) non-external _glpSAAssign
00007ffa1fb12f7f (__TEXT,__text) non-external _glpSAAvailabilityDeclaration
00007ffa1fb13568 (__TEXT,__text) non-external _glpSABinaryOperator
00007ffa1fb0acc3 (__TEXT,__text) non-external _glpSABitwiseAnd
00007ffa1fb0a0f8 (__TEXT,__text) non-external _glpSABitwiseNot
00007ffa1fb0acf3 (__TEXT,__text) non-external _glpSABitwiseOr
00007ffa1fb0ad23 (__TEXT,__text) non-external _glpSABitwiseXor
00007ffa1fb11dbd (__TEXT,__text) non-external _glpSABlock
00007ffa1fb12965 (__TEXT,__text) non-external _glpSABreakStatement
00007ffa1fad1a90 (__TEXT,__text) non-external (was a private external) _glpSABuiltinPPStreamOp
00007ffa1fb1323d (__TEXT,__text) non-external _glpSACall
00007ffa1fb12814 (__TEXT,__text) non-external _glpSACaseStatement
00007ffa1fb0be17 (__TEXT,__text) non-external _glpSACommaExpr
00007ffa1fb08b44 (__TEXT,__text) non-external _glpSAConstant
00007ffa1fb09f3f (__TEXT,__text) non-external _glpSAConstructorCall
00007ffa1fb12a04 (__TEXT,__text) non-external _glpSAContinueStatement
00007ffa1fb128d6 (__TEXT,__text) non-external _glpSADefaultStatement
00007ffa1fb13ab5 (__TEXT,__text) non-external _glpSADeref
00007ffa1fb12a9d (__TEXT,__text) non-external _glpSADiscardStatement
00007ffa1fb0a158 (__TEXT,__text) non-external _glpSADivide
00007ffa1fb0a44c (__TEXT,__text) non-external _glpSAEqual
00007ffa1fb11c53 (__TEXT,__text) non-external _glpSAExpressionStatement
00007ffa1facc340 (__TEXT,__text) non-external (was a private external) _glpSAFailed
00007ffa1fb08e61 (__TEXT,__text) non-external _glpSAFieldAccess
00007ffa1facc741 (__TEXT,__text) non-external (was a private external) _glpSAFieldAccessInternal
00007ffa1fb0fb0b (__TEXT,__text) non-external _glpSAFieldDeclaration
00007ffa1fb09450 (__TEXT,__text) non-external _glpSAFunctionCall
00007ffa1fb0f045 (__TEXT,__text) non-external _glpSAFunctionDefinition
00007ffa1fb0c2b2 (__TEXT,__text) non-external _glpSAFunctionPrototype
00007ffa1fb11a66 (__TEXT,__text) non-external _glpSAGlobalTypeQualifier
00007ffa1fb0a362 (__TEXT,__text) non-external _glpSAGreater
00007ffa1fb0a3d7 (__TEXT,__text) non-external _glpSAGreaterEqual
00007ffa1fb130da (__TEXT,__text) non-external _glpSAIBPartialDeref
00007ffa1fb0ad53 (__TEXT,__text) non-external _glpSAIfExpr
00007ffa1fb11fc2 (__TEXT,__text) non-external _glpSAIfStatement
00007ffa1fb133ec (__TEXT,__text) non-external _glpSAIncrementOperator
00007ffa1fad21de (__TEXT,__text) non-external (was a private external) _glpSAInlinePPStreamOpFixup
00007ffa1fb1012b (__TEXT,__text) non-external _glpSAInterfaceBlock
00007ffa1fb117f8 (__TEXT,__text) non-external _glpSAKeywordQualifier
00007ffa1fb13076 (__TEXT,__text) non-external _glpSALValue
00007ffa1fb11bff (__TEXT,__text) non-external _glpSALayoutPair
00007ffa1fb11801 (__TEXT,__text) non-external _glpSALayoutQualifier
00007ffa1fb11189 (__TEXT,__text) non-external _glpSALayoutType
00007ffa1fb0a278 (__TEXT,__text) non-external _glpSALess
00007ffa1fb0a2ed (__TEXT,__text) non-external _glpSALessEqual
00007ffa1fb0aa8c (__TEXT,__text) non-external _glpSALogicalAnd
00007ffa1fb0a0c8 (__TEXT,__text) non-external _glpSALogicalNot
00007ffa1fb0ab49 (__TEXT,__text) non-external _glpSALogicalOr
00007ffa1fb0ac06 (__TEXT,__text) non-external _glpSALogicalXor
00007ffa1fb12109 (__TEXT,__text) non-external _glpSALoopStatement
00007ffa1fac9119 (__TEXT,__text) non-external (was a private external) _glpSALowerCallArgsToAssignment
00007ffa1fb09a03 (__TEXT,__text) non-external _glpSAMethodCall
00007ffa1fb0a188 (__TEXT,__text) non-external _glpSAModulo
00007ffa1fb0a128 (__TEXT,__text) non-external _glpSAMultiply
00007ffa1fb0a098 (__TEXT,__text) non-external _glpSANegate
00007ffa1fb07d90 (__TEXT,__text) non-external (was a private external) _glpSANode
00007ffa1fb0a76c (__TEXT,__text) non-external _glpSANotEqual
00007ffa1fb12fd0 (__TEXT,__text) non-external _glpSAOffset
00007ffa1fb0bac8 (__TEXT,__text) non-external _glpSAOpAssign
00007ffa1fb13119 (__TEXT,__text) non-external _glpSAPPStreamOp
00007ffa1fb0c065 (__TEXT,__text) non-external _glpSAParameterDeclaration
00007ffa1fad18ac (__TEXT,__text) non-external (was a private external) _glpSAPostIncrementOrDecrement
00007ffa1fb09fcf (__TEXT,__text) non-external _glpSAPostdecrement
00007ffa1fb09f9a (__TEXT,__text) non-external _glpSAPostincrement
00007ffa1fad1762 (__TEXT,__text) non-external (was a private external) _glpSAPreIncrementOrDecrement
00007ffa1fb0eba8 (__TEXT,__text) non-external _glpSAPrecisionDeclaration
00007ffa1fb0a036 (__TEXT,__text) non-external _glpSAPredecrement
00007ffa1fb0a001 (__TEXT,__text) non-external _glpSAPreincrement
00007ffa1fb0f90f (__TEXT,__text) non-external _glpSAPrimitiveType
00007ffa1fb0ed1d (__TEXT,__text) non-external _glpSAQualifiedDeclaration
00007ffa1fb0efad (__TEXT,__text) non-external _glpSAQualifiedDeclarationGroup
00007ffa1fb0f8a8 (__TEXT,__text) non-external _glpSAQualifiedType
00007ffa1fb119da (__TEXT,__text) non-external _glpSAQualifierList
00007ffa1fb13090 (__TEXT,__text) non-external _glpSARValue
00007ffa1fb12f88 (__TEXT,__text) non-external _glpSARawCall
00007ffa1fb0be05 (__TEXT,__text) non-external _glpSAReadInput
00007ffa1fb12b35 (__TEXT,__text) non-external _glpSAReturnStatement
00007ffa1fb0a218 (__TEXT,__text) non-external _glpSAShiftLeft
