0000000180126d60 (__TEXT,__text) non-external K256
000000018010947c (__TEXT,__text) non-external (was a private external) __ZNK5dyld39MachOFile11inDyldCacheEv
0000000180109bf0 (__TEXT,__text) non-external (was a private external) __ZNK5dyld39MachOFile11installNameEv
0000000180108dac (__TEXT,__text) non-external (was a private external) __ZNK5dyld39MachOFile11pointerSizeEv
000000018010bd14 (__TEXT,__text) non-external (was a private external) __ZNK5dyld39MachOFile12forEachRPathEU13block_pointerFvPKcRbE
0000000180108dcc (__TEXT,__text) non-external (was a private external) __ZNK5dyld39MachOFile12isKextBundleEv
000000018010ad30 (__TEXT,__text) non-external (was a private external) __ZNK5dyld39MachOFile12isRestrictedEv
000000018010c824 (__TEXT,__text) non-external (was a private external) __ZNK5dyld39MachOFile12segmentCountEv
000000018010ae4c (__TEXT,__text) non-external (was a private external) __ZNK5dyld39MachOFile12usesWeakDefsEv
000000018010d29c (__TEXT,__text) non-external (was a private external) __ZNK5dyld39MachOFile13enforceFormatENS0_9MalformedE
000000018010c97c (__TEXT,__text) non-external (was a private external) __ZNK5dyld39MachOFile13hasExportTrieERjS1_
0000000180109798 (__TEXT,__text) non-external (was a private external) __ZNK5dyld39MachOFile13hasMachOMagicEv
000000018010bde4 (__TEXT,__text) non-external (was a private external) __ZNK5dyld39MachOFile13inCodeSectionEj
00000001801095c8 (__TEXT,__text) non-external (was a private external) __ZNK5dyld39MachOFile13isDyldManagedEv
000000018010d568 (__TEXT,__text) non-external (was a private external) __ZNK5dyld39MachOFile13validSegmentsER11DiagnosticsPKcm
0000000180109870 (__TEXT,__text) non-external (was a private external) __ZNK5dyld39MachOFile14forEachSectionEU13block_pointerFvRKNS0_11SectionInfoEbRbE
000000018010a454 (__TEXT,__text) non-external (was a private external) __ZNK5dyld39MachOFile14forEachSegmentEU13block_pointerFvRKNS0_11SegmentInfoERbE
0000000180109630 (__TEXT,__text) non-external (was a private external) __ZNK5dyld39MachOFile14hasLoadCommandEj
0000000180108d80 (__TEXT,__text) non-external (was a private external) __ZNK5dyld39MachOFile14machHeaderSizeEv
000000018010b190 (__TEXT,__text) non-external (was a private external) __ZNK5dyld39MachOFile15hasOpcodeFixupsEv
0000000180109088 (__TEXT,__text) non-external (was a private external) __ZNK5dyld39MachOFile16builtForPlatformENS_8PlatformEb
000000018010b0fc (__TEXT,__text) non-external (was a private external) __ZNK5dyld39MachOFile16hasChainedFixupsEv
000000018010c314 (__TEXT,__text) non-external (was a private external) __ZNK5dyld39MachOFile16hasCodeSignatureERjS1_
0000000180109604 (__TEXT,__text) non-external (was a private external) __ZNK5dyld39MachOFile16isMainExecutableEv
0000000180108da0 (__TEXT,__text) non-external (was a private external) __ZNK5dyld39MachOFile16maskedCpuSubtypeEv
000000018010c8e0 (__TEXT,__text) non-external (was a private external) __ZNK5dyld39MachOFile17forEachDOFSectionER11DiagnosticsU13block_pointerFvjE
000000018010c03c (__TEXT,__text) non-external (was a private external) __ZNK5dyld39MachOFile17hasPlusLoadMethodER11Diagnostics
00000001800ba1d0 (__TEXT,__text) non-external (was a private external) __ZNK5dyld39MachOFile18forEachLoadCommandER11DiagnosticsU13block_pointerFvPK12load_commandRbE
0000000180109704 (__TEXT,__text) non-external (was a private external) __ZNK5dyld39MachOFile18isStaticExecutableEv
000000018010bf30 (__TEXT,__text) non-external (was a private external) __ZNK5dyld39MachOFile19dependentDylibCountEPb
000000018010d120 (__TEXT,__text) non-external (was a private external) __ZNK5dyld39MachOFile19findObjCDataSectionEPKcRyS3_
0000000180109c2c (__TEXT,__text) non-external (was a private external) __ZNK5dyld39MachOFile19getDylibInstallNameEPPKcPjS4_
0000000180109a40 (__TEXT,__text) non-external (was a private external) __ZNK5dyld39MachOFile19hasConstObjCSectionEv
00000001801094f8 (__TEXT,__text) non-external (was a private external) __ZNK5dyld39MachOFile19isBuiltForSimulatorEv
0000000180109614 (__TEXT,__text) non-external (was a private external) __ZNK5dyld39MachOFile19isDynamicExecutableEv
000000018010ae64 (__TEXT,__text) non-external (was a private external) __ZNK5dyld39MachOFile19isFairPlayEncryptedERjS1_
00000001801091c8 (__TEXT,__text) non-external (was a private external) __ZNK5dyld39MachOFile19loadableIntoProcessENS_8PlatformEPKcb
000000018010a3b0 (__TEXT,__text) non-external (was a private external) __ZNK5dyld39MachOFile20preferredLoadAddressEv
000000018010c548 (__TEXT,__text) non-external (was a private external) __ZNK5dyld39MachOFile21analyzeSegmentsLayoutERyRb
0000000180109d8c (__TEXT,__text) non-external (was a private external) __ZNK5dyld39MachOFile21forEachDependentDylibEU13block_pointerFvPKcbbbjjRbE
000000018010e12c (__TEXT,__text) non-external (was a private external) __ZNK5dyld39MachOFile21forEachSingletonPatchER11DiagnosticsU13block_pointerFvNS0_18SingletonPatchKindEyE
000000018010a190 (__TEXT,__text) non-external (was a private external) __ZNK5dyld39MachOFile22entryAddrFromThreadCmdEPK14thread_command
000000018012fef8 (__TEXT,__text) non-external __ZNK5dyld39MachOFile22entryAddrFromThreadCmdEPK14thread_command.cold.1
000000018010afe8 (__TEXT,__text) non-external (was a private external) __ZNK5dyld39MachOFile23allowsAlternatePlatformEv
000000018010ae58 (__TEXT,__text) non-external (was a private external) __ZNK5dyld39MachOFile23hasThreadLocalVariablesEv
000000018010cc48 (__TEXT,__text) non-external (was a private external) __ZNK5dyld39MachOFile24forEachCodeDirectoryBlobEPKvmU13block_pointerFvS2_E
00000001800bc20c (__TEXT,__text) non-external (was a private external) __ZNK5dyld39MachOFile24forEachSupportedPlatformEU13block_pointerFvNS_8PlatformEjjE
000000018010ab28 (__TEXT,__text) non-external (was a private external) __ZNK5dyld39MachOFile25forEachInterposingSectionER11DiagnosticsU13block_pointerFvyyRbE
000000018010b184 (__TEXT,__text) non-external (was a private external) __ZNK5dyld39MachOFile27hasChainedFixupsLoadCommandEv
000000018010ce84 (__TEXT,__text) non-external (was a private external) __ZNK5dyld39MachOFile28forEachCDHashOfCodeSignatureEPKvmU13block_pointerFvPKhE
000000018010c168 (__TEXT,__text) non-external (was a private external) __ZNK5dyld39MachOFile32forEachInitializerPointerSectionER11DiagnosticsU13block_pointerFvjjRbE
000000018010aec0 (__TEXT,__text) non-external (was a private external) __ZNK5dyld39MachOFile33findFairPlayEncryptionLoadCommandEv
0000000180108d68 (__TEXT,__text) non-external (was a private external) __ZNK5dyld39MachOFile4is64Ev
0000000180108ddc (__TEXT,__text) non-external (was a private external) __ZNK5dyld39MachOFile6isArchEPKc
00000001800ba0d4 (__TEXT,__text) non-external (was a private external) __ZNK5dyld39MachOFile7getUuidEPh
00000001801097cc (__TEXT,__text) non-external (was a private external) __ZNK5dyld39MachOFile7hasObjCEv
00000001801095e4 (__TEXT,__text) non-external (was a private external) __ZNK5dyld39MachOFile7isDylibEv
0000000180108488 (__TEXT,__text) non-external (was a private external) __ZNK5dyld39MachOFile7isMachOER11Diagnosticsy
0000000180108e50 (__TEXT,__text) non-external (was a private external) __ZNK5dyld39MachOFile8archNameEv
000000018010a264 (__TEXT,__text) non-external (was a private external) __ZNK5dyld39MachOFile8getEntryERyRb
00000001801095f4 (__TEXT,__text) non-external (was a private external) __ZNK5dyld39MachOFile8isBundleEv
0000000180109738 (__TEXT,__text) non-external (was a private external) __ZNK5dyld39MachOFile9isFileSetEv
0000000180109748 (__TEXT,__text) non-external (was a private external) __ZNK5dyld39MachOFile9isPreloadEv
00000001800e3498 (__TEXT,__text) non-external (was a private external) __ZNK5dyld410FileRecord10persistentEv
00000001800e3378 (__TEXT,__text) non-external (was a private external) __ZNK5dyld410FileRecord4statEv
00000001800e3464 (__TEXT,__text) non-external (was a private external) __ZNK5dyld410FileRecord5mtimeEv
00000001800e3348 (__TEXT,__text) non-external (was a private external) __ZNK5dyld410FileRecord6existsEv
00000001800e34d0 (__TEXT,__text) non-external (was a private external) __ZNK5dyld410FileRecord6volumeEv
00000001800e32b4 (__TEXT,__text) non-external (was a private external) __ZNK5dyld410FileRecord7getPathEv
00000001800e3430 (__TEXT,__text) non-external (was a private external) __ZNK5dyld410FileRecord8objectIDEv
00000001800c06b0 (__TEXT,__text) non-external (was a private external) __ZNK5dyld410KernelArgs8findEnvpEv
00000001800c06c0 (__TEXT,__text) non-external (was a private external) __ZNK5dyld410KernelArgs9findAppleEv
00000001800e2bc4 (__TEXT,__text) non-external (was a private external) __ZNK5dyld411FileManager11fsidForUUIDERKN3lsl4UUIDE
00000001800e24d0 (__TEXT,__text) non-external (was a private external) __ZNK5dyld411FileManager13reloadFSInfosEv
00000001800e2898 (__TEXT,__text) non-external (was a private external) __ZNK5dyld411FileManager17uuidForFileSystemEy
000000018012cc4c (__TEXT,__text) non-external __ZNK5dyld411FileManager17uuidForFileSystemEy.cold.1
00000001800c54d0 (__TEXT,__text) non-external (was a private external) __ZNK5dyld411PseudoDylib10initializeEv
00000001800c54c0 (__TEXT,__text) non-external (was a private external) __ZNK5dyld411PseudoDylib13disposeStringEPc
00000001800c5540 (__TEXT,__text) non-external (was a private external) __ZNK5dyld411PseudoDylib13lookupAddressEPKvP7dl_info
00000001800c54e4 (__TEXT,__text) non-external (was a private external) __ZNK5dyld411PseudoDylib13lookupSymbolsENSt3__14spanIPKcLm18446744073709551615EEENS2_IPvLm18446744073709551615EEENS2_IyLm18446744073709551615EEE
000000018012b17c (__TEXT,__text) non-external __ZNK5dyld411PseudoDylib13lookupSymbolsENSt3__14spanIPKcLm18446744073709551615EEENS2_IPvLm18446744073709551615EEENS2_IyLm18446744073709551615EEE.cold.1
000000018012b1a8 (__TEXT,__text) non-external __ZNK5dyld411PseudoDylib13lookupSymbolsENSt3__14spanIPKcLm18446744073709551615EEENS2_IPvLm18446744073709551615EEENS2_IyLm18446744073709551615EEE.cold.2
00000001800c555c (__TEXT,__text) non-external (was a private external) __ZNK5dyld411PseudoDylib18findUnwindSectionsEPKvPbP20dyld_unwind_sections
000000018012b1d4 (__TEXT,__text) non-external __ZNK5dyld411PseudoDylib18findUnwindSectionsEPKvPbP20dyld_unwind_sections.cold.1
000000018012b200 (__TEXT,__text) non-external __ZNK5dyld411PseudoDylib18findUnwindSectionsEPKvPbP20dyld_unwind_sections.cold.2
00000001800c7960 (__TEXT,__text) non-external (was a private external) __ZNK5dyld412RuntimeState15PermanentRanges8containsEmmPhPPKNS_6LoaderE
00000001800cdb4c (__TEXT,__text) non-external (was a private external) __ZNK5dyld412RuntimeState16inPrebuiltLoaderEPKvm
00000001800cd474 (__TEXT,__text) non-external (was a private external) __ZNK5dyld412RuntimeState18findPrebuiltLoaderEPKc
000000018012b620 (__TEXT,__text) non-external __ZNK5dyld412RuntimeState18findPrebuiltLoaderEPKc.cold.1
00000001800c7a84 (__TEXT,__text) non-external (was a private external) __ZNK5dyld412RuntimeState20checkHiddenCacheAddrEPKNS_6LoaderEPKvPKcRN5dyld317OverflowSafeArrayINS0_15HiddenCacheAddrELy4294967295EEE
00000001800cc1a8 (__TEXT,__text) non-external (was a private external) __ZNK5dyld412RuntimeState25setDyldPatchedObjCClassesEv
00000001800cd4fc (__TEXT,__text) non-external (was a private external) __ZNK5dyld412RuntimeState39allowNonOsProgramsToSaveUpdatedClosuresEv
00000001800c6604 (__TEXT,__text) non-external (was a private external) __ZNK5dyld412RuntimeState3logEPKcz
00000001800c5250 (__TEXT,__text) non-external (was a private external) __ZNK5dyld413ProcessConfig10fileExistsEPKcPNS_6FileIDEPi
00000001800c07b0 (__TEXT,__text) non-external (was a private external) __ZNK5dyld413ProcessConfig12scanForRootsEv
00000001800c49ac (__TEXT,__text) non-external (was a private external) __ZNK5dyld413ProcessConfig13PathOverrides18forEachImageSuffixEPKcNS1_4TypeERbU13block_pointerFvS3_S4_S5_E
00000001800c099c (__TEXT,__text) non-external (was a private external) __ZNK5dyld413ProcessConfig13PathOverrides18forEachPathVariantEPKcN5dyld38PlatformEbbRbU13block_pointerFvS3_NS1_4TypeES6_E
00000001800c4608 (__TEXT,__text) non-external (was a private external) __ZNK5dyld413ProcessConfig13PathOverrides20forEachDylibFallbackEN5dyld38PlatformEbRbU13block_pointerFvPKcNS1_4TypeES4_E
00000001800c4298 (__TEXT,__text) non-external (was a private external) __ZNK5dyld413ProcessConfig13PathOverrides20forEachInsertedDylibEU13block_pointerFvPKcRbE
00000001800c3c80 (__TEXT,__text) non-external (was a private external) __ZNK5dyld413ProcessConfig13PathOverrides21dontUsePrebuiltForAppEv
00000001800c4b6c (__TEXT,__text) non-external (was a private external) __ZNK5dyld413ProcessConfig13PathOverrides23getFrameworkPartialPathEPKc
00000001800c47b0 (__TEXT,__text) non-external (was a private external) __ZNK5dyld413ProcessConfig13PathOverrides24forEachFrameworkFallbackEN5dyld38PlatformEbRbU13block_pointerFvPKcNS1_4TypeES4_E
00000001800c490c (__TEXT,__text) non-external (was a private external) __ZNK5dyld413ProcessConfig13PathOverrides9addSuffixEPKcS3_Pc
00000001800c52d4 (__TEXT,__text) non-external (was a private external) __ZNK5dyld413ProcessConfig25canonicalDylibPathInCacheEPKc
00000001800c50c0 (__TEXT,__text) non-external (was a private external) __ZNK5dyld413ProcessConfig29simulatorFileMatchesDyldCacheEPKc
00000001800c11b8 (__TEXT,__text) non-external (was a private external) __ZNK5dyld413ProcessConfig7Process10appleParamEPKc
00000001800c1c14 (__TEXT,__text) non-external (was a private external) __ZNK5dyld413ProcessConfig7Process24findVersionSetEquivalentEN5dyld38PlatformEj
00000001800c1af8 (__TEXT,__text) non-external (was a private external) __ZNK5dyld413ProcessConfig7Process7environEPKc
00000001800c328c (__TEXT,__text) non-external (was a private external) __ZNK5dyld413ProcessConfig9DyldCache11indexOfPathEPKcRj
00000001800c3440 (__TEXT,__text) non-external (was a private external) __ZNK5dyld413ProcessConfig9DyldCache16getCanonicalPathEPKc
00000001800c3400 (__TEXT,__text) non-external (was a private external) __ZNK5dyld413ProcessConfig9DyldCache17isOverridablePathEPKc
00000001800c3494 (__TEXT,__text) non-external (was a private external) __ZNK5dyld413ProcessConfig9DyldCache19getIndexedImagePathEj
00000001800c349c (__TEXT,__text) non-external (was a private external) __ZNK5dyld413ProcessConfig9DyldCache20getIndexedImageEntryEjRyS2_
00000001800c2c8c (__TEXT,__text) non-external (was a private external) __ZNK5dyld413ProcessConfig9DyldCache21makeDataConstWritableERKNS0_7LoggingERKNS_15SyscallDelegateEb
00000001800c329c (__TEXT,__text) non-external (was a private external) __ZNK5dyld413ProcessConfig9DyldCache24findMachHeaderImageIndexEPK11mach_headerRj
00000001800c2ebc (__TEXT,__text) non-external (was a private external) __ZNK5dyld413ProcessConfig9DyldCache26uuidOfFileMatchesDyldCacheERKNS0_7ProcessERKNS_15SyscallDelegateEPKc
00000001800df418 (__TEXT,__text) non-external (was a private external) __ZNK5dyld414PrebuiltLoader10withLayoutER11DiagnosticsRNS_12RuntimeStateEU13block_pointerFvRKN6mach_o6LayoutEE
00000001800dd9e0 (__TEXT,__text) non-external (was a private external) __ZNK5dyld414PrebuiltLoader11applyFixupsER11DiagnosticsRNS_12RuntimeStateERNS_34DyldCacheDataConstLazyScopedWriterEb
000000018012c800 (__TEXT,__text) non-external __ZNK5dyld414PrebuiltLoader11applyFixupsER11DiagnosticsRNS_12RuntimeStateERNS_34DyldCacheDataConstLazyScopedWriterEb.cold.1
000000018012c82c (__TEXT,__text) non-external __ZNK5dyld414PrebuiltLoader11applyFixupsER11DiagnosticsRNS_12RuntimeStateERNS_34DyldCacheDataConstLazyScopedWriterEb.cold.2
00000001800ded5c (__TEXT,__text) non-external (was a private external) __ZNK5dyld414PrebuiltLoader11isDelayInitERNS_12RuntimeStateE
00000001800dd274 (__TEXT,__text) non-external (was a private external) __ZNK5dyld414PrebuiltLoader11loadAddressERNS_12RuntimeStateE
00000001800dd3a0 (__TEXT,__text) non-external (was a private external) __ZNK5dyld414PrebuiltLoader11matchesPathEPKc
00000001800ded8c (__TEXT,__text) non-external (was a private external) __ZNK5dyld414PrebuiltLoader12setDelayInitERNS_12RuntimeStateEb
00000001800dd1d4 (__TEXT,__text) non-external (was a private external) __ZNK5dyld414PrebuiltLoader13BindTargetRef5valueERNS_12RuntimeStateE
00000001800dd1a8 (__TEXT,__text) non-external (was a private external) __ZNK5dyld414PrebuiltLoader13BindTargetRef6offsetEv
00000001800dd298 (__TEXT,__text) non-external (was a private external) __ZNK5dyld414PrebuiltLoader13BindTargetRef8absValueEv
00000001800dd254 (__TEXT,__text) non-external (was a private external) __ZNK5dyld414PrebuiltLoader13BindTargetRef9loaderRefEv
000000018012c750 (__TEXT,__text) non-external __ZNK5dyld414PrebuiltLoader13BindTargetRef9loaderRefEv.cold.1
00000001800dedd8 (__TEXT,__text) non-external (was a private external) __ZNK5dyld414PrebuiltLoader13isInitializedERKNS_12RuntimeStateE
00000001800dd440 (__TEXT,__text) non-external (was a private external) __ZNK5dyld414PrebuiltLoader14dependentCountEv
00000001800de2b8 (__TEXT,__text) non-external (was a private external) __ZNK5dyld414PrebuiltLoader14getExportsTrieERyRj
00000001800dec68 (__TEXT,__text) non-external (was a private external) __ZNK5dyld414PrebuiltLoader14hasBeenFixedUpERNS_12RuntimeStateE
00000001800de2d4 (__TEXT,__text) non-external (was a private external) __ZNK5dyld414PrebuiltLoader14hiddenFromFlatEb
00000001800dd6f8 (__TEXT,__text) non-external (was a private external) __ZNK5dyld414PrebuiltLoader14setLoadAddressERNS_12RuntimeStateEPKN5dyld311MachOLoadedE
000000018012c7a8 (__TEXT,__text) non-external __ZNK5dyld414PrebuiltLoader14setLoadAddressERNS_12RuntimeStateEPKN5dyld311MachOLoadedE.cold.1
00000001800ddeb0 (__TEXT,__text) non-external (was a private external) __ZNK5dyld414PrebuiltLoader15applyObjCFixupsERNS_12RuntimeStateE
00000001800decfc (__TEXT,__text) non-external (was a private external) __ZNK5dyld414PrebuiltLoader15runInitializersERNS_12RuntimeStateE
00000001800dd448 (__TEXT,__text) non-external (was a private external) __ZNK5dyld414PrebuiltLoader16recordedCdHashIsEPKh
00000001800dea80 (__TEXT,__text) non-external (was a private external) __ZNK5dyld414PrebuiltLoader17invalidateShallowERKNS_12RuntimeStateE
00000001800dec38 (__TEXT,__text) non-external (was a private external) __ZNK5dyld414PrebuiltLoader18dyldDoesObjCFixupsEv
00000001800dec60 (__TEXT,__text) non-external (was a private external) __ZNK5dyld414PrebuiltLoader19getSectionLocationsEv
00000001800de758 (__TEXT,__text) non-external (was a private external) __ZNK5dyld414PrebuiltLoader21invalidateInIsolationERKNS_12RuntimeStateE
