00000001e7d1a348 (__DATA,__data) non-external _.compoundliteral
00000001d6bccb9c (__TEXT,__text) non-external _glpMakeSwizzle
00000001d6b9c6f0 (__TEXT,__text) non-external (was a private external) _glpMakeTemporary
00000001d6ba93b0 (__TEXT,__text) non-external (was a private external) _glpMakeTopLevelNode
00000001d6ba5b88 (__TEXT,__text) non-external (was a private external) _glpMakeTypeConversionNode
00000001d6ba5ccc (__TEXT,__text) non-external (was a private external) _glpMakeTypeIdentifierNode
00000001d6b4b94c (__TEXT,__text) non-external (was a private external) _glpMakeTypeSize
00000001d6b4b25c (__TEXT,__text) non-external (was a private external) _glpMakeTypedValueHash
00000001d6bc42a4 (__TEXT,__text) non-external (was a private external) _glpMakeTypedVariableFragment
00000001d6ba64e8 (__TEXT,__text) non-external (was a private external) _glpMakeUnaryPlusNode
00000001d6ba5f94 (__TEXT,__text) non-external (was a private external) _glpMakeUndeterminedCallNode
00000001d6b74eb0 (__TEXT,__text) non-external (was a private external) _glpMakeUnnamedInterfaceBlockObject
00000001d6bc4758 (__TEXT,__text) non-external (was a private external) _glpMakeUnopFuncallFragment
00000001d6bc372c (__TEXT,__text) non-external (was a private external) _glpMakeVRLFunctionFragment
00000001d6ba781c (__TEXT,__text) non-external (was a private external) _glpMakeVariableDeclarationGroupNode
00000001d6ba76fc (__TEXT,__text) non-external (was a private external) _glpMakeVariableDeclarationNode
00000001d6ba5c34 (__TEXT,__text) non-external (was a private external) _glpMakeVariableIdentifierNode
00000001d6b74afc (__TEXT,__text) non-external (was a private external) _glpMakeVariableObject
00000001d6b7e034 (__TEXT,__text) non-external (was a private external) _glpMakeVertexInputBindings
00000001d6bc49d4 (__TEXT,__text) non-external (was a private external) _glpMakeWhileFragment
00000001d6ba7150 (__TEXT,__text) non-external (was a private external) _glpMakeWriteOutputNode
00000001d6b4c4a4 (__TEXT,__text) non-external _glpMallocAlloc
00000001d6be7b3c (__TEXT,__text) non-external _glpMallocAlloc
00000001d6b4c4f0 (__TEXT,__text) non-external _glpMallocFree
00000001d6be7b88 (__TEXT,__text) non-external _glpMallocFree
00000001d6b4c4c8 (__TEXT,__text) non-external _glpMallocRealloc
00000001d6be7b60 (__TEXT,__text) non-external _glpMallocRealloc
00000001d6b9c9b8 (__TEXT,__text) non-external (was a private external) _glpMangleSideEffectsWithNewResult
00000001d6b65b9c (__TEXT,__text) non-external _glpMatchInputSize
00000001d6b6638c (__TEXT,__text) non-external _glpMatchInputSize3
00000001d6b7decc (__TEXT,__text) non-external (was a private external) _glpMergeInterfaceBlocks
00000001d6b4d7cc (__TEXT,__text) non-external (was a private external) _glpMergeRemapValue
00000001d6b7dd00 (__TEXT,__text) non-external (was a private external) _glpMergeUniforms
00000001d6b7041c (__TEXT,__text) non-external _glpMetalGetArgTypeNameFromASTType
00000001d6ba6254 (__TEXT,__text) non-external (was a private external) _glpMethodCallNodeGetName
00000001d6ba6260 (__TEXT,__text) non-external (was a private external) _glpMethodCallNodeGetReceiver
00000001d6ba6270 (__TEXT,__text) non-external (was a private external) _glpMethodCallNodeSetReceiver
00000001d6bcb414 (__TEXT,__text) non-external _glpMutableValueFromVec
00000001d6b86348 (__TEXT,__text) non-external (was a private external) _glpNameTableGet
00000001d6b86f00 (__TEXT,__text) non-external (was a private external) _glpNameTableGetCurrentFunction
00000001d6b86304 (__TEXT,__text) non-external (was a private external) _glpNameTableGetGLSLVersion
00000001d6b86294 (__TEXT,__text) non-external (was a private external) _glpNameTableGetLanguage
00000001d6b86f08 (__TEXT,__text) non-external (was a private external) _glpNameTableGetPrecision
00000001d6b86334 (__TEXT,__text) non-external (was a private external) _glpNameTableIsExtensionEnabled
00000001d6b86e94 (__TEXT,__text) non-external (was a private external) _glpNameTablePop
00000001d6b86d70 (__TEXT,__text) non-external (was a private external) _glpNameTablePush
00000001d6b86e3c (__TEXT,__text) non-external (was a private external) _glpNameTablePushForFunction
00000001d6b86c48 (__TEXT,__text) non-external (was a private external) _glpNameTablePut
00000001d6b8629c (__TEXT,__text) non-external (was a private external) _glpNameTablePutPrecision
00000001d6b8630c (__TEXT,__text) non-external (was a private external) _glpNameTableSetGLSLExtensionBehavior
00000001d6b86088 (__TEXT,__text) non-external (was a private external) _glpNameTableSetGLSLVersion
00000001d6b86e88 (__TEXT,__text) non-external (was a private external) _glpNameTableSetStatementIndex
00000001d6b86ef4 (__TEXT,__text) non-external (was a private external) _glpNameTableSetTopLevelBlock
00000001d6ba6c80 (__TEXT,__text) non-external (was a private external) _glpNotEqualNodeGetIsFromSource
00000001d6ba9808 (__TEXT,__text) non-external (was a private external) _glpOffsetNodeGetBankIndex
00000001d6ba97f8 (__TEXT,__text) non-external (was a private external) _glpOffsetNodeGetCompStride
00000001d6ba97c8 (__TEXT,__text) non-external (was a private external) _glpOffsetNodeGetExtra
00000001d6ba9820 (__TEXT,__text) non-external (was a private external) _glpOffsetNodeGetOffsetExpr
00000001d6ba97e8 (__TEXT,__text) non-external (was a private external) _glpOffsetNodeGetPreSwizzlePrimitiveType
00000001d6ba97d8 (__TEXT,__text) non-external (was a private external) _glpOffsetNodeGetSwizzle
00000001d6ba9838 (__TEXT,__text) non-external (was a private external) _glpOffsetNodeGetVectorElementExpr
00000001d6ba9814 (__TEXT,__text) non-external (was a private external) _glpOffsetNodeSetBankIndex
00000001d6ba9800 (__TEXT,__text) non-external (was a private external) _glpOffsetNodeSetCompStride
00000001d6ba97d0 (__TEXT,__text) non-external (was a private external) _glpOffsetNodeSetExtra
00000001d6ba982c (__TEXT,__text) non-external (was a private external) _glpOffsetNodeSetOffsetExpr
00000001d6ba97f0 (__TEXT,__text) non-external (was a private external) _glpOffsetNodeSetPreSwizzlePrimitiveType
00000001d6ba97e0 (__TEXT,__text) non-external (was a private external) _glpOffsetNodeSetSwizzle
00000001d6ba9844 (__TEXT,__text) non-external (was a private external) _glpOffsetNodeSetVectorElementExpr
00000001d6ba7140 (__TEXT,__text) non-external (was a private external) _glpOpAssignNodeGetDesugar
00000001d6b4c804 (__TEXT,__text) non-external (was a private external) _glpOpenArchive
00000001d6b8fc78 (__TEXT,__text) non-external (was a private external) _glpOperatorAsFunctionError
00000001d6bed290 (__TEXT,__text) external _glpPPDisassemble
00000001d6c2269c (__TEXT,__const) non-external _glpPPDisassemble.shaderTargets
00000001e4e372d8 (__DATA_CONST,__const) non-external _glpPPDisassemble.tex_filters
00000001e4e37348 (__DATA_CONST,__const) non-external _glpPPDisassemble.tex_formats
00000001e4e37428 (__DATA_CONST,__const) non-external _glpPPDisassemble.tex_types
00000001e4e37308 (__DATA_CONST,__const) non-external _glpPPDisassemble.tex_wraps
00000001d6bf0260 (__TEXT,__text) external _glpPPDisassembleFree
00000001d6bfbdac (__TEXT,__text) external _glpPPShaderLinearize
00000001d6bfbdb4 (__TEXT,__text) external _glpPPShaderLinearizeEx
00000001d6bfa820 (__TEXT,__text) external _glpPPShaderLinearizeStreamMgr
00000001d6bfa828 (__TEXT,__text) external _glpPPShaderLinearizeStreamMgrEx
00000001d6ba9b74 (__TEXT,__text) non-external (was a private external) _glpPPStreamOpNodeGetHasOffset
00000001d6ba9b6c (__TEXT,__text) non-external (was a private external) _glpPPStreamOpNodeGetHasSrctex
00000001d6ba9b64 (__TEXT,__text) non-external (was a private external) _glpPPStreamOpNodeGetOpPrimitiveType
00000001d6ba9b5c (__TEXT,__text) non-external (was a private external) _glpPPStreamOpNodeGetOpcode
00000001d6ba9b54 (__TEXT,__text) non-external (was a private external) _glpPPStreamOpNodeGetReturnPrimitiveType
00000001d6ae2c7c (__TEXT,__text) external _glpPPStreamTokenDump
00000001d6ae2c84 (__TEXT,__text) external _glpPPStreamTokenDumpFree
00000001d6bccf7c (__TEXT,__text) non-external _glpPPTFunctionDefinition
00000001d6bccbb0 (__TEXT,__text) non-external (was a private external) _glpPPTNode
00000001d6bcd1a0 (__TEXT,__text) non-external _glpPPTRawCall
00000001d6bcd0a8 (__TEXT,__text) non-external _glpPPTSwitchStatement
00000001d6bcce10 (__TEXT,__text) non-external _glpPPTVariableDeclaration
00000001d6bdc2c4 (__TEXT,__text) non-external (was a private external) _glpPaIdentOrType
00000001d6bdc3f0 (__TEXT,__text) non-external (was a private external) _glpPaParseComment
00000001d6bdcc10 (__TEXT,__text) non-external (was a private external) _glpPaParseStrings
00000001d6bdc1f0 (__TEXT,__text) non-external (was a private external) _glpPaReservedWord
00000001d6b73c24 (__TEXT,__text) non-external (was a private external) _glpPackConstants
00000001d6ba7458 (__TEXT,__text) non-external (was a private external) _glpParameterDeclarationNodeGetExtra
00000001d6ba744c (__TEXT,__text) non-external (was a private external) _glpParameterDeclarationNodeGetName
00000001d6ba7468 (__TEXT,__text) non-external (was a private external) _glpParameterDeclarationNodeGetType
00000001d6ba7460 (__TEXT,__text) non-external (was a private external) _glpParameterDeclarationNodeSetExtra
00000001d6ba7474 (__TEXT,__text) non-external (was a private external) _glpParameterDeclarationNodeSetType
00000001d6bdd810 (__TEXT,__text) non-external (was a private external) _glpParseContextSetGLSLVersion
00000001d6bdd93c (__TEXT,__text) non-external (was a private external) _glpParseContextValidateGLSLVersion
00000001d6b8bfec (__TEXT,__text) non-external (was a private external) _glpParseQualifiers
00000001d6b7652c (__TEXT,__text) non-external (was a private external) _glpParseRecover
00000001d6b4ad50 (__TEXT,__text) non-external (was a private external) _glpPointerHashCache_b
00000001d6b4acec (__TEXT,__text) non-external (was a private external) _glpPointerHashGet
00000001d6b4ab34 (__TEXT,__text) non-external (was a private external) _glpPointerHashPut
00000001d6b4adb0 (__TEXT,__text) non-external (was a private external) _glpPointerHashRemove
00000001d6b755ac (__TEXT,__text) non-external (was a private external) _glpPopulatePrecisionWidths
00000001d6ba7a6c (__TEXT,__text) non-external (was a private external) _glpPrecisionDeclarationNodeGetQualifier
00000001d6ba7a84 (__TEXT,__text) non-external (was a private external) _glpPrecisionDeclarationNodeGetType
00000001d6ba7a78 (__TEXT,__text) non-external (was a private external) _glpPrecisionDeclarationNodeSetQualifier
00000001d6ba7a90 (__TEXT,__text) non-external (was a private external) _glpPrecisionDeclarationNodeSetType
00000001d6b74a68 (__TEXT,__text) non-external (was a private external) _glpPrecisionIndexFromSAFlags
00000001d6b8e7a0 (__TEXT,__text) non-external (was a private external) _glpPrecisionQualifierFromSaFlags
00000001d6b88e88 (__TEXT,__text) non-external (was a private external) _glpPrimitiveMatrixGetColumnType
00000001d6b88b60 (__TEXT,__text) non-external (was a private external) _glpPrimitiveMatrixGetColumns
00000001d6b891e0 (__TEXT,__text) non-external (was a private external) _glpPrimitiveMatrixGetElementType
00000001d6b89034 (__TEXT,__text) non-external (was a private external) _glpPrimitiveMatrixGetRowType
00000001d6b88cf4 (__TEXT,__text) non-external (was a private external) _glpPrimitiveMatrixGetRows
00000001d6b89578 (__TEXT,__text) non-external (was a private external) _glpPrimitiveSamplerGetPPDatatype
00000001d6b8936c (__TEXT,__text) non-external (was a private external) _glpPrimitiveSamplerGetPPTextarget
00000001d6b995f0 (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeFromString
00000001d6b89a9c (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeGetByteStride
00000001d6b89964 (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeGetBytesPerComponent
00000001d6b887f4 (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeGetCategory
00000001d6b887c8 (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeGetGLType
00000001d6b899b8 (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeGetMaxComponentsPerVec4
00000001d6b89a14 (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeGetNumVec4s
00000001d6b9961c (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeGetPrimitiveType
00000001d6b898c4 (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeGetScalarCount
00000001d6b8970c (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeGetScalarType
00000001d6ba7f00 (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeNodeGetType
00000001d6b897b4 (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeReplaceScalarType
00000001d6b608d8 (__TEXT,__text) non-external _glpPrimitiveTypeToLLVMType
00000001d6c17254 (__TEXT,__text) non-external _glpPrimitiveTypeToLLVMType.cold.1
00000001d6b886d4 (__TEXT,__text) non-external (was a private external) _glpPrimitiveTypeToString
00000001d6b889bc (__TEXT,__text) non-external (was a private external) _glpPrimitiveVectorGetElementType
00000001d6b88820 (__TEXT,__text) non-external (was a private external) _glpPrimitiveVectorGetLength
00000001d6b6eb30 (__TEXT,__text) non-external _glpProcessComponentWiseVectorAssignment
00000001d6ad6d04 (__TEXT,__text) non-external _glpProgram_PPStreamAddAddressUsage
00000001d6ad6d1c (__TEXT,__text) non-external _glpProgram_PPStreamAddAttribBinding
00000001d6ad6de0 (__TEXT,__text) non-external _glpProgram_PPStreamAddConstant
00000001d6ad6de8 (__TEXT,__text) non-external _glpProgram_PPStreamAddLabel
00000001d6ad6ca8 (__TEXT,__text) non-external _glpProgram_PPStreamAddOperation
00000001d6ad6dd8 (__TEXT,__text) non-external _glpProgram_PPStreamAddOption
00000001d6ad6d84 (__TEXT,__text) non-external _glpProgram_PPStreamAddOutputBinding
00000001d6ad6d0c (__TEXT,__text) non-external _glpProgram_PPStreamAddParamBinding
00000001d6ad6d14 (__TEXT,__text) non-external _glpProgram_PPStreamAddParamBindingArray
00000001d6ad6cfc (__TEXT,__text) non-external _glpProgram_PPStreamAddTempUsage
00000001d6ad6e3c (__TEXT,__text) non-external _glpProgram_PPStreamResolveBranches
00000001d6ad6c9c (__TEXT,__text) non-external _glpProgram_PPStreamSetTarget
00000001d6b93ac4 (__TEXT,__text) non-external (was a private external) _glpPushdownPrecision
00000001d6ba7be4 (__TEXT,__text) non-external (was a private external) _glpQualifiedDeclarationGroupNodeAddDeclaration
00000001d6ba7bcc (__TEXT,__text) non-external (was a private external) _glpQualifiedDeclarationGroupNodeGetDeclaration
00000001d6ba7bc4 (__TEXT,__text) non-external (was a private external) _glpQualifiedDeclarationGroupNodeGetDeclarationCount
00000001d6ba7bec (__TEXT,__text) non-external (was a private external) _glpQualifiedDeclarationGroupNodeInsertDeclaration
00000001d6ba7bd8 (__TEXT,__text) non-external (was a private external) _glpQualifiedDeclarationGroupNodeSetDeclaration
00000001d6ba7b30 (__TEXT,__text) non-external (was a private external) _glpQualifiedDeclarationNodeGetName
00000001d6ba7b3c (__TEXT,__text) non-external (was a private external) _glpQualifiedDeclarationNodeGetQualifiers
00000001d6ba7b48 (__TEXT,__text) non-external (was a private external) _glpQualifiedDeclarationNodeSetQualifiers
00000001d6ba7e68 (__TEXT,__text) non-external (was a private external) _glpQualifiedTypeNodeGetQualifiers
00000001d6ba7e50 (__TEXT,__text) non-external (was a private external) _glpQualifiedTypeNodeGetType
00000001d6ba7e74 (__TEXT,__text) non-external (was a private external) _glpQualifiedTypeNodeSetQualifiers
00000001d6ba7e5c (__TEXT,__text) non-external (was a private external) _glpQualifiedTypeNodeSetType
00000001d6b8bf80 (__TEXT,__text) non-external (was a private external) _glpQualifierKindOfNode
00000001d6b8bf54 (__TEXT,__text) non-external (was a private external) _glpQualifierKindToString
00000001d6ba8898 (__TEXT,__text) non-external (was a private external) _glpQualifierListNodeAddQualifier
00000001d6ba8880 (__TEXT,__text) non-external (was a private external) _glpQualifierListNodeGetQualifier
00000001d6ba8878 (__TEXT,__text) non-external (was a private external) _glpQualifierListNodeGetQualifierCount
00000001d6ba88a0 (__TEXT,__text) non-external (was a private external) _glpQualifierListNodeInsertQualifier
00000001d6ba888c (__TEXT,__text) non-external (was a private external) _glpQualifierListNodeSetQualifier
00000001d6b89ab8 (__TEXT,__text) non-external (was a private external) _glpQualifierName
