00000001acf13974 (__TEXT,__text) non-external +[AMFI isAvailable]
00000001f1aded80 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32r40r_e20_v24?08"NSError"16l
00000001f1adef30 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32r_e5_v8?0l
00000001f1adecb0 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32s40r_e37_v24?0"SSBLookupResult"8"NSError"16l
00000001f1adeed0 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32s40s_e15_v16?0"NSURL"8l
00000001f1ade6f0 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32s40s_e28_v24?08?<v?B"NSError">16l
00000001f1ade780 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32s40w_e5_v8?0l
00000001f1ade930 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32s_e28_v24?08?<v?B"NSError">16l
00000001f1adede0 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_49_e8_32r40r_e20_v20?0B8"NSError"12l
00000001f1adee40 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_51_e8_32s40s_e28_v24?08?<v?B"NSError">16l
00000001f1ade900 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_52_e8_32s_e28_v24?08?<v?B"NSError">16l
00000001f1ade870 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_56_e8_32s40s48bs_e15_v16?0"NSURL"8l
00000001f1ade720 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_56_e8_32s40s48s_e28_v24?08?<v?"NSError">16l
00000001f1adee70 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_58_e8_32s40s48s_e28_v24?08?<v?B"NSError">16l
00000001f1aded30 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_64_e8_32s40s48s56s_e28_v24?08?<v?B"NSError">16l
00000001f1ade960 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_69_e8_32s40bs_e28_v24?08?<v?"NSError">16l
00000001f1ade7e0 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001f1ade830 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001f1ade850 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001f1ade990 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001f1adea90 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001f1adeae0 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001f1adec00 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001f1aded10 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001f1aded60 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001f1adef90 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001f1ade9f0 (__AUTH_CONST,__const) non-external ___block_literal_global.10
00000001f1adec50 (__AUTH_CONST,__const) non-external ___block_literal_global.122
00000001f1adec70 (__AUTH_CONST,__const) non-external ___block_literal_global.124
00000001f1adec90 (__AUTH_CONST,__const) non-external ___block_literal_global.126
00000001f1adea10 (__AUTH_CONST,__const) non-external ___block_literal_global.13
00000001f1adea30 (__AUTH_CONST,__const) non-external ___block_literal_global.16
00000001f1adea50 (__AUTH_CONST,__const) non-external ___block_literal_global.19
00000001f1adea70 (__AUTH_CONST,__const) non-external ___block_literal_global.22
00000001f1ade9b0 (__AUTH_CONST,__const) non-external ___block_literal_global.4
00000001f1ade9d0 (__AUTH_CONST,__const) non-external ___block_literal_global.7
00000001f1adeb00 (__AUTH_CONST,__const) non-external ___block_literal_global.79
00000001f1adeb20 (__AUTH_CONST,__const) non-external ___block_literal_global.85
00000001f1adefb0 (__AUTH_CONST,__const) non-external ___block_literal_global.85
00000001f1adeb40 (__AUTH_CONST,__const) non-external ___block_literal_global.87
00000001f1adeb60 (__AUTH_CONST,__const) non-external ___block_literal_global.89
00000001f1adeb80 (__AUTH_CONST,__const) non-external ___block_literal_global.91
00000001f1adeba0 (__AUTH_CONST,__const) non-external ___block_literal_global.93
00000001f1adebc0 (__AUTH_CONST,__const) non-external ___block_literal_global.95
00000001f1adebe0 (__AUTH_CONST,__const) non-external ___block_literal_global.97
                 (undefined) external ___chkstk_darwin (from libSystem)
00000001acf0e070 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32b
00000001acf0e504 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32b40r
00000001acf0ac70 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32r
00000001acf0dfc4 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32r40r
00000001acefccf4 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s
00000001acf06224 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40b
00000001acf0aa3c (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40r
00000001acefce00 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40s
00000001acf035c4 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40s48b
00000001acefd584 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40s48s
00000001acf0c42c (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40s48s56s
00000001acefe3d8 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40w
00000001acefdf60 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32w
00000001acf13234 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_ea8_32b
00000001acf0ac80 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32r
00000001acf0e014 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32r40r
00000001acefccfc (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s
00000001acf0aa84 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40r
00000001acefce3c (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40s
00000001acefd5c8 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40s48s
00000001acf0c478 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40s48s56s
00000001acefe41c (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40w
00000001acefdf6c (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32w
00000001acf13244 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_ea8_32s
00000001acf0defc (__TEXT,__text) non-external ___doObjectXPCFunction_block_invoke
00000001acf0e058 (__TEXT,__text) non-external ___doObjectXPCFunction_block_invoke.1
00000001acf164d8 (__TEXT,__text) non-external ___doObjectXPCFunction_block_invoke.cold.1
                 (undefined) external ___error (from libSystem)
00000001acf138a8 (__TEXT,__text) non-external ___getAMFIExecutionPreflightSymbolLoc_block_invoke
00000001acf0ab2c (__TEXT,__text) non-external ___getSSBLookupContextClass_block_invoke
00000001acf15fa0 (__TEXT,__text) non-external ___getSSBLookupContextClass_block_invoke.cold.1
00000001acf0c0c4 (__TEXT,__text) non-external ___globalBundleSuffixes_block_invoke
                 (undefined) external ___gxx_personality_v0 (from libc++)
                 (undefined) external ___kCFBooleanFalse (from CoreFoundation)
                 (undefined) external ___kCFBooleanTrue (from CoreFoundation)
                 (undefined) external ___objc_personality_v0 (from libobjc)
00000001acf131d8 (__TEXT,__text) non-external ___opaqueSignCode_block_invoke
00000001acf034bc (__TEXT,__text) non-external ___scanForBundledKernelExtensions_block_invoke
00000001acf03034 (__TEXT,__text) non-external ___scanForBundles_block_invoke
00000001acf15118 (__TEXT,__text) non-external ___scanForBundles_block_invoke.cold.1
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external __dispatch_main_q (from libSystem)
                 (undefined) external __dispatch_queue_attr_concurrent (from libSystem)
                 (undefined) external __kCFURLDiskImageBackingURLKey (from CoreFoundation)
                 (undefined) external __kCFURLVolumeIsDiskImageKey (from CoreFoundation)
                 (undefined) external __objc_empty_cache (from libobjc)
                 (undefined) external __os_feature_enabled_impl (from libSystem)
                 (undefined) external __os_log_debug_impl (from libSystem)
                 (undefined) external __os_log_default (from libSystem)
                 (undefined) external __os_log_error_impl (from libSystem)
                 (undefined) external __os_log_impl (from libSystem)
                 (undefined) external __qtn_error (from libSystem)
                 (undefined) external __qtn_file_alloc (from libSystem)
                 (undefined) external __qtn_file_apply_to_path (from libSystem)
                 (undefined) external __qtn_file_free (from libSystem)
                 (undefined) external __qtn_file_get_flags (from libSystem)
                 (undefined) external __qtn_file_get_identifier (from libSystem)
                 (undefined) external __qtn_file_init_with_mount_point (from libSystem)
                 (undefined) external __qtn_file_init_with_path (from libSystem)
                 (undefined) external __qtn_file_set_flags (from libSystem)
                 (undefined) external __sl_dlopen (from SoftLinking)
                 (undefined) external _abort_report_np (from libSystem)
00000001acf12c58 (__TEXT,__text) external _areGatekeeperOverridesDisabledByMDM
00000001acf1c050 (__TEXT,__dlopen_cstrs) non-external _audit_stringSafariSafeBrowsing
                 (undefined) external _bzero (from libSystem)
00000001acf083e0 (__TEXT,__text) external _calculateTotalPathSize
                 (undefined) external _ccdigest_init (from libSystem)
                 (undefined) external _ccdigest_update (from libSystem)
                 (undefined) external _ccsha256_di (from libSystem)
00000001acf19138 (__TEXT,__const) external _cdResourceDirSlot
00000001acf12ac0 (__TEXT,__text) external _checkBOOLSetting
00000001acf12b64 (__TEXT,__text) external _checkNumberSetting
00000001acf03bac (__TEXT,__text) external _checkPathQuarantineState
00000001acf153a4 (__TEXT,__text) non-external _checkPathQuarantineState.cold.1
00000001acf03ca4 (__TEXT,__text) external _checkURLMountQuarantineState
00000001acf03b04 (__TEXT,__text) external _checkURLQuarantineState
                 (undefined) external _close (from libSystem)
00000001acf00d94 (__TEXT,__text) external _copyAdhocSignatureHash
00000001acf14adc (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.1
00000001acf14ca4 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.10
00000001acf14ca4 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.11
00000001acf14ca4 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.12
00000001acf14ca4 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.13
00000001acf14ca4 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.14
00000001acf14ca4 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.15
00000001acf14ca4 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.16
00000001acf14ca4 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.17
00000001acf14cd8 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.18
00000001acf14b28 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.2
00000001acf14b74 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.3
00000001acf14bc0 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.4
00000001acf14c24 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.5
00000001acf14c58 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.6
00000001acf14ca4 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.7
00000001acf14ca4 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.8
00000001acf14ca4 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.9
00000001acf02750 (__TEXT,__text) external _copyBootUUID
00000001acf15034 (__TEXT,__text) non-external _copyBootUUID.cold.1
00000001acf01eb4 (__TEXT,__text) external _copyBundleID
00000001acf14d24 (__TEXT,__text) non-external _copyBundleID.cold.1
00000001acf01fb0 (__TEXT,__text) external _copyBundleIDFromURL
00000001acf021cc (__TEXT,__text) external _copyBundleVersion
00000001acf14d24 (__TEXT,__text) non-external _copyBundleVersion.cold.1
00000001acf020d0 (__TEXT,__text) external _copyBundleVersionShort
00000001acf14d24 (__TEXT,__text) non-external _copyBundleVersionShort.cold.1
00000001acf02040 (__TEXT,__text) external _copyBundleVersionShortFromURL
00000001acf017d4 (__TEXT,__text) external _copyCdhash
00000001acf14d24 (__TEXT,__text) non-external _copyCdhash.cold.1
00000001acf14d70 (__TEXT,__text) non-external _copyCdhash.cold.2
00000001acf14da4 (__TEXT,__text) non-external _copyCdhash.cold.3
00000001acf01748 (__TEXT,__text) external _copyCdhashFromKextURL
00000001acf12dc4 (__TEXT,__text) external _copyCodeSigningInfo
00000001acf02574 (__TEXT,__text) external _copyDeveloperName
00000001acf14d24 (__TEXT,__text) non-external _copyDeveloperName.cold.1
00000001acf14f38 (__TEXT,__text) non-external _copyDeveloperName.cold.2
00000001acf14f8c (__TEXT,__text) non-external _copyDeveloperName.cold.3
00000001acf14fe0 (__TEXT,__text) non-external _copyDeveloperName.cold.4
00000001acf1324c (__TEXT,__text) external _copyEntitlements
00000001acf08808 (__TEXT,__text) external _copyFileHashForData
00000001acf0856c (__TEXT,__text) external _copyFileHashForURL
00000001acf15c7c (__TEXT,__text) non-external _copyFileHashForURL.cold.1
00000001acf15d00 (__TEXT,__text) non-external _copyFileHashForURL.cold.2
00000001acf15d84 (__TEXT,__text) non-external _copyFileHashForURL.cold.3
00000001acf01940 (__TEXT,__text) external _copyLegacyCdhash
00000001acf019b0 (__TEXT,__text) external _copyLegacyCdhashSHA256
00000001acefeb20 (__TEXT,__text) external _copyLegacyDeveloperName
00000001acf0387c (__TEXT,__text) external _copySecureTimestamp
00000001acf14d24 (__TEXT,__text) non-external _copySecureTimestamp.cold.1
00000001acf028f4 (__TEXT,__text) external _copyShippedThirdPartyKernelExtensions
00000001acf01dd8 (__TEXT,__text) external _copySigningID
00000001acf14d24 (__TEXT,__text) non-external _copySigningID.cold.1
00000001acf01bf4 (__TEXT,__text) external _copyTeamIdentifier
00000001acf14d24 (__TEXT,__text) non-external _copyTeamIdentifier.cold.1
00000001acf01a20 (__TEXT,__text) external _copyTeamIdentifierFromCertificates
00000001acf14dd8 (__TEXT,__text) non-external _copyTeamIdentifierFromCertificates.cold.1
00000001acf14e34 (__TEXT,__text) non-external _copyTeamIdentifierFromCertificates.cold.2
00000001acf01b38 (__TEXT,__text) external _copyTeamIdentifierFromSigningInformation
00000001acf14e90 (__TEXT,__text) non-external _copyTeamIdentifierFromSigningInformation.cold.1
00000001acf022c8 (__TEXT,__text) external _copyUnstagedURL
00000001acf14eec (__TEXT,__text) non-external _copyUnstagedURL.cold.1
00000001acf00d8c (__TEXT,__text) external _createCodeReference
00000001acf00c70 (__TEXT,__text) non-external _createCodeReferenceHelper
00000001acf149c4 (__TEXT,__text) non-external _createCodeReferenceHelper.cold.1
00000001acf14a50 (__TEXT,__text) non-external _createCodeReferenceHelper.cold.2
00000001acf00c68 (__TEXT,__text) external _createCodeReferenceQuiet
00000001acf00bb0 (__TEXT,__text) external _createHexStringFromData
00000001acf0e9f0 (__TEXT,__text) non-external _createMigrationManifest
00000001acf16708 (__TEXT,__text) non-external _createMigrationManifest.cold.1
00000001acf12cb0 (__TEXT,__text) external _createSecStaticCodeForURL
00000001acf16bdc (__TEXT,__text) non-external _createSecStaticCodeForURL.cold.1
00000001acf12a84 (__TEXT,__text) external _createSystemPolicyDefaults
00000001acf023d4 (__TEXT,__text) external _createURLWithoutPrefix
                 (undefined) external _csops (from libSystem)
                 (undefined) external _csr_check (from libSystem)
00000001eb113b78 (__DATA,__bss) non-external _currentDeviceID.sDeviceID
00000001eb113b80 (__DATA,__bss) non-external _currentDeviceID.sOnceToken
                 (undefined) external _difftime (from libSystem)
                 (undefined) external _dirstat_np (from libSystem)
                 (undefined) external _dispatch_barrier_async (from libSystem)
                 (undefined) external _dispatch_once (from libSystem)
                 (undefined) external _dispatch_queue_create (from libSystem)
                 (undefined) external _dispatch_semaphore_create (from libSystem)
                 (undefined) external _dispatch_semaphore_signal (from libSystem)
                 (undefined) external _dispatch_semaphore_wait (from libSystem)
                 (undefined) external _dispatch_sync (from libSystem)
                 (undefined) external _dispatch_time (from libSystem)
                 (undefined) external _dlerror (from libSystem)
                 (undefined) external _dlsym (from libSystem)
00000001acf0d9e0 (__TEXT,__text) external _doBooleanXPCFunction
00000001acf0dc48 (__TEXT,__text) external _doBooleanXPCFunctionSilent
00000001acf0dc50 (__TEXT,__text) external _doObjectXPCFunction
00000001acf08d3c (__TEXT,__text) external _doWithoutImmutability
00000001eb113b40 (__DATA,__bss) non-external _downloads.sLog
00000001eb113b38 (__DATA,__bss) non-external _downloads.sLogInit
00000001eb113b00 (__DATA,__bss) non-external _exec.sLog
00000001eb113af8 (__DATA,__bss) non-external _exec.sLogInit
00000001acf08498 (__TEXT,__text) external _fileExists
00000001acf08508 (__TEXT,__text) external _fileIsSymlink
00000001acf0bf90 (__TEXT,__text) external _findBundleContainingSignedFile
00000001acf16110 (__TEXT,__text) non-external _findBundleContainingSignedFile.cold.1
00000001acf0af9c (__TEXT,__text) external _findContainingBundle
00000001acf02b38 (__TEXT,__text) external _findFirstSubdirectoryURL
00000001acf0b9a8 (__TEXT,__text) external _findOuterMostBundle
00000001acf16070 (__TEXT,__text) non-external _findOuterMostBundle.cold.1
00000001acf160d0 (__TEXT,__text) non-external _findOuterMostBundle.cold.2
00000001acf0beac (__TEXT,__text) external _findOuterMostBundleWithFilter
00000001acf160d0 (__TEXT,__text) non-external _findOuterMostBundleWithFilter.cold.1
00000001acf0b130 (__TEXT,__text) external _findScanTargetByPath
00000001acf0b5d4 (__TEXT,__text) external _findTopAppBundle
00000001acf0b0a0 (__TEXT,__text) external _findTopBundle
                 (undefined) external _free (from libSystem)
