00000001acbe2258 (__TEXT,__text) non-external +[Caller current]
00000001f13ae7d0 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_LASecureIODelegate
00000001f13af400 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_NSObject
00000001f13af998 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_NSObject
00000001f13b0fb8 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_NSObject
00000001f13b1070 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_NSTouchBarDelegate
00000001f13af4b8 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_WatchChangeObserver
00000001f13b0388 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_REFS_LACDomainStateRequest
00000001f13afa88 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_REFS_LACEvaluationRequest
00000001f13afa38 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_REFS_LACRequest
00000001f13b00e8 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_REFS_LACStorageRequest
00000001f13b1058 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_REFS_NSTouchBarDelegate
00000001f13af4a0 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_REFS_WatchChangeObserver
00000001f13b03f8 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_PROTOCOLS_$_DomainStateRequest
00000001f13afc80 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_PROTOCOLS_$_EvaluationRequest
00000001f13b1078 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_PROTOCOLS_$_LASecureIODisplay
00000001f13ae7e0 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_PROTOCOLS_$_LASecureIOHelper
00000001f13b14f0 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_PROTOCOLS_$_LASecureIOServer
00000001f13b0180 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_PROTOCOLS_$_StorageRequest
00000001f13af4c0 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_PROTOCOLS_$_WatchInvalidationSource
00000001f13adf60 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_BiometryHelper
00000001f13af2e0 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_BiometryLockoutInvalidationSource
00000001f13b0728 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_Caller
00000001f13b0878 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_DaemonUtils
00000001f13af180 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_DarwinNotificationInvalidationSource
00000001f13b0558 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_DomainStateRequest
00000001f13b00a0 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_EvaluationRequest
00000001f13aef90 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_InstalledAppsCache
00000001f13aebc0 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_LAAnalytics
00000001f13ae5c8 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_LAAnalyticsEvaluation
00000001f13ae100 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_LAAnalyticsPasscodeFallbackPeriod
00000001f13aea60 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_LADFROwnerToken
00000001f13b18f0 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_LASIORemoteCall
00000001f13b1b70 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_LASecureIO
00000001f13b11f8 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_LASecureIOArchive
00000001f13b0ca8 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_LASecureIOAsset
00000001f13b1a80 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_LASecureIOCommunication
00000001f13b1168 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_LASecureIODisplay
00000001f13ae9d0 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_LASecureIOHelper
00000001f13b14a0 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_LASecureIOLocal
00000001f13b1cd0 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_LASecureIOLoggingHelper
00000001f13b13e8 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_LASecureIOScene
00000001f13b16d0 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_LASecureIOServer
00000001f13b1c40 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_LASecureIOTouchBarView
00000001f13b0d38 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_LASecureIOUtils
00000001f13af250 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_NotificationCenterInvalidationSource
00000001f13ae238 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_PreflightCache
00000001f13aee70 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_PreflightCacheAssertion
00000001f13aef00 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_PreflightCacheBypassAssertion
00000001f13af090 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_PreflightCacheInvalidationSource
00000001f13aed70 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_PushButtonMonitor
00000001f13af718 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_Request
00000001f13b0340 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_StorageRequest
00000001f13b07b8 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_TrustedAccessoryHelper
00000001f13af370 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_UserPasswordInvalidationSource
00000001f13af568 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_WatchInvalidationSource
00000001f13ae788 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_WatchMonitor
00000001e6db63e8 (__DATA_CONST,__objc_protolist) non-external (was a private external) __OBJC_LABEL_PROTOCOL_$_LACDomainStateRequest
00000001e6db63d8 (__DATA_CONST,__objc_protolist) non-external (was a private external) __OBJC_LABEL_PROTOCOL_$_LACEvaluationRequest
00000001e6db63d0 (__DATA_CONST,__objc_protolist) non-external (was a private external) __OBJC_LABEL_PROTOCOL_$_LACRequest
00000001e6db63e0 (__DATA_CONST,__objc_protolist) non-external (was a private external) __OBJC_LABEL_PROTOCOL_$_LACStorageRequest
00000001e6db63f8 (__DATA_CONST,__objc_protolist) non-external (was a private external) __OBJC_LABEL_PROTOCOL_$_LASecureIOCommunicationDelegate
00000001e6db63b8 (__DATA_CONST,__objc_protolist) non-external (was a private external) __OBJC_LABEL_PROTOCOL_$_LASecureIODelegate
00000001e6db63c0 (__DATA_CONST,__objc_protolist) non-external (was a private external) __OBJC_LABEL_PROTOCOL_$_NSObject
00000001e6db63f0 (__DATA_CONST,__objc_protolist) non-external (was a private external) __OBJC_LABEL_PROTOCOL_$_NSTouchBarDelegate
00000001e6db63c8 (__DATA_CONST,__objc_protolist) non-external (was a private external) __OBJC_LABEL_PROTOCOL_$_WatchChangeObserver
00000001f13adf18 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_BiometryHelper
00000001f13af298 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_BiometryLockoutInvalidationSource
00000001f13b05a0 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_Caller
00000001f13b0818 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_DaemonUtils
00000001f13af0d8 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_DarwinNotificationInvalidationSource
00000001f13b0410 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_DomainStateRequest
00000001f13afc98 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_EvaluationRequest
00000001f13aef48 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_InstalledAppsCache
00000001f13aeaa8 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_LAAnalytics
00000001f13ae280 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_LAAnalyticsEvaluation
00000001f13adfa8 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_LAAnalyticsPasscodeFallbackPeriod
00000001f13aea18 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_LADFROwnerToken
00000001f13b1718 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_LASIORemoteCall
00000001f13b1ac8 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_LASecureIO
00000001f13b11b0 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_LASecureIOArchive
00000001f13b08c0 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_LASecureIOAsset
00000001f13b1938 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_LASecureIOCommunication
00000001f13b1090 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_LASecureIODisplay
00000001f13ae7f8 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_LASecureIOHelper
00000001f13b1430 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_LASecureIOLocal
00000001f13b1c88 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_LASecureIOLoggingHelper
00000001f13b1240 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_LASecureIOScene
00000001f13b1508 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_LASecureIOServer
00000001f13b1bb8 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_LASecureIOTouchBarView
00000001f13b0cf0 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_LASecureIOUtils
00000001f13af1c8 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_NotificationCenterInvalidationSource
00000001f13ae188 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_PreflightCache
00000001f13aedb8 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_PreflightCacheAssertion
00000001f13aeeb8 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_PreflightCacheBypassAssertion
00000001f13aefd8 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_PreflightCacheInvalidationSource
00000001f13aec08 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_PushButtonMonitor
00000001f13af5b0 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_Request
00000001f13b0198 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_StorageRequest
00000001f13b0770 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_TrustedAccessoryHelper
00000001f13af328 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_UserPasswordInvalidationSource
00000001f13af4d8 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_WatchInvalidationSource
00000001f13ae610 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_WatchMonitor
00000001eaae95b8 (__DATA,__data) non-external (was a private external) __OBJC_PROTOCOL_$_LACDomainStateRequest
00000001eaae94f8 (__DATA,__data) non-external (was a private external) __OBJC_PROTOCOL_$_LACEvaluationRequest
00000001eaae9498 (__DATA,__data) non-external (was a private external) __OBJC_PROTOCOL_$_LACRequest
00000001eaae9558 (__DATA,__data) non-external (was a private external) __OBJC_PROTOCOL_$_LACStorageRequest
00000001eaae9680 (__DATA,__data) non-external (was a private external) __OBJC_PROTOCOL_$_LASecureIOCommunicationDelegate
00000001eaae9378 (__DATA,__data) non-external (was a private external) __OBJC_PROTOCOL_$_LASecureIODelegate
00000001eaae93d8 (__DATA,__data) non-external (was a private external) __OBJC_PROTOCOL_$_NSObject
00000001eaae9620 (__DATA,__data) non-external (was a private external) __OBJC_PROTOCOL_$_NSTouchBarDelegate
00000001eaae9438 (__DATA,__data) non-external (was a private external) __OBJC_PROTOCOL_$_WatchChangeObserver
                 (undefined) external __Unwind_Resume (from libSystem)
00000001acbdb9b4 (__TEXT,__text) non-external ___21-[WatchMonitor start]_block_invoke
00000001acbdbbf0 (__TEXT,__text) non-external ___21-[WatchMonitor start]_block_invoke.10
00000001acbdbaa8 (__TEXT,__text) non-external ___21-[WatchMonitor start]_block_invoke.5
00000001acbdbb88 (__TEXT,__text) non-external ___21-[WatchMonitor start]_block_invoke.6
00000001acc03aac (__TEXT,__text) non-external ___21-[WatchMonitor start]_block_invoke.6.cold.1
00000001acc00194 (__TEXT,__text) non-external ___22+[LASecureIO secureIO]_block_invoke
00000001acbddc6c (__TEXT,__text) non-external ___23-[LAAnalytics _collect]_block_invoke
00000001acbef9bc (__TEXT,__text) non-external ___26+[LASecureIOServer server]_block_invoke
00000001acbe4da8 (__TEXT,__text) non-external ___27+[DaemonUtils deviceHasSEP]_block_invoke
00000001acc044ec (__TEXT,__text) non-external ___27+[DaemonUtils deviceHasSEP]_block_invoke.cold.1
00000001acbedb9c (__TEXT,__text) non-external ___28+[LASecureIODisplay display]_block_invoke
00000001acbe4ee8 (__TEXT,__text) non-external ___29+[DaemonUtils deviceHasPearl]_block_invoke
00000001acc04534 (__TEXT,__text) non-external ___29+[DaemonUtils deviceHasPearl]_block_invoke.cold.1
00000001acbe3c40 (__TEXT,__text) non-external ___29+[DaemonUtils sharedInstance]_block_invoke
00000001acbdb3fc (__TEXT,__text) non-external ___30+[WatchMonitor sharedInstance]_block_invoke
00000001acbdd690 (__TEXT,__text) non-external ___30-[LASecureIOHelper userInput:]_block_invoke
00000001acbe4784 (__TEXT,__text) non-external ___31+[DaemonUtils _updateDFRStatus]_block_invoke
00000001acbe4828 (__TEXT,__text) non-external ___31+[DaemonUtils _updateDFRStatus]_block_invoke_2
00000001acbe5028 (__TEXT,__text) non-external ___31+[DaemonUtils deviceHasTouchID]_block_invoke
00000001acc0457c (__TEXT,__text) non-external ___31+[DaemonUtils deviceHasTouchID]_block_invoke.cold.1
00000001acbd9cc0 (__TEXT,__text) non-external ___32+[PreflightCache sharedInstance]_block_invoke
00000001acbe4b04 (__TEXT,__text) non-external ___33+[DaemonUtils deviceHasSecureDFR]_block_invoke
00000001acc04460 (__TEXT,__text) non-external ___33+[DaemonUtils deviceHasSecureDFR]_block_invoke.cold.1
00000001acbdc7dc (__TEXT,__text) non-external ___34+[LASecureIOHelper sharedInstance]_block_invoke
00000001acbedd18 (__TEXT,__text) non-external ___34-[LASecureIODisplay displayScene:]_block_invoke
00000001acbee18c (__TEXT,__text) non-external ___34-[LASecureIODisplay displayScene:]_block_invoke.cold.1
00000001acbee260 (__TEXT,__text) non-external ___34-[LASecureIODisplay displayScene:]_block_invoke.cold.2
00000001acbddf28 (__TEXT,__text) non-external ___35+[PushButtonMonitor sharedInstance]_block_invoke
00000001acbdf804 (__TEXT,__text) non-external ___36+[InstalledAppsCache sharedInstance]_block_invoke
00000001acbfdaec (__TEXT,__text) non-external ___39-[LASecureIOCommunication eventHandler]_block_invoke
00000001acbe29d4 (__TEXT,__text) non-external ___40+[TrustedAccessoryHelper sharedInstance]_block_invoke
00000001acbfd580 (__TEXT,__text) non-external ___40-[LASecureIOCommunication initAsServer:]_block_invoke
00000001acbda688 (__TEXT,__text) non-external ___41-[PreflightCache _isCacheable:callerUid:]_block_invoke
00000001acbf1580 (__TEXT,__text) non-external ___43-[LASecureIOServer showScene:forOperation:]_block_invoke
00000001acbdea2c (__TEXT,__text) non-external ___43-[PushButtonMonitor axApplePayConfirmation]_block_invoke
00000001acbec8d4 (__TEXT,__text) non-external ___44+[LASecureIOAsset stringFromLASIOAssetType:]_block_invoke
00000001acbecb64 (__TEXT,__text) non-external ___46+[LASecureIOAsset stringFromLASIOAssetFormat:]_block_invoke
00000001acbd9a9c (__TEXT,__text) non-external ___48+[NSDictionary(Merge) dictionaryByMerging:with:]_block_invoke
00000001acbde430 (__TEXT,__text) non-external ___49-[PushButtonMonitor _scheduleDoubleTapExpiration]_block_invoke
00000001acbdc308 (__TEXT,__text) non-external ___49-[WatchMonitor _restartWithMinReactivationDelay:]_block_invoke
00000001acbdeffc (__TEXT,__text) non-external ___51-[PushButtonMonitor _restartWithReactivationDelay:]_block_invoke
00000001acbeca30 (__TEXT,__text) non-external ___52+[LASecureIOAsset stringFromLASIOAssetButtonAction:]_block_invoke
00000001acbef184 (__TEXT,__text) non-external ___52+[LASecureIOScene stringFromLASIOSceneSecureIOType:]_block_invoke
00000001acbe4c58 (__TEXT,__text) non-external ___55+[DaemonUtils _enumAllSubrequirements:processingBlock:]_block_invoke
00000001acbe53e4 (__TEXT,__text) non-external ___57+[DaemonUtils dispatchReallyAfter:tolerance:queue:block:]_block_invoke
00000001acbdfaf4 (__TEXT,__text) non-external ___58+[PreflightCacheInvalidationSource voidInvalidationSource]_block_invoke
00000001acbd8ff4 (__TEXT,__text) non-external ___62+[LAAnalyticsPasscodeFallbackPeriod activePersistentInstances]_block_invoke
00000001acbdc9e0 (__TEXT,__text) non-external ___62-[LASecureIOHelper setInstructions:externalizedContext:reply:]_block_invoke
00000001acbd9764 (__TEXT,__text) non-external ___63+[LAAnalyticsPasscodeFallbackPeriod _persistedInstancesStorage]_block_invoke
00000001acbdfc68 (__TEXT,__text) non-external ___69-[PreflightCacheInvalidationSource handleNotificationWithCompletion:]_block_invoke
00000001acbe34d0 (__TEXT,__text) non-external ___71-[TrustedAccessoryHelper _isConnectedDeviceInStates:description:error:]_block_invoke
00000001acbdfff4 (__TEXT,__text) non-external ___80-[DarwinNotificationInvalidationSource initWithPreflightCache:notificationName:]_block_invoke
00000001acbe34b8 (__TEXT,__text) non-external ___Block_byref_object_copy_
00000001acbe34c8 (__TEXT,__text) non-external ___Block_byref_object_dispose_
                 (undefined) external ___CFConstantStringClassReference (from CoreFoundation)
00000001acbe2948 (__TEXT,__text) non-external ___LA_LOG_Caller_block_invoke
00000001acbe5538 (__TEXT,__text) non-external ___LA_LOG_INTERACTIVE_block_invoke
00000001acbdc5c0 (__TEXT,__text) non-external ___LA_LOG_MechanismWatchMonitor_block_invoke
00000001acbe2140 (__TEXT,__text) non-external ___LA_LOG_Request_block_invoke
00000001acbd9944 (__TEXT,__text) non-external ___LA_LOG_block_invoke
00000001acbda748 (__TEXT,__text) non-external ___LA_LOG_block_invoke
00000001acbdd94c (__TEXT,__text) non-external ___LA_LOG_block_invoke
00000001acbddea0 (__TEXT,__text) non-external ___LA_LOG_block_invoke
00000001acbdf36c (__TEXT,__text) non-external ___LA_LOG_block_invoke
00000001acbdf77c (__TEXT,__text) non-external ___LA_LOG_block_invoke
00000001acbe0704 (__TEXT,__text) non-external ___LA_LOG_block_invoke
00000001acbe3b60 (__TEXT,__text) non-external ___LA_LOG_block_invoke
00000001acbe557c (__TEXT,__text) non-external ___LA_LOG_block_invoke
                 (undefined) external ___NSArray0__struct (from CoreFoundation)
                 (undefined) external ___NSDictionary0__struct (from CoreFoundation)
00000001acbdc724 (__TEXT,__text) non-external ___SharingLibraryCore_block_invoke
00000001acbe3aec (__TEXT,__text) non-external ___TrustedAccessoryLibraryCore_block_invoke
                 (undefined) external ___assert_rtn (from libSystem)
00000001e6db60a0 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_32_e38_B24?0"LAAnalytics"8"NSDictionary"16l
00000001e6db60c0 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_32_e5_v8?0l
00000001e6db6168 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_32_e8_v16?0Q8l
00000001e6db6130 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e5_v8?0l
00000001f13ac5e8 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32r_e13_v24?0r^v8Q16l
00000001f13ac238 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32r_e5_v8?0l
00000001f13ac308 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e19_"NSDictionary"8?0l
00000001f13ac828 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32w_e11_v24?08Q16l
00000001f13ac1b8 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32w_e17_v16?0"NSError"8l
00000001f13ac158 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32w_e18_v16?0"SFDevice"8l
00000001f13ac188 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32w_e5_v8?0l
00000001f13ac488 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32w_e8_v12?0i8l
00000001f13ac0e8 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_44_e8_32s_e5_I8?0l
00000001f13ac458 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32bs40w_e5_v8?0l
00000001f13ac618 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32bs_e28_v16?0r^{__ACMRequirement=}8l
00000001f13ac2b8 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32bs_e5_v8?0l
00000001f13ac288 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32s40bs_e20_v20?0B8"NSError"12l
