
/System/Library/PrivateFrameworks/AssistantServices.framework/Versions/Current/Support/assistantd (for architecture x86_64):
00000001002edc8c (__TEXT,__text) external _ADAMOSIdentifierCreate
00000001005c4780 (__DATA_CONST,__const) external _ADRapportLinkExcludedContextInRequestKey
00000001005c4790 (__DATA_CONST,__const) external _ADRapportLinkExcludedContextInResponseKey
00000001005c47d8 (__DATA_CONST,__const) external _ADRapportLinkExecuteCommandExecutionContextKey
00000001005c47c0 (__DATA_CONST,__const) external _ADRapportLinkExecuteCommandRequestType
00000001005c47c8 (__DATA_CONST,__const) external _ADRapportLinkExecuteCommandResponse
00000001005c47d0 (__DATA_CONST,__const) external _ADRapportLinkExecuteCommandSerializedCommandKey
00000001005c4768 (__DATA_CONST,__const) external _ADRapportLinkForceFetchAssistantIdentifiersKey
00000001005c4760 (__DATA_CONST,__const) external _ADRapportLinkForceFetchIDSDeviceUniqueIdentifiersKey
00000001005c46e8 (__DATA_CONST,__const) external _ADRapportLinkGenericRequestID
00000001005c47e8 (__DATA_CONST,__const) external _ADRapportLinkGetCapabilitiesForAssistantIdsListKey
00000001005c47e0 (__DATA_CONST,__const) external _ADRapportLinkGetCapabilitiesForDeviceIDSIdentifierListKey
00000001005c4710 (__DATA_CONST,__const) external _ADRapportLinkHomeKitAccessoryIdentifierKey
00000001005c4700 (__DATA_CONST,__const) external _ADRapportLinkIDSUniqueDeviceIdentifierKey
00000001005c4778 (__DATA_CONST,__const) external _ADRapportLinkIncludedContextInRequestKey
00000001005c4788 (__DATA_CONST,__const) external _ADRapportLinkIncludedContextInResponseKey
00000001005c4720 (__DATA_CONST,__const) external _ADRapportLinkMessageIDKey
00000001005c4730 (__DATA_CONST,__const) external _ADRapportLinkMessagePayloadTypeKey
00000001005c4728 (__DATA_CONST,__const) external _ADRapportLinkMessageTypeKey
00000001005c4738 (__DATA_CONST,__const) external _ADRapportLinkPairedPhoneRapportEffectiveIdentifier
00000001005c4740 (__DATA_CONST,__const) external _ADRapportLinkPairedWatchRapportEffectiveIdentifier
00000001005c4770 (__DATA_CONST,__const) external _ADRapportLinkPrefersAssistantIdentifiersKey
00000001005c4808 (__DATA_CONST,__const) external _ADRapportLinkPublishArbitrationInfoKey
00000001005c4708 (__DATA_CONST,__const) external _ADRapportLinkRapportEffectiveIdentifierKey
00000001005c4798 (__DATA_CONST,__const) external _ADRapportLinkRequestIDKey
00000001005c47b8 (__DATA_CONST,__const) external _ADRapportLinkSVDCapabilitiesFetchType
00000001005c4810 (__DATA_CONST,__const) external _ADRapportLinkSiriInfoSharedDataKey
00000001005c46e0 (__DATA_CONST,__const) external _ADRapportLinkWakeUpServiceType
00000001005c4838 (__DATA_CONST,__const) external _ADRapportMUXSyncEventTimestamp
00000001005c4828 (__DATA_CONST,__const) external _ADRapportMUXSyncToken
00000001005c4830 (__DATA_CONST,__const) external _ADRapportMUXSyncTokenHost
00000001005c4840 (__DATA_CONST,__const) external _ADRapportMUXSyncTokenTransferReason
00000001005c4820 (__DATA_CONST,__const) external _ADRapportMuxTokenExchangeMessageType
00000001005c4818 (__DATA_CONST,__const) external _ADRapportMuxTokenExchangeRequestId
0000000100291d34 (__TEXT,__text) external _ADRecordCoreDuetEventForServiceCommandIfNeeded
000000010029168c (__TEXT,__text) external _ADRefreshDeviceExperimentGroup
00000001002da180 (__TEXT,__text) external _ADRegisterSyncNowActivity
00000001002da55c (__TEXT,__text) external _ADRegisterSyncUrgentActivity
00000001002da824 (__TEXT,__text) external _ADRegisterXPCActivities
00000001005c1440 (__DATA_CONST,__const) external _ADRemoteConnectionErrorDomain
00000001002a8e04 (__TEXT,__text) external _ADRequestDelayTypeGetName
00000001003a53f4 (__TEXT,__text) external _ADSAInputOriginForSpeechEvent
0000000100293cbc (__TEXT,__text) external _ADSHAAnchorForData
00000001002d5310 (__TEXT,__text) external _ADSerializedSVDCapabilities
00000001001cf064 (__TEXT,__text) external _ADSessionGetDataSharingOptInStatus
00000001003401bc (__TEXT,__text) external _ADSetSessionDidFinishTimestamp
000000010033ee14 (__TEXT,__text) external _ADSetSyncNeededFlagForKeys
000000010033ec2c (__TEXT,__text) external _ADSetSyncNeededFlagForReason
00000001003401b0 (__TEXT,__text) external _ADSetSyncTimestamp
00000001002940ec (__TEXT,__text) external _ADSetTimestampForFileName
0000000100290f94 (__TEXT,__text) external _ADSharedCloudDataRecipientDeviceClasses
00000001005c9d28 (__DATA_CONST,__const) external _ADSharedDataDidChangeNotification
00000001005c9d40 (__DATA_CONST,__const) external _ADSharedDataDidChangePeerSetKey
00000001005c9d30 (__DATA_CONST,__const) external _ADSharedDataDidChangePreviousLanguageCodeKey
00000001005c9d38 (__DATA_CONST,__const) external _ADSharedDataDidChangePreviousOutputVoiceKey
0000000100291080 (__TEXT,__text) external _ADSharesGizmoData
000000010029115c (__TEXT,__text) external _ADShouldAllowDictationOnlySync
0000000100291448 (__TEXT,__text) external _ADShouldAllowSync
0000000100290ec4 (__TEXT,__text) external _ADShouldCensorSpeech
00000001005c8be0 (__DATA_CONST,__const) external _ADShouldCensorSpeechDidChangeNotification
0000000100290584 (__TEXT,__text) external _ADShouldSpeak
00000001003400c8 (__TEXT,__text) external _ADShouldSyncUponDataChangedNotification
0000000100290e14 (__TEXT,__text) external _ADShowNetworkActivityIndicatorForApplicationIdentifier
00000001002dae00 (__TEXT,__text) external _ADSiriDestroyActivitySchedule
00000001002daf00 (__TEXT,__text) external _ADSiriDestroyActivityUnschedule
00000001005c52e8 (__DATA_CONST,__const) external _ADSiriUserNotificationRequestUUIDKey
000000010033f680 (__TEXT,__text) external _ADSiriVocabularyNotificationForAddressBookSyncEnabled
00000001005cdc68 (__DATA_CONST,__const) external _ADSpeechManagerModelInfo
00000001002c88b8 (__TEXT,__text) external _ADSpeechSamplingDeleteOldData
00000001005c9f58 (__DATA_CONST,__const) external _ADSpeechSamplingDictationApplicationName
00000001002c945c (__TEXT,__text) external _ADSpeechSamplingSendSampledAudioDataToServer
00000001005cbbd0 (__DATA_CONST,__const) external _ADSynapseServiceBundleIdentifier
000000010033ee78 (__TEXT,__text) external _ADSyncClearFlagsForKeys
00000001005c1088 (__DATA_CONST,__const) external _ADSyncFinishedNotification
00000001005ccc38 (__DATA_CONST,__const) external _ADSyncKeyApplications
00000001005ccc48 (__DATA_CONST,__const) external _ADSyncKeyContacts
00000001005ccc50 (__DATA_CONST,__const) external _ADSyncKeyDynamiteClientState
00000001005ccc30 (__DATA_CONST,__const) external _ADSyncKeyHomeKit
00000001005ccc40 (__DATA_CONST,__const) external _ADSyncKeyIntentPolicy
00000001005ccc58 (__DATA_CONST,__const) external _ADSyncKeyMusic
00000001005ccc60 (__DATA_CONST,__const) external _ADSyncKeyNanoIntentPolicy
00000001005ccc68 (__DATA_CONST,__const) external _ADSyncKeyThirdPartyUserVocabulary
000000010033eca4 (__TEXT,__text) external _ADSyncKeysForReason
00000001005c1098 (__DATA_CONST,__const) external _ADSyncMetadataSyncGeneration
00000001005c10a0 (__DATA_CONST,__const) external _ADSyncMetadataSyncTimestamp
000000010033f6f0 (__TEXT,__text) external _ADSyncNotificationShouldBeFilteredForReason
000000010033f5e0 (__TEXT,__text) external _ADSyncReasonForNotificationName
00000001005c1090 (__DATA_CONST,__const) external _ADSyncVerificationFinishedNotification
0000000100291b44 (__TEXT,__text) external _ADSystemGetBootSessionUUID
0000000100294494 (__TEXT,__text) external _ADSystemLanguagePreferencesHasChangedSinceDaemonStartUp
00000001001dec58 (__TEXT,__text) external _ADTimerStoreGetSystemTimerStore
0000000100147468 (__TEXT,__text) external _ADTrialActiveExperimentsGet
0000000100147310 (__TEXT,__text) external _ADTrialActiveExperimentsUpdate
0000000100290150 (__TEXT,__text) external _ADUserSupportBaseURL
0000000100291658 (__TEXT,__text) external _ADUsesCompanionRouting
0000000100290ec0 (__TEXT,__text) external _ADUsesExplicitContentAllowedForCensorSetting
0000000100290ebc (__TEXT,__text) external _ADUsesMirroredCensorSetting
0000000100291004 (__TEXT,__text) external _ADUsesOneSiriSettingsSync
0000000100291044 (__TEXT,__text) external _ADUsesPeerAccountInformation
000000010029107c (__TEXT,__text) external _ADUsesPeerLocation
0000000100290f54 (__TEXT,__text) external _ADUsesProxyConnection
0000000100290f5c (__TEXT,__text) external _ADUsesSharedCloudData
0000000100290f58 (__TEXT,__text) external _ADUsesSharedPeerData
0000000100290cd0 (__TEXT,__text) external _ADUsesTextToSpeech
00000001002daf20 (__TEXT,__text) external _ADValidationRefreshActivitySchedule
00000001005c32f0 (__DATA_CONST,__const) external _ADVoiceAssetsUpdatedNotification
0000000100290f0c (__TEXT,__text) external _ADVoiceDialingDisabledWhileLocked
0000000100291664 (__TEXT,__text) external _ADVoiceOverIsEnabled
00000001002944dc (__TEXT,__text) external _ADVoiceTriggerGetEnabled
0000000100294664 (__TEXT,__text) external _ADVoiceTriggerSetEnabled
000000010039c150 (__TEXT,__text) external _ADVolumeServiceSupportsSmartSiriVolume
                 (undefined) external _AFAnalyticsContextCreateForCrossDeviceCommandHandled (from AssistantServices)
                 (undefined) external _AFAnalyticsContextCreateWithCommand (from AssistantServices)
                 (undefined) external _AFAnalyticsContextCreateWithError (from AssistantServices)
                 (undefined) external _AFAnalyticsContextCreateWithRequestInfo (from AssistantServices)
                 (undefined) external _AFAnalyticsContextCreateWithSpeechRequestOptions (from AssistantServices)
                 (undefined) external _AFAnalyticsContextKey (from AssistantServices)
                 (undefined) external _AFAnalyticsContextsMerge (from AssistantServices)
                 (undefined) external _AFAnalyticsEventTypeGetLegacyName (from AssistantServices)
                 (undefined) external _AFAnalyticsEventTypeGetName (from AssistantServices)
                 (undefined) external _AFAnalyticsEventTypeIsValid (from AssistantServices)
                 (undefined) external _AFAnalyticsLogsDirectory (from AssistantServices)
                 (undefined) external _AFAnalyticsObservationServiceGetXPCInterface (from AssistantServices)
                 (undefined) external _AFAnalyticsObserverGetXPCInterface (from AssistantServices)
                 (undefined) external _AFAnalyticsServiceDelegateGetXPCInterface (from AssistantServices)
                 (undefined) external _AFAnalyticsServiceGetXPCInterface (from AssistantServices)
                 (undefined) external _AFAppleAudioDeviceConnectedInLast24Hours (from AssistantServices)
                 (undefined) external _AFApplicationClientIdentifierForApp (from AssistantServices)
                 (undefined) external _AFApplicationStateUnknown (from AssistantServices)
                 (undefined) external _AFApplicationWorkspaceEnumerateInstalledUserVisibleApplications (from AssistantServices)
                 (undefined) external _AFAssertionGetContexts (from AssistantServices)
                 (undefined) external _AFAssertionGetCurrentOrUpNextDateIntervalFromContexts (from AssistantServices)
                 (undefined) external _AFAssertionGetEffectiveDateAndExpirationDurationFromDateInterval (from AssistantServices)
                 (undefined) external _AFAssertionRelinquishmentOptionsGetNames (from AssistantServices)
                 (undefined) external _AFAssistantEnablementDidChangeDarwinNotification (from AssistantServices)
                 (undefined) external _AFAudioPlaybackOptionsGetNames (from AssistantServices)
                 (undefined) external _AFAudioSessionAssertionGetConnectionWorkloop (from AssistantServices)
                 (undefined) external _AFAudioSessionAssertionGetCurrentAcquisitionService (from AssistantServices)
                 (undefined) external _AFAudioSessionAssertionServiceXPCInterface (from AssistantServices)
                 (undefined) external _AFAudioSessionAssertionSetLocalAcquisitionServiceProvider (from AssistantServices)
                 (undefined) external _AFAudioSessionAssertionUserInfoKey (from AssistantServices)
                 (undefined) external _AFBackedUpPreferencesSynchronize (from AssistantServices)
                 (undefined) external _AFBluetoothPairedDeviceInfoUpdated (from AssistantServices)
                 (undefined) external _AFBluetoothWirelessSplitterSessionStateChanged (from AssistantServices)
                 (undefined) external _AFBluetoothWirelessSplitterSessionStateUnknown (from AssistantServices)
                 (undefined) external _AFBuildVersion (from AssistantServices)
                 (undefined) external _AFBundleServicesCachePath (from AssistantServices)
                 (undefined) external _AFCachedFusePersonalizationTokenChanged (from AssistantServices)
                 (undefined) external _AFCallStateGetNames (from AssistantServices)
                 (undefined) external _AFCanProxyTelephony (from AssistantServices)
                 (undefined) external _AFClearInternalLogFiles (from AssistantServices)
