00007ffa0fcc01c4 (__TEXT,__text) non-external +[Cube initialize]
00007ffa4239d238 (__DATA,__objc_data) external _OBJC_CLASS_$_MREffectBackgroundImage
00007ffa423a1658 (__DATA,__objc_data) external _OBJC_CLASS_$_MREffectCAML
00007ffa423a0ca8 (__DATA,__objc_data) external _OBJC_CLASS_$_MREffectCalendar
00007ffa423a0668 (__DATA,__objc_data) external _OBJC_CLASS_$_MREffectCoverCascade
00007ffa423a0618 (__DATA,__objc_data) external _OBJC_CLASS_$_MREffectCoverCascadeEvent
00007ffa423a05c8 (__DATA,__objc_data) external _OBJC_CLASS_$_MREffectCoverCascadeSlideStory
00007ffa423a0f50 (__DATA,__objc_data) external _OBJC_CLASS_$_MREffectDateline
00007ffa423a1c98 (__DATA,__objc_data) external _OBJC_CLASS_$_MREffectDotProgress
00007ffa423a09d8 (__DATA,__objc_data) external _OBJC_CLASS_$_MREffectFilmStrip
00007ffa423a0500 (__DATA,__objc_data) external _OBJC_CLASS_$_MREffectFlipup
00007ffa4239ddc8 (__DATA,__objc_data) external _OBJC_CLASS_$_MREffectFlipupBackground
00007ffa423a1018 (__DATA,__objc_data) external _OBJC_CLASS_$_MREffectFloating
00007ffa423a11f8 (__DATA,__objc_data) external _OBJC_CLASS_$_MREffectFramedMap
00007ffa423a0e60 (__DATA,__objc_data) external _OBJC_CLASS_$_MREffectFramedSlide
00007ffa423a0eb0 (__DATA,__objc_data) external _OBJC_CLASS_$_MREffectFramedText
00007ffa4239d288 (__DATA,__objc_data) external _OBJC_CLASS_$_MREffectGlobe
00007ffa4239d300 (__DATA,__objc_data) external _OBJC_CLASS_$_MREffectGradient
00007ffa4239d350 (__DATA,__objc_data) external _OBJC_CLASS_$_MREffectHangingPictures
00007ffa4239d378 (__DATA,__objc_data) external _OBJC_CLASS_$_MREffectHangingPicturesBackgroundLights
00007ffa4239d3f0 (__DATA,__objc_data) external _OBJC_CLASS_$_MREffectHangingPicturesBackgroundStars
00007ffa4239d440 (__DATA,__objc_data) external _OBJC_CLASS_$_MREffectHangingPicturesTitle
00007ffa423a1d38 (__DATA,__objc_data) external _OBJC_CLASS_$_MREffectHyperGrid
00007ffa423a0c58 (__DATA,__objc_data) external _OBJC_CLASS_$_MREffectJustAButton
00007ffa4239d468 (__DATA,__objc_data) external _OBJC_CLASS_$_MREffectJustASlide
00007ffa423a1a18 (__DATA,__objc_data) external _OBJC_CLASS_$_MREffectJustAText
00007ffa4239d4b8 (__DATA,__objc_data) external _OBJC_CLASS_$_MREffectJustATitle
00007ffa423a0cf8 (__DATA,__objc_data) external _OBJC_CLASS_$_MREffectMagazine
00007ffa4239d530 (__DATA,__objc_data) external _OBJC_CLASS_$_MREffectManager
00007ffa423a0ed8 (__DATA,__objc_data) external _OBJC_CLASS_$_MREffectMap
00007ffa4239d5a8 (__DATA,__objc_data) external _OBJC_CLASS_$_MREffectMapSlides
00007ffa4239d5f8 (__DATA,__objc_data) external _OBJC_CLASS_$_MREffectMapTitle
00007ffa4239d648 (__DATA,__objc_data) external _OBJC_CLASS_$_MREffectMapZoom
00007ffa4239d698 (__DATA,__objc_data) external _OBJC_CLASS_$_MREffectModern
00007ffa4239d710 (__DATA,__objc_data) external _OBJC_CLASS_$_MREffectOrigami
00007ffa4239d738 (__DATA,__objc_data) external _OBJC_CLASS_$_MREffectOrigamiTiming
00007ffa4239d788 (__DATA,__objc_data) external _OBJC_CLASS_$_MREffectOrigamiTitle
00007ffa4239d210 (__DATA,__objc_data) external _OBJC_CLASS_$_MREffectPList
00007ffa4239d7d8 (__DATA,__objc_data) external _OBJC_CLASS_$_MREffectPhotoEdges
00007ffa423a0960 (__DATA,__objc_data) external _OBJC_CLASS_$_MREffectPictureFrames
00007ffa4239d558 (__DATA,__objc_data) external _OBJC_CLASS_$_MREffectPinMap
00007ffa423a0d98 (__DATA,__objc_data) external _OBJC_CLASS_$_MREffectPortfolio
00007ffa4239d8a0 (__DATA,__objc_data) external _OBJC_CLASS_$_MREffectReflections
00007ffa4239d918 (__DATA,__objc_data) external _OBJC_CLASS_$_MREffectReflectionsBackground
00007ffa4239d968 (__DATA,__objc_data) external _OBJC_CLASS_$_MREffectReflectionsSubtitle
00007ffa4239d9b8 (__DATA,__objc_data) external _OBJC_CLASS_$_MREffectReflectionsTitle
00007ffa423a1130 (__DATA,__objc_data) external _OBJC_CLASS_$_MREffectScrapbook
00007ffa4239da58 (__DATA,__objc_data) external _OBJC_CLASS_$_MREffectScrapbookTitle
00007ffa4239da30 (__DATA,__objc_data) external _OBJC_CLASS_$_MREffectScrapbook_Old
00007ffa423a1590 (__DATA,__objc_data) external _OBJC_CLASS_$_MREffectShadedColors
00007ffa423a1fb8 (__DATA,__objc_data) external _OBJC_CLASS_$_MREffectShatter
00007ffa423a2058 (__DATA,__objc_data) external _OBJC_CLASS_$_MREffectShatterText
00007ffa4239daa8 (__DATA,__objc_data) external _OBJC_CLASS_$_MREffectShatterTitle
00007ffa423a07a8 (__DATA,__objc_data) external _OBJC_CLASS_$_MREffectShiftingTiles
00007ffa423a0a28 (__DATA,__objc_data) external _OBJC_CLASS_$_MREffectShowroom
00007ffa423a0a78 (__DATA,__objc_data) external _OBJC_CLASS_$_MREffectShowroomBackground
00007ffa4239daf8 (__DATA,__objc_data) external _OBJC_CLASS_$_MREffectSlidingPanels
00007ffa4239db70 (__DATA,__objc_data) external _OBJC_CLASS_$_MREffectSnapshot
00007ffa4239db98 (__DATA,__objc_data) external _OBJC_CLASS_$_MREffectSnapshotTitle
00007ffa423a19c8 (__DATA,__objc_data) external _OBJC_CLASS_$_MREffectStretchableSlide
00007ffa4239dc10 (__DATA,__objc_data) external _OBJC_CLASS_$_MREffectTableTop
00007ffa4239dc38 (__DATA,__objc_data) external _OBJC_CLASS_$_MREffectTableTopTitle
00007ffa4239dcb0 (__DATA,__objc_data) external _OBJC_CLASS_$_MREffectVignettingOverlay
00007ffa4239dcd8 (__DATA,__objc_data) external _OBJC_CLASS_$_MREffectWatercolorBackground
00007ffa4239dd28 (__DATA,__objc_data) external _OBJC_CLASS_$_MREffectWatercolorPanel
00007ffa4239dd78 (__DATA,__objc_data) external _OBJC_CLASS_$_MREffectWatercolorTitle
00007ffa423a0488 (__DATA,__objc_data) external _OBJC_CLASS_$_MRFlipupRenderable
00007ffa423a0ff0 (__DATA,__objc_data) external _OBJC_CLASS_$_MRFloatingRenderable
00007ffa423a0fa0 (__DATA,__objc_data) external _OBJC_CLASS_$_MRFloatingTimeInfo
00007ffa4239de18 (__DATA,__objc_data) external _OBJC_CLASS_$_MRFrame
00007ffa4239de90 (__DATA,__objc_data) external _OBJC_CLASS_$_MRFrameInsetBorder
00007ffa4239dee0 (__DATA,__objc_data) external _OBJC_CLASS_$_MRFrameLineStroke
00007ffa4239df30 (__DATA,__objc_data) external _OBJC_CLASS_$_MRFrameManager
00007ffa423a03e8 (__DATA,__objc_data) external _OBJC_CLASS_$_MRGesture
00007ffa423a14f0 (__DATA,__objc_data) external _OBJC_CLASS_$_MRGesturePanZoomRotation
00007ffa423a1248 (__DATA,__objc_data) external _OBJC_CLASS_$_MRGestureRecognizer
00007ffa423a0460 (__DATA,__objc_data) external _OBJC_CLASS_$_MRHitBlob
00007ffa4239e688 (__DATA,__objc_data) external _OBJC_CLASS_$_MRHitZoneForVisualFeedback
00007ffa423a1d10 (__DATA,__objc_data) external _OBJC_CLASS_$_MRHyperGridIteration
00007ffa4239df58 (__DATA,__objc_data) external _OBJC_CLASS_$_MRImage
00007ffa4239dfd0 (__DATA,__objc_data) external _OBJC_CLASS_$_MRImageManager
00007ffa4239dff8 (__DATA,__objc_data) external _OBJC_CLASS_$_MRImageProvider
00007ffa4239e048 (__DATA,__objc_data) external _OBJC_CLASS_$_MRLayer
00007ffa423a13d8 (__DATA,__objc_data) external _OBJC_CLASS_$_MRLayerClock
00007ffa4239e098 (__DATA,__objc_data) external _OBJC_CLASS_$_MRLayerCommand
00007ffa4239e138 (__DATA,__objc_data) external _OBJC_CLASS_$_MRLayerEffect
00007ffa4239e1d8 (__DATA,__objc_data) external _OBJC_CLASS_$_MRLayerNavigator
00007ffa4239e278 (__DATA,__objc_data) external _OBJC_CLASS_$_MRLayerParallelizer
00007ffa423a1518 (__DATA,__objc_data) external _OBJC_CLASS_$_MRMCBlockAction
00007ffa423a1978 (__DATA,__objc_data) external _OBJC_CLASS_$_MRMapRenderer
00007ffa4239e2c8 (__DATA,__objc_data) external _OBJC_CLASS_$_MRMarimbaLayer
00007ffa4239fe20 (__DATA,__objc_data) external _OBJC_CLASS_$_MRMarimbaLayerView
00007ffa4239e318 (__DATA,__objc_data) external _OBJC_CLASS_$_MRMarimbaLayoutManager
00007ffa4239e368 (__DATA,__objc_data) external _OBJC_CLASS_$_MRMarimbaTextView
00007ffa4239fdf8 (__DATA,__objc_data) external _OBJC_CLASS_$_MRMarimbaView
00007ffa4239ce28 (__DATA,__objc_data) external _OBJC_CLASS_$_MRMesh
00007ffa423a1478 (__DATA,__objc_data) external _OBJC_CLASS_$_MRMotion
00007ffa4239e458 (__DATA,__objc_data) external _OBJC_CLASS_$_MROrigamiAnimationPath
00007ffa423a12e8 (__DATA,__objc_data) external _OBJC_CLASS_$_MRPanZoomRotationGestureRecognizer
00007ffa4239e4a8 (__DATA,__objc_data) external _OBJC_CLASS_$_MRParallelPlugger
00007ffa4239e408 (__DATA,__objc_data) external _OBJC_CLASS_$_MRPatchwork
00007ffa4239e3b8 (__DATA,__objc_data) external _OBJC_CLASS_$_MRPatchworkPatch
00007ffa423a0870 (__DATA,__objc_data) external _OBJC_CLASS_$_MRPictureFrameImage
00007ffa423a08e8 (__DATA,__objc_data) external _OBJC_CLASS_$_MRPictureFrameInfo
00007ffa423a0898 (__DATA,__objc_data) external _OBJC_CLASS_$_MRPictureFrameRenderable
00007ffa423a0d70 (__DATA,__objc_data) external _OBJC_CLASS_$_MRPortfolioFrameImage
00007ffa4239d850 (__DATA,__objc_data) external _OBJC_CLASS_$_MRReflectionsLayout
00007ffa4239d8c8 (__DATA,__objc_data) external _OBJC_CLASS_$_MRReflectionsRenderable
00007ffa423a1a68 (__DATA,__objc_data) external _OBJC_CLASS_$_MRRenderArguments
00007ffa4239e660 (__DATA,__objc_data) external _OBJC_CLASS_$_MRRenderer
00007ffa4239e610 (__DATA,__objc_data) external _OBJC_CLASS_$_MRRendererInternal
00007ffa423a1090 (__DATA,__objc_data) external _OBJC_CLASS_$_MRScrapbookImage
00007ffa423a10b8 (__DATA,__objc_data) external _OBJC_CLASS_$_MRScrapbookLayout
00007ffa4239e728 (__DATA,__objc_data) external _OBJC_CLASS_$_MRShader
00007ffa4239d030 (__DATA,__objc_data) external _OBJC_CLASS_$_MRShaderArguments
00007ffa4239e700 (__DATA,__objc_data) external _OBJC_CLASS_$_MRShaderManager
00007ffa423a0730 (__DATA,__objc_data) external _OBJC_CLASS_$_MRShiftingTilesIteration
00007ffa423a06b8 (__DATA,__objc_data) external _OBJC_CLASS_$_MRShiftingTilesRenderable
00007ffa423a0758 (__DATA,__objc_data) external _OBJC_CLASS_$_MRShiftingTilesTimingInfo
00007ffa4239e0e8 (__DATA,__objc_data) external _OBJC_CLASS_$_MRSlideFocusState
00007ffa4239e160 (__DATA,__objc_data) external _OBJC_CLASS_$_MRSlideInfo
00007ffa4239e7c8 (__DATA,__objc_data) external _OBJC_CLASS_$_MRSlideProvider
00007ffa423a0528 (__DATA,__objc_data) external _OBJC_CLASS_$_MRSnapshotter
00007ffa4239e818 (__DATA,__objc_data) external _OBJC_CLASS_$_MRSphere
00007ffa423a1298 (__DATA,__objc_data) external _OBJC_CLASS_$_MRTapGestureRecognizer
00007ffa4239e868 (__DATA,__objc_data) external _OBJC_CLASS_$_MRTextRenderer
00007ffa4239e8b8 (__DATA,__objc_data) external _OBJC_CLASS_$_MRTexture
00007ffa4239c298 (__DATA,__objc_data) external _OBJC_CLASS_$_MRTextureSource
00007ffa4239e908 (__DATA,__objc_data) external _OBJC_CLASS_$_MRTiledSprite
00007ffa423a15b8 (__DATA,__objc_data) external _OBJC_CLASS_$_MRTouch
00007ffa423a1608 (__DATA,__objc_data) external _OBJC_CLASS_$_MRTouchSet
00007ffa4239e958 (__DATA,__objc_data) external _OBJC_CLASS_$_MRTransition
00007ffa4239ea48 (__DATA,__objc_data) external _OBJC_CLASS_$_MRTransitionAccordion
00007ffa4239e9d0 (__DATA,__objc_data) external _OBJC_CLASS_$_MRTransitionCIFilter
00007ffa4239e200 (__DATA,__objc_data) external _OBJC_CLASS_$_MRTransitionChanges
00007ffa4239eac0 (__DATA,__objc_data) external _OBJC_CLASS_$_MRTransitionCrossWipe
00007ffa4239eae8 (__DATA,__objc_data) external _OBJC_CLASS_$_MRTransitionDroplet
00007ffa4239eb38 (__DATA,__objc_data) external _OBJC_CLASS_$_MRTransitionFadeThruColor
00007ffa423a0de8 (__DATA,__objc_data) external _OBJC_CLASS_$_MRTransitionFlatPageFlip
00007ffa423a21e8 (__DATA,__objc_data) external _OBJC_CLASS_$_MRTransitionHyperGridWipe
00007ffa4239ebb0 (__DATA,__objc_data) external _OBJC_CLASS_$_MRTransitionManager
00007ffa4239ebd8 (__DATA,__objc_data) external _OBJC_CLASS_$_MRTransitionOrigamiFlip
00007ffa4239ec28 (__DATA,__objc_data) external _OBJC_CLASS_$_MRTransitionOrigamiFold
00007ffa4239ec78 (__DATA,__objc_data) external _OBJC_CLASS_$_MRTransitionPageFlip
00007ffa4239ea20 (__DATA,__objc_data) external _OBJC_CLASS_$_MRTransitionPhaseInOut
00007ffa423a0988 (__DATA,__objc_data) external _OBJC_CLASS_$_MRTransitionReverseCube
00007ffa423a1388 (__DATA,__objc_data) external _OBJC_CLASS_$_MRTransitionRevolutionsFlip
00007ffa423a1db0 (__DATA,__objc_data) external _OBJC_CLASS_$_MRTransitionRevolutionsFlip2
00007ffa4239ecc8 (__DATA,__objc_data) external _OBJC_CLASS_$_MRTransitionRotate
00007ffa423a2030 (__DATA,__objc_data) external _OBJC_CLASS_$_MRTransitionShatter
00007ffa4239ed40 (__DATA,__objc_data) external _OBJC_CLASS_$_MRTransitionShatter3D
00007ffa4239ed68 (__DATA,__objc_data) external _OBJC_CLASS_$_MRTransitionShortMapZoom
00007ffa4239edb8 (__DATA,__objc_data) external _OBJC_CLASS_$_MRTransitionSimple3D
00007ffa4239ee30 (__DATA,__objc_data) external _OBJC_CLASS_$_MRTransitionSourceUnder
00007ffa4239ee58 (__DATA,__objc_data) external _OBJC_CLASS_$_MRTransitionTileFlip
00007ffa4239eed0 (__DATA,__objc_data) external _OBJC_CLASS_$_MRTransitionWipe
00007ffa4239ef20 (__DATA,__objc_data) external _OBJC_CLASS_$_MRTrivialAssetManager
00007ffa4239e750 (__DATA,__objc_data) external _OBJC_CLASS_$_MRUniform
00007ffa4239ef70 (__DATA,__objc_data) external _OBJC_CLASS_$_MRUtilities
00007ffa423a1b80 (__DATA,__objc_data) external _OBJC_CLASS_$_MUBezierContour
00007ffa423a1b30 (__DATA,__objc_data) external _OBJC_CLASS_$_MUBezierCurve
00007ffa423a1c20 (__DATA,__objc_data) external _OBJC_CLASS_$_MUBezierEdge
00007ffa423a1c70 (__DATA,__objc_data) external _OBJC_CLASS_$_MUBezierEdgeIntersection
00007ffa423a1bd0 (__DATA,__objc_data) external _OBJC_CLASS_$_MUBezierIntersection
00007ffa423a1ae0 (__DATA,__objc_data) external _OBJC_CLASS_$_MUBezierPath
00007ffa423a0258 (__DATA,__objc_data) external _OBJC_CLASS_$_MUMathExpressionBase
00007ffa423a02a8 (__DATA,__objc_data) external _OBJC_CLASS_$_MUMathExpressionDoubleBased
00007ffa423a02f8 (__DATA,__objc_data) external _OBJC_CLASS_$_MUMathExpressionFloatBased
00007ffa423a11a8 (__DATA,__objc_data) external _OBJC_CLASS_$_MUPoolObject
00007ffa4239efe8 (__DATA,__objc_data) external _OBJC_CLASS_$_MURandom
00007ffa423a1158 (__DATA,__objc_data) external _OBJC_CLASS_$_MURetainingKey
                 (undefined) external _OBJC_CLASS_$_NSAnimationContext (from AppKit)
                 (undefined) external _OBJC_CLASS_$_NSAppleEventDescriptor (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSArray (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSAssertionHandler (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSAttributedString (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSAutoreleasePool (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSBitmapImageRep (from AppKit)
                 (undefined) external _OBJC_CLASS_$_NSBundle (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSButton (from AppKit)
                 (undefined) external _OBJC_CLASS_$_NSByteCountFormatter (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSCalendar (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSCharacterSet (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSCoder (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSColor (from AppKit)
                 (undefined) external _OBJC_CLASS_$_NSCondition (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSConditionLock (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSConnection (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSConstantArray (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSConstantDictionary (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSConstantDoubleNumber (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSConstantIntegerNumber (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSCountedSet (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSData (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSDate (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSDateComponents (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSDateFormatter (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSDictionary (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSDocument (from AppKit)
                 (undefined) external _OBJC_CLASS_$_NSDocumentController (from AppKit)
                 (undefined) external _OBJC_CLASS_$_NSError (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSEvent (from AppKit)
                 (undefined) external _OBJC_CLASS_$_NSException (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSFileHandle (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSFileManager (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSFont (from AppKit)
                 (undefined) external _OBJC_CLASS_$_NSFontManager (from AppKit)
                 (undefined) external _OBJC_CLASS_$_NSImage (from AppKit)
                 (undefined) external _OBJC_CLASS_$_NSIndexSet (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSIndexSpecifier (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSInvocation (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSInvocationOperation (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSJSONSerialization (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSKeyedArchiver (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSKeyedUnarchiver (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSLayoutManager (from AppKit)
                 (undefined) external _OBJC_CLASS_$_NSLocale (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSLock (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSMessagePort (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSMessagePortNameServer (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSMethodSignature (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSMutableArray (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSMutableAttributedString (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSMutableData (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSMutableDictionary (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSMutableIndexSet (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSMutableParagraphStyle (from AppKit)
                 (undefined) external _OBJC_CLASS_$_NSMutableSet (from CoreFoundation)
