00007ff94373b2a0 (__DATA,__bss) non-external _AGCPrinter
00007ff909490728 (__TEXT,__text) non-external __ZN3AGX25FramebufferCompilerConfigINS_3G168EncodersENS1_7ClassesENS1_10ObjClassesEE35partitionSizeFromFormatAndCompCountE39AGCEncodedDrawBufferPBESourceFormatTypej
00007ff909497c46 (__TEXT,__text) non-external __ZN3AGX25FramebufferCompilerConfigINS_3G168EncodersENS1_7ClassesENS1_10ObjClassesEEC2EPKN3AGC20RenderPassDescriptorE
00007ff909490728 (__TEXT,__text) non-external __ZN3AGX25FramebufferCompilerConfigINS_4G14X8EncodersENS1_7ClassesENS1_10ObjClassesEE35partitionSizeFromFormatAndCompCountE39AGCEncodedDrawBufferPBESourceFormatTypej
00007ff909493516 (__TEXT,__text) non-external __ZN3AGX25FramebufferCompilerConfigINS_4G14X8EncodersENS1_7ClassesENS1_10ObjClassesEEC2EPKN3AGC20RenderPassDescriptorE
00007ff909490728 (__TEXT,__text) non-external __ZN3AGX25FramebufferCompilerConfigINS_8G15_AGX28EncodersENS1_7ClassesENS1_10ObjClassesEE35partitionSizeFromFormatAndCompCountE39AGCEncodedDrawBufferPBESourceFormatTypej
00007ff9094964b6 (__TEXT,__text) non-external __ZN3AGX25FramebufferCompilerConfigINS_8G15_AGX28EncodersENS1_7ClassesENS1_10ObjClassesEEC2EPKN3AGC20RenderPassDescriptorE
00007ff90949978c (__TEXT,__text) non-external __ZN3AGX29FramebufferCompilerConfigGen2INS_2G58EncodersENS1_7ClassesENS1_10ObjClassesEE20buildDrawBufferStateEv
00007ff9094996fc (__TEXT,__text) non-external __ZN3AGX29FramebufferCompilerConfigGen2INS_2G58EncodersENS1_7ClassesENS1_10ObjClassesEE23promotedPBESourceFormatEPKNS_13TextureFormatEjb
00007ff90949978c (__TEXT,__text) non-external __ZN3AGX29FramebufferCompilerConfigGen2INS_2G98EncodersENS1_7ClassesENS1_10ObjClassesEE20buildDrawBufferStateEv
00007ff9094996fc (__TEXT,__text) non-external __ZN3AGX29FramebufferCompilerConfigGen2INS_2G98EncodersENS1_7ClassesENS1_10ObjClassesEE23promotedPBESourceFormatEPKNS_13TextureFormatEjb
00007ff90948b79c (__TEXT,__text) non-external __ZN3AGX29FramebufferCompilerConfigGen3INS_3G108EncodersENS1_7ClassesENS1_10ObjClassesEE20buildDrawBufferStateEjb
00007ff90948d4f0 (__TEXT,__text) non-external __ZN3AGX29FramebufferCompilerConfigGen3INS_3G118EncodersENS1_7ClassesENS1_10ObjClassesEE20buildDrawBufferStateEjb
00007ff90948d4f0 (__TEXT,__text) non-external __ZN3AGX29FramebufferCompilerConfigGen3INS_3G128EncodersENS1_7ClassesENS1_10ObjClassesEE20buildDrawBufferStateEjb
00007ff9094907ac (__TEXT,__text) non-external __ZN3AGX29FramebufferCompilerConfigGen3INS_3G138EncodersENS1_7ClassesENS1_10ObjClassesEE20buildDrawBufferStateEjb
00007ff9094907ac (__TEXT,__text) non-external __ZN3AGX29FramebufferCompilerConfigGen3INS_3G148EncodersENS1_7ClassesENS1_10ObjClassesEE20buildDrawBufferStateEjb
00007ff9094951b4 (__TEXT,__text) non-external __ZN3AGX29FramebufferCompilerConfigGen3INS_3G158EncodersENS1_7ClassesENS1_10ObjClassesEE20buildDrawBufferStateEjb
00007ff9094951b4 (__TEXT,__text) non-external __ZN3AGX29FramebufferCompilerConfigGen3INS_3G168EncodersENS1_7ClassesENS1_10ObjClassesEE20buildDrawBufferStateEjb
00007ff9094907ac (__TEXT,__text) non-external __ZN3AGX29FramebufferCompilerConfigGen3INS_4G14X8EncodersENS1_7ClassesENS1_10ObjClassesEE20buildDrawBufferStateEjb
00007ff9094907ac (__TEXT,__text) non-external __ZN3AGX29FramebufferCompilerConfigGen3INS_8G15_AGX28EncodersENS1_7ClassesENS1_10ObjClassesEE20buildDrawBufferStateEjb
00007ff9094a90b8 (__TEXT,__text) non-external __ZN3AGX4Impl14MeshProgramKey10initCommonEPKN3Air22MeshFunctionDescriptorE
00007ff90948a218 (__TEXT,__text) non-external __ZN3AGX4Impl14MeshProgramKeyC2ERKS1_
00007ff9094a8d0c (__TEXT,__text) non-external __ZN3AGX4Impl14TileProgramKey10initCommonEPKN3Air22TileFunctionDescriptorE
00007ff909485cd0 (__TEXT,__text) non-external __ZN3AGX4Impl14TileProgramKey16setDeviceOptionsERKNS_13DeviceOptionsE
00007ff909486bc8 (__TEXT,__text) non-external __ZN3AGX4Impl14TileProgramKey17setCompileOptionsERKNS_14CompileOptionsE
00007ff9094872da (__TEXT,__text) non-external __ZN3AGX4Impl14TileProgramKeyD1Ev
00007ff9094a9250 (__TEXT,__text) non-external __ZN3AGX4Impl16ObjectProgramKey10initCommonEPKN3Air24ObjectFunctionDescriptorE
00007ff9094a8330 (__TEXT,__text) non-external __ZN3AGX4Impl16VertexProgramKey10initCommonEPKN3Air24VertexFunctionDescriptorE
00007ff90948564e (__TEXT,__text) non-external __ZN3AGX4Impl16VertexProgramKeyC2ERKS1_
00007ff9094a8f2c (__TEXT,__text) non-external __ZN3AGX4Impl17ComputeProgramKey10initCommonEPKN3Air25ComputeFunctionDescriptorE
00007ff9094864e8 (__TEXT,__text) non-external __ZN3AGX4Impl17ComputeProgramKey16setDeviceOptionsERKNS_13DeviceOptionsE
00007ff90948ce20 (__TEXT,__text) non-external __ZN3AGX4Impl17ComputeProgramKey20setStageInDescriptorEP15dispatch_data_s
00007ff9094a869a (__TEXT,__text) non-external __ZN3AGX4Impl18FragmentProgramKey10initCommonEPKN3Air26FragmentFunctionDescriptorE
00007ff909485cd0 (__TEXT,__text) non-external __ZN3AGX4Impl18FragmentProgramKey16setDeviceOptionsERKNS_13DeviceOptionsE
00007ff90948ce78 (__TEXT,__text) non-external __ZN3AGX4Impl18FragmentProgramKey23setSerializedDescriptorEP15dispatch_data_s
00007ff909485d52 (__TEXT,__text) non-external __ZN3AGX4Impl18FragmentProgramKeyC2ERKS1_
00007ff9094a6667 (__TEXT,__text) non-external __ZN3AGXL21defaultMeshDescriptorEv
00007ff9094a7d75 (__TEXT,__text) non-external __ZN3AGXL21defaultTileDescriptorEv
00007ff9094a6b82 (__TEXT,__text) non-external __ZN3AGXL23defaultObjectDescriptorEv
00007ff9094a5fe9 (__TEXT,__text) non-external __ZN3AGXL23defaultVertexDescriptorEv
00007ff9094a81d7 (__TEXT,__text) non-external __ZN3AGXL24defaultComputeDescriptorEv
00007ff9094a7639 (__TEXT,__text) non-external __ZN3AGXL25defaultFragmentDescriptorEv
00007ff9094a8620 (__TEXT,__text) non-external __ZN3AGXL42mutableBufferMaskFromBufferDescriptorArrayIN11flatbuffers6VectorINS1_6OffsetIN3Air24PipelineBufferDescriptorEEEEEEEyPKT_
00007ff9094ad980 (__TEXT,__const) non-external __ZN3G1324preemptionSaveUSCProgramE
00007ff9094ade70 (__TEXT,__const) non-external __ZN3G1327preemptionRestoreUSCProgramE
00007ff9093400b4 (__TEXT,__text) non-external __ZN40AGCLLVMAGPVertexShaderPostTessellationHW11initCompileEv
00007ff9093413ca (__TEXT,__text) non-external __ZN40AGCLLVMAGPVertexShaderPostTessellationHW13getInstanceIDEv
00007ff909340f7e (__TEXT,__text) non-external __ZN40AGCLLVMAGPVertexShaderPostTessellationHW14constructReplyEv
00007ff909341106 (__TEXT,__text) non-external __ZN40AGCLLVMAGPVertexShaderPostTessellationHW16getPatchPositionEv
00007ff909341432 (__TEXT,__text) non-external __ZN40AGCLLVMAGPVertexShaderPostTessellationHW17getDrawPatchIndexEv
00007ff909341494 (__TEXT,__text) non-external __ZN40AGCLLVMAGPVertexShaderPostTessellationHW19needsRingEdgeVertexEv
00007ff90934225e (__TEXT,__text) non-external __ZN40AGCLLVMAGPVertexShaderPostTessellationHW21getTessellationFactorEb
00007ff9093493f4 (__TEXT,__text) non-external __ZN40AGCLLVMAGPVertexShaderPostTessellationHWC1ER10AGCLLVMCtxPN4llvm6ModuleEPK25_AGCVertexContextStateAGPPKvS9_
00007ff909340028 (__TEXT,__text) non-external __ZN40AGCLLVMAGPVertexShaderPostTessellationHWD0Ev
00007ff90933ffae (__TEXT,__text) non-external __ZN40AGCLLVMAGPVertexShaderPostTessellationHWD1Ev
00007ff909342a06 (__TEXT,__text) non-external __ZN40AGCLLVMAGPVertexShaderPostTessellationSW11initCompileEv
00007ff90934515a (__TEXT,__text) non-external __ZN40AGCLLVMAGPVertexShaderPostTessellationSW13getInstanceIDEv
00007ff909345b46 (__TEXT,__text) non-external __ZN40AGCLLVMAGPVertexShaderPostTessellationSW16buildMulShiftModEPN4llvm5ValueES2_S2_S2_
00007ff909342b7a (__TEXT,__text) non-external __ZN40AGCLLVMAGPVertexShaderPostTessellationSW16getPatchPositionEv
00007ff909345348 (__TEXT,__text) non-external __ZN40AGCLLVMAGPVertexShaderPostTessellationSW17getDrawPatchIndexEv
00007ff909345f20 (__TEXT,__text) non-external __ZN40AGCLLVMAGPVertexShaderPostTessellationSW18getIsOuterEdgeDrawEv
00007ff909345a94 (__TEXT,__text) non-external __ZN40AGCLLVMAGPVertexShaderPostTessellationSW21getInternalInstanceIDEv
00007ff9093456a0 (__TEXT,__text) non-external __ZN40AGCLLVMAGPVertexShaderPostTessellationSW21getInternalPerPatchIDENS_28InternalPerPatchIDMemberTypeE
00007ff909345f8e (__TEXT,__text) non-external __ZN40AGCLLVMAGPVertexShaderPostTessellationSW23getInternalPerPatchDataENS_30InternalPerPatchDataMemberTypeEPN4llvm5ValueE
00007ff909345bd4 (__TEXT,__text) non-external __ZN40AGCLLVMAGPVertexShaderPostTessellationSW26getInternalDrawIndexOffsetEv
00007ff90934626c (__TEXT,__text) non-external __ZN40AGCLLVMAGPVertexShaderPostTessellationSW29getOneOverTessIndexTableEntryEPN4llvm5ValueE
00007ff9093494a6 (__TEXT,__text) non-external __ZN40AGCLLVMAGPVertexShaderPostTessellationSWC1ER10AGCLLVMCtxPN4llvm6ModuleEPK25_AGCVertexContextStateAGPPKvS9_
00007ff909342902 (__TEXT,__text) non-external __ZN40AGCLLVMAGPVertexShaderPostTessellationSWD0Ev
00007ff909342810 (__TEXT,__text) non-external __ZN40AGCLLVMAGPVertexShaderPostTessellationSWD1Ev
00007ff90936bc88 (__TEXT,__text) non-external __ZN41AGCLLVMDriverGPUGatherComputeShaderLegacy17setupShaderInputsEv
00007ff90936bc18 (__TEXT,__text) non-external __ZN41AGCLLVMDriverGPUGatherComputeShaderLegacyD0Ev
00007ff90936bbba (__TEXT,__text) non-external __ZN41AGCLLVMDriverGPUGatherComputeShaderLegacyD1Ev
00007ff90936bf94 (__TEXT,__text) non-external __ZN42AGCLLVMDriverPDSPatchUpComputeShaderLegacy17setupShaderInputsEv
00007ff90936bf24 (__TEXT,__text) non-external __ZN42AGCLLVMDriverPDSPatchUpComputeShaderLegacyD0Ev
00007ff90936bec6 (__TEXT,__text) non-external __ZN42AGCLLVMDriverPDSPatchUpComputeShaderLegacyD1Ev
00007ff909397428 (__TEXT,__text) non-external __ZN43AGCLLVMUserIntersectionShaderLoopShaderPass13runOnFunctionERN4llvm8FunctionE
00007ff943737cf0 (__DATA,__data) non-external __ZN43AGCLLVMUserIntersectionShaderLoopShaderPass2IDE
00007ff9093973dc (__TEXT,__text) non-external __ZN43AGCLLVMUserIntersectionShaderLoopShaderPassD0Ev
00007ff9093973d2 (__TEXT,__text) non-external __ZN43AGCLLVMUserIntersectionShaderLoopShaderPassD1Ev
00007ff909372fda (__TEXT,__text) non-external __ZN44AGCLLVMDriverComputeProgressMarkerShaderGen317setupShaderInputsEv
00007ff909372f90 (__TEXT,__text) non-external __ZN44AGCLLVMDriverComputeProgressMarkerShaderGen318setupShaderWrapperEv
00007ff909372e6e (__TEXT,__text) non-external __ZN44AGCLLVMDriverComputeProgressMarkerShaderGen3D0Ev
00007ff909372d5e (__TEXT,__text) non-external __ZN44AGCLLVMDriverComputeProgressMarkerShaderGen3D1Ev
00007ff909375902 (__TEXT,__text) non-external __ZN44AGCLLVMDriverExecuteIndirectComputeShaderG106createER10AGCLLVMCtxRN4llvm11LLVMContextE
00007ff909375b34 (__TEXT,__text) non-external __ZN44AGCLLVMDriverExecuteIndirectComputeShaderG10D0Ev
00007ff909375a6a (__TEXT,__text) non-external __ZN44AGCLLVMDriverExecuteIndirectComputeShaderG10D1Ev
00007ff90937167c (__TEXT,__text) non-external __ZN45AGCLLVMDriverExecuteIndirectComputeShaderGen517setupShaderInputsEv
00007ff90937155a (__TEXT,__text) non-external __ZN45AGCLLVMDriverExecuteIndirectComputeShaderGen5D0Ev
00007ff90937144a (__TEXT,__text) non-external __ZN45AGCLLVMDriverExecuteIndirectComputeShaderGen5D1Ev
00007ff9093f30a6 (__TEXT,__text) non-external __ZN45AGCLLVMPassthroughVertexShaderWithVertexFetchD0Ev
00007ff9093f3098 (__TEXT,__text) non-external __ZN45AGCLLVMPassthroughVertexShaderWithVertexFetchD1Ev
00007ff90946a46e (__TEXT,__text) non-external __ZN45AGCLLVMUserShaderWithIntersectionShadersArrayD0Ev
00007ff90946a464 (__TEXT,__text) non-external __ZN45AGCLLVMUserShaderWithIntersectionShadersArrayD1Ev
00007ff909373c90 (__TEXT,__text) non-external __ZN46AGCLLVMDriverComputeProgressMarkerShaderLegacy17setupShaderInputsEv
00007ff909373c46 (__TEXT,__text) non-external __ZN46AGCLLVMDriverComputeProgressMarkerShaderLegacy18setupShaderWrapperEv
00007ff909373bd6 (__TEXT,__text) non-external __ZN46AGCLLVMDriverComputeProgressMarkerShaderLegacyD0Ev
00007ff909373b78 (__TEXT,__text) non-external __ZN46AGCLLVMDriverComputeProgressMarkerShaderLegacyD1Ev
00007ff90937460e (__TEXT,__text) non-external __ZN47AGCLLVMDriverExecuteIndirectComputeShaderLegacyD0Ev
00007ff9093745e4 (__TEXT,__text) non-external __ZN47AGCLLVMDriverExecuteIndirectComputeShaderLegacyD1Ev
00007ff909347442 (__TEXT,__text) non-external __ZN47AGCLLVMDriverExecuteIndirectESLGenerationShader18setupShaderWrapperEv
00007ff90934bb9e (__TEXT,__text) non-external __ZN47AGCLLVMDriverExecuteIndirectESLGenerationShader6createER10AGCLLVMCtxRN4llvm11LLVMContextE
00007ff909347370 (__TEXT,__text) non-external __ZN47AGCLLVMDriverExecuteIndirectESLGenerationShaderD0Ev
00007ff9093472b0 (__TEXT,__text) non-external __ZN47AGCLLVMDriverExecuteIndirectESLGenerationShaderD1Ev
                 (undefined) external __ZN4llvm10AllocaInstC1EPNS_4TypeEjPNS_5ValueENS_5AlignERKNS_5TwineEPNS_11InstructionE (from libLLVM)
                 (undefined) external __ZN4llvm10BasicBlock15eraseFromParentEv (from libLLVM)
                 (undefined) external __ZN4llvm10BasicBlock15splitBasicBlockENS_14ilist_iteratorINS_12ilist_detail12node_optionsINS_11InstructionELb0ELb0EvEELb0ELb0EEERKNS_5TwineEb (from libLLVM)
                 (undefined) external __ZN4llvm10BasicBlock17dropAllReferencesEv (from libLLVM)
                 (undefined) external __ZN4llvm10BasicBlock17removePredecessorEPS0_b (from libLLVM)
                 (undefined) external __ZN4llvm10BasicBlock4phisEv (from libLLVM)
                 (undefined) external __ZN4llvm10BasicBlockC1ERNS_11LLVMContextERKNS_5TwineEPNS_8FunctionEPS0_ (from libLLVM)
                 (undefined) external __ZN4llvm10BranchInstC1EPNS_10BasicBlockEPNS_11InstructionE (from libLLVM)
                 (undefined) external __ZN4llvm10BranchInstC1EPNS_10BasicBlockES2_PNS_5ValueEPNS_11InstructionE (from libLLVM)
                 (undefined) external __ZN4llvm10CallbackVH6anchorEv (from libLLVM)
00007ff90930e2fe (__TEXT,__text) non-external __ZN4llvm10CallbackVHC2EPNS_5ValueE
                 (undefined) external __ZN4llvm10ConstantFP3getEPNS_4TypeEd (from libLLVM)
                 (undefined) external __ZN4llvm10ConstantFP6getNaNEPNS_4TypeEby (from libLLVM)
                 (undefined) external __ZN4llvm10DILocation7getImplERNS_11LLVMContextEjjPNS_8MetadataES4_bNS3_11StorageTypeEb (from libLLVM)
                 (undefined) external __ZN4llvm10DataLayout5clearEv (from libLLVM)
                 (undefined) external __ZN4llvm10DataLayout5resetENS_9StringRefE (from libLLVM)
00007ff9093e0b44 (__TEXT,__text) non-external __ZN4llvm10DataLayoutC2ENS_9StringRefE
                 (undefined) external __ZN4llvm10DataLayoutD1Ev (from libLLVM)
00007ff90933127a (__TEXT,__text) non-external __ZN4llvm10MemCpyInst7classofEPKNS_5ValueE
                 (undefined) external __ZN4llvm10ModulePass17assignPassManagerERNS_7PMStackENS_15PassManagerTypeE (from libLLVM)
                 (undefined) external __ZN4llvm10ModulePassD2Ev (from libLLVM)
                 (undefined) external __ZN4llvm10ReturnInstC1ERNS_11LLVMContextEPNS_10BasicBlockE (from libLLVM)
                 (undefined) external __ZN4llvm10ReturnInstC1ERNS_11LLVMContextEPNS_5ValueEPNS_11InstructionE (from libLLVM)
                 (undefined) external __ZN4llvm10StructType13getTypeByNameERNS_11LLVMContextENS_9StringRefE (from libLLVM)
                 (undefined) external __ZN4llvm10StructType3getERNS_11LLVMContextENS_8ArrayRefIPNS_4TypeEEEb (from libLLVM)
                 (undefined) external __ZN4llvm10StructType3getERNS_11LLVMContextEb (from libLLVM)
                 (undefined) external __ZN4llvm10StructType6createENS_8ArrayRefIPNS_4TypeEEENS_9StringRefEb (from libLLVM)
                 (undefined) external __ZN4llvm10StructType6createERNS_11LLVMContextENS_8ArrayRefIPNS_4TypeEEENS_9StringRefEb (from libLLVM)
                 (undefined) external __ZN4llvm10StructType6createERNS_11LLVMContextENS_9StringRefE (from libLLVM)
                 (undefined) external __ZN4llvm10StructType7setBodyENS_8ArrayRefIPNS_4TypeEEEb (from libLLVM)
                 (undefined) external __ZN4llvm10StructType7setNameENS_9StringRefE (from libLLVM)
                 (undefined) external __ZN4llvm10SwitchInst10removeCaseENS0_16CaseIteratorImplINS0_10CaseHandleEEE (from libLLVM)
00007ff90930f0ca (__TEXT,__text) non-external __ZN4llvm10SwitchInst14setDefaultDestEPNS_10BasicBlockE
                 (undefined) external __ZN4llvm10SwitchInst7addCaseEPNS_11ConstantIntEPNS_10BasicBlockE (from libLLVM)
                 (undefined) external __ZN4llvm10SwitchInstC1EPNS_5ValueEPNS_10BasicBlockEjPNS_11InstructionE (from libLLVM)
                 (undefined) external __ZN4llvm10UndefValue3getEPNS_4TypeE (from libLLVM)
                 (undefined) external __ZN4llvm10VectorType3getEPNS_4TypeENS_12ElementCountE (from libLLVM)
                 (undefined) external __ZN4llvm11APFloatBase10IEEEdoubleEv (from libLLVM)
                 (undefined) external __ZN4llvm11APFloatBase15PPCDoubleDoubleEv (from libLLVM)
                 (undefined) external __ZN4llvm11BitCastInstC1EPNS_5ValueEPNS_4TypeERKNS_5TwineEPNS_11InstructionE (from libLLVM)
                 (undefined) external __ZN4llvm11CloneModuleERKNS_6ModuleE (from libLLVM)
                 (undefined) external __ZN4llvm11CloneModuleERKNS_6ModuleERNS_8ValueMapIPKNS_5ValueENS_14WeakTrackingVHENS_14ValueMapConfigIS6_NS_3sys10SmartMutexILb0EEEEEEE (from libLLVM)
                 (undefined) external __ZN4llvm11ConstantInt3getEPNS_11IntegerTypeEyb (from libLLVM)
                 (undefined) external __ZN4llvm11ConstantInt3getEPNS_4TypeEyb (from libLLVM)
                 (undefined) external __ZN4llvm11ConstantInt9getSignedEPNS_4TypeEx (from libLLVM)
00007ff9093985e0 (__TEXT,__text) non-external __ZN4llvm11GlobalValue10setLinkageENS0_12LinkageTypesE
00007ff9093b2084 (__TEXT,__text) non-external __ZN4llvm11GlobalValue13setVisibilityENS0_15VisibilityTypesE
                 (undefined) external __ZN4llvm11Instruction10moveBeforeEPS0_ (from libLLVM)
                 (undefined) external __ZN4llvm11Instruction11insertAfterEPS0_ (from libLLVM)
                 (undefined) external __ZN4llvm11Instruction11setMetadataENS_9StringRefEPNS_6MDNodeE (from libLLVM)
                 (undefined) external __ZN4llvm11Instruction11setMetadataEjPNS_6MDNodeE (from libLLVM)
                 (undefined) external __ZN4llvm11Instruction12insertBeforeEPS0_ (from libLLVM)
                 (undefined) external __ZN4llvm11Instruction15eraseFromParentEv (from libLLVM)
                 (undefined) external __ZN4llvm11Instruction16setFastMathFlagsENS_13FastMathFlagsE (from libLLVM)
                 (undefined) external __ZN4llvm11Instruction16setHasApproxFuncEb (from libLLVM)
                 (undefined) external __ZN4llvm11Instruction17copyFastMathFlagsENS_13FastMathFlagsE (from libLLVM)
                 (undefined) external __ZN4llvm11Instruction18setHasAllowReassocEb (from libLLVM)
                 (undefined) external __ZN4llvm11Instruction7setFastEb (from libLLVM)
                 (undefined) external __ZN4llvm11Instruction9moveAfterEPS0_ (from libLLVM)
                 (undefined) external __ZN4llvm11InstructionC2EPNS_4TypeEjPNS_3UseEjPS0_ (from libLLVM)
                 (undefined) external __ZN4llvm11IntegerType3getERNS_11LLVMContextEj (from libLLVM)
                 (undefined) external __ZN4llvm11LLVMContext21setLLVMRemarkStreamerENSt3__110unique_ptrINS_18LLVMRemarkStreamerENS1_14default_deleteIS3_EEEE (from libLLVM)
                 (undefined) external __ZN4llvm11LLVMContextC1Ev (from libLLVM)
                 (undefined) external __ZN4llvm11LLVMContextD1Ev (from libLLVM)
                 (undefined) external __ZN4llvm11NamedMDNode10addOperandEPNS_6MDNodeE (from libLLVM)
                 (undefined) external __ZN4llvm11NamedMDNode13clearOperandsEv (from libLLVM)
                 (undefined) external __ZN4llvm11NamedMDNode15eraseFromParentEv (from libLLVM)
00007ff9093b1eda (__TEXT,__text) non-external __ZN4llvm11PointerType22getWithSamePointeeTypeEPS0_j
                 (undefined) external __ZN4llvm11PointerType3getEPNS_4TypeEj (from libLLVM)
                 (undefined) external __ZN4llvm11PointerType3getERNS_11LLVMContextEj (from libLLVM)
00007ff9092fbba0 (__TEXT,__text) non-external __ZN4llvm11SmallVectorI14GenericVaryingLj8EED2Ev
00007ff909339d70 (__TEXT,__text) non-external __ZN4llvm11SmallVectorINS_14WeakTrackingVHELj8EED2Ev
00007ff9092f607a (__TEXT,__text) non-external __ZN4llvm11SmallVectorINS_7SMFixItELj4EED2Ev
00007ff909352540 (__TEXT,__text) non-external __ZN4llvm11SmallVectorINSt3__110unique_ptrIN17AGCArgumentBuffer5FieldENS1_14default_deleteIS4_EEEELj4EED2Ev
00007ff90931ccee (__TEXT,__text) non-external __ZN4llvm11SmallVectorINSt3__112basic_stringIcNS1_11char_traitsIcEENS1_9allocatorIcEEEELj1EED2Ev
00007ff90931ccee (__TEXT,__text) non-external __ZN4llvm11SmallVectorINSt3__112basic_stringIcNS1_11char_traitsIcEENS1_9allocatorIcEEEELj24EED2Ev
00007ff90931ccee (__TEXT,__text) non-external __ZN4llvm11SmallVectorINSt3__112basic_stringIcNS1_11char_traitsIcEENS1_9allocatorIcEEEELj3EED2Ev
                 (undefined) external __ZN4llvm11ValueMapper16remapInstructionERNS_11InstructionE (from libLLVM)
                 (undefined) external __ZN4llvm11ValueMapperC1ERNS_8ValueMapIPKNS_5ValueENS_14WeakTrackingVHENS_14ValueMapConfigIS4_NS_3sys10SmartMutexILb0EEEEEEENS_10RemapFlagsEPNS_20ValueMapTypeRemapperEPNS_17ValueMaterializerE (from libLLVM)
                 (undefined) external __ZN4llvm11ValueMapperD1Ev (from libLLVM)
00007ff90933228a (__TEXT,__text) non-external __ZN4llvm11iplist_implINS_12simple_ilistINS_10BasicBlockEJEEENS_21SymbolTableListTraitsIS2_EEE8transferENS_14ilist_iteratorINS_12ilist_detail12node_optionsIS2_Lb0ELb0EvEELb0ELb0EEERS6_SB_SB_
