00007ff8062e758c (__TEXT,__text) external _CreateLSTMBreakEngine
00007ff806493232 (__TEXT,__text) external __ZNK3icu14SimpleTimeZone16getTimeZoneRulesERPKNS_19InitialTimeZoneRuleEPPKNS_12TimeZoneRuleERiR10UErrorCode
00007ff8064913de (__TEXT,__text) external __ZNK3icu14SimpleTimeZone17getDynamicClassIDEv
00007ff806492878 (__TEXT,__text) external __ZNK3icu14SimpleTimeZone17getNextTransitionEdaRNS_18TimeZoneTransitionE
00007ff806492460 (__TEXT,__text) external __ZNK3icu14SimpleTimeZone18getOffsetFromLocalEd20UTimeZoneLocalOptionS1_RiS2_R10UErrorCode
00007ff806492a2c (__TEXT,__text) external __ZNK3icu14SimpleTimeZone20checkTransitionRulesER10UErrorCode
00007ff806493220 (__TEXT,__text) external __ZNK3icu14SimpleTimeZone20countTransitionRulesER10UErrorCode
00007ff806492a6e (__TEXT,__text) external __ZNK3icu14SimpleTimeZone21getPreviousTransitionEdaRNS_18TimeZoneTransitionE
00007ff806491b6c (__TEXT,__text) external __ZNK3icu14SimpleTimeZone5cloneEv
00007ff806491e7e (__TEXT,__text) external __ZNK3icu14SimpleTimeZone9getOffsetEhiiihiR10UErrorCode
00007ff806491f1c (__TEXT,__text) external __ZNK3icu14SimpleTimeZone9getOffsetEhiiihiiR10UErrorCode
00007ff806491ff2 (__TEXT,__text) external __ZNK3icu14SimpleTimeZone9getOffsetEhiiihiiiR10UErrorCode
00007ff806491b0a (__TEXT,__text) external __ZNK3icu14SimpleTimeZoneeqERKNS_8TimeZoneE
00007ff806419d84 (__TEXT,__text) external __ZNK3icu14SingleUnitImpl15getSimpleUnitIDEv
00007ff806419eea (__TEXT,__text) external __ZNK3icu14SingleUnitImpl20getUnitCategoryIndexEv
00007ff806419d98 (__TEXT,__text) external __ZNK3icu14SingleUnitImpl23appendNeutralIdentifierERNS_10CharStringER10UErrorCode
00007ff806419bb0 (__TEXT,__text) external __ZNK3icu14SingleUnitImpl5buildER10UErrorCode
00007ff8064a4f7a (__TEXT,__text) external __ZNK3icu14TimeUnitAmount11getTimeUnitEv
00007ff8064a4f84 (__TEXT,__text) external __ZNK3icu14TimeUnitAmount16getTimeUnitFieldEv
00007ff8064a4d88 (__TEXT,__text) external __ZNK3icu14TimeUnitAmount17getDynamicClassIDEv
00007ff8064a4f16 (__TEXT,__text) external __ZNK3icu14TimeUnitAmount5cloneEv
00007ff8064a4f0c (__TEXT,__text) external __ZNK3icu14TimeUnitAmounteqERKNS_7UObjectE
00007ff8064a5624 (__TEXT,__text) external __ZNK3icu14TimeUnitFormat11parseObjectERKNS_13UnicodeStringERNS_11FormattableERNS_13ParsePositionE
00007ff8064a4fa0 (__TEXT,__text) external __ZNK3icu14TimeUnitFormat17getDynamicClassIDEv
00007ff8064a5524 (__TEXT,__text) external __ZNK3icu14TimeUnitFormat5cloneEv
00007ff8064b3126 (__TEXT,__text) external __ZNK3icu14TimeZoneFormat11parseObjectERKNS_13UnicodeStringERNS_11FormattableERNS_13ParsePositionE
00007ff8064b2c1a (__TEXT,__text) external __ZNK3icu14TimeZoneFormat11parseZoneIDERKNS_13UnicodeStringERNS_13ParsePositionERS1_
00007ff8064b0b00 (__TEXT,__text) external __ZNK3icu14TimeZoneFormat13formatGenericERKNS_8TimeZoneEidRNS_13UnicodeStringE
00007ff8064afe34 (__TEXT,__text) external __ZNK3icu14TimeZoneFormat13getGMTPatternERNS_13UnicodeStringE
00007ff8064b2a74 (__TEXT,__text) external __ZNK3icu14TimeZoneFormat13getTimeZoneIDEPKNS_13TimeZoneNames19MatchInfoCollectionEiRNS_13UnicodeStringE
00007ff8064b0bf0 (__TEXT,__text) external __ZNK3icu14TimeZoneFormat14formatSpecificERKNS_8TimeZoneE17UTimeZoneNameTypeS4_dRNS_13UnicodeStringEP23UTimeZoneFormatTimeType
00007ff8064b074c (__TEXT,__text) external __ZNK3icu14TimeZoneFormat16getGMTZeroFormatERNS_13UnicodeStringE
00007ff8064afdae (__TEXT,__text) external __ZNK3icu14TimeZoneFormat16getTimeZoneNamesEv
00007ff8064b2de4 (__TEXT,__text) external __ZNK3icu14TimeZoneFormat16parseShortZoneIDERKNS_13UnicodeStringERNS_13ParsePositionERS1_
00007ff8064aebaa (__TEXT,__text) external __ZNK3icu14TimeZoneFormat17getDynamicClassIDEv
00007ff8064b3d96 (__TEXT,__text) external __ZNK3icu14TimeZoneFormat17parseOffsetFieldsERKNS_13UnicodeStringEiaRi
00007ff8064b35e8 (__TEXT,__text) external __ZNK3icu14TimeZoneFormat18appendOffsetDigitsERNS_13UnicodeStringEih
00007ff8064b0664 (__TEXT,__text) external __ZNK3icu14TimeZoneFormat18getGMTOffsetDigitsERNS_13UnicodeStringE
00007ff8064b28aa (__TEXT,__text) external __ZNK3icu14TimeZoneFormat18parseOffsetISO8601ERKNS_13UnicodeStringERNS_13ParsePositionE
00007ff8064b28ba (__TEXT,__text) external __ZNK3icu14TimeZoneFormat18parseOffsetISO8601ERKNS_13UnicodeStringERNS_13ParsePositionEaPa
00007ff8064b3154 (__TEXT,__text) external __ZNK3icu14TimeZoneFormat19formatOffsetISO8601EiaaaaRNS_13UnicodeStringER10UErrorCode
00007ff8064afe58 (__TEXT,__text) external __ZNK3icu14TimeZoneFormat19getGMTOffsetPatternE35UTimeZoneFormatGMTOffsetPatternTypeRNS_13UnicodeStringE
00007ff8064b2b5c (__TEXT,__text) external __ZNK3icu14TimeZoneFormat20getTZDBTimeZoneNamesER10UErrorCode
00007ff8064b3000 (__TEXT,__text) external __ZNK3icu14TimeZoneFormat21parseExemplarLocationERKNS_13UnicodeStringERNS_13ParsePositionERS1_
00007ff8064b0d86 (__TEXT,__text) external __ZNK3icu14TimeZoneFormat22formatExemplarLocationERKNS_8TimeZoneERNS_13UnicodeStringE
00007ff8064afe28 (__TEXT,__text) external __ZNK3icu14TimeZoneFormat22getDefaultParseOptionsEv
00007ff8064b27ee (__TEXT,__text) external __ZNK3icu14TimeZoneFormat23createTimeZoneForOffsetEi
00007ff8064b2bc0 (__TEXT,__text) external __ZNK3icu14TimeZoneFormat23getTimeZoneGenericNamesER10UErrorCode
00007ff8064b2888 (__TEXT,__text) external __ZNK3icu14TimeZoneFormat23parseOffsetLocalizedGMTERKNS_13UnicodeStringERNS_13ParsePositionE
00007ff8064b260c (__TEXT,__text) external __ZNK3icu14TimeZoneFormat23parseOffsetLocalizedGMTERKNS_13UnicodeStringERNS_13ParsePositionEaPa
00007ff8064b0fca (__TEXT,__text) external __ZNK3icu14TimeZoneFormat24formatOffsetISO8601BasicEiaaaRNS_13UnicodeStringER10UErrorCode
00007ff8064b0fa2 (__TEXT,__text) external __ZNK3icu14TimeZoneFormat24formatOffsetLocalizedGMTEiRNS_13UnicodeStringER10UErrorCode
00007ff8064b33d2 (__TEXT,__text) external __ZNK3icu14TimeZoneFormat24formatOffsetLocalizedGMTEiaRNS_13UnicodeStringER10UErrorCode
00007ff8064b44f2 (__TEXT,__text) external __ZNK3icu14TimeZoneFormat24parseDefaultOffsetFieldsERKNS_13UnicodeStringEiDsRi
00007ff8064b429e (__TEXT,__text) external __ZNK3icu14TimeZoneFormat25parseAbuttingOffsetFieldsERKNS_13UnicodeStringEiRi
00007ff8064b4458 (__TEXT,__text) external __ZNK3icu14TimeZoneFormat25parseSingleLocalizedDigitERKNS_13UnicodeStringEiRi
00007ff8064b0ff8 (__TEXT,__text) external __ZNK3icu14TimeZoneFormat27formatOffsetISO8601ExtendedEiaaaRNS_13UnicodeStringER10UErrorCode
00007ff8064b3f22 (__TEXT,__text) external __ZNK3icu14TimeZoneFormat28parseOffsetFieldsWithPatternERKNS_13UnicodeStringEiPNS_7UVectorEaRiS6_S6_
00007ff8064b2898 (__TEXT,__text) external __ZNK3icu14TimeZoneFormat28parseOffsetShortLocalizedGMTERKNS_13UnicodeStringERNS_13ParsePositionE
00007ff8064b0fb4 (__TEXT,__text) external __ZNK3icu14TimeZoneFormat29formatOffsetShortLocalizedGMTEiRNS_13UnicodeStringER10UErrorCode
00007ff8064b3c2c (__TEXT,__text) external __ZNK3icu14TimeZoneFormat30parseOffsetDefaultLocalizedGMTERKNS_13UnicodeStringEiRi
00007ff8064b3aa0 (__TEXT,__text) external __ZNK3icu14TimeZoneFormat30parseOffsetLocalizedGMTPatternERKNS_13UnicodeStringEiaRi
00007ff8064b41b4 (__TEXT,__text) external __ZNK3icu14TimeZoneFormat35parseOffsetFieldWithLocalizedDigitsERKNS_13UnicodeStringEihhttRi
00007ff8064afd3a (__TEXT,__text) external __ZNK3icu14TimeZoneFormat5cloneEv
00007ff8064b1262 (__TEXT,__text) external __ZNK3icu14TimeZoneFormat5parseE20UTimeZoneFormatStyleRKNS_13UnicodeStringERNS_13ParsePositionEP23UTimeZoneFormatTimeType
00007ff8064b127a (__TEXT,__text) external __ZNK3icu14TimeZoneFormat5parseE20UTimeZoneFormatStyleRKNS_13UnicodeStringERNS_13ParsePositionEiP23UTimeZoneFormatTimeType
00007ff8064b0808 (__TEXT,__text) external __ZNK3icu14TimeZoneFormat6formatE20UTimeZoneFormatStyleRKNS_8TimeZoneEdRNS_13UnicodeStringEP23UTimeZoneFormatTimeType
00007ff8064b1022 (__TEXT,__text) external __ZNK3icu14TimeZoneFormat6formatERKNS_11FormattableERNS_13UnicodeStringERNS_13FieldPositionER10UErrorCode
00007ff8064afb30 (__TEXT,__text) external __ZNK3icu14TimeZoneFormateqERKNS_6FormatE
00007ff8064a93c2 (__TEXT,__text) external __ZNK3icu14Transliterator10getElementEiR10UErrorCode
00007ff8064a9464 (__TEXT,__text) external __ZNK3icu14Transliterator12getSourceSetERNS_10UnicodeSetE
00007ff8064a9508 (__TEXT,__text) external __ZNK3icu14Transliterator12getTargetSetERNS_10UnicodeSetE
00007ff8064a938e (__TEXT,__text) external __ZNK3icu14Transliterator13countElementsEv
00007ff8064a7f2e (__TEXT,__text) external __ZNK3icu14Transliterator13createInverseER10UErrorCode
00007ff8064a71b8 (__TEXT,__text) external __ZNK3icu14Transliterator13transliterateERNS_11ReplaceableE
00007ff8064a736e (__TEXT,__text) external __ZNK3icu14Transliterator13transliterateERNS_11ReplaceableER14UTransPositionR10UErrorCode
00007ff8064a71e6 (__TEXT,__text) external __ZNK3icu14Transliterator13transliterateERNS_11ReplaceableER14UTransPositionRKNS_13UnicodeStringER10UErrorCode
00007ff8064a72de (__TEXT,__text) external __ZNK3icu14Transliterator13transliterateERNS_11ReplaceableER14UTransPositioniR10UErrorCode
00007ff8064a7138 (__TEXT,__text) external __ZNK3icu14Transliterator13transliterateERNS_11ReplaceableEii
00007ff8064a71f0 (__TEXT,__text) external __ZNK3icu14Transliterator14_transliterateERNS_11ReplaceableER14UTransPositionPKNS_13UnicodeStringER10UErrorCode
00007ff8064a94fa (__TEXT,__text) external __ZNK3icu14Transliterator18handleGetSourceSetERNS_10UnicodeSetE
00007ff8064a77e6 (__TEXT,__text) external __ZNK3icu14Transliterator21filteredTransliterateERNS_11ReplaceableER14UTransPositiona
00007ff8064a73e8 (__TEXT,__text) external __ZNK3icu14Transliterator21filteredTransliterateERNS_11ReplaceableER14UTransPositionaa
00007ff8064a737e (__TEXT,__text) external __ZNK3icu14Transliterator21finishTransliterationERNS_11ReplaceableER14UTransPosition
00007ff8064a709e (__TEXT,__text) external __ZNK3icu14Transliterator5cloneEv
00007ff8064a7802 (__TEXT,__text) external __ZNK3icu14Transliterator5getIDEv
00007ff8064a91ee (__TEXT,__text) external __ZNK3icu14Transliterator7toRulesERNS_13UnicodeStringEa
00007ff8064a7f12 (__TEXT,__text) external __ZNK3icu14Transliterator9getFilterEv
00007ff806360f42 (__TEXT,__text) external __ZNK3icu14UnicodeFunctor10toReplacerEv
00007ff806360f3a (__TEXT,__text) external __ZNK3icu14UnicodeFunctor9toMatcherEv
00007ff806398c3c (__TEXT,__text) external __ZNK3icu15AlphabeticIndex10initLabelsERNS_7UVectorER10UErrorCode
00007ff806399620 (__TEXT,__text) external __ZNK3icu15AlphabeticIndex11getCollatorEv
00007ff806399cf2 (__TEXT,__text) external __ZNK3icu15AlphabeticIndex13getRecordDataEv
00007ff806399cb8 (__TEXT,__text) external __ZNK3icu15AlphabeticIndex13getRecordNameEv
00007ff806397352 (__TEXT,__text) external __ZNK3icu15AlphabeticIndex14ImmutableIndex14getBucketCountEv
00007ff806397364 (__TEXT,__text) external __ZNK3icu15AlphabeticIndex14ImmutableIndex14getBucketIndexERKNS_13UnicodeStringER10UErrorCode
00007ff80639741c (__TEXT,__text) external __ZNK3icu15AlphabeticIndex14ImmutableIndex9getBucketEi
00007ff806399b6a (__TEXT,__text) external __ZNK3icu15AlphabeticIndex14getBucketIndexEv
00007ff806399bf0 (__TEXT,__text) external __ZNK3icu15AlphabeticIndex14getBucketLabelEv
00007ff80639962a (__TEXT,__text) external __ZNK3icu15AlphabeticIndex14getInflowLabelEv
00007ff806397d92 (__TEXT,__text) external __ZNK3icu15AlphabeticIndex16createBucketListER10UErrorCode
00007ff80639970c (__TEXT,__text) external __ZNK3icu15AlphabeticIndex16getMaxLabelCountEv
00007ff806399634 (__TEXT,__text) external __ZNK3icu15AlphabeticIndex16getOverflowLabelEv
00007ff806399642 (__TEXT,__text) external __ZNK3icu15AlphabeticIndex17getUnderflowLabelEv
00007ff806399c0c (__TEXT,__text) external __ZNK3icu15AlphabeticIndex18getBucketLabelTypeEv
00007ff806399c24 (__TEXT,__text) external __ZNK3icu15AlphabeticIndex20getBucketRecordCountEv
00007ff806399610 (__TEXT,__text) external __ZNK3icu15AlphabeticIndexeqERKS0_
00007ff806399618 (__TEXT,__text) external __ZNK3icu15AlphabeticIndexneERKS0_
00007ff8063a80a6 (__TEXT,__text) external __ZNK3icu15ChineseCalendar10getSettingER10UErrorCode
00007ff8063a7bec (__TEXT,__text) external __ZNK3icu15ChineseCalendar14getRelatedYearER10UErrorCode
00007ff8063a6c96 (__TEXT,__text) external __ZNK3icu15ChineseCalendar14handleGetLimitE19UCalendarDateFieldsNS_8Calendar10ELimitTypeE
00007ff8063a7f4c (__TEXT,__text) external __ZNK3icu15ChineseCalendar16internalGetMonthER10UErrorCode
00007ff8063a8042 (__TEXT,__text) external __ZNK3icu15ChineseCalendar16internalGetMonthEiR10UErrorCode
00007ff8063a7e14 (__TEXT,__text) external __ZNK3icu15ChineseCalendar17getDynamicClassIDEv
00007ff8063a7dc8 (__TEXT,__text) external __ZNK3icu15ChineseCalendar18haveDefaultCenturyEv
00007ff8063a7dd4 (__TEXT,__text) external __ZNK3icu15ChineseCalendar18inTemporalLeapYearER10UErrorCode
00007ff8063a7c54 (__TEXT,__text) external __ZNK3icu15ChineseCalendar19defaultCenturyStartEv
00007ff8063a7e22 (__TEXT,__text) external __ZNK3icu15ChineseCalendar20getTemporalMonthCodeER10UErrorCode
00007ff8063a6dbe (__TEXT,__text) external __ZNK3icu15ChineseCalendar20handleGetMonthLengthEiiR10UErrorCode
00007ff8063a7d90 (__TEXT,__text) external __ZNK3icu15ChineseCalendar23defaultCenturyStartYearEv
00007ff8063a6ee2 (__TEXT,__text) external __ZNK3icu15ChineseCalendar23getFieldResolutionTableEv
00007ff8063a6ef0 (__TEXT,__text) external __ZNK3icu15ChineseCalendar23handleComputeMonthStartEiiaR10UErrorCode
00007ff8063a6b58 (__TEXT,__text) external __ZNK3icu15ChineseCalendar5cloneEv
00007ff8063a6c88 (__TEXT,__text) external __ZNK3icu15ChineseCalendar7getTypeEv
00007ff806408e06 (__TEXT,__text) external __ZNK3icu15IslamicCalendar10monthStartEiiR10UErrorCode
00007ff8064093a8 (__TEXT,__text) external __ZNK3icu15IslamicCalendar14getRelatedYearER10UErrorCode
00007ff806408c54 (__TEXT,__text) external __ZNK3icu15IslamicCalendar14handleGetLimitE19UCalendarDateFieldsNS_8Calendar10ELimitTypeE
00007ff80640a164 (__TEXT,__text) external __ZNK3icu15IslamicCalendar17getDynamicClassIDEv
00007ff80640961a (__TEXT,__text) external __ZNK3icu15IslamicCalendar18haveDefaultCenturyEv
00007ff806409626 (__TEXT,__text) external __ZNK3icu15IslamicCalendar18inTemporalLeapYearER10UErrorCode
00007ff8064094a6 (__TEXT,__text) external __ZNK3icu15IslamicCalendar19defaultCenturyStartEv
00007ff806408f34 (__TEXT,__text) external __ZNK3icu15IslamicCalendar19handleGetYearLengthEi
00007ff806408ec8 (__TEXT,__text) external __ZNK3icu15IslamicCalendar20handleGetMonthLengthEiiR10UErrorCode
00007ff8064095e2 (__TEXT,__text) external __ZNK3icu15IslamicCalendar23defaultCenturyStartYearEv
00007ff806408fae (__TEXT,__text) external __ZNK3icu15IslamicCalendar23handleComputeMonthStartEiiaR10UErrorCode
00007ff806408aba (__TEXT,__text) external __ZNK3icu15IslamicCalendar5cloneEv
00007ff80640939c (__TEXT,__text) external __ZNK3icu15IslamicCalendar7getEpocEv
00007ff806408aac (__TEXT,__text) external __ZNK3icu15IslamicCalendar7getTypeEv
00007ff806408c70 (__TEXT,__text) external __ZNK3icu15IslamicCalendar9yearStartEiR10UErrorCode
00007ff806419706 (__TEXT,__text) external __ZNK3icu15MeasureUnitImpl15copyAndSimplifyER10UErrorCode
00007ff80641a368 (__TEXT,__text) external __ZNK3icu15MeasureUnitImpl33extractIndividualUnitsWithIndicesER10UErrorCode
00007ff8064154ce (__TEXT,__text) external __ZNK3icu15MeasureUnitImpl4copyER10UErrorCode
00007ff8062ef3a2 (__TEXT,__text) external __ZNK3icu15Normalizer2Impl11composePairEii
00007ff8062f09b6 (__TEXT,__text) external __ZNK3icu15Normalizer2Impl11composeUTF8EjaPKhS2_PNS_8ByteSinkEPNS_5EditsER10UErrorCode
00007ff8062ecf70 (__TEXT,__text) external __ZNK3icu15Normalizer2Impl12addLcccCharsERNS_10UnicodeSetE
00007ff8062eee3a (__TEXT,__text) external __ZNK3icu15Normalizer2Impl13addCompositesEPKtRNS_10UnicodeSetE
00007ff8062edaa4 (__TEXT,__text) external __ZNK3icu15Normalizer2Impl13decomposeUTF8EjPKhS2_PNS_8ByteSinkEPNS_5EditsER10UErrorCode
00007ff8062f2790 (__TEXT,__text) external __ZNK3icu15Normalizer2Impl13getCanonValueEi
00007ff8062ed8ce (__TEXT,__text) external __ZNK3icu15Normalizer2Impl14decomposeShortEPKDsS2_aaRNS_16ReorderingBufferER10UErrorCode
00007ff8062ee142 (__TEXT,__text) external __ZNK3icu15Normalizer2Impl14decomposeShortEPKhS2_NS0_6StopAtEaRNS_16ReorderingBufferER10UErrorCode
00007ff8062f0580 (__TEXT,__text) external __ZNK3icu15Normalizer2Impl16composeAndAppendEPKDsS2_aaRNS_13UnicodeStringERNS_16ReorderingBufferER10UErrorCode
00007ff8062f27a2 (__TEXT,__text) external __ZNK3icu15Normalizer2Impl16getCanonStartSetEi
00007ff8062f27cc (__TEXT,__text) external __ZNK3icu15Normalizer2Impl16getCanonStartSetEiRNS_10UnicodeSetE
00007ff8062ee62c (__TEXT,__text) external __ZNK3icu15Normalizer2Impl16getDecompositionEiPDsRi
00007ff8062f1f8c (__TEXT,__text) external __ZNK3icu15Normalizer2Impl16makeFCDAndAppendEPKDsS2_aRNS_13UnicodeStringERNS_16ReorderingBufferER10UErrorCode
00007ff8062ed046 (__TEXT,__text) external __ZNK3icu15Normalizer2Impl17addPropertyStartsEPK9USetAdderR10UErrorCode
00007ff8062f011c (__TEXT,__text) external __ZNK3icu15Normalizer2Impl17composeQuickCheckEPKDsS2_aP25UNormalizationCheckResult
00007ff8062ee9ae (__TEXT,__text) external __ZNK3icu15Normalizer2Impl18decomposeAndAppendEPKDsS2_aRNS_13UnicodeStringERNS_16ReorderingBufferER10UErrorCode
00007ff8062f009c (__TEXT,__text) external __ZNK3icu15Normalizer2Impl18getPreviousTrailCCEPKDsS2_
00007ff8062f19ce (__TEXT,__text) external __ZNK3icu15Normalizer2Impl18getPreviousTrailCCEPKhS2_
00007ff8062ed240 (__TEXT,__text) external __ZNK3icu15Normalizer2Impl19ensureCanonIterDataER10UErrorCode
00007ff8062f1e84 (__TEXT,__text) external __ZNK3icu15Normalizer2Impl19findNextFCDBoundaryEPKDsS2_
00007ff8062ee7ca (__TEXT,__text) external __ZNK3icu15Normalizer2Impl19getRawDecompositionEiPDsRi
00007ff8062f0782 (__TEXT,__text) external __ZNK3icu15Normalizer2Impl20findNextCompBoundaryEPKDsS2_a
00007ff8062f1a20 (__TEXT,__text) external __ZNK3icu15Normalizer2Impl20getFCD16FromNormDataEi
00007ff8062eff64 (__TEXT,__text) external __ZNK3icu15Normalizer2Impl20hasCompBoundaryAfterEPKDsS2_a
00007ff8062f192c (__TEXT,__text) external __ZNK3icu15Normalizer2Impl20hasCompBoundaryAfterEPKhS2_a
00007ff8062efe94 (__TEXT,__text) external __ZNK3icu15Normalizer2Impl21hasCompBoundaryBeforeEPKDsS2_
00007ff8062f17b6 (__TEXT,__text) external __ZNK3icu15Normalizer2Impl21hasCompBoundaryBeforeEPKhS2_
00007ff8062f27b4 (__TEXT,__text) external __ZNK3icu15Normalizer2Impl21isCanonSegmentStarterEi
00007ff8062eec76 (__TEXT,__text) external __ZNK3icu15Normalizer2Impl22hasDecompBoundaryAfterEi
00007ff8062f2150 (__TEXT,__text) external __ZNK3icu15Normalizer2Impl23findPreviousFCDBoundaryEPKDsS2_
00007ff8062eec16 (__TEXT,__text) external __ZNK3icu15Normalizer2Impl23hasDecompBoundaryBeforeEi
00007ff8062f0894 (__TEXT,__text) external __ZNK3icu15Normalizer2Impl24findPreviousCompBoundaryEPKDsS2_a
00007ff8062ed19a (__TEXT,__text) external __ZNK3icu15Normalizer2Impl26addCanonIterPropertyStartsEPK9USetAdderR10UErrorCode
00007ff8062f2502 (__TEXT,__text) external __ZNK3icu15Normalizer2Impl27makeCanonIterDataFromNorm16EiitRNS_13CanonIterDataER10UErrorCode
00007ff8062f0538 (__TEXT,__text) external __ZNK3icu15Normalizer2Impl28getFCD16FromMaybeOrNonZeroCCEt
00007ff8062eecd6 (__TEXT,__text) external __ZNK3icu15Normalizer2Impl28norm16HasDecompBoundaryAfterEt
00007ff8062ee0f2 (__TEXT,__text) external __ZNK3icu15Normalizer2Impl29norm16HasDecompBoundaryBeforeEt
00007ff8062ed2b2 (__TEXT,__text) external __ZNK3icu15Normalizer2Impl30copyLowPrefixFromNulTerminatedEPKDsiPNS_16ReorderingBufferER10UErrorCode
00007ff8062ef498 (__TEXT,__text) external __ZNK3icu15Normalizer2Impl7composeEPKDsS2_aaRNS_16ReorderingBufferER10UErrorCode
00007ff8062f1ae2 (__TEXT,__text) external __ZNK3icu15Normalizer2Impl7makeFCDEPKDsS2_PNS_16ReorderingBufferER10UErrorCode
00007ff8062ed428 (__TEXT,__text) external __ZNK3icu15Normalizer2Impl9decomposeEPKDsS2_PNS_16ReorderingBufferER10UErrorCode
00007ff8062ed372 (__TEXT,__text) external __ZNK3icu15Normalizer2Impl9decomposeEPKDsS2_RNS_13UnicodeStringEiR10UErrorCode
00007ff8062ed2fe (__TEXT,__text) external __ZNK3icu15Normalizer2Impl9decomposeERKNS_13UnicodeStringERS1_R10UErrorCode
00007ff8062ed71c (__TEXT,__text) external __ZNK3icu15Normalizer2Impl9decomposeEitRNS_16ReorderingBufferER10UErrorCode
00007ff8062eeef0 (__TEXT,__text) external __ZNK3icu15Normalizer2Impl9recomposeERNS_16ReorderingBufferEia
00007ff80645a918 (__TEXT,__text) external __ZNK3icu15NumberingSystem13isAlgorithmicEv
00007ff80645a8f2 (__TEXT,__text) external __ZNK3icu15NumberingSystem14getDescriptionEv
00007ff806459e9a (__TEXT,__text) external __ZNK3icu15NumberingSystem17getDynamicClassIDEv
00007ff80645a90e (__TEXT,__text) external __ZNK3icu15NumberingSystem7getNameEv
00007ff80645a8e8 (__TEXT,__text) external __ZNK3icu15NumberingSystem8getRadixEv
