00007ffa0703d38c (__TEXT,__text) non-external +[Cube initialize]
                 (undefined) external _CGBitmapContextGetWidth (from CoreGraphics)
                 (undefined) external _CGColorCreate (from CoreGraphics)
                 (undefined) external _CGColorCreateCopy (from CoreGraphics)
                 (undefined) external _CGColorCreateGenericRGB (from CoreGraphics)
                 (undefined) external _CGColorEqualToColor (from CoreGraphics)
                 (undefined) external _CGColorGetComponents (from CoreGraphics)
                 (undefined) external _CGColorGetNumberOfComponents (from CoreGraphics)
                 (undefined) external _CGColorRelease (from CoreGraphics)
                 (undefined) external _CGColorRetain (from CoreGraphics)
                 (undefined) external _CGColorSpaceCreateDeviceGray (from CoreGraphics)
                 (undefined) external _CGColorSpaceCreateDeviceRGB (from CoreGraphics)
                 (undefined) external _CGColorSpaceCreateWithName (from CoreGraphics)
                 (undefined) external _CGColorSpaceGetModel (from CoreGraphics)
                 (undefined) external _CGColorSpaceGetNumberOfComponents (from CoreGraphics)
                 (undefined) external _CGColorSpaceRelease (from CoreGraphics)
                 (undefined) external _CGColorSpaceRetain (from CoreGraphics)
                 (undefined) external _CGContextAddLineToPoint (from CoreGraphics)
                 (undefined) external _CGContextBeginPage (from CoreGraphics)
                 (undefined) external _CGContextClipToRect (from CoreGraphics)
                 (undefined) external _CGContextConcatCTM (from CoreGraphics)
                 (undefined) external _CGContextDrawImage (from CoreGraphics)
                 (undefined) external _CGContextEndPage (from CoreGraphics)
                 (undefined) external _CGContextMoveToPoint (from CoreGraphics)
                 (undefined) external _CGContextRelease (from CoreGraphics)
                 (undefined) external _CGContextRetain (from CoreGraphics)
                 (undefined) external _CGContextScaleCTM (from CoreGraphics)
                 (undefined) external _CGContextSetAllowsAntialiasing (from CoreGraphics)
                 (undefined) external _CGContextSetBlendMode (from CoreGraphics)
                 (undefined) external _CGContextSetInterpolationQuality (from CoreGraphics)
                 (undefined) external _CGContextSetLineWidth (from CoreGraphics)
                 (undefined) external _CGContextSetShadowWithColor (from CoreGraphics)
                 (undefined) external _CGContextSetShouldSmoothFonts (from CoreGraphics)
                 (undefined) external _CGContextSetStrokeColor (from CoreGraphics)
                 (undefined) external _CGContextSetStrokeColorSpace (from CoreGraphics)
                 (undefined) external _CGContextSetStrokeColorWithColor (from CoreGraphics)
                 (undefined) external _CGContextSetTextPosition (from CoreGraphics)
                 (undefined) external _CGContextStrokePath (from CoreGraphics)
                 (undefined) external _CGContextStrokeRect (from CoreGraphics)
                 (undefined) external _CGContextTranslateCTM (from CoreGraphics)
                 (undefined) external _CGDataProviderCreateWithData (from CoreGraphics)
                 (undefined) external _CGDataProviderRelease (from CoreGraphics)
                 (undefined) external _CGDisplayIDToOpenGLDisplayMask (from CoreGraphics)
                 (undefined) external _CGImageCreate (from CoreGraphics)
                 (undefined) external _CGImageCreateCopyWithColorSpace (from CoreGraphics)
                 (undefined) external _CGImageDestinationAddImage (from ImageIO)
                 (undefined) external _CGImageDestinationCreateWithData (from ImageIO)
                 (undefined) external _CGImageDestinationCreateWithURL (from ImageIO)
                 (undefined) external _CGImageDestinationFinalize (from ImageIO)
                 (undefined) external _CGImageDestinationSetProperties (from ImageIO)
                 (undefined) external _CGImageGetAlphaInfo (from CoreGraphics)
                 (undefined) external _CGImageGetBitsPerComponent (from CoreGraphics)
                 (undefined) external _CGImageGetBitsPerPixel (from CoreGraphics)
                 (undefined) external _CGImageGetColorSpace (from CoreGraphics)
                 (undefined) external _CGImageGetHeight (from CoreGraphics)
                 (undefined) external _CGImageGetWidth (from CoreGraphics)
                 (undefined) external _CGImageRelease (from CoreGraphics)
                 (undefined) external _CGImageRetain (from CoreGraphics)
                 (undefined) external _CGImageSourceCopyPropertiesAtIndex (from ImageIO)
                 (undefined) external _CGImageSourceCreateImageAtIndex (from ImageIO)
                 (undefined) external _CGImageSourceCreateThumbnailAtIndex (from ImageIO)
                 (undefined) external _CGImageSourceCreateWithData (from ImageIO)
                 (undefined) external _CGImageSourceCreateWithURL (from ImageIO)
                 (undefined) external _CGImageSourceGetType (from ImageIO)
                 (undefined) external _CGLChoosePixelFormat (from OpenGL)
                 (undefined) external _CGLCreateContext (from OpenGL)
                 (undefined) external _CGLDescribePixelFormat (from OpenGL)
                 (undefined) external _CGLDescribeRenderer (from OpenGL)
                 (undefined) external _CGLDestroyContext (from OpenGL)
                 (undefined) external _CGLDestroyRendererInfo (from OpenGL)
                 (undefined) external _CGLFlushDrawable (from OpenGL)
                 (undefined) external _CGLGetParameter (from OpenGL)
                 (undefined) external _CGLGetPixelFormat (from OpenGL)
                 (undefined) external _CGLGetVirtualScreen (from OpenGL)
                 (undefined) external _CGLLockContext (from OpenGL)
                 (undefined) external _CGLQueryRendererInfo (from OpenGL)
                 (undefined) external _CGLReleaseContext (from OpenGL)
                 (undefined) external _CGLReleasePixelFormat (from OpenGL)
                 (undefined) external _CGLRetainContext (from OpenGL)
                 (undefined) external _CGLRetainPixelFormat (from OpenGL)
                 (undefined) external _CGLSetParameter (from OpenGL)
                 (undefined) external _CGLTexImageIOSurface2D (from OpenGL)
                 (undefined) external _CGLUnlockContext (from OpenGL)
                 (undefined) external _CGMainDisplayID (from CoreGraphics)
                 (undefined) external _CGPDFContextCreateWithURL (from CoreGraphics)
                 (undefined) external _CGPathAddRect (from CoreGraphics)
                 (undefined) external _CGPathCreateMutable (from CoreGraphics)
                 (undefined) external _CGPathGetBoundingBox (from CoreGraphics)
                 (undefined) external _CGPathRelease (from CoreGraphics)
00007ffa07048af2 (__TEXT,__text) external _CGPointFromCAMLString
                 (undefined) external _CGPointZero (from CoreGraphics)
                 (undefined) external _CGRectContainsPoint (from CoreGraphics)
                 (undefined) external _CGRectEqualToRect (from CoreGraphics)
00007ffa07048a75 (__TEXT,__text) external _CGRectFromCAMLString
                 (undefined) external _CGRectGetHeight (from CoreGraphics)
                 (undefined) external _CGRectGetMaxY (from CoreGraphics)
                 (undefined) external _CGRectGetMidX (from CoreGraphics)
                 (undefined) external _CGRectGetMidY (from CoreGraphics)
                 (undefined) external _CGRectGetWidth (from CoreGraphics)
                 (undefined) external _CGRectInset (from CoreGraphics)
                 (undefined) external _CGRectIntegral (from CoreGraphics)
                 (undefined) external _CGRectIntersection (from CoreGraphics)
                 (undefined) external _CGRectIntersectsRect (from CoreGraphics)
                 (undefined) external _CGRectIsNull (from CoreGraphics)
                 (undefined) external _CGRectUnion (from CoreGraphics)
                 (undefined) external _CGRectZero (from CoreGraphics)
                 (undefined) external _CGSizeZero (from CoreGraphics)
                 (undefined) external _CIDetectorAccuracy (from CoreImage)
                 (undefined) external _CIDetectorAccuracyLow (from CoreImage)
                 (undefined) external _CIDetectorTypeFace (from CoreImage)
                 (undefined) external _CMFormatDescriptionGetMediaSubType (from CoreMedia)
                 (undefined) external _CMSampleBufferGetImageBuffer (from CoreMedia)
                 (undefined) external _CMSampleBufferGetSampleTimingInfo (from CoreMedia)
                 (undefined) external _CMTimeAdd (from CoreMedia)
                 (undefined) external _CMTimeGetSeconds (from CoreMedia)
                 (undefined) external _CMTimeMake (from CoreMedia)
                 (undefined) external _CMTimeMakeWithSeconds (from CoreMedia)
                 (undefined) external _CMTimeRangeMake (from CoreMedia)
                 (undefined) external _CMVideoFormatDescriptionCreate (from CoreMedia)
                 (undefined) external _CTFontCopyDisplayName (from CoreText)
                 (undefined) external _CTFontCopyFamilyName (from CoreText)
                 (undefined) external _CTFontCopyPostScriptName (from CoreText)
                 (undefined) external _CTFontCreateWithName (from CoreText)
                 (undefined) external _CTFontGetSize (from CoreText)
                 (undefined) external _CTFontGetXHeight (from CoreText)
                 (undefined) external _CTFontManagerRegisterFontsForURL (from CoreText)
                 (undefined) external _CTFontManagerUnregisterFontsForURL (from CoreText)
                 (undefined) external _CTFrameDraw (from CoreText)
                 (undefined) external _CTFrameGetLineOrigins (from CoreText)
                 (undefined) external _CTFrameGetLines (from CoreText)
                 (undefined) external _CTFrameGetPath (from CoreText)
                 (undefined) external _CTFrameGetVisibleStringRange (from CoreText)
                 (undefined) external _CTFramesetterCreateFrame (from CoreText)
                 (undefined) external _CTFramesetterCreateWithAttributedString (from CoreText)
                 (undefined) external _CTLineGetGlyphCount (from CoreText)
                 (undefined) external _CTLineGetGlyphRuns (from CoreText)
                 (undefined) external _CTLineGetImageBounds (from CoreText)
                 (undefined) external _CTLineGetOffsetForStringIndex (from CoreText)
                 (undefined) external _CTLineGetStringRange (from CoreText)
                 (undefined) external _CTLineGetTrailingWhitespaceWidth (from CoreText)
                 (undefined) external _CTLineGetTypographicBounds (from CoreText)
                 (undefined) external _CTParagraphStyleCreate (from CoreText)
                 (undefined) external _CTParagraphStyleGetValueForSpecifier (from CoreText)
                 (undefined) external _CTRunGetAttributes (from CoreText)
                 (undefined) external _CTRunGetGlyphCount (from CoreText)
                 (undefined) external _CTRunGetImageBounds (from CoreText)
                 (undefined) external _CTRunGetStatus (from CoreText)
                 (undefined) external _CTRunGetStringIndices (from CoreText)
                 (undefined) external _CTRunGetStringIndicesPtr (from CoreText)
                 (undefined) external _CTRunGetStringRange (from CoreText)
                 (undefined) external _CTRunGetTypographicBounds (from CoreText)
                 (undefined) external _CVBufferRelease (from CoreVideo)
                 (undefined) external _CVBufferRetain (from CoreVideo)
                 (undefined) external _CVBufferSetAttachment (from CoreVideo)
                 (undefined) external _CVDisplayLinkCreateWithCGDisplay (from CoreVideo)
                 (undefined) external _CVDisplayLinkRelease (from CoreVideo)
                 (undefined) external _CVDisplayLinkSetOutputCallback (from CoreVideo)
                 (undefined) external _CVDisplayLinkStart (from CoreVideo)
                 (undefined) external _CVDisplayLinkStop (from CoreVideo)
                 (undefined) external _CVOpenGLTextureGetName (from CoreVideo)
                 (undefined) external _CVOpenGLTextureGetTarget (from CoreVideo)
                 (undefined) external _CVPixelBufferGetBaseAddress (from CoreVideo)
                 (undefined) external _CVPixelBufferGetBytesPerRow (from CoreVideo)
                 (undefined) external _CVPixelBufferGetHeight (from CoreVideo)
                 (undefined) external _CVPixelBufferGetIOSurface (from CoreVideo)
                 (undefined) external _CVPixelBufferGetPixelFormatType (from CoreVideo)
                 (undefined) external _CVPixelBufferGetWidth (from CoreVideo)
                 (undefined) external _CVPixelBufferLockBaseAddress (from CoreVideo)
                 (undefined) external _CVPixelBufferPoolCreatePixelBuffer (from CoreVideo)
                 (undefined) external _CVPixelBufferRelease (from CoreVideo)
                 (undefined) external _CVPixelBufferRetain (from CoreVideo)
                 (undefined) external _CVPixelBufferUnlockBaseAddress (from CoreVideo)
00007ffa06e011b4 (__TEXT,__text) external _CenterRectOverPoint
00007ffa06e01236 (__TEXT,__text) external _CenterRectOverRect
00007ffa06eb9524 (__TEXT,__text) external _ComputeAnimationTimeBounds
00007ffa06efd7ee (__TEXT,__text) external _ComputeGaussian
00007ffa06e8d648 (__TEXT,__text) external _ComputeNumberOfSegments
00007ffa06e91c6b (__TEXT,__text) external _ComputeSpriteSize
00007ffa06f6a70d (__TEXT,__text) external _CreateResizedCGImage
00007ffa06fe0d4a (__TEXT,__text) external _DecayingSinWave
00007ffa06e8deb3 (__TEXT,__text) external _DoRope
00007ffa06e8f4ee (__TEXT,__text) external _DoSlide
00007ffa06f308b4 (__TEXT,__text) external _DoWobble
00007ffa06f30994 (__TEXT,__text) external _DoWobbleSlow
00007ffa06fe0044 (__TEXT,__text) external _DrawFallingSlide
00007ffa06fe03ad (__TEXT,__text) external _DrawFlippingSlide
00007ffa06fdf853 (__TEXT,__text) external _DrawRotatingSlide
00007ffa06fe0c72 (__TEXT,__text) external _ExitBounce
                 (undefined) external _ExtAudioFileDispose (from AudioToolbox)
                 (undefined) external _ExtAudioFileGetProperty (from AudioToolbox)
                 (undefined) external _ExtAudioFileOpenURL (from AudioToolbox)
                 (undefined) external _ExtAudioFileRead (from AudioToolbox)
                 (undefined) external _ExtAudioFileSetProperty (from AudioToolbox)
00007ffa07030131 (__TEXT,__text) external _FixForFrameID
00007ffa06e01178 (__TEXT,__text) external _FloorRect
00007ffa06e8dab1 (__TEXT,__text) external _Function
00007ffa06efd796 (__TEXT,__text) external _Gaussian
00007ffa06fdd0db (__TEXT,__text) external _GenerateScenario0
00007ffa06fdd57e (__TEXT,__text) external _GenerateScenario1
00007ffa06fdd71d (__TEXT,__text) external _GenerateScenario2
00007ffa06fdd8d1 (__TEXT,__text) external _GenerateScenario3
00007ffa06fdd9e9 (__TEXT,__text) external _GenerateScenario4
00007ffa06fddaf9 (__TEXT,__text) external _GenerateScenario5
                 (undefined) external _IOPPFGetProperty (from IOPlatformPluginFamily)
                 (undefined) external _IOSurfaceGetBytesPerRow (from IOSurface)
                 (undefined) external _IOSurfaceGetHeight (from IOSurface)
                 (undefined) external _IOSurfaceGetPixelFormat (from IOSurface)
                 (undefined) external _IOSurfaceGetWidth (from IOSurface)
00007ffa06f6643d (__TEXT,__text) external _ImageKey
00007ffa408a2cb0 (__DATA_CONST,__const) non-external _ImageKey.strings
00007ffa07048b46 (__TEXT,__text) external _IsZRotationCAMLString
00007ffa07000453 (__TEXT,__text) external _LightboxOpacityProgress
00007ffa42192560 (__DATA,__common) external _MCPlugParallelFlag
00007ffa42192564 (__DATA,__common) external _MCSlideFlag
00007ffa06f71297 (__TEXT,__text) external _MCStringToVector
00007ffa06f7137c (__TEXT,__text) external _MCVectorToString
                 (undefined) external _MDItemCopyAttribute (from CoreServices)
                 (undefined) external _MDItemCreate (from CoreServices)
                 (undefined) external _MLApertureAllPhotosTypeIdentifier (from MediaLibrary)
                 (undefined) external _MLFolderRootGroupTypeIdentifier (from MediaLibrary)
                 (undefined) external _MLGarageBandFolderGroupTypeIdentifier (from MediaLibrary)
                 (undefined) external _MLLogicProjectsGroupTypeIdentifier (from MediaLibrary)
                 (undefined) external _MLMediaLoadIncludeSourcesKey (from MediaLibrary)
                 (undefined) external _MLMediaObjectDurationKey (from MediaLibrary)
                 (undefined) external _MLMediaObjectKeywordsKey (from MediaLibrary)
                 (undefined) external _MLMediaObjectResolutionStringKey (from MediaLibrary)
                 (undefined) external _MLMediaSourceApertureIdentifier (from MediaLibrary)
