00007ffa0704d38c (__TEXT,__text) non-external +[Cube initialize]
00007ffa070b7f84 (__TEXT,__gcc_except_tab) non-external GCC_except_table69
00007ffa070b8630 (__TEXT,__gcc_except_tab) non-external GCC_except_table69
00007ffa070b9db8 (__TEXT,__gcc_except_tab) non-external GCC_except_table692
00007ffa070b9dc4 (__TEXT,__gcc_except_tab) non-external GCC_except_table694
00007ffa070b9dd0 (__TEXT,__gcc_except_tab) non-external GCC_except_table695
00007ffa070b9e08 (__TEXT,__gcc_except_tab) non-external GCC_except_table697
00007ffa070b9e54 (__TEXT,__gcc_except_tab) non-external GCC_except_table699
00007ffa070b6044 (__TEXT,__gcc_except_tab) non-external GCC_except_table7
00007ffa070b6280 (__TEXT,__gcc_except_tab) non-external GCC_except_table7
00007ffa070b62ec (__TEXT,__gcc_except_tab) non-external GCC_except_table7
00007ffa070b696c (__TEXT,__gcc_except_tab) non-external GCC_except_table7
00007ffa070b6b04 (__TEXT,__gcc_except_tab) non-external GCC_except_table7
00007ffa070b6e9c (__TEXT,__gcc_except_tab) non-external GCC_except_table7
00007ffa070b7028 (__TEXT,__gcc_except_tab) non-external GCC_except_table7
00007ffa070b74d8 (__TEXT,__gcc_except_tab) non-external GCC_except_table7
00007ffa070b7588 (__TEXT,__gcc_except_tab) non-external GCC_except_table7
00007ffa070b76c0 (__TEXT,__gcc_except_tab) non-external GCC_except_table7
00007ffa070b7838 (__TEXT,__gcc_except_tab) non-external GCC_except_table7
00007ffa070b79d8 (__TEXT,__gcc_except_tab) non-external GCC_except_table7
00007ffa070b7abc (__TEXT,__gcc_except_tab) non-external GCC_except_table7
00007ffa070b7c90 (__TEXT,__gcc_except_tab) non-external GCC_except_table7
00007ffa070b80d8 (__TEXT,__gcc_except_tab) non-external GCC_except_table7
00007ffa070b8138 (__TEXT,__gcc_except_tab) non-external GCC_except_table7
00007ffa070b6114 (__TEXT,__gcc_except_tab) non-external GCC_except_table70
00007ffa070b9e60 (__TEXT,__gcc_except_tab) non-external GCC_except_table701
00007ffa070b9e9c (__TEXT,__gcc_except_tab) non-external GCC_except_table703
00007ffa070b9eac (__TEXT,__gcc_except_tab) non-external GCC_except_table705
00007ffa070b9ebc (__TEXT,__gcc_except_tab) non-external GCC_except_table707
00007ffa070b9ec8 (__TEXT,__gcc_except_tab) non-external GCC_except_table708
00007ffa070b6128 (__TEXT,__gcc_except_tab) non-external GCC_except_table71
00007ffa070b8640 (__TEXT,__gcc_except_tab) non-external GCC_except_table71
00007ffa070b6138 (__TEXT,__gcc_except_tab) non-external GCC_except_table72
00007ffa070b7fb0 (__TEXT,__gcc_except_tab) non-external GCC_except_table72
00007ffa070b7fcc (__TEXT,__gcc_except_tab) non-external GCC_except_table73
00007ffa070b8650 (__TEXT,__gcc_except_tab) non-external GCC_except_table73
00007ffa070b9ef8 (__TEXT,__gcc_except_tab) non-external GCC_except_table734
00007ffa070b7fe0 (__TEXT,__gcc_except_tab) non-external GCC_except_table74
00007ffa070b865c (__TEXT,__gcc_except_tab) non-external GCC_except_table74
00007ffa070b7ff0 (__TEXT,__gcc_except_tab) non-external GCC_except_table75
00007ffa070b9fdc (__TEXT,__gcc_except_tab) non-external GCC_except_table768
00007ffa070b8024 (__TEXT,__gcc_except_tab) non-external GCC_except_table77
00007ffa070b805c (__TEXT,__gcc_except_tab) non-external GCC_except_table78
00007ffa070b62a0 (__TEXT,__gcc_except_tab) non-external GCC_except_table8
00007ffa070b63f8 (__TEXT,__gcc_except_tab) non-external GCC_except_table8
00007ffa070b69d8 (__TEXT,__gcc_except_tab) non-external GCC_except_table8
00007ffa070b6eb0 (__TEXT,__gcc_except_tab) non-external GCC_except_table8
00007ffa070b7048 (__TEXT,__gcc_except_tab) non-external GCC_except_table8
00007ffa070b74e8 (__TEXT,__gcc_except_tab) non-external GCC_except_table8
00007ffa070b7598 (__TEXT,__gcc_except_tab) non-external GCC_except_table8
00007ffa070b76e8 (__TEXT,__gcc_except_tab) non-external GCC_except_table8
00007ffa070b7848 (__TEXT,__gcc_except_tab) non-external GCC_except_table8
00007ffa070b7acc (__TEXT,__gcc_except_tab) non-external GCC_except_table8
00007ffa070b7ca4 (__TEXT,__gcc_except_tab) non-external GCC_except_table8
00007ffa070bc374 (__TEXT,__gcc_except_tab) non-external GCC_except_table8
00007ffa070b6bcc (__TEXT,__gcc_except_tab) non-external GCC_except_table80
00007ffa070b8088 (__TEXT,__gcc_except_tab) non-external GCC_except_table80
00007ffa070bc434 (__TEXT,__gcc_except_tab) non-external GCC_except_table80
00007ffa070ba154 (__TEXT,__gcc_except_tab) non-external GCC_except_table802
00007ffa070ba250 (__TEXT,__gcc_except_tab) non-external GCC_except_table817
00007ffa070ba34c (__TEXT,__gcc_except_tab) non-external GCC_except_table840
00007ffa070ba360 (__TEXT,__gcc_except_tab) non-external GCC_except_table855
00007ffa070ba39c (__TEXT,__gcc_except_tab) non-external GCC_except_table857
00007ffa070ba3d4 (__TEXT,__gcc_except_tab) non-external GCC_except_table859
00007ffa070ba3e4 (__TEXT,__gcc_except_tab) non-external GCC_except_table864
00007ffa070b65dc (__TEXT,__gcc_except_tab) non-external GCC_except_table87
00007ffa070ba430 (__TEXT,__gcc_except_tab) non-external GCC_except_table871
00007ffa070b65f0 (__TEXT,__gcc_except_tab) non-external GCC_except_table88
00007ffa070bc448 (__TEXT,__gcc_except_tab) non-external GCC_except_table88
00007ffa070ba46c (__TEXT,__gcc_except_tab) non-external GCC_except_table884
00007ffa070b6604 (__TEXT,__gcc_except_tab) non-external GCC_except_table89
00007ffa070ba4c4 (__TEXT,__gcc_except_tab) non-external GCC_except_table891
00007ffa070b5fd8 (__TEXT,__gcc_except_tab) non-external GCC_except_table9
00007ffa070b6408 (__TEXT,__gcc_except_tab) non-external GCC_except_table9
00007ffa070b6ec0 (__TEXT,__gcc_except_tab) non-external GCC_except_table9
00007ffa070b6fb8 (__TEXT,__gcc_except_tab) non-external GCC_except_table9
00007ffa070b7058 (__TEXT,__gcc_except_tab) non-external GCC_except_table9
00007ffa070b74fc (__TEXT,__gcc_except_tab) non-external GCC_except_table9
00007ffa070b75b8 (__TEXT,__gcc_except_tab) non-external GCC_except_table9
00007ffa070b76fc (__TEXT,__gcc_except_tab) non-external GCC_except_table9
00007ffa070b7858 (__TEXT,__gcc_except_tab) non-external GCC_except_table9
00007ffa070b7cb8 (__TEXT,__gcc_except_tab) non-external GCC_except_table9
00007ffa070b8120 (__TEXT,__gcc_except_tab) non-external GCC_except_table9
00007ffa070b838c (__TEXT,__gcc_except_tab) non-external GCC_except_table9
00007ffa070bc388 (__TEXT,__gcc_except_tab) non-external GCC_except_table9
00007ffa070b6830 (__TEXT,__gcc_except_tab) non-external GCC_except_table90
00007ffa070ba500 (__TEXT,__gcc_except_tab) non-external GCC_except_table901
00007ffa070b6618 (__TEXT,__gcc_except_tab) non-external GCC_except_table91
00007ffa070ba510 (__TEXT,__gcc_except_tab) non-external GCC_except_table910
00007ffa070ba520 (__TEXT,__gcc_except_tab) non-external GCC_except_table911
00007ffa070ba52c (__TEXT,__gcc_except_tab) non-external GCC_except_table912
00007ffa070ba538 (__TEXT,__gcc_except_tab) non-external GCC_except_table913
00007ffa070ba544 (__TEXT,__gcc_except_tab) non-external GCC_except_table914
00007ffa070ba550 (__TEXT,__gcc_except_tab) non-external GCC_except_table919
00007ffa070b662c (__TEXT,__gcc_except_tab) non-external GCC_except_table92
00007ffa070ba598 (__TEXT,__gcc_except_tab) non-external GCC_except_table926
00007ffa070b6c4c (__TEXT,__gcc_except_tab) non-external GCC_except_table93
00007ffa070ba5f0 (__TEXT,__gcc_except_tab) non-external GCC_except_table933
00007ffa070ba648 (__TEXT,__gcc_except_tab) non-external GCC_except_table940
00007ffa070ba6ac (__TEXT,__gcc_except_tab) non-external GCC_except_table947
00007ffa070ba71c (__TEXT,__gcc_except_tab) non-external GCC_except_table954
00007ffa070b6c78 (__TEXT,__gcc_except_tab) non-external GCC_except_table96
00007ffa070ba780 (__TEXT,__gcc_except_tab) non-external GCC_except_table961
00007ffa070ba7e4 (__TEXT,__gcc_except_tab) non-external GCC_except_table968
00007ffa070b5b6c (__TEXT,__gcc_except_tab) non-external GCC_except_table97
00007ffa070b6c8c (__TEXT,__gcc_except_tab) non-external GCC_except_table97
00007ffa070ba854 (__TEXT,__gcc_except_tab) non-external GCC_except_table975
00007ffa070b5b80 (__TEXT,__gcc_except_tab) non-external GCC_except_table98
00007ffa070b6c9c (__TEXT,__gcc_except_tab) non-external GCC_except_table98
00007ffa070ba8ac (__TEXT,__gcc_except_tab) non-external GCC_except_table982
00007ffa070ba91c (__TEXT,__gcc_except_tab) non-external GCC_except_table989
00007ffa070b6810 (__TEXT,__gcc_except_tab) non-external GCC_except_table99
00007ffa070b6cc4 (__TEXT,__gcc_except_tab) non-external GCC_except_table99
00007ffa070ba98c (__TEXT,__gcc_except_tab) non-external GCC_except_table996
                 (undefined) external _AVAssetExportPresetAppleM4A (from AVFoundation)
                 (undefined) external _AVAssetExportPresetAppleProRes422LPCM (from AVFoundation)
                 (undefined) external _AVAssetExportPresetPassthrough (from AVFoundation)
                 (undefined) external _AVAudioTimePitchAlgorithmVarispeed (from AVFoundation)
                 (undefined) external _AVChannelLayoutKey (from AVFAudio)
                 (undefined) external _AVFileTypeAppleM4A (from AVFoundation)
                 (undefined) external _AVFileTypeAppleM4V (from AVFoundation)
                 (undefined) external _AVFileTypeQuickTimeMovie (from AVFoundation)
                 (undefined) external _AVFormatIDKey (from AVFAudio)
                 (undefined) external _AVMediaTypeAudio (from AVFoundation)
                 (undefined) external _AVMediaTypeVideo (from AVFoundation)
                 (undefined) external _AVMetadataKeySpaceQuickTimeMetadata (from AVFoundation)
                 (undefined) external _AVMetadataKeySpaceiTunes (from AVFoundation)
                 (undefined) external _AVMetadataQuickTimeMetadataKeyArtwork (from AVFoundation)
                 (undefined) external _AVMetadataiTunesMetadataKeyCoverArt (from AVFoundation)
                 (undefined) external _AVNumberOfChannelsKey (from AVFAudio)
                 (undefined) external _AVOutputSettingsPreset1280x720 (from AVFoundation)
                 (undefined) external _AVOutputSettingsPreset1920x1080 (from AVFoundation)
                 (undefined) external _AVOutputSettingsPreset640x480 (from AVFoundation)
                 (undefined) external _AVOutputSettingsPreset960x540 (from AVFoundation)
                 (undefined) external _AVSampleRateKey (from AVFAudio)
                 (undefined) external _AVVideoAverageBitRateKey (from AVFoundation)
                 (undefined) external _AVVideoCodecH264 (from AVFoundation)
                 (undefined) external _AVVideoCodecKey (from AVFoundation)
                 (undefined) external _AVVideoColorPrimariesKey (from AVFoundation)
                 (undefined) external _AVVideoColorPrimaries_ITU_R_709_2 (from AVFoundation)
                 (undefined) external _AVVideoColorPrimaries_SMPTE_C (from AVFoundation)
                 (undefined) external _AVVideoColorPropertiesKey (from AVFoundation)
                 (undefined) external _AVVideoCompressionPropertiesKey (from AVFoundation)
                 (undefined) external _AVVideoHeightKey (from AVFoundation)
                 (undefined) external _AVVideoProfileLevelH264Baseline30 (from AVFoundation)
                 (undefined) external _AVVideoProfileLevelH264Main31 (from AVFoundation)
                 (undefined) external _AVVideoProfileLevelH264Main41 (from AVFoundation)
                 (undefined) external _AVVideoProfileLevelKey (from AVFoundation)
                 (undefined) external _AVVideoScalingModeKey (from AVFoundation)
                 (undefined) external _AVVideoScalingModeResizeAspect (from AVFoundation)
                 (undefined) external _AVVideoTransferFunctionKey (from AVFoundation)
                 (undefined) external _AVVideoTransferFunction_ITU_R_709_2 (from AVFoundation)
                 (undefined) external _AVVideoWidthKey (from AVFoundation)
                 (undefined) external _AVVideoYCbCrMatrixKey (from AVFoundation)
                 (undefined) external _AVVideoYCbCrMatrix_ITU_R_601_4 (from AVFoundation)
                 (undefined) external _AVVideoYCbCrMatrix_ITU_R_709_2 (from AVFoundation)
00007ffa06f4070e (__TEXT,__text) external _Antialias1D
00007ffa06f76549 (__TEXT,__text) external _AppendIntToString
00007ffa070afaec (__TEXT,__cstring) non-external _AppendIntToString.digits
00007ffa06ff0cac (__TEXT,__text) external _Bounce
                 (undefined) external _CFAbsoluteTimeGetCurrent (from CoreFoundation)
                 (undefined) external _CFArrayGetCount (from CoreFoundation)
                 (undefined) external _CFArrayGetValueAtIndex (from CoreFoundation)
                 (undefined) external _CFAttributedStringCreateWithSubstring (from CoreFoundation)
                 (undefined) external _CFAttributedStringGetAttribute (from CoreFoundation)
                 (undefined) external _CFAttributedStringSetAttribute (from CoreFoundation)
                 (undefined) external _CFDictionaryCreateMutable (from CoreFoundation)
                 (undefined) external _CFDictionarySetValue (from CoreFoundation)
                 (undefined) external _CFErrorCopyDescription (from CoreFoundation)
                 (undefined) external _CFNumberGetValue (from CoreFoundation)
                 (undefined) external _CFRelease (from CoreFoundation)
                 (undefined) external _CFRetain (from CoreFoundation)
                 (undefined) external _CFStringTrimWhitespace (from CoreFoundation)
                 (undefined) external _CFURLCopyFileSystemPath (from CoreFoundation)
                 (undefined) external _CFURLCreateWithFileSystemPath (from CoreFoundation)
                 (undefined) external _CFUUIDCreate (from CoreFoundation)
                 (undefined) external _CFUUIDCreateString (from CoreFoundation)
                 (undefined) external _CGAffineTransformMakeRotation (from CoreGraphics)
                 (undefined) external _CGBitmapContextCreate (from CoreGraphics)
                 (undefined) external _CGBitmapContextCreateImage (from CoreGraphics)
                 (undefined) external _CGBitmapContextGetAlphaInfo (from CoreGraphics)
                 (undefined) external _CGBitmapContextGetBitsPerPixel (from CoreGraphics)
                 (undefined) external _CGBitmapContextGetBytesPerRow (from CoreGraphics)
                 (undefined) external _CGBitmapContextGetData (from CoreGraphics)
                 (undefined) external _CGBitmapContextGetHeight (from CoreGraphics)
                 (undefined) external _CGBitmapContextGetWidth (from CoreGraphics)
                 (undefined) external _CGColorCreate (from CoreGraphics)
                 (undefined) external _CGColorCreateCopy (from CoreGraphics)
                 (undefined) external _CGColorCreateGenericRGB (from CoreGraphics)
                 (undefined) external _CGColorEqualToColor (from CoreGraphics)
                 (undefined) external _CGColorGetComponents (from CoreGraphics)
                 (undefined) external _CGColorGetNumberOfComponents (from CoreGraphics)
                 (undefined) external _CGColorRelease (from CoreGraphics)
                 (undefined) external _CGColorRetain (from CoreGraphics)
                 (undefined) external _CGColorSpaceCreateDeviceGray (from CoreGraphics)
                 (undefined) external _CGColorSpaceCreateDeviceRGB (from CoreGraphics)
                 (undefined) external _CGColorSpaceCreateWithName (from CoreGraphics)
                 (undefined) external _CGColorSpaceGetModel (from CoreGraphics)
                 (undefined) external _CGColorSpaceGetNumberOfComponents (from CoreGraphics)
                 (undefined) external _CGColorSpaceRelease (from CoreGraphics)
                 (undefined) external _CGColorSpaceRetain (from CoreGraphics)
                 (undefined) external _CGContextAddLineToPoint (from CoreGraphics)
                 (undefined) external _CGContextBeginPage (from CoreGraphics)
                 (undefined) external _CGContextClipToRect (from CoreGraphics)
                 (undefined) external _CGContextConcatCTM (from CoreGraphics)
                 (undefined) external _CGContextDrawImage (from CoreGraphics)
                 (undefined) external _CGContextEndPage (from CoreGraphics)
                 (undefined) external _CGContextMoveToPoint (from CoreGraphics)
                 (undefined) external _CGContextRelease (from CoreGraphics)
                 (undefined) external _CGContextRetain (from CoreGraphics)
                 (undefined) external _CGContextScaleCTM (from CoreGraphics)
                 (undefined) external _CGContextSetAllowsAntialiasing (from CoreGraphics)
                 (undefined) external _CGContextSetBlendMode (from CoreGraphics)
                 (undefined) external _CGContextSetInterpolationQuality (from CoreGraphics)
                 (undefined) external _CGContextSetLineWidth (from CoreGraphics)
                 (undefined) external _CGContextSetShadowWithColor (from CoreGraphics)
                 (undefined) external _CGContextSetShouldSmoothFonts (from CoreGraphics)
                 (undefined) external _CGContextSetStrokeColor (from CoreGraphics)
                 (undefined) external _CGContextSetStrokeColorSpace (from CoreGraphics)
                 (undefined) external _CGContextSetStrokeColorWithColor (from CoreGraphics)
                 (undefined) external _CGContextSetTextPosition (from CoreGraphics)
                 (undefined) external _CGContextStrokePath (from CoreGraphics)
                 (undefined) external _CGContextStrokeRect (from CoreGraphics)
                 (undefined) external _CGContextTranslateCTM (from CoreGraphics)
                 (undefined) external _CGDataProviderCreateWithData (from CoreGraphics)
                 (undefined) external _CGDataProviderRelease (from CoreGraphics)
                 (undefined) external _CGDisplayIDToOpenGLDisplayMask (from CoreGraphics)
                 (undefined) external _CGImageCreate (from CoreGraphics)
                 (undefined) external _CGImageCreateCopyWithColorSpace (from CoreGraphics)
                 (undefined) external _CGImageDestinationAddImage (from ImageIO)
                 (undefined) external _CGImageDestinationCreateWithData (from ImageIO)
                 (undefined) external _CGImageDestinationCreateWithURL (from ImageIO)
                 (undefined) external _CGImageDestinationFinalize (from ImageIO)
                 (undefined) external _CGImageDestinationSetProperties (from ImageIO)
                 (undefined) external _CGImageGetAlphaInfo (from CoreGraphics)
                 (undefined) external _CGImageGetBitsPerComponent (from CoreGraphics)
